Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Поворинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	2	2	3	0	1	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.08%	0.00%	0.12%	0.09%	0.20%	0.00%	0.09%	0.70%	0.17%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	1	2	3	0	1	2	4	2	0	0	2	0	0	3	4	0	0	0	1	0	0									
		0.13%	0.00%	0.06%	0.09%	0.20%	0.00%	0.09%	0.35%	0.66%	0.23%	0.00%	0.00%	0.15%	0.00%	0.00%	1.32%	0.98%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	2	0	0	0	1	1	0	4	0	1	3	0	0	0	0	0	0	0	1	0	0									
		0.07%	0.00%	0.12%	0.00%	0.00%	0.00%	0.09%	0.18%	0.00%	0.47%	0.00%	0.11%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	0	6	3	5	0	3	4	6	5	0	3	3	1	0	2	0	0	0	0	0	0	0									
		0.22%	0.00%	0.35%	0.14%	0.33%	0.00%	0.26%	0.70%	0.99%	0.58%	0.00%	0.34%	0.23%	0.07%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1993	17	154	230	181	50	121	90	91	198	62	65	93	113	108	23	30	6	194	55	62	23	27									
		10.54%	6.05%	8.97%	10.69%	11.81%	2.29%	10.43%	15.82%	15.07%	23.16%	13.81%	7.32%	7.03%	7.42%	10.49%	10.13%	7.35%	9.68%	22.35%	29.73%	16.71%	7.77%	11.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	2	1	7	0	2	3	0	0	1	0	9	1	0	0	2	0	3	0	2	0	0									
		0.18%	0.36%	0.12%	0.05%	0.46%	0.00%	0.17%	0.53%	0.00%	0.00%	0.22%	0.00%	0.68%	0.07%	0.00%	0.00%	0.49%	0.00%	0.35%	0.00%	0.54%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	508	5	22	32	41	98	62	23	21	16	22	17	39	18	45	3	5	0	12	3	7	15	2									
		2.69%	1.78%	1.28%	1.49%	2.67%	4.50%	5.34%	4.04%	3.48%	1.87%	4.90%	1.91%	2.95%	1.18%	4.37%	1.32%	1.23%	0.00%	1.38%	1.62%	1.89%	5.07%	0.86%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
