Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Улетовская 																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	138	1	6	0	0	3	3	7	0	2	6	8	5	2	4	7	16	16	8	6	4	4	22	1	1	6									
		2.66%	1.96%	2.97%	0.00%	0.00%	1.52%	3.61%	2.19%	0.00%	1.92%	3.97%	3.40%	2.37%	3.92%	2.88%	3.68%	2.78%	2.45%	2.94%	2.62%	2.78%	2.05%	3.64%	1.72%	2.56%	2.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1912	26	74	25	24	75	29	129	58	60	61	111	97	26	41	93	180	231	95	74	54	59	186	18	10	76									
		36.89%	50.98%	36.63%	50.00%	39.34%	37.88%	34.94%	40.44%	54.21%	57.69%	40.40%	47.23%	45.97%	50.98%	29.50%	48.95%	31.30%	35.38%	34.93%	32.31%	37.50%	30.26%	30.74%	31.03%	25.64%	29.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	0	0	0	0	0	0	3	0	0	0	2	2	1	2	1	1	5	1	1	1	2	2	0	0	1									
		0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.85%	0.95%	1.96%	1.44%	0.53%	0.17%	0.77%	0.37%	0.44%	0.69%	1.03%	0.33%	0.00%	0.00%	0.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	2	2	0	0	1	0	0	4	1	1	1	2	0	0	0	2	2	2	0	0	1	1	0	0	1									
		0.44%	3.92%	0.99%	0.00%	0.00%	0.51%	0.00%	0.00%	3.74%	0.96%	0.66%	0.43%	0.95%	0.00%	0.00%	0.00%	0.35%	0.31%	0.74%	0.00%	0.00%	0.51%	0.17%	0.00%	0.00%	0.38%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1518	12	35	19	20	59	30	88	20	19	49	60	49	11	50	40	157	179	86	71	36	64	210	30	10	114									
		29.29%	23.53%	17.33%	38.00%	32.79%	29.80%	36.14%	27.59%	18.69%	18.27%	32.45%	25.53%	23.22%	21.57%	35.97%	21.05%	27.30%	27.41%	31.62%	31.00%	25.00%	32.82%	34.71%	51.72%	25.64%	43.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	9	1	0	0	1	3	0	0	0									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.35%	1.38%	0.37%	0.00%	0.00%	0.51%	0.50%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	2	6	3	1	3	0	1	1	1	2									
		0.48%	0.00%	0.99%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.35%	0.92%	1.10%	0.44%	2.08%	0.00%	0.17%	1.72%	2.56%	0.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	1	0	0	1	0	0	0	1	2	0	1	1	1	2	0	0	0	0	0	0	0	0									
		0.19%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.43%	0.95%	0.00%	0.72%	0.53%	0.17%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	0	0	0	0	1	0	4	0	2	2	0	2	0	1	0	6	5	2	2	0	2	3	1	0	2									
		0.68%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	1.25%	0.00%	1.92%	1.32%	0.00%	0.95%	0.00%	0.72%	0.00%	1.04%	0.77%	0.74%	0.87%	0.00%	1.03%	0.50%	1.72%	0.00%	0.77%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	884	6	53	5	1	36	14	63	14	14	19	29	22	4	22	22	129	126	41	51	22	34	104	6	13	34									
		17.06%	11.76%	26.24%	10.00%	1.64%	18.18%	16.87%	19.75%	13.08%	13.46%	12.58%	12.34%	10.43%	7.84%	15.83%	11.58%	22.43%	19.30%	15.07%	22.27%	15.28%	17.44%	17.19%	10.34%	33.33%	13.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	0	0	0	0	0	1	1	0	0	0	1	2	1	1	0	6	6	1	0	3	0	2	1	0	0									
		0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.31%	0.00%	0.00%	0.00%	0.43%	0.95%	1.96%	0.72%	0.00%	1.04%	0.92%	0.37%	0.00%	2.08%	0.00%	0.33%	1.72%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	105	0	7	0	0	3	1	4	3	1	3	3	7	1	5	6	11	14	4	7	3	4	13	0	1	4									
		2.03%	0.00%	3.47%	0.00%	0.00%	1.52%	1.20%	1.25%	2.80%	0.96%	1.99%	1.28%	3.32%	1.96%	3.60%	3.16%	1.91%	2.14%	1.47%	3.06%	2.08%	2.05%	2.15%	0.00%	2.56%	1.53%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
