Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Северобайкальская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525					
		0.35%	0.43%	0.29%	0.22%	0.21%	0.51%	0.12%	0.26%	0.46%	0.77%	0.43%	0.51%	0.0%					
27	"10. ""Аграрная партия России"""	199	16	8	22	18	24	22	16	17	10	15	16	15					
		1.96%	1.73%	0.78%	2.44%	1.91%	2.45%	2.69%	2.09%	1.97%	1.54%	1.64%	2.04%	2.53%					
28	"11. ""Истинные патриоты России"""	16	1	0	2	0	0	2	0	2	1	3	3	2					
		0.15%	0.10%	0.0%	0.22%	0.0%	0.0%	0.24%	0.0%	0.23%	0.15%	0.32%	0.38%	0.33%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	104	10	10	7	13	10	8	8	9	7	11	7	4					
		1.02%	1.08%	0.98%	0.77%	1.38%	1.02%	0.98%	1.04%	1.04%	1.08%	1.20%	0.89%	0.67%					
30	"13. ""Демократическая партия России"""	15	0	1	1	2	0	0	3	3	0	2	2	1					
		0.14%	0.0%	0.09%	0.11%	0.21%	0.0%	0.0%	0.39%	0.34%	0.0%	0.21%	0.25%	0.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	2	0	3	0	2	0	1	4	1	1	2	2					
		0.17%	0.21%	0.0%	0.33%	0.0%	0.20%	0.0%	0.13%	0.46%	0.15%	0.10%	0.25%	0.33%					
32	"15. ""Партия СЛОН"""	10	0	1	1	0	0	2	3	1	1	1	0	0					
		0.09%	0.0%	0.09%	0.11%	0.0%	0.0%	0.24%	0.39%	0.11%	0.15%	0.10%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	942	81	127	94	107	97	80	78	63	4	78	68	65					
		9.30%	8.80%	12.51%	10.44%	11.37%	9.93%	9.81%	10.22%	7.31%	0.61%	8.53%	8.70%	10.97%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	1	2	3	1	1	5	3	5	5	3	0	0					
		0.28%	0.10%	0.19%	0.33%	0.10%	0.10%	0.61%	0.39%	0.58%	0.77%	0.32%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1773	122	147	148	131	137	169	139	181	120	176	186	117					
		17.50%	13.26%	14.48%	16.44%	13.92%	14.03%	20.73%	18.21%	21.02%	18.51%	19.25%	23.81%	19.76%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	245	33	26	24	19	24	17	21	19	24	20	15	3					
		2.41%	3.58%	2.56%	2.66%	2.01%	2.45%	2.08%	2.75%	2.20%	3.70%	2.18%	1.92%	0.50%					
37	"20. ""Политическая партия ""Единая Россия"""	3341	307	347	292	320	323	270	257	300	236	264	241	184					
		32.99%	33.36%	34.18%	32.44%	34.00%	33.09%	33.12%	33.68%	34.84%	36.41%	28.88%	30.85%	31.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	0	3	1	0	2	3	1	3	2	0	1	1					
		0.16%	0.0%	0.29%	0.11%	0.0%	0.20%	0.36%	0.13%	0.34%	0.30%	0.0%	0.12%	0.16%					
39	"22. ""Развитие предпринимательства"""	26	6	3	3	1	4	0	2	3	0	1	2	1					
		0.25%	0.65%	0.29%	0.33%	0.10%	0.40%	0.0%	0.26%	0.34%	0.0%	0.10%	0.25%	0.16%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1230	141	126	112	111	139	90	78	97	78	105	84	69					
		12.14%	15.32%	12.41%	12.44%	11.79%	14.24%	11.04%	10.22%	11.26%	12.03%	11.48%	10.75%	11.65%					
																			
41	Против всех	485	49	43	33	40	48	38	41	40	28	61	26	38					
		4.78%	5.32%	4.23%	3.66%	4.25%	4.91%	4.66%	5.37%	4.64%	4.32%	6.67%	3.32%	6.41%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
