Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Беловская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1790	30	40	30	50	20	40	30	30	30	30	20	50	40	40	65	70	30	10	50	50	20	50	20	30	5	25	20	20	10	20	20	20	20	40	40	30	30	20	5	20	30	30	50	35	25	30	40	50	30	30	50	50	20	50	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1633	14	24	30	46	20	35	30	19	30	21	20	50	40	38	65	69	22	9	50	40	14	44	18	28	5	24	19	20	7	19	12	20	20	40	40	30	30	20	5	19	23	30	28	35	22	30	39	50	30	30	47	48	20	47	19	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1409	26	29	11	15	28	22	10	26	28	11	7	48	14	13	22	28	7	10	5	14	6	16	12	8	3	9	20	22	4	23	30	22	12	9	8	18	10	12	3	11	52	42	33	50	10	25	21	12	13	70	18	19	385	12	0	15					
14	Число погашенных неиспользованных открепительных удостоверений	157	16	16	0	4	0	5	0	11	0	9	0	0	0	2	0	1	8	1	0	10	6	6	2	2	0	1	1	0	3	1	8	0	0	0	0	0	0	0	0	1	7	0	22	0	3	0	1	0	0	0	3	2	0	3	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	4	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3976	31	2	87	166	51	145	25	125	42	105	24	93	40	141	45	160	95	7	60	45	60	158	19	91	35	73	2	42	27	46	80	50	89	58	70	66	46	31	18	93	20	9	251	168	6	63	165	118	137	23	85	0	91	95	37	65					
		5.53%	4.22%	0.15%	6.15%	9.56%	5.94%	7.30%	1.52%	8.26%	3.86%	8.74%	2.15%	4.94%	3.30%	11.01%	2.87%	9.36%	6.56%	1.30%	3.91%	2.40%	8.52%	7.61%	3.09%	7.57%	8.06%	6.57%	0.30%	5.96%	8.21%	4.83%	6.53%	4.75%	8.85%	2.53%	3.87%	5.30%	3.24%	3.55%	5.44%	8.70%	1.34%	0.47%	13.86%	11.82%	0.93%	3.51%	12.19%	5.12%	7.19%	2.67%	4.37%	0.00%	9.73%	5.40%	7.66%	6.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8013	53	102	128	211	88	179	194	137	76	109	116	174	80	168	277	218	75	76	142	146	81	214	83	203	62	49	146	93	23	90	219	99	135	196	106	64	193	121	24	179	221	285	355	286	89	121	215	189	113	85	129	214	189	220	94	79					
		11.15%	7.21%	7.67%	9.05%	12.15%	10.26%	9.02%	11.77%	9.05%	6.99%	9.08%	10.40%	9.25%	6.61%	13.11%	17.67%	12.75%	5.18%	14.10%	9.26%	7.80%	11.51%	10.31%	13.50%	16.89%	14.29%	4.41%	22.12%	13.19%	6.99%	9.44%	17.86%	9.41%	13.42%	8.54%	5.85%	5.14%	13.58%	13.86%	7.25%	16.74%	14.76%	14.89%	19.60%	20.13%	13.84%	6.73%	15.88%	8.20%	5.93%	9.88%	6.63%	15.77%	20.21%	12.50%	19.46%	7.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	305	6	0	10	8	1	8	10	3	11	5	2	0	8	11	7	15	5	3	15	3	3	8	1	5	2	4	0	0	1	5	5	1	6	0	0	9	0	0	1	4	0	2	17	12	1	13	16	18	0	2	18	0	8	7	3	2					
		0.42%	0.82%	0.00%	0.71%	0.46%	0.12%	0.40%	0.61%	0.20%	1.01%	0.42%	0.18%	0.00%	0.66%	0.86%	0.45%	0.88%	0.35%	0.56%	0.98%	0.16%	0.43%	0.39%	0.16%	0.42%	0.46%	0.36%	0.00%	0.00%	0.30%	0.52%	0.41%	0.10%	0.60%	0.00%	0.00%	0.72%	0.00%	0.00%	0.30%	0.37%	0.00%	0.10%	0.94%	0.84%	0.16%	0.72%	1.18%	0.78%	0.00%	0.23%	0.93%	0.00%	0.86%	0.40%	0.62%	0.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7213	70	217	131	213	67	223	202	151	95	197	119	185	142	234	52	290	156	34	108	141	79	230	51	190	35	115	32	61	33	70	185	91	151	150	176	131	47	14	31	161	129	164	300	226	56	157	191	143	193	72	120	28	129	67	83	95					
		10.04%	9.52%	16.33%	9.26%	12.26%	7.81%	11.23%	12.26%	9.97%	8.74%	16.40%	10.67%	9.83%	11.73%	18.27%	3.32%	16.96%	10.77%	6.31%	7.05%	7.53%	11.22%	11.08%	8.29%	15.81%	8.06%	10.35%	4.85%	8.65%	10.03%	7.35%	15.09%	8.65%	15.01%	6.54%	9.72%	10.52%	3.31%	1.60%	9.37%	15.06%	8.62%	8.57%	16.57%	15.90%	8.71%	8.74%	14.11%	6.20%	10.13%	8.37%	6.17%	2.06%	13.80%	3.81%	17.18%	8.77%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	686	11	2	17	43	1	22	7	4	33	31	9	0	14	24	3	68	15	6	9	4	12	19	2	18	6	3	0	1	0	8	13	4	10	0	0	16	0	0	1	12	5	3	29	33	4	13	30	41	0	2	19	0	15	18	17	9					
		0.95%	1.50%	0.15%	1.20%	2.48%	0.12%	1.11%	0.42%	0.26%	3.04%	2.58%	0.81%	0.00%	1.16%	1.87%	0.19%	3.98%	1.04%	1.11%	0.59%	0.21%	1.70%	0.92%	0.33%	1.50%	1.38%	0.27%	0.00%	0.14%	0.00%	0.84%	1.06%	0.38%	0.99%	0.00%	0.00%	1.29%	0.00%	0.00%	0.30%	1.12%	0.33%	0.16%	1.60%	2.32%	0.62%	0.72%	2.22%	1.78%	0.00%	0.23%	0.98%	0.00%	1.60%	1.02%	3.52%	0.83%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	50958	554	1003	1030	1073	645	1391	1193	1090	819	739	823	1430	908	679	1167	933	1100	404	1173	1515	460	1411	452	682	280	843	471	508	237	718	711	794	597	1891	1459	939	1135	707	252	599	1122	1451	834	670	485	1410	690	1761	1463	659	1568	1115	498	1347	244	826					
		70.92%	75.37%	75.47%	72.79%	61.77%	75.17%	70.08%	72.39%	71.99%	75.34%	61.53%	73.81%	75.98%	74.98%	53.01%	74.43%	54.56%	75.97%	74.95%	76.52%	80.93%	65.34%	68.00%	73.50%	56.74%	64.52%	75.88%	71.36%	72.06%	72.04%	75.34%	57.99%	75.48%	59.34%	82.40%	80.56%	75.42%	79.87%	80.99%	76.13%	56.03%	74.95%	75.81%	46.05%	47.15%	75.43%	78.46%	50.96%	76.40%	76.76%	76.63%	80.62%	82.17%	53.26%	76.53%	50.52%	76.27%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	151	2	1	3	6	1	4	9	2	4	2	1	0	2	7	1	8	2	2	7	0	1	7	1	1	2	1	0	0	1	1	7	1	3	0	0	3	0	0	0	5	0	0	6	7	2	7	9	5	0	0	6	0	5	4	2	0					
		0.21%	0.27%	0.08%	0.21%	0.35%	0.12%	0.20%	0.55%	0.13%	0.37%	0.17%	0.09%	0.00%	0.17%	0.55%	0.06%	0.47%	0.14%	0.37%	0.46%	0.00%	0.14%	0.34%	0.16%	0.08%	0.46%	0.09%	0.00%	0.00%	0.30%	0.10%	0.57%	0.10%	0.30%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.33%	0.49%	0.31%	0.39%	0.66%	0.22%	0.00%	0.00%	0.31%	0.00%	0.53%	0.23%	0.41%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
