Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Беловская городская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1987	30	40	30	40	30	50	30	40	40	30	30	40	40	50	40	55	20	20	20	50	40	20	50	20	50	20	20	20	30	15	40	30	30	30	30	55	40	40	40	30	10	50	40	50	40	40	40	50	40	20	52	40	30	40	20	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1829	30	40	30	40	19	50	30	39	40	30	30	39	40	50	40	55	18	20	16	50	40	20	50	20	50	15	20	17	19	15	24	18	23	15	25	55	40	38	40	25	10	26	26	48	40	39	40	50	40	20	52	40	17	40	18	40	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1446	43	34	16	20	13	26	32	15	20	74	14	63	13	42	44	24	23	0	28	29	29	11	33	20	30	9	7	15	14	7	12	13	7	22	15	20	26	22	16	19	2	38	29	20	13	40	18	23	17	36	168	42	6	4	33	26	11					
14	Число погашенных неиспользованных открепительных удостоверений	158	0	0	0	0	11	0	0	1	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	5	0	3	11	0	16	12	7	15	5	0	0	2	0	5	0	24	14	2	0	1	0	0	0	0	0	0	13	0	2	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	897	13	13	14	49	10	29	20	15	25	19	14	30	16	17	23	23	7	4	2	19	17	5	17	4	18	4	6	11	14	3	5	10	8	9	9	17	11	10	8	21	2	36	32	22	37	22	28	27	31	4	5	21	11	17	0	28	5					
		1.13%	1.08%	0.84%	1.07%	2.68%	1.34%	1.77%	1.59%	1.03%	1.78%	1.34%	1.25%	1.85%	1.04%	1.14%	1.34%	1.15%	0.67%	0.48%	0.25%	1.27%	0.83%	0.92%	0.99%	0.56%	1.00%	0.72%	0.50%	1.17%	1.70%	0.69%	0.43%	1.06%	0.94%	0.93%	0.69%	0.94%	0.52%	0.60%	0.47%	1.69%	0.70%	1.88%	1.55%	0.91%	1.80%	1.22%	1.30%	1.22%	1.94%	0.37%	0.24%	1.49%	0.90%	0.84%	0.00%	2.17%	0.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	459	12	11	7	15	6	9	8	13	12	16	13	7	12	7	12	18	7	3	3	11	10	1	7	2	8	2	1	5	8	2	5	6	6	1	1	16	13	4	4	7	1	15	6	14	19	22	14	20	17	0	1	5	4	4	0	4	2					
		0.58%	1.00%	0.71%	0.53%	0.82%	0.80%	0.55%	0.64%	0.89%	0.86%	1.13%	1.16%	0.43%	0.78%	0.47%	0.70%	0.90%	0.67%	0.36%	0.37%	0.73%	0.49%	0.18%	0.41%	0.28%	0.45%	0.36%	0.08%	0.53%	0.97%	0.46%	0.43%	0.63%	0.70%	0.10%	0.08%	0.88%	0.62%	0.24%	0.23%	0.56%	0.35%	0.78%	0.29%	0.58%	0.92%	1.22%	0.65%	0.90%	1.07%	0.00%	0.05%	0.36%	0.33%	0.20%	0.00%	0.31%	0.34%					
20	3.Политическая партия «Демократическая партия России»	71	2	0	3	2	2	1	2	2	0	0	1	1	2	0	3	3	1	0	2	1	6	0	3	0	1	2	0	2	1	0	1	1	0	0	2	1	2	3	3	0	0	1	3	2	1	1	0	3	2	0	1	0	1	0	0	0	0					
		0.09%	0.17%	0.00%	0.23%	0.11%	0.27%	0.06%	0.16%	0.14%	0.00%	0.00%	0.09%	0.06%	0.13%	0.00%	0.18%	0.15%	0.10%	0.00%	0.25%	0.07%	0.29%	0.00%	0.17%	0.00%	0.06%	0.36%	0.00%	0.21%	0.12%	0.00%	0.09%	0.11%	0.00%	0.00%	0.15%	0.06%	0.10%	0.18%	0.17%	0.00%	0.00%	0.05%	0.15%	0.08%	0.05%	0.06%	0.00%	0.14%	0.13%	0.00%	0.05%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5912	57	123	105	165	59	171	133	114	177	89	143	157	133	142	87	139	97	52	76	91	126	29	156	58	147	31	67	46	52	19	75	62	90	36	85	123	112	105	111	78	24	118	133	144	118	159	129	171	184	89	160	117	151	78	87	106	26					
		7.44%	4.75%	7.92%	7.99%	9.02%	7.91%	10.45%	10.57%	7.81%	12.62%	6.30%	12.80%	9.68%	8.64%	9.49%	5.08%	6.97%	9.27%	6.28%	9.33%	6.07%	6.12%	5.35%	9.06%	8.07%	8.18%	5.61%	5.56%	4.91%	6.32%	4.38%	6.40%	6.56%	10.54%	3.73%	6.54%	6.78%	5.33%	6.25%	6.47%	6.29%	8.45%	6.17%	6.44%	5.96%	5.74%	8.80%	6.00%	7.71%	11.53%	8.27%	7.55%	8.31%	12.35%	3.87%	7.67%	8.20%	4.36%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	481	6	9	9	3	1	8	4	11	17	14	6	16	18	10	7	16	2	30	3	13	14	1	17	6	19	19	0	3	1	1	4	6	2	4	4	9	9	11	11	5	1	11	7	16	9	13	13	11	13	5	12	4	3	4	0	10	0					
		0.61%	0.50%	0.58%	0.68%	0.16%	0.13%	0.49%	0.32%	0.75%	1.21%	0.99%	0.54%	0.99%	1.17%	0.67%	0.41%	0.80%	0.19%	3.62%	0.37%	0.87%	0.68%	0.18%	0.99%	0.83%	1.06%	3.44%	0.00%	0.32%	0.12%	0.23%	0.34%	0.63%	0.23%	0.41%	0.31%	0.50%	0.43%	0.66%	0.64%	0.40%	0.35%	0.58%	0.34%	0.66%	0.44%	0.72%	0.60%	0.50%	0.81%	0.46%	0.57%	0.28%	0.25%	0.20%	0.00%	0.77%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	116	1	3	1	3	4	3	1	2	3	1	5	2	0	1	3	16	2	0	1	6	2	0	3	0	3	0	1	1	0	1	0	2	1	0	2	2	2	0	1	0	0	1	3	4	4	2	1	10	4	1	1	2	0	0	1	1	2					
		0.15%	0.08%	0.19%	0.08%	0.16%	0.54%	0.18%	0.08%	0.14%	0.21%	0.07%	0.45%	0.12%	0.00%	0.07%	0.18%	0.80%	0.19%	0.00%	0.12%	0.40%	0.10%	0.00%	0.17%	0.00%	0.17%	0.00%	0.08%	0.11%	0.00%	0.23%	0.00%	0.21%	0.12%	0.00%	0.15%	0.11%	0.10%	0.00%	0.06%	0.00%	0.00%	0.05%	0.15%	0.17%	0.19%	0.11%	0.05%	0.45%	0.25%	0.09%	0.05%	0.14%	0.00%	0.00%	0.09%	0.08%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	5538	78	78	87	149	55	114	79	90	96	95	82	105	102	120	117	167	51	42	40	121	150	51	137	57	182	49	67	54	57	11	108	56	76	58	77	132	123	53	102	73	24	172	163	230	207	138	148	175	101	51	141	97	82	105	40	93	30					
		6.97%	6.50%	5.02%	6.62%	8.14%	7.37%	6.97%	6.28%	6.17%	6.85%	6.72%	7.34%	6.47%	6.62%	8.02%	6.83%	8.38%	4.88%	5.07%	4.91%	8.07%	7.29%	9.41%	7.96%	7.93%	10.13%	8.86%	5.56%	5.76%	6.93%	2.53%	9.22%	5.93%	8.90%	6.01%	5.92%	7.28%	5.85%	3.16%	5.95%	5.88%	8.45%	8.99%	7.89%	9.52%	10.07%	7.64%	6.89%	7.89%	6.33%	4.74%	6.65%	6.89%	6.70%	5.21%	3.53%	7.19%	5.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2770	40	52	44	61	26	74	45	47	63	50	48	67	46	55	68	81	37	14	8	71	46	6	66	23	47	16	24	15	11	12	19	28	31	16	40	64	61	2	76	37	5	87	85	149	101	78	75	99	62	30	85	90	32	53	18	57	27					
		3.49%	3.33%	3.35%	3.35%	3.33%	3.49%	4.52%	3.58%	3.22%	4.49%	3.54%	4.30%	4.13%	2.99%	3.67%	3.97%	4.06%	3.54%	1.69%	0.98%	4.73%	2.24%	1.11%	3.83%	3.20%	2.62%	2.89%	1.99%	1.60%	1.34%	2.76%	1.62%	2.96%	3.63%	1.66%	3.08%	3.53%	2.90%	0.12%	4.43%	2.98%	1.76%	4.55%	4.12%	6.17%	4.91%	4.32%	3.49%	4.46%	3.88%	2.79%	4.01%	6.39%	2.62%	2.63%	1.59%	4.41%	4.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	342	6	10	4	11	1	6	2	3	11	11	10	8	9	3	3	9	3	2	2	8	13	0	6	6	5	2	2	3	2	1	4	5	2	3	9	14	6	5	6	3	0	11	12	9	18	9	6	21	4	5	2	6	3	8	0	6	3					
		0.43%	0.50%	0.64%	0.30%	0.60%	0.13%	0.37%	0.16%	0.21%	0.78%	0.78%	0.90%	0.49%	0.58%	0.20%	0.18%	0.45%	0.29%	0.24%	0.25%	0.53%	0.63%	0.00%	0.35%	0.83%	0.28%	0.36%	0.17%	0.32%	0.24%	0.23%	0.34%	0.53%	0.23%	0.31%	0.69%	0.77%	0.29%	0.30%	0.35%	0.24%	0.00%	0.58%	0.58%	0.37%	0.88%	0.50%	0.28%	0.95%	0.25%	0.46%	0.09%	0.43%	0.25%	0.40%	0.00%	0.46%	0.50%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	61546	967	1224	1022	1312	563	1201	947	1144	981	1004	777	1207	1176	1122	1359	1503	831	678	667	1133	1652	444	1293	554	1346	427	1023	787	667	378	938	758	630	830	1064	1335	1738	1473	1373	996	227	1429	1599	1799	1495	1329	1719	1597	1143	882	1695	1049	902	1730	970	963	494					
		77.50%	80.58%	78.82%	77.78%	71.69%	75.47%	73.41%	75.28%	78.41%	69.97%	71.05%	69.56%	74.41%	76.36%	74.95%	79.38%	75.41%	79.45%	81.88%	81.84%	75.53%	80.27%	81.92%	75.09%	77.05%	74.94%	77.22%	84.97%	83.99%	81.04%	87.10%	80.03%	80.21%	73.77%	86.01%	81.85%	73.63%	82.68%	87.73%	80.06%	80.26%	79.93%	74.74%	77.43%	74.46%	72.75%	73.59%	79.99%	72.00%	71.62%	81.97%	79.99%	74.50%	73.75%	85.90%	85.54%	74.48%	82.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	545	4	17	12	22	9	12	10	7	14	17	15	12	14	12	25	11	8	1	5	17	3	3	12	2	14	0	5	2	3	2	2	9	5	2	7	12	9	4	8	7	0	7	8	15	23	18	16	33	20	3	0	13	3	10	5	13	3					
		0.69%	0.33%	1.09%	0.91%	1.20%	1.21%	0.73%	0.79%	0.48%	0.99%	1.20%	1.34%	0.74%	0.91%	0.80%	1.46%	0.55%	0.76%	0.12%	0.61%	1.13%	0.15%	0.55%	0.70%	0.28%	0.78%	0.00%	0.42%	0.21%	0.36%	0.46%	0.17%	0.95%	0.59%	0.21%	0.54%	0.66%	0.43%	0.24%	0.47%	0.56%	0.00%	0.37%	0.39%	0.62%	1.12%	0.99%	0.74%	1.49%	1.25%	0.28%	0.00%	0.92%	0.25%	0.50%	0.44%	1.01%	0.50%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
