Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    район Щукино																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3780	УИК №3781	УИК №3782	УИК №3783	УИК №3784	УИК №3785	УИК №3786	УИК №3787	УИК №3788									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	67	4	1	1	5	4	1	0	3	2	0	4	1	5	4	1	3	4	0	1	3	1	3	3	1	2	0	3	2	5	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	1335	43	42	37	54	42	32	47	49	29	20	46	36	41	49	69	29	53	50	52	51	49	56	48	31	58	47	35	52	41	9	9	9	3	6	9	0	1	1									
		5.32%	4.83%	5.50%	5.43%	5.62%	4.41%	4.05%	4.91%	3.22%	5.27%	6.35%	6.15%	4.30%	5.64%	5.71%	6.41%	3.84%	5.57%	5.88%	6.75%	7.02%	7.42%	6.85%	5.86%	5.13%	6.81%	6.68%	4.26%	5.26%	5.45%	2.59%	3.85%	3.61%	3.95%	3.85%	4.09%	0.00%	4.00%	4.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	508	10	18	11	17	30	15	22	25	7	10	20	10	12	33	27	14	18	17	9	9	12	22	16	15	12	16	19	18	11	10	7	3	3	4	4	2	0	0									
		2.02%	1.12%	2.36%	1.61%	1.77%	3.15%	1.90%	2.30%	1.64%	1.27%	3.17%	2.67%	1.19%	1.65%	3.85%	2.51%	1.85%	1.89%	2.00%	1.17%	1.24%	1.82%	2.69%	1.95%	2.48%	1.41%	2.27%	2.31%	1.82%	1.46%	2.87%	2.99%	1.20%	3.95%	2.56%	1.82%	2.94%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	729	23	19	23	27	22	20	41	30	11	4	22	23	17	28	31	36	34	27	28	13	21	23	19	15	32	29	26	23	22	7	5	5	4	7	8	2	1	1									
		2.90%	2.58%	2.49%	3.37%	2.81%	2.31%	2.53%	4.28%	1.97%	2.00%	1.27%	2.94%	2.74%	2.34%	3.26%	2.88%	4.77%	3.58%	3.18%	3.64%	1.79%	3.18%	2.81%	2.32%	2.48%	3.76%	4.12%	3.16%	2.33%	2.93%	2.01%	2.14%	2.01%	5.26%	4.49%	3.64%	2.94%	4.00%	4.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7972	246	259	221	303	302	259	305	809	139	112	192	239	249	236	294	231	280	266	173	193	180	257	208	197	259	194	260	317	200	138	93	112	30	64	98	29	12	16									
		31.75%	27.61%	33.94%	32.40%	31.53%	31.72%	32.74%	31.84%	53.12%	25.27%	35.56%	25.67%	28.52%	34.25%	27.51%	27.30%	30.60%	29.44%	31.29%	22.47%	26.55%	27.27%	31.42%	25.40%	32.62%	30.40%	27.56%	31.63%	32.09%	26.60%	39.66%	39.74%	44.98%	39.47%	41.03%	44.55%	42.65%	48.00%	64.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	465	22	9	13	19	13	10	21	18	6	3	14	15	7	27	19	20	23	18	13	12	18	13	17	8	17	19	13	27	12	4	3	2	3	4	1	0	1	1									
		1.85%	2.47%	1.18%	1.91%	1.98%	1.37%	1.26%	2.19%	1.18%	1.09%	0.95%	1.87%	1.79%	0.96%	3.15%	1.76%	2.65%	2.42%	2.12%	1.69%	1.65%	2.73%	1.59%	2.08%	1.32%	1.99%	2.70%	1.58%	2.73%	1.60%	1.15%	1.28%	0.80%	3.95%	2.56%	0.45%	0.00%	4.00%	4.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	87	2	5	7	5	4	3	2	5	1	0	2	5	2	4	3	2	3	2	2	2	1	3	2	1	2	3	2	0	5	1	3	2	0	0	0	1	0	0									
		0.35%	0.22%	0.66%	1.03%	0.52%	0.42%	0.38%	0.21%	0.33%	0.18%	0.00%	0.27%	0.60%	0.28%	0.47%	0.28%	0.26%	0.32%	0.24%	0.26%	0.28%	0.15%	0.37%	0.24%	0.17%	0.23%	0.43%	0.24%	0.00%	0.66%	0.29%	1.28%	0.80%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2684	70	69	79	125	81	97	91	124	43	35	91	76	107	94	73	90	120	82	75	71	76	81	81	68	109	73	106	121	83	63	30	36	9	19	19	11	4	2									
		10.69%	7.86%	9.04%	11.58%	13.01%	8.51%	12.26%	9.50%	8.14%	7.82%	11.11%	12.17%	9.07%	14.72%	10.96%	6.78%	11.92%	12.62%	9.65%	9.74%	9.77%	11.52%	9.90%	9.89%	11.26%	12.79%	10.37%	12.90%	12.25%	11.04%	18.10%	12.82%	14.46%	11.84%	12.18%	8.64%	16.18%	16.00%	8.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	611	27	17	14	22	22	21	24	22	15	4	21	25	17	19	37	15	28	12	28	19	15	14	21	18	16	32	13	28	37	2	2	0	0	1	0	1	0	2									
		2.43%	3.03%	2.23%	2.05%	2.29%	2.31%	2.65%	2.51%	1.44%	2.73%	1.27%	2.81%	2.98%	2.34%	2.21%	3.44%	1.99%	2.94%	1.41%	3.64%	2.61%	2.27%	1.71%	2.56%	2.98%	1.88%	4.55%	1.58%	2.83%	4.92%	0.57%	0.85%	0.00%	0.00%	0.64%	0.00%	1.47%	0.00%	8.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1129	81	27	31	46	50	28	38	50	20	18	41	62	27	50	51	21	32	34	37	33	28	38	41	24	45	24	44	29	54	6	4	6	2	1	2	4	0	0									
		4.50%	9.09%	3.54%	4.55%	4.79%	5.25%	3.54%	3.97%	3.28%	3.64%	5.71%	5.48%	7.40%	3.71%	5.83%	4.74%	2.78%	3.36%	4.00%	4.81%	4.54%	4.24%	4.65%	5.01%	3.97%	5.28%	3.41%	5.35%	2.94%	7.18%	1.72%	1.71%	2.41%	2.63%	0.64%	0.91%	5.88%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	64	2	2	2	5	3	2	5	3	3	1	1	3	2	1	1	2	1	2	2	2	2	0	2	0	0	4	3	0	3	4	0	0	0	0	1	0	0	0									
		0.25%	0.22%	0.26%	0.29%	0.52%	0.32%	0.25%	0.52%	0.20%	0.55%	0.32%	0.13%	0.36%	0.28%	0.12%	0.09%	0.26%	0.11%	0.24%	0.26%	0.28%	0.30%	0.00%	0.24%	0.00%	0.00%	0.57%	0.36%	0.00%	0.40%	1.15%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3834	172	121	112	144	154	139	141	140	102	22	125	176	93	124	228	124	134	130	170	155	120	115	139	82	100	124	111	143	136	8	16	7	6	7	10	2	2	0									
		15.27%	19.30%	15.86%	16.42%	14.98%	16.18%	17.57%	14.72%	9.19%	18.55%	6.98%	16.71%	21.00%	12.79%	14.45%	21.17%	16.42%	14.09%	15.29%	22.08%	21.32%	18.18%	14.06%	16.97%	13.58%	11.74%	17.61%	13.50%	14.47%	18.09%	2.30%	6.84%	2.81%	7.89%	4.49%	4.55%	2.94%	8.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3381	108	98	72	111	130	94	149	157	115	68	106	112	90	122	146	103	95	103	97	90	76	118	117	84	142	84	113	119	94	70	37	48	10	25	62	11	4	1									
		13.47%	12.12%	12.84%	10.56%	11.55%	13.66%	11.88%	15.55%	10.31%	20.91%	21.59%	14.17%	13.37%	12.38%	14.22%	13.56%	13.64%	9.99%	12.12%	12.60%	12.38%	11.52%	14.43%	14.29%	13.91%	16.67%	11.93%	13.75%	12.04%	12.50%	20.11%	15.81%	19.28%	13.16%	16.03%	28.18%	16.18%	16.00%	4.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	133	4	5	4	8	3	8	2	7	4	4	3	2	3	5	5	1	1	2	3	3	7	3	6	2	7	3	2	11	0	8	3	2	1	1	0	0	0	0									
		0.53%	0.45%	0.66%	0.59%	0.83%	0.32%	1.01%	0.21%	0.46%	0.73%	1.27%	0.40%	0.24%	0.41%	0.58%	0.46%	0.13%	0.11%	0.24%	0.39%	0.41%	1.06%	0.37%	0.73%	0.33%	0.82%	0.43%	0.24%	1.11%	0.00%	2.30%	1.28%	0.80%	1.32%	0.64%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1565	60	44	45	51	73	42	56	42	45	10	47	35	44	48	70	51	93	87	54	51	35	55	92	35	39	39	53	66	42	11	15	12	5	9	6	2	0	1									
		6.23%	6.73%	5.77%	6.60%	5.31%	7.67%	5.31%	5.85%	2.76%	8.18%	3.17%	6.28%	4.18%	6.05%	5.59%	6.50%	6.75%	9.78%	10.24%	7.01%	7.02%	5.30%	6.72%	11.23%	5.79%	4.58%	5.54%	6.45%	6.68%	5.59%	3.16%	6.41%	4.82%	6.58%	5.77%	2.73%	2.94%	0.00%	4.00%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
