Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Острогожская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4835	24	59	151	256	7	157	215	228	100	94	227	204	230	227	166	236	181	53	23	17	47	24	38	34	91	35	44	2	62	11	91	88	98	81	86	17	54	37	57	47	52	37	36	50	109	98	33	15	56	18	45	53	35	32	41	182	44					
		14.54%	11.82%	24.89%	14.99%	20.75%	12.96%	12.28%	16.04%	17.12%	8.82%	8.98%	18.99%	15.16%	18.17%	20.84%	14.49%	21.49%	17.16%	14.52%	10.50%	7.66%	12.50%	6.14%	14.23%	8.52%	14.26%	16.99%	21.57%	3.08%	13.72%	10.09%	16.16%	18.64%	18.99%	18.08%	32.09%	17.35%	16.67%	17.96%	16.67%	17.03%	20.39%	12.80%	7.44%	10.73%	9.91%	8.54%	10.86%	14.15%	11.24%	13.24%	8.23%	9.11%	7.69%	7.02%	18.06%	14.99%	8.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	695	2	9	16	15	1	30	37	46	33	29	51	48	42	22	31	30	47	3	4	5	6	4	0	1	7	3	11	0	10	2	9	14	6	25	2	0	2	2	9	3	3	4	3	2	16	14	0	2	2	0	2	4	1	8	2	13	2					
		2.09%	0.99%	3.80%	1.59%	1.22%	1.85%	2.35%	2.76%	3.45%	2.91%	2.77%	4.27%	3.57%	3.32%	2.02%	2.71%	2.73%	4.45%	0.82%	1.83%	2.25%	1.60%	1.02%	0.00%	0.25%	1.10%	1.46%	5.39%	0.00%	2.21%	1.83%	1.60%	2.97%	1.16%	5.58%	0.75%	0.00%	0.62%	0.97%	2.63%	1.09%	1.18%	1.38%	0.62%	0.43%	1.45%	1.22%	0.00%	1.89%	0.40%	0.00%	0.37%	0.69%	0.22%	1.75%	0.88%	1.07%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18418	123	93	563	599	30	669	655	623	699	632	566	668	561	528	587	512	523	230	137	145	235	266	166	279	401	131	111	29	242	68	265	212	235	205	121	50	189	105	187	156	136	186	309	293	651	735	199	63	339	79	374	390	283	291	143	804	347					
		55.39%	60.59%	39.24%	55.91%	48.54%	55.56%	52.31%	48.88%	46.77%	61.64%	60.36%	47.36%	49.63%	44.31%	48.48%	51.22%	46.63%	49.57%	63.01%	62.56%	65.32%	62.50%	68.03%	62.17%	69.92%	62.85%	63.59%	54.41%	44.62%	53.54%	62.39%	47.07%	44.92%	45.54%	45.76%	45.15%	51.02%	58.33%	50.97%	54.68%	56.52%	53.33%	64.36%	63.84%	62.88%	59.18%	64.08%	65.46%	59.43%	68.07%	58.09%	68.37%	67.01%	62.20%	63.82%	62.99%	66.23%	69.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	197	0	3	5	10	0	6	4	9	7	4	10	11	26	5	5	3	5	2	2	2	2	2	3	0	1	0	2	1	0	0	2	6	3	1	1	0	0	5	3	1	1	2	0	3	11	5	0	0	4	1	5	4	2	2	1	3	1					
		0.59%	0.00%	1.27%	0.50%	0.81%	0.00%	0.47%	0.30%	0.68%	0.62%	0.38%	0.84%	0.82%	2.05%	0.46%	0.44%	0.27%	0.47%	0.55%	0.91%	0.90%	0.53%	0.51%	1.12%	0.00%	0.16%	0.00%	0.98%	1.54%	0.00%	0.00%	0.36%	1.27%	0.58%	0.22%	0.37%	0.00%	0.00%	2.43%	0.88%	0.36%	0.39%	0.69%	0.00%	0.64%	1.00%	0.44%	0.00%	0.00%	0.80%	0.74%	0.91%	0.69%	0.44%	0.44%	0.44%	0.25%	0.20%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
