Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Острогожская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654					
		63.08%	68.75%	42.54%	57.29%	46.25%	39.57%	40.87%	51.85%	49.42%	51.01%	45.67%	42.14%	47.05%	60.16%	37.64%	65.68%	50.49%	84.06%	62.44%	77.09%	63.47%	89.55%	61.87%	85.87%	88.66%	89.43%	54.78%	69.74%	69.81%	67.81%	67.75%	71.32%	63.73%	85.02%	88.89%	86.73%	64.85%	53.87%	77.82%	62.71%	79.08%	73.02%	80.43%	80.00%	81.04%	90.09%	80.04%	66.22%	63.91%	94.93%	47.67%	91.70%	49.77%	87.76%	61.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	92	1	0	7	3	2	1	0	2	6	12	2	10	3	5	2	8	1	0	0	1	0	2	0	1	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	2	2	0	4	0	3	0	1	0	1	0	0	1	3					
		0.27%	0.63%	0.00%	0.63%	0.24%	0.19%	0.08%	0.00%	0.26%	0.76%	0.87%	0.15%	0.77%	0.24%	0.47%	0.19%	0.65%	0.23%	0.00%	0.00%	0.23%	0.00%	0.72%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.35%	0.40%	0.00%	0.27%	0.00%	0.67%	0.00%	0.19%	0.00%	0.23%	0.00%	0.00%	0.09%	0.62%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
