Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Угличская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
18	1.Политическая партия «Аграрная партия России»	1223	58	40	44	46	47	53	50	35	35	56	43	36	46	10	17	11	13	20	12	29	19	8	18	16	7	9	25	21	9	17	20	6	30	10	15	8	20	3	19	14	12	6	13	37	4	19	7	19	45	31	35					
		4.87%	4.43%	3.38%	3.53%	3.91%	3.70%	3.83%	4.19%	3.24%	3.22%	4.70%	4.14%	2.99%	4.76%	3.94%	3.16%	2.82%	11.50%	6.10%	6.03%	4.33%	7.63%	6.72%	7.44%	4.71%	3.38%	4.00%	6.14%	10.94%	6.21%	3.74%	4.80%	2.97%	10.56%	8.77%	4.19%	9.88%	6.27%	3.70%	10.92%	8.81%	9.92%	3.26%	13.68%	16.37%	2.09%	9.41%	8.54%	18.10%	10.54%	9.17%	6.47%					
19	2.Всероссийская политическая партия «Гражданская Сила»	233	19	12	14	20	14	26	16	11	6	12	9	10	10	4	6	4	1	3	3	1	1	1	0	8	1	0	2	0	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	5					
		0.93%	1.45%	1.01%	1.12%	1.70%	1.10%	1.88%	1.34%	1.02%	0.55%	1.01%	0.87%	0.83%	1.04%	1.57%	1.12%	1.03%	0.88%	0.91%	1.51%	0.15%	0.40%	0.84%	0.00%	2.35%	0.48%	0.00%	0.49%	0.00%	0.00%	0.66%	0.24%	0.00%	0.35%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.94%	0.59%	0.92%					
20	3.Политическая партия «Демократическая партия России»	25	3	4	0	1	0	2	0	0	1	0	1	3	1	1	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.10%	0.23%	0.34%	0.00%	0.09%	0.00%	0.14%	0.00%	0.00%	0.09%	0.00%	0.10%	0.25%	0.10%	0.39%	0.19%	0.77%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2284	155	135	156	137	117	163	129	102	129	142	110	103	124	12	37	13	2	60	7	39	4	4	17	31	7	20	14	12	5	47	31	18	17	9	5	5	8	2	6	6	7	11	2	10	8	11	1	9	34	25	26					
		9.10%	11.83%	11.39%	12.51%	11.66%	9.21%	11.79%	10.81%	9.44%	11.87%	11.92%	10.60%	8.58%	12.84%	4.72%	6.88%	3.33%	1.77%	18.29%	3.52%	5.82%	1.61%	3.36%	7.02%	9.12%	3.38%	8.89%	3.44%	6.25%	3.45%	10.35%	7.43%	8.91%	5.99%	7.89%	1.40%	6.17%	2.51%	2.47%	3.45%	3.77%	5.79%	5.98%	2.11%	4.42%	4.19%	5.45%	1.22%	8.57%	7.96%	7.40%	4.81%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	213	25	16	12	20	14	5	16	10	11	9	6	23	8	1	4	2	0	2	0	1	2	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	14					
		0.85%	1.91%	1.35%	0.96%	1.70%	1.10%	0.36%	1.34%	0.93%	1.01%	0.76%	0.58%	1.92%	0.83%	0.39%	0.74%	0.51%	0.00%	0.61%	0.00%	0.15%	0.80%	0.00%	0.41%	0.59%	0.97%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.44%	1.05%	0.50%	0.00%	0.00%	0.00%	0.00%	2.59%					
23	6.Политическая партия «Партия социальной справедливости»	47	2	2	0	5	1	2	2	1	2	2	3	6	3	0	1	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	1	0	1	0	0	0	1	0	1	1					
		0.19%	0.15%	0.17%	0.00%	0.43%	0.08%	0.14%	0.17%	0.09%	0.18%	0.17%	0.29%	0.50%	0.31%	0.00%	0.19%	0.51%	0.00%	0.30%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.28%	0.00%	0.63%	0.00%	0.00%	0.63%	0.00%	0.54%	0.00%	0.44%	0.00%	0.00%	0.00%	0.95%	0.00%	0.30%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	3265	173	140	150	149	172	223	182	154	160	161	153	198	159	39	65	40	12	29	26	49	36	3	26	59	22	31	69	16	21	60	36	16	36	12	25	4	46	12	21	31	10	17	14	9	12	27	8	11	42	29	70					
		13.01%	13.21%	11.81%	12.03%	12.68%	13.54%	16.12%	15.26%	14.26%	14.72%	13.52%	14.74%	16.49%	16.46%	15.35%	12.08%	10.26%	10.62%	8.84%	13.07%	7.31%	14.46%	2.52%	10.74%	17.35%	10.63%	13.78%	16.95%	8.33%	14.48%	13.22%	8.63%	7.92%	12.68%	10.53%	6.98%	4.94%	14.42%	14.81%	12.07%	19.50%	8.26%	9.24%	14.74%	3.98%	6.28%	13.37%	9.76%	10.48%	9.84%	8.58%	12.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3905	244	234	217	202	207	300	207	181	209	213	191	204	154	37	114	145	8	57	22	74	20	13	17	41	25	13	25	9	8	54	64	10	45	14	26	6	26	4	15	11	15	30	10	9	7	20	3	14	34	30	67					
		15.56%	18.63%	19.75%	17.40%	17.19%	16.30%	21.69%	17.35%	16.76%	19.23%	17.88%	18.40%	16.99%	15.94%	14.57%	21.19%	37.18%	7.08%	17.38%	11.06%	11.04%	8.03%	10.92%	7.02%	12.06%	12.08%	5.78%	6.14%	4.69%	5.52%	11.89%	15.35%	4.95%	15.85%	12.28%	7.26%	7.41%	8.15%	4.94%	8.62%	6.92%	12.40%	16.30%	10.53%	3.98%	3.66%	9.90%	3.66%	13.33%	7.96%	8.88%	12.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	134	9	6	7	5	8	7	3	6	10	6	8	9	1	1	3	5	1	1	1	2	1	0	0	4	0	3	4	0	2	3	3	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	1	2	6					
		0.53%	0.69%	0.51%	0.56%	0.43%	0.63%	0.51%	0.25%	0.56%	0.92%	0.50%	0.77%	0.75%	0.10%	0.39%	0.56%	1.28%	0.88%	0.30%	0.50%	0.30%	0.40%	0.00%	0.00%	1.18%	0.00%	1.33%	0.98%	0.00%	1.38%	0.66%	0.72%	0.00%	0.00%	0.00%	0.28%	0.00%	0.31%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.23%	0.59%	1.11%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13333	580	574	616	567	653	574	564	552	501	566	489	580	451	144	280	151	76	148	127	470	161	90	163	174	140	144	267	132	99	261	260	150	153	68	285	58	213	56	112	96	76	117	56	159	156	118	61	49	266	218	312					
		53.12%	44.27%	48.44%	49.40%	48.26%	51.42%	41.50%	47.28%	51.11%	46.09%	47.52%	47.11%	48.29%	46.69%	56.69%	52.04%	38.72%	67.26%	45.12%	63.82%	70.15%	64.66%	75.63%	67.36%	51.18%	67.63%	64.00%	65.60%	68.75%	68.28%	57.49%	62.35%	74.26%	53.87%	59.65%	79.61%	71.60%	66.77%	69.14%	64.37%	60.38%	62.81%	63.59%	58.95%	70.35%	81.68%	58.42%	74.39%	46.67%	62.30%	64.50%	57.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	269	34	14	13	23	21	21	17	24	8	11	18	17	3	1	10	8	0	1	1	0	0	0	0	3	1	2	0	0	0	3	1	0	1	0	0	0	2	2	0	0	0	1	0	0	2	0	1	1	1	0	3					
		1.07%	2.60%	1.18%	1.04%	1.96%	1.65%	1.52%	1.42%	2.22%	0.74%	0.92%	1.73%	1.42%	0.31%	0.39%	1.86%	2.05%	0.00%	0.30%	0.50%	0.00%	0.00%	0.00%	0.00%	0.88%	0.48%	0.89%	0.00%	0.00%	0.00%	0.66%	0.24%	0.00%	0.35%	0.00%	0.00%	0.00%	0.63%	2.47%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	1.05%	0.00%	1.22%	0.95%	0.23%	0.00%	0.55%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
