Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Угличская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871					
		0.57%	0.72%	0.63%	0.56%	0.31%	0.85%	0.08%	0.45%	0.44%	1.16%	0.85%	0.80%	0.17%	0.12%	0.44%	1.09%	0.81%	3.19%	1.08%	0.00%	3.97%	3.03%	0.00%	0.68%	0.72%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.78%	0.63%	1.15%	0.00%	0.67%	0.00%	0.00%	1.28%	0.00%	1.02%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.00%	0.74%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
