Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Шумихинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	407	10	11	10	10	10	11	12	11	10	10	10	20	20	10	10	20	12	10	10	13	10	15	10	10	15	10	15	12	10	10	10	10	10	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	407	10	11	10	10	10	11	12	11	10	10	10	20	20	10	10	20	12	10	10	13	10	15	10	10	15	10	15	12	10	10	10	10	10	10	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	130	12	4	14	4	11	12	6	2	2	3	10	4	1	1	0	7	2	2	2	1	2	0	2	2	0	0	1	2	4	5	3	1	2	4	2									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	2	1	3	0	3	3	3	1	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	135	9	8	7	3	8	2	3	7	6	7	6	11	8	8	6	2	1	1	3	1	3	3	6	1	2	0	2	2	0	3	0	0	2	2	2									
		1.32%	2.54%	1.68%	1.44%	0.70%	1.87%	0.45%	0.79%	1.33%	1.22%	2.48%	1.25%	1.54%	7.77%	2.74%	1.69%	1.00%	0.31%	0.31%	2.65%	1.08%	1.05%	1.68%	2.48%	0.56%	0.78%	0.00%	1.00%	1.29%	0.00%	1.18%	0.00%	0.00%	2.35%	0.85%	1.42%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	312	11	18	15	12	16	7	8	17	8	8	20	20	3	16	10	3	12	8	5	0	10	15	4	5	7	6	7	5	5	8	1	5	5	7	5									
		3.04%	3.10%	3.77%	3.08%	2.80%	3.74%	1.57%	2.11%	3.24%	1.63%	2.84%	4.16%	2.79%	2.91%	5.48%	2.82%	1.50%	3.69%	2.46%	4.42%	0.00%	3.50%	8.38%	1.65%	2.78%	2.73%	4.32%	3.50%	3.23%	2.16%	3.14%	0.60%	2.38%	5.88%	2.97%	3.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	253	9	10	13	10	11	7	3	11	10	3	13	26	0	18	14	4	9	11	1	0	9	2	4	2	10	1	1	6	5	3	0	6	2	12	7									
		2.46%	2.54%	2.10%	2.67%	2.34%	2.57%	1.57%	0.79%	2.10%	2.03%	1.06%	2.70%	3.63%	0.00%	6.16%	3.95%	2.00%	2.77%	3.38%	0.88%	0.00%	3.15%	1.12%	1.65%	1.11%	3.91%	0.72%	0.50%	3.87%	2.16%	1.18%	0.00%	2.86%	2.35%	5.08%	4.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4162	127	166	176	146	164	166	161	229	196	98	158	279	36	108	162	114	127	133	64	59	110	60	123	89	116	43	98	69	116	117	68	97	26	106	55									
		40.55%	35.77%	34.80%	36.14%	34.11%	38.32%	37.22%	42.37%	43.62%	39.84%	34.75%	32.85%	38.97%	34.95%	36.99%	45.76%	57.00%	39.08%	40.92%	56.64%	63.44%	38.46%	33.52%	50.83%	49.44%	45.31%	30.94%	49.00%	44.52%	50.22%	45.88%	40.48%	46.19%	30.59%	44.92%	39.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	49	2	4	0	3	0	4	3	0	1	3	3	3	1	0	1	1	0	0	2	0	5	1	1	2	1	0	3	1	1	0	0	0	2	0	1									
		0.48%	0.56%	0.84%	0.00%	0.70%	0.00%	0.90%	0.79%	0.00%	0.20%	1.06%	0.62%	0.42%	0.97%	0.00%	0.28%	0.50%	0.00%	0.00%	1.77%	0.00%	1.75%	0.56%	0.41%	1.11%	0.39%	0.00%	1.50%	0.65%	0.43%	0.00%	0.00%	0.00%	2.35%	0.00%	0.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	1	0	1	0	1	1	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	2	0	0	0	0	0	0									
		0.19%	0.00%	0.21%	0.00%	0.23%	0.00%	0.22%	0.26%	0.00%	0.00%	0.00%	0.83%	0.42%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.56%	0.00%	0.00%	0.50%	1.29%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2453	64	102	120	109	89	111	88	109	131	78	130	182	29	59	79	44	81	87	16	20	75	37	46	33	62	44	35	40	58	76	46	64	20	55	34									
		23.90%	18.03%	21.38%	24.64%	25.47%	20.79%	24.89%	23.16%	20.76%	26.63%	27.66%	27.03%	25.42%	28.16%	20.21%	22.32%	22.00%	24.92%	26.77%	14.16%	21.51%	26.22%	20.67%	19.01%	18.33%	24.22%	31.65%	17.50%	25.81%	25.11%	29.80%	27.38%	30.48%	23.53%	23.31%	24.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	40	1	4	1	2	2	5	1	1	3	5	1	3	0	1	2	0	2	1	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0									
		0.39%	0.28%	0.84%	0.21%	0.47%	0.47%	1.12%	0.26%	0.19%	0.61%	1.77%	0.21%	0.42%	0.00%	0.34%	0.56%	0.00%	0.62%	0.31%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.43%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	1	7	0	3	4	1	3	5	2	0	2	4	1	2	2	0	0	3	0	0	4	1	2	0	0	0	1	0	2	1	0	0	2	1	0									
		0.53%	0.28%	1.47%	0.00%	0.70%	0.93%	0.22%	0.79%	0.95%	0.41%	0.00%	0.42%	0.56%	0.97%	0.68%	0.56%	0.00%	0.00%	0.92%	0.00%	0.00%	1.40%	0.56%	0.83%	0.00%	0.00%	0.00%	0.50%	0.00%	0.87%	0.39%	0.00%	0.00%	2.35%	0.42%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	2	0	0	0	0	1	0	2	2	0	0	1	2	0	0	0	0	1									
		0.19%	0.00%	0.21%	0.00%	0.00%	0.00%	0.22%	0.00%	0.19%	0.20%	0.35%	0.21%	0.00%	0.00%	0.34%	0.28%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.78%	1.44%	0.00%	0.00%	0.43%	0.78%	0.00%	0.00%	0.00%	0.00%	0.71%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	7	10	3	4	5	1	4	4	6	5	3	5	1	3	2	0	2	2	0	0	1	2	1	1	0	0	0	0	1	1	1	0	1	1	1									
		0.76%	1.97%	2.10%	0.62%	0.93%	1.17%	0.22%	1.05%	0.76%	1.22%	1.77%	0.62%	0.70%	0.97%	1.03%	0.56%	0.00%	0.62%	0.62%	0.00%	0.00%	0.35%	1.12%	0.41%	0.56%	0.00%	0.00%	0.00%	0.00%	0.43%	0.39%	0.60%	0.00%	1.18%	0.42%	0.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1627	64	77	59	51	61	84	56	66	70	45	96	108	20	49	52	21	85	48	11	6	45	37	41	36	41	28	41	24	22	33	41	26	20	34	29									
		15.85%	18.03%	16.14%	12.11%	11.92%	14.25%	18.83%	14.74%	12.57%	14.23%	15.96%	19.96%	15.08%	19.42%	16.78%	14.69%	10.50%	26.15%	14.77%	9.73%	6.45%	15.73%	20.67%	16.94%	20.00%	16.02%	20.14%	20.50%	15.48%	9.52%	12.94%	24.40%	12.38%	23.53%	14.41%	20.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	3	0	1	1	3	2	2	5	1	1	2	1	0	0	2	0	0	2	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0									
		0.31%	0.85%	0.00%	0.21%	0.23%	0.70%	0.45%	0.53%	0.95%	0.20%	0.35%	0.42%	0.14%	0.00%	0.00%	0.56%	0.00%	0.00%	0.62%	0.88%	1.08%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.60%	0.00%	0.00%	0.42%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	909	52	63	84	79	59	51	46	61	55	25	38	64	0	25	10	7	3	23	8	5	19	21	11	9	8	15	7	5	13	8	9	7	4	11	4									
		8.86%	14.65%	13.21%	17.25%	18.46%	13.79%	11.43%	12.11%	11.62%	11.18%	8.87%	7.90%	8.94%	0.00%	8.56%	2.82%	3.50%	0.92%	7.08%	7.08%	5.38%	6.64%	11.73%	4.55%	5.00%	3.13%	10.79%	3.50%	3.23%	5.63%	3.14%	5.36%	3.33%	4.71%	4.66%	2.84%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
