Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Октябрьская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870					
		0.69%	1.69%	1.46%	1.14%	0.97%	1.27%	0.92%	0.62%	2.16%	0.52%	0.58%	0.0%	0.0%	0.0%	0.05%	0.28%	1.12%	0.0%	0.22%	0.0%	0.97%	1.00%	0.96%	0.72%	0.18%	0.53%	1.49%	0.53%	1.30%	0.22%	0.50%	0.16%	1.48%	0.56%	3.31%	1.43%	0.42%	0.0%	0.66%	0.0%	0.66%	0.44%	0.99%	0.0%	0.89%	1.11%	0.27%	0.59%	0.89%	0.72%	2.65%	0.32%	0.28%	0.0%	0.0%	0.0%	0.54%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	736	11	18	31	26	27	17	19	22	6	8	15	9	0	8	13	43	0	4	20	26	28	4	32	1	20	30	18	22	15	17	39	18	12	14	17	13	0	8	0	16	6	5	0	4	12	26	9	8	1	3	2	13	0	0	0	0					
		1.10%	0.98%	1.75%	2.21%	3.17%	1.32%	2.23%	1.08%	2.64%	0.78%	1.16%	0.97%	0.62%	0.0%	0.44%	0.52%	2.42%	0.0%	0.22%	1.10%	1.48%	1.87%	0.24%	1.77%	0.09%	1.34%	1.79%	1.06%	2.04%	1.11%	1.08%	2.20%	1.40%	0.61%	1.49%	1.35%	1.37%	0.0%	0.58%	0.0%	0.89%	0.52%	0.82%	0.0%	1.19%	0.95%	2.34%	0.76%	0.51%	0.36%	0.88%	0.64%	1.85%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	354	2	4	5	7	18	7	6	6	3	5	0	0	0	6	9	14	0	8	0	12	8	5	7	15	12	12	11	12	17	8	10	11	9	16	12	3	0	5	0	18	11	6	0	1	4	5	3	11	4	3	1	2	0	0	0	0					
		0.52%	0.17%	0.39%	0.35%	0.85%	0.88%	0.92%	0.34%	0.72%	0.39%	0.72%	0.0%	0.0%	0.0%	0.33%	0.36%	0.79%	0.0%	0.44%	0.0%	0.68%	0.53%	0.30%	0.38%	1.35%	0.80%	0.71%	0.65%	1.11%	1.26%	0.50%	0.56%	0.85%	0.46%	1.71%	0.95%	0.31%	0.0%	0.36%	0.0%	1.00%	0.97%	0.99%	0.0%	0.29%	0.31%	0.45%	0.25%	0.70%	1.44%	0.88%	0.32%	0.28%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	54	0	5	2	1	2	0	2	2	1	0	0	0	0	0	1	1	0	2	0	3	4	0	1	0	2	1	0	1	1	1	2	4	0	2	1	0	0	0	0	6	0	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0					
		0.08%	0.0%	0.48%	0.14%	0.12%	0.09%	0.0%	0.11%	0.24%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.05%	0.0%	0.11%	0.0%	0.17%	0.26%	0.0%	0.05%	0.0%	0.13%	0.05%	0.0%	0.09%	0.07%	0.06%	0.11%	0.31%	0.0%	0.21%	0.07%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.16%	0.0%	0.0%	0.07%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	163	2	2	11	6	0	5	0	5	1	2	0	3	0	6	5	5	0	12	0	3	4	6	9	3	1	6	1	1	2	0	3	8	0	4	1	2	0	3	0	4	3	3	0	0	4	5	0	7	1	6	2	6	0	0	0	0					
		0.24%	0.17%	0.19%	0.78%	0.73%	0.0%	0.65%	0.0%	0.60%	0.13%	0.29%	0.0%	0.20%	0.0%	0.33%	0.20%	0.28%	0.0%	0.67%	0.0%	0.17%	0.26%	0.36%	0.5%	0.27%	0.06%	0.35%	0.05%	0.09%	0.14%	0.0%	0.16%	0.62%	0.0%	0.42%	0.07%	0.21%	0.0%	0.22%	0.0%	0.22%	0.26%	0.49%	0.0%	0.0%	0.31%	0.45%	0.0%	0.44%	0.36%	1.76%	0.64%	0.85%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	1	0	1	2	2	3	1	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	4	0	1	4	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0					
		0.04%	0.08%	0.0%	0.07%	0.24%	0.09%	0.39%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.04%	0.16%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.07%	0.25%	0.0%	0.23%	0.0%	0.21%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	104	2	0	3	4	8	1	7	1	3	0	0	0	0	0	5	5	0	6	0	4	3	0	5	0	1	8	4	1	1	0	2	3	0	1	4	3	0	5	0	3	0	1	0	0	5	0	0	2	0	1	1	0	1	0	0	0					
		0.15%	0.17%	0.0%	0.21%	0.48%	0.39%	0.13%	0.39%	0.12%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.28%	0.0%	0.33%	0.0%	0.22%	0.20%	0.0%	0.27%	0.0%	0.06%	0.47%	0.23%	0.09%	0.07%	0.0%	0.11%	0.23%	0.0%	0.10%	0.31%	0.31%	0.0%	0.36%	0.0%	0.16%	0.0%	0.16%	0.0%	0.0%	0.39%	0.0%	0.0%	0.12%	0.0%	0.29%	0.32%	0.0%	0.33%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	578	10	12	17	9	10	17	13	11	8	12	8	5	0	9	10	23	0	9	0	11	24	16	19	7	2	17	6	6	5	6	10	21	9	21	17	19	10	5	0	44	14	3	0	2	4	17	19	32	1	17	2	4	5	0	0	0					
		0.86%	0.89%	1.17%	1.21%	1.09%	0.48%	2.23%	0.74%	1.32%	1.04%	1.74%	0.51%	0.34%	0.0%	0.49%	0.40%	1.29%	0.0%	0.50%	0.0%	0.62%	1.60%	0.96%	1.05%	0.63%	0.13%	1.01%	0.35%	0.55%	0.37%	0.38%	0.56%	1.63%	0.46%	2.24%	1.35%	2.01%	0.63%	0.36%	0.0%	2.44%	1.23%	0.49%	0.0%	0.59%	0.31%	1.53%	1.61%	2.04%	0.36%	5.01%	0.64%	0.57%	1.65%	0.0%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	69	2	0	0	1	2	0	1	6	1	2	0	0	0	1	6	0	0	4	0	0	2	0	2	1	0	4	9	1	0	2	4	2	0	1	3	1	0	2	0	1	0	0	0	0	2	1	3	1	0	0	1	0	0	0	0	0					
		0.10%	0.17%	0.0%	0.0%	0.12%	0.09%	0.0%	0.05%	0.72%	0.13%	0.29%	0.0%	0.0%	0.0%	0.05%	0.24%	0.0%	0.0%	0.22%	0.0%	0.0%	0.13%	0.0%	0.11%	0.09%	0.0%	0.23%	0.53%	0.09%	0.0%	0.12%	0.22%	0.15%	0.0%	0.10%	0.23%	0.10%	0.0%	0.14%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.15%	0.09%	0.25%	0.06%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	251	3	4	8	5	16	5	4	7	8	1	4	0	0	3	10	14	0	0	0	7	3	5	6	2	2	10	9	6	1	8	12	17	9	9	9	3	0	8	0	1	6	4	0	4	4	2	5	6	0	0	1	0	0	0	0	0					
		0.37%	0.26%	0.39%	0.57%	0.60%	0.78%	0.65%	0.22%	0.84%	1.04%	0.14%	0.25%	0.0%	0.0%	0.16%	0.40%	0.79%	0.0%	0.0%	0.0%	0.4%	0.20%	0.30%	0.33%	0.18%	0.13%	0.59%	0.53%	0.55%	0.07%	0.50%	0.67%	1.32%	0.46%	0.96%	0.71%	0.31%	0.0%	0.58%	0.0%	0.05%	0.52%	0.66%	0.0%	1.19%	0.31%	0.18%	0.42%	0.38%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	60	2	1	3	2	0	2	0	1	0	1	1	0	0	4	2	3	0	2	0	3	0	0	3	0	1	2	4	1	1	0	3	1	0	1	0	3	0	5	0	0	0	0	0	1	1	0	1	1	1	0	0	3	0	0	0	0					
		0.08%	0.17%	0.09%	0.21%	0.24%	0.0%	0.26%	0.0%	0.12%	0.0%	0.14%	0.06%	0.0%	0.0%	0.22%	0.08%	0.16%	0.0%	0.11%	0.0%	0.17%	0.0%	0.0%	0.16%	0.0%	0.06%	0.11%	0.23%	0.09%	0.07%	0.0%	0.16%	0.07%	0.0%	0.10%	0.0%	0.31%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.07%	0.0%	0.08%	0.06%	0.36%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	4	0	1	2	1	0	0	3	4	0	1	0	0	5	0	1	0	0	0	3	4	0	2	0	0	0	0	2	0	2	4	1	0	1	3	1	0	1	0	0	0	0	0	3	1	3	1	1	0	0	0	0	0	0	0	0					
		0.08%	0.35%	0.0%	0.07%	0.24%	0.04%	0.0%	0.0%	0.36%	0.52%	0.0%	0.06%	0.0%	0.0%	0.27%	0.0%	0.05%	0.0%	0.0%	0.0%	0.17%	0.26%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.12%	0.22%	0.07%	0.0%	0.10%	0.23%	0.10%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.89%	0.07%	0.27%	0.08%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	69	1	2	5	1	6	1	2	1	1	0	0	0	0	4	1	3	0	2	0	2	2	2	2	0	1	3	2	2	1	0	2	0	0	4	3	2	0	1	0	2	0	1	0	0	4	0	0	0	0	0	0	3	0	0	0	0					
		0.10%	0.08%	0.19%	0.35%	0.12%	0.29%	0.13%	0.11%	0.12%	0.13%	0.0%	0.0%	0.0%	0.0%	0.22%	0.04%	0.16%	0.0%	0.11%	0.0%	0.11%	0.13%	0.12%	0.11%	0.0%	0.06%	0.17%	0.11%	0.18%	0.07%	0.0%	0.11%	0.0%	0.0%	0.42%	0.23%	0.21%	0.0%	0.07%	0.0%	0.11%	0.0%	0.16%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2158	67	57	113	89	75	51	47	54	7	32	0	110	0	5	14	154	0	25	41	108	117	50	47	22	12	38	84	68	12	20	78	8	14	71	96	29	0	8	0	65	0	7	16	15	43	80	7	60	8	13	9	6	5	0	1	0					
		3.23%	5.99%	5.56%	8.08%	10.85%	3.66%	6.71%	2.67%	6.48%	0.91%	4.64%	0.0%	7.62%	0.0%	0.27%	0.56%	8.70%	0.0%	1.40%	2.26%	6.17%	7.81%	3.03%	2.61%	1.99%	0.80%	2.27%	4.98%	6.33%	0.89%	1.27%	4.40%	0.62%	0.71%	7.60%	7.67%	3.07%	0.0%	0.58%	0.0%	3.61%	0.0%	1.15%	3.10%	4.49%	3.41%	7.22%	0.59%	3.83%	2.88%	3.83%	2.88%	0.85%	1.65%	0.0%	1.20%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	89	2	2	7	5	0	0	3	0	4	0	1	0	0	6	3	2	0	3	0	2	1	1	0	2	0	8	2	3	0	4	3	2	0	1	0	0	0	2	0	2	2	2	0	1	6	1	2	2	0	0	1	1	0	0	0	0					
		0.13%	0.17%	0.19%	0.50%	0.60%	0.0%	0.0%	0.17%	0.0%	0.52%	0.0%	0.06%	0.0%	0.0%	0.33%	0.12%	0.11%	0.0%	0.16%	0.0%	0.11%	0.06%	0.06%	0.0%	0.18%	0.0%	0.47%	0.11%	0.27%	0.0%	0.25%	0.16%	0.15%	0.0%	0.10%	0.0%	0.0%	0.0%	0.14%	0.0%	0.11%	0.17%	0.33%	0.0%	0.29%	0.47%	0.09%	0.16%	0.12%	0.0%	0.0%	0.32%	0.14%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	3630	152	123	144	79	152	78	148	75	46	73	80	92	36	42	112	168	183	102	97	98	133	45	65	36	101	45	59	124	79	21	62	30	21	39	138	54	15	60	0	4	35	51	40	26	18	38	9	124	14	29	18	9	7	0	1	0					
		5.43%	13.59%	12.0%	10.30%	9.63%	7.43%	10.27%	8.43%	9.00%	6.02%	10.59%	5.18%	6.37%	2.04%	2.32%	4.52%	9.49%	12.29%	5.71%	5.35%	5.6%	8.88%	2.72%	3.61%	3.25%	6.80%	2.69%	3.49%	11.54%	5.88%	1.33%	3.50%	2.34%	1.07%	4.17%	11.03%	5.72%	0.95%	4.41%	0.0%	0.22%	3.08%	8.44%	7.76%	7.78%	1.43%	3.43%	0.76%	7.91%	5.05%	8.55%	5.76%	1.28%	2.31%	0.0%	1.20%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	642	21	10	29	32	26	23	20	12	5	17	12	7	0	13	11	44	0	0	0	15	14	9	22	20	15	9	11	23	22	14	22	17	17	15	22	8	0	10	0	1	4	0	0	3	14	7	4	13	2	6	3	15	2	1	0	0					
		0.96%	1.87%	0.97%	2.07%	3.90%	1.27%	3.03%	1.14%	1.44%	0.65%	2.46%	0.77%	0.48%	0.0%	0.71%	0.44%	2.48%	0.0%	0.0%	0.0%	0.85%	0.93%	0.54%	1.22%	1.80%	1.01%	0.53%	0.65%	2.14%	1.63%	0.88%	1.24%	1.32%	0.87%	1.60%	1.75%	0.84%	0.0%	0.73%	0.0%	0.05%	0.35%	0.0%	0.0%	0.89%	1.11%	0.63%	0.33%	0.83%	0.72%	1.76%	0.96%	2.14%	0.66%	2.38%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	45061	567	498	720	336	1350	357	1209	411	542	350	1137	920	1300	1370	1932	893	1026	1312	1328	1163	804	1273	1264	806	955	1206	1057	511	969	1025	1157	768	1570	493	588	686	1248	1050	236	1384	909	444	381	184	998	768	956	973	191	181	223	562	218	41	80	181					
		67.45%	50.71%	48.58%	51.50%	40.97%	66.04%	47.03%	68.92%	49.33%	71.03%	50.79%	73.68%	63.75%	73.73%	75.81%	78.06%	50.45%	68.95%	73.50%	73.24%	66.45%	53.70%	77.15%	70.22%	72.94%	64.30%	72.30%	62.69%	47.57%	72.20%	65.12%	65.36%	59.95%	80.63%	52.78%	47.00%	72.66%	79.23%	77.31%	80.27%	77.06%	80.15%	73.50%	73.98%	55.08%	79.33%	69.37%	81.22%	62.13%	68.95%	53.39%	71.47%	80.28%	71.94%	97.61%	96.38%	98.90%					
38	"21. ""Российская Конституционно-демократическая партия"""	80	1	1	0	3	2	1	2	1	0	0	2	0	0	3	1	3	0	4	0	0	0	0	0	0	0	5	1	0	2	1	2	0	7	1	0	1	0	4	0	2	3	2	0	2	6	1	1	6	8	0	0	0	1	0	0	0					
		0.11%	0.08%	0.09%	0.0%	0.36%	0.09%	0.13%	0.11%	0.12%	0.0%	0.0%	0.12%	0.0%	0.0%	0.16%	0.04%	0.16%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.05%	0.0%	0.14%	0.06%	0.11%	0.0%	0.35%	0.10%	0.0%	0.10%	0.0%	0.29%	0.0%	0.11%	0.26%	0.33%	0.0%	0.59%	0.47%	0.09%	0.08%	0.38%	2.88%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	82	2	3	5	0	5	1	1	0	0	1	0	0	0	2	5	4	0	8	0	4	5	3	3	0	0	3	2	1	0	2	3	0	0	1	2	0	0	4	0	0	2	2	0	0	3	0	1	1	1	1	0	0	1	0	0	0					
		0.12%	0.17%	0.29%	0.35%	0.0%	0.24%	0.13%	0.05%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.11%	0.20%	0.22%	0.0%	0.44%	0.0%	0.22%	0.33%	0.18%	0.16%	0.0%	0.0%	0.17%	0.11%	0.09%	0.0%	0.12%	0.16%	0.0%	0.0%	0.10%	0.15%	0.0%	0.0%	0.29%	0.0%	0.0%	0.17%	0.33%	0.0%	0.0%	0.23%	0.0%	0.08%	0.06%	0.36%	0.29%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6751	125	129	124	111	211	101	117	107	55	89	162	183	234	226	201	174	186	190	176	144	178	161	206	143	230	132	290	136	163	241	238	130	102	129	169	46	128	103	10	115	57	50	37	34	49	104	97	143	24	23	11	16	10	0	0	1					
		10.10%	11.18%	12.58%	8.86%	13.53%	10.32%	13.30%	6.67%	12.84%	7.20%	12.91%	10.49%	12.68%	13.27%	12.50%	8.12%	9.83%	12.5%	10.64%	9.70%	8.22%	11.89%	9.75%	11.44%	12.94%	15.48%	7.91%	17.20%	12.66%	12.14%	15.31%	13.44%	10.14%	5.23%	13.81%	13.50%	4.87%	8.12%	7.58%	3.40%	6.40%	5.02%	8.27%	7.18%	10.17%	3.89%	9.39%	8.24%	9.13%	8.66%	6.78%	3.52%	2.28%	3.30%	0.0%	0.0%	0.54%					
																																																															
41	Против всех	1420	39	42	70	16	25	27	48	24	13	35	39	3	41	30	24	76	10	20	58	65	56	0	18	3	23	20	11	60	13	18	16	13	38	23	47	8	34	11	3	56	22	3	14	18	23	15	2	54	6	13	5	20	48	0	1	0					
		2.12%	3.48%	4.09%	5.00%	1.95%	1.22%	3.55%	2.73%	2.88%	1.70%	5.07%	2.52%	0.20%	2.32%	1.66%	0.96%	4.29%	0.67%	1.12%	3.19%	3.71%	3.74%	0.0%	1.0%	0.27%	1.54%	1.19%	0.65%	5.58%	0.96%	1.14%	0.90%	1.01%	1.95%	2.46%	3.75%	0.84%	2.15%	0.81%	1.02%	3.11%	1.94%	0.49%	2.71%	5.38%	1.82%	1.35%	0.16%	3.44%	2.16%	3.83%	1.60%	2.85%	15.84%	0.0%	1.20%	0.0%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
