Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Тисульская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477									
		6.23%	3.18%	4.00%	1.80%	1.40%	2.22%	9.08%	7.10%	12.01%	10.40%	8.93%	5.77%	7.81%	6.41%	9.30%	11.43%	5.91%	28.85%	4.75%	13.95%	9.97%	9.89%	2.23%	4.33%	6.11%	7.34%	4.17%	19.49%	5.78%	7.55%	8.95%	4.69%	11.61%	10.37%	4.69%	10.38%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	2	2	2	2	3	0	0	2	2	2	1	0	1	0	3	0	1	1	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	2	0									
		0.20%	0.17%	0.19%	0.16%	0.22%	0.24%	0.00%	0.00%	0.22%	0.21%	0.45%	0.17%	0.00%	0.43%	0.00%	0.95%	0.00%	1.92%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.14%	0.00%	1.16%	0.00%	0.00%	0.00%	0.37%	0.00%	1.04%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1190	100	77	125	81	115	79	10	80	89	4	46	15	40	8	0	12	1	27	0	25	17	6	3	58	12	47	2	17	12	9	0	19	10	1	43									
		7.52%	8.59%	7.17%	9.78%	8.73%	9.12%	8.64%	6.45%	8.90%	9.54%	0.89%	7.81%	4.69%	17.09%	9.30%	0.00%	6.45%	1.92%	8.01%	0.00%	6.74%	6.46%	1.68%	1.30%	9.57%	3.04%	6.54%	1.69%	9.83%	7.55%	4.74%	0.00%	7.12%	7.41%	0.52%	14.88%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
