Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																														
Дата голосования: 07.12.2003 0:00:00																																																														
																																																														
Наименование Избирательной комиссии:    Емельяновская																																																														
																																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																														
																																																														
		Сумма	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151					
		0.22%	0.13%	0.0%	0.11%	0.0%	0.21%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.41%	1.08%	0.0%	0.0%	0.0%	0.15%	0.18%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	0.64%	0.53%	0.27%	0.40%	0.53%	0.0%	0.0%	0.0%	1.26%	0.0%	0.0%	1.11%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	1.75%	0.41%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.68%	2.17%	0.0%	0.16%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	109	7	7	10	1	6	2	0	0	0	0	4	1	3	7	1	0	2	5	0	1	1	0	4	2	3	2	10	1	3	2	1	0	0	0	1	0	1	0	8	1	1	0	2	0	2	0	0	0	2	1	0	0	1	2	1					
		0.86%	0.92%	1.37%	1.16%	0.25%	1.26%	0.70%	0.0%	0.0%	0.0%	0.0%	0.95%	0.41%	1.63%	1.87%	0.8%	0.0%	0.31%	0.91%	0.0%	0.56%	0.66%	0.0%	0.98%	0.71%	1.93%	1.06%	1.37%	0.40%	1.60%	0.60%	0.65%	0.0%	0.0%	0.0%	1.96%	0.0%	0.64%	0.0%	1.94%	1.85%	1.63%	0.0%	3.50%	0.0%	2.06%	0.0%	0.0%	0.0%	0.72%	0.52%	0.0%	0.0%	3.03%	0.33%	1.56%					
25	"8. ""Народно-республиканская партия России"""	22	0	2	1	1	0	2	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0					
		0.17%	0.0%	0.39%	0.11%	0.25%	0.0%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.26%	0.0%	2.12%	0.0%	0.0%	1.96%	0.0%	0.66%	0.84%	0.24%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	0.64%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	3.03%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	2	2	2	1	4	2	0	0	1	1	0	0	1	1	1	0	2	3	0	0	2	0	2	0	0	0	5	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0					
		0.31%	0.26%	0.39%	0.23%	0.25%	0.84%	0.70%	0.0%	0.0%	0.76%	0.83%	0.0%	0.0%	0.54%	0.26%	0.8%	0.0%	0.31%	0.55%	0.0%	0.0%	1.33%	0.0%	0.49%	0.0%	0.0%	0.0%	0.68%	0.40%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	3.03%	0.16%	0.0%					
27	"10. ""Аграрная партия России"""	666	28	22	22	13	16	30	13	2	4	10	10	9	7	7	7	2	22	19	4	3	1	3	33	6	5	16	46	18	2	35	4	1	6	4	3	2	3	0	34	17	0	12	1	27	8	12	11	0	18	7	9	0	0	63	9					
		5.28%	3.68%	4.32%	2.55%	3.27%	3.37%	10.56%	17.10%	1.78%	3.07%	8.33%	2.38%	3.76%	3.80%	1.87%	5.6%	4.25%	3.50%	3.48%	7.84%	1.68%	0.66%	2.54%	8.08%	2.15%	3.22%	8.51%	6.31%	7.34%	1.06%	10.57%	2.63%	1.35%	7.59%	7.14%	5.88%	2.22%	1.93%	0.0%	8.27%	31.48%	0.0%	14.28%	1.75%	11.15%	8.24%	20.68%	14.28%	0.0%	6.52%	3.66%	6.16%	0.0%	0.0%	10.60%	14.06%					
28	"11. ""Истинные патриоты России"""	17	3	1	0	0	0	1	0	1	1	2	0	0	1	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.39%	0.19%	0.0%	0.0%	0.0%	0.35%	0.0%	0.89%	0.76%	1.66%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.35%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	110	3	4	6	2	3	4	0	6	3	1	4	1	2	8	1	0	8	2	0	0	0	1	5	5	0	2	5	2	3	3	1	1	2	1	0	2	1	0	1	0	1	3	2	1	0	1	0	0	1	2	0	0	0	5	1					
		0.87%	0.39%	0.78%	0.69%	0.50%	0.63%	1.40%	0.0%	5.35%	2.30%	0.83%	0.95%	0.41%	1.08%	2.14%	0.8%	0.0%	1.27%	0.36%	0.0%	0.0%	0.0%	0.84%	1.22%	1.79%	0.0%	1.06%	0.68%	0.81%	1.60%	0.90%	0.65%	1.35%	2.53%	1.78%	0.0%	2.22%	0.64%	0.0%	0.24%	0.0%	1.63%	3.57%	3.50%	0.41%	0.0%	1.72%	0.0%	0.0%	0.36%	1.04%	0.0%	0.0%	0.0%	0.84%	1.56%					
30	"13. ""Демократическая партия России"""	39	2	1	2	0	1	2	1	2	0	1	0	3	1	2	0	0	5	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	3	0	0	1	0	1	0	0	1	0	0	0	1	0	0					
		0.30%	0.26%	0.19%	0.23%	0.0%	0.21%	0.70%	1.31%	1.78%	0.0%	0.83%	0.0%	1.25%	0.54%	0.53%	0.0%	0.0%	0.79%	0.18%	0.0%	0.56%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	1.26%	0.0%	0.0%	1.11%	0.64%	0.0%	0.24%	0.0%	4.91%	0.0%	0.0%	0.41%	0.0%	1.72%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	3.03%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	2	0	3	1	0	0	0	0	1	0	0	0	0	1	0	0	2	3	0	2	0	0	0	0	2	1	1	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	4	1	1	1	0	0	0	1	0					
		0.26%	0.26%	0.0%	0.34%	0.25%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.31%	0.55%	0.0%	1.12%	0.0%	0.0%	0.0%	0.0%	1.29%	0.53%	0.13%	0.0%	0.0%	0.90%	0.0%	0.0%	1.26%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.41%	0.0%	0.0%	5.19%	2.5%	0.36%	0.52%	0.0%	0.0%	0.0%	0.16%	0.0%					
32	"15. ""Партия СЛОН"""	35	3	5	2	4	3	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0					
		0.27%	0.39%	0.98%	0.23%	1.00%	0.63%	0.35%	0.0%	0.89%	0.76%	0.0%	0.0%	0.0%	0.54%	0.26%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.35%	0.0%	0.53%	0.0%	0.0%	0.53%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1854	115	96	138	53	68	30	3	11	13	17	75	36	31	52	11	5	84	124	4	28	11	13	61	24	18	33	137	33	18	51	14	9	7	2	8	12	28	21	66	5	10	4	5	56	8	13	14	6	50	19	10	7	4	74	9					
		14.70%	15.15%	18.86%	16.04%	13.35%	14.34%	10.56%	3.94%	9.82%	10.0%	14.16%	17.89%	15.06%	16.84%	13.94%	8.8%	10.63%	13.39%	22.75%	7.84%	15.73%	7.33%	11.01%	14.95%	8.60%	11.61%	17.55%	18.79%	13.46%	9.62%	15.40%	9.21%	12.16%	8.86%	3.57%	15.68%	13.33%	18.06%	26.58%	16.05%	9.25%	16.39%	4.76%	8.77%	23.14%	8.24%	22.41%	18.18%	15.0%	18.11%	9.94%	6.84%	7.60%	12.12%	12.45%	14.06%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	43	1	3	2	1	2	1	0	1	0	0	1	0	0	0	2	0	2	1	1	0	0	0	3	0	0	1	5	1	3	0	3	0	2	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0					
		0.34%	0.13%	0.58%	0.23%	0.25%	0.42%	0.35%	0.0%	0.89%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	1.6%	0.0%	0.31%	0.18%	1.96%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.53%	0.68%	0.40%	1.60%	0.0%	1.97%	0.0%	2.53%	0.0%	1.96%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	1.19%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.36%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1793	86	87	116	56	79	32	8	18	20	21	48	56	28	65	25	11	92	51	9	35	25	20	39	44	19	22	75	48	24	38	29	13	11	9	6	10	10	11	48	6	10	17	2	28	26	11	10	7	34	57	20	21	13	76	11					
		14.21%	11.33%	17.09%	13.48%	14.10%	16.66%	11.26%	10.52%	16.07%	15.38%	17.5%	11.45%	23.43%	15.21%	17.42%	20.0%	23.40%	14.67%	9.35%	17.64%	19.66%	16.66%	16.94%	9.55%	15.77%	12.25%	11.70%	10.28%	19.59%	12.83%	11.48%	19.07%	17.56%	13.92%	16.07%	11.76%	11.11%	6.45%	13.92%	11.67%	11.11%	16.39%	20.23%	3.50%	11.57%	26.80%	18.96%	12.98%	17.5%	12.31%	29.84%	13.69%	22.82%	39.39%	12.79%	17.18%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	191	7	6	19	3	10	1	2	1	1	0	7	7	5	4	0	1	5	6	0	2	4	1	5	5	7	2	7	0	4	5	2	2	1	1	3	1	7	2	6	0	0	2	1	6	0	0	0	3	6	3	6	1	0	10	1					
		1.51%	0.92%	1.17%	2.20%	0.75%	2.10%	0.35%	2.63%	0.89%	0.76%	0.0%	1.67%	2.92%	2.71%	1.07%	0.0%	2.12%	0.79%	1.10%	0.0%	1.12%	2.66%	0.84%	1.22%	1.79%	4.51%	1.06%	0.96%	0.0%	2.13%	1.51%	1.31%	2.70%	1.26%	1.78%	5.88%	1.11%	4.51%	2.53%	1.45%	0.0%	0.0%	2.38%	1.75%	2.47%	0.0%	0.0%	0.0%	7.5%	2.17%	1.57%	4.10%	1.08%	0.0%	1.68%	1.56%					
37	"20. ""Политическая партия ""Единая Россия"""	3605	294	126	289	137	145	82	24	33	35	19	138	68	42	123	43	9	192	165	11	32	49	48	121	93	35	28	180	69	29	68	49	26	18	12	10	18	46	12	104	8	11	26	20	56	33	8	14	3	92	50	46	37	1	168	10					
		28.58%	38.73%	24.75%	33.60%	34.50%	30.59%	28.87%	31.57%	29.46%	26.92%	15.83%	32.93%	28.45%	22.82%	32.97%	34.4%	19.14%	30.62%	30.27%	21.56%	17.97%	32.66%	40.67%	29.65%	33.33%	22.58%	14.89%	24.69%	28.16%	15.50%	20.54%	32.23%	35.13%	22.78%	21.42%	19.60%	20.0%	29.67%	15.18%	25.30%	14.81%	18.03%	30.95%	35.08%	23.14%	34.02%	13.79%	18.18%	7.5%	33.33%	26.17%	31.50%	40.21%	3.03%	28.28%	15.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	29	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	3	2	1	1	2	0	1	3	1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0					
		0.22%	0.13%	0.0%	0.11%	0.25%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.23%	0.41%	0.54%	0.0%	0.0%	0.0%	0.47%	0.36%	1.96%	0.56%	1.33%	0.0%	0.24%	1.07%	0.64%	0.53%	0.0%	0.40%	0.53%	0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%					
39	"22. ""Развитие предпринимательства"""	35	2	1	3	0	4	2	0	1	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	2	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0					
		0.27%	0.26%	0.19%	0.34%	0.0%	0.84%	0.70%	0.0%	0.89%	0.0%	0.0%	0.0%	0.41%	0.54%	0.0%	0.0%	0.0%	0.31%	0.18%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.64%	0.0%	0.0%	0.40%	0.53%	0.30%	0.0%	0.0%	0.0%	1.78%	0.0%	1.11%	0.0%	1.26%	0.48%	1.85%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.36%	0.52%	0.68%	1.08%	0.0%	0.16%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1528	81	68	77	51	53	36	8	14	16	13	31	25	30	54	8	6	81	46	8	29	22	13	60	28	17	31	92	22	23	60	19	5	8	18	5	14	20	8	58	7	8	7	7	31	6	8	7	9	32	13	31	10	2	83	9					
		12.11%	10.67%	13.35%	8.95%	12.84%	11.18%	12.67%	10.52%	12.49%	12.30%	10.83%	7.39%	10.46%	16.30%	14.47%	6.4%	12.76%	12.91%	8.44%	15.68%	16.29%	14.66%	11.01%	14.70%	10.03%	10.96%	16.48%	12.62%	8.97%	12.29%	18.12%	12.5%	6.75%	10.12%	32.14%	9.80%	15.55%	12.90%	10.12%	14.11%	12.96%	13.11%	8.33%	12.28%	12.80%	6.18%	13.79%	9.09%	22.5%	11.59%	6.80%	21.23%	10.86%	6.06%	13.97%	14.06%					
																																																														
41	Против всех	989	47	27	79	37	25	39	11	10	16	16	41	7	12	13	12	2	67	44	4	18	6	6	24	31	21	12	77	21	35	19	11	8	11	2	4	9	18	8	24	1	10	4	7	10	2	1	3	3	15	8	5	4	0	39	3					
		7.84%	6.19%	5.30%	9.18%	9.31%	5.27%	13.73%	14.47%	8.92%	12.30%	13.33%	9.78%	2.92%	6.52%	3.48%	9.6%	4.25%	10.68%	8.07%	7.84%	10.11%	4.0%	5.08%	5.88%	11.11%	13.54%	6.38%	10.56%	8.57%	18.71%	5.74%	7.23%	10.81%	13.92%	3.57%	7.84%	10.0%	11.61%	10.12%	5.83%	1.85%	16.39%	4.76%	12.28%	4.13%	2.06%	1.72%	3.89%	7.5%	5.43%	4.18%	3.42%	4.34%	0.0%	6.56%	4.68%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
