Выборы Президента Российской Федерации																																																				
																																																				
"Наименование Избирательной комиссии:    Барнаул, Центральная"																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																				
18	. Глазьев Сергей Юрьевич	3273	73	103	73	75	134	77	97	113	107	33	107	87	68	62	86	36	41	37	88	69	36	37	56	38	56	39	67	54	31	137	167	152	51	47	99	89	139	39	51	54	74	98	26	51	19					
		5.53%	4.99%	5.42%	4.09%	5.22%	7.23%	5.76%	6.22%	6.54%	6.89%	4.49%	5.72%	5.89%	4.36%	4.79%	5.34%	4.25%	3.68%	3.30%	6.11%	4.27%	3.85%	2.75%	4.18%	4.42%	4.23%	4.33%	4.60%	5.21%	5.93%	8.20%	9.45%	7.29%	5.15%	7.14%	6.77%	7.59%	9.01%	3.94%	3.63%	5.83%	5.83%	6.18%	6.72%	4.11%	1.85%					
19	. Малышкин Олег Александрович	1240	28	31	30	10	23	28	17	24	23	20	45	25	36	25	31	33	23	41	29	20	25	37	44	26	26	27	49	21	13	20	32	41	19	12	28	14	20	23	47	18	27	46	24	32	27					
		2.09%	1.91%	1.63%	1.68%	0.70%	1.24%	2.10%	1.09%	1.39%	1.48%	2.72%	2.41%	1.69%	2.31%	1.93%	1.93%	3.90%	2.06%	3.66%	2.01%	1.24%	2.68%	2.75%	3.29%	3.03%	1.96%	3.00%	3.37%	2.03%	2.49%	1.20%	1.81%	1.97%	1.92%	1.82%	1.91%	1.19%	1.30%	2.32%	3.35%	1.94%	2.13%	2.90%	6.20%	2.58%	2.63%					
20	. Миронов Сергей Михайлович	498	6	21	17	11	9	13	10	13	8	6	14	15	11	15	15	14	4	11	15	15	5	12	7	8	19	9	11	9	4	12	17	22	11	6	11	10	15	6	11	12	10	12	5	3	8					
		0.84%	0.41%	1.11%	0.95%	0.76%	0.49%	0.97%	0.64%	0.75%	0.51%	0.82%	0.75%	1.01%	0.71%	1.16%	0.93%	1.65%	0.36%	0.98%	1.04%	0.93%	0.54%	0.89%	0.52%	0.93%	1.43%	1.00%	0.76%	0.87%	0.76%	0.72%	0.96%	1.05%	1.11%	0.91%	0.75%	0.85%	0.97%	0.61%	0.78%	1.30%	0.79%	0.76%	1.29%	0.24%	0.78%					
21	. Путин Владимир Владимирович	39640	1022	1234	1246	869	1169	867	1025	1123	1001	488	1281	983	1087	894	1086	584	809	730	935	1107	645	899	962	630	967	612	1060	646	342	1068	1107	1370	694	431	999	781	966	722	950	585	816	1020	227	861	740					
		66.95%	69.86%	64.98%	69.80%	60.43%	63.05%	64.90%	65.71%	64.95%	64.41%	66.39%	68.47%	66.51%	69.68%	69.03%	67.45%	68.95%	72.56%	65.12%	64.93%	68.50%	69.06%	66.79%	71.84%	73.34%	72.98%	68.00%	72.85%	62.30%	65.39%	63.95%	62.61%	65.68%	70.10%	65.50%	68.28%	66.64%	62.61%	72.93%	67.62%	63.17%	64.25%	64.35%	58.66%	69.44%	71.98%					
22	. Хакамада Ирина Муцуовна	3106	93	137	82	93	144	108	125	153	120	40	121	120	54	62	82	34	36	39	79	91	41	52	41	31	39	37	39	40	35	98	93	139	57	27	60	62	97	30	41	49	55	43	11	34	42					
		5.25%	6.36%	7.21%	4.59%	6.47%	7.77%	8.08%	8.01%	8.85%	7.72%	5.44%	6.47%	8.12%	3.46%	4.79%	5.09%	4.01%	3.23%	3.48%	5.49%	5.63%	4.39%	3.86%	3.06%	3.61%	2.94%	4.11%	2.68%	3.86%	6.69%	5.87%	5.26%	6.66%	5.76%	4.10%	4.10%	5.29%	6.29%	3.03%	2.92%	5.29%	4.33%	2.71%	2.84%	2.74%	4.09%					
23	. Харитонов Николай Михайлович	8561	165	277	235	311	287	162	215	217	236	116	220	193	237	179	237	106	165	214	233	237	135	210	178	99	151	134	154	215	66	268	272	260	116	104	201	158	242	108	250	168	218	314	78	214	6					
		14.46%	11.28%	14.59%	13.17%	21.63%	15.48%	12.13%	13.78%	12.55%	15.19%	15.78%	11.76%	13.06%	15.19%	13.82%	14.72%	12.51%	14.80%	19.09%	16.18%	14.67%	14.45%	15.60%	13.29%	11.53%	11.40%	14.89%	10.58%	20.73%	12.62%	16.05%	15.38%	12.46%	11.72%	15.81%	13.74%	13.48%	15.68%	10.91%	17.79%	18.14%	17.17%	19.81%	20.16%	17.26%	0.58%					
																																																				
24	Против всех	2190	64	83	93	60	77	73	67	77	49	28	73	48	56	51	56	27	27	34	53	60	33	42	39	18	39	29	59	26	13	56	69	88	25	25	48	42	45	39	37	28	49	33	10	35	107					
		3.70%	4.37%	4.37%	5.21%	4.17%	4.15%	5.46%	4.29%	4.45%	3.15%	3.81%	3.90%	3.25%	3.59%	3.94%	3.48%	3.19%	2.42%	3.03%	3.68%	3.71%	3.53%	3.12%	2.91%	2.10%	2.94%	3.22%	4.05%	2.51%	2.49%	3.35%	3.90%	4.22%	2.53%	3.80%	3.28%	3.58%	2.92%	3.94%	2.63%	3.02%	3.86%	2.08%	2.58%	2.82%	10.41%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
