Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
"Наименование Избирательной комиссии:    Волгоград, Ворошиловская"																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326									
24	"6. Политическая партия ""Гражданская Платформа"""	50	2	1	4	1	3	2	1	4	2	2	0	2	5	3	0	3	1	2	1	2	0	0	2	0	1	6									
		0.23%	0.17%	0.10%	0.42%	0.10%	0.28%	0.23%	0.09%	0.39%	0.20%	0.17%	0.00%	0.24%	0.61%	0.37%	0.00%	0.29%	0.11%	0.28%	0.25%	0.29%	0.00%	0.00%	0.41%	0.00%	0.19%	0.65%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3311	133	132	120	118	135	154	152	155	137	139	97	122	132	115	92	176	166	125	69	122	112	131	105	123	116	133									
		14.93%	11.46%	12.66%	12.62%	11.42%	12.42%	17.82%	13.78%	15.27%	13.60%	11.66%	10.36%	14.47%	16.00%	14.18%	12.53%	17.27%	18.80%	17.34%	17.21%	17.43%	18.73%	22.35%	21.34%	16.71%	22.39%	14.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	310	18	20	18	9	23	10	17	15	14	17	17	14	16	13	3	18	15	6	4	8	7	0	2	6	6	14									
		1.40%	1.55%	1.92%	1.89%	0.87%	2.12%	1.16%	1.54%	1.48%	1.39%	1.43%	1.82%	1.66%	1.94%	1.60%	0.41%	1.77%	1.70%	0.83%	0.99%	1.14%	1.17%	0.00%	0.41%	0.82%	1.16%	1.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	435	29	26	25	30	23	14	27	14	16	23	18	19	18	21	17	24	11	9	6	10	17	4	4	9	5	16									
		1.96%	2.50%	2.49%	2.63%	2.90%	2.12%	1.62%	2.45%	1.38%	1.59%	1.93%	1.92%	2.25%	2.18%	2.59%	2.32%	2.36%	1.25%	1.25%	1.50%	1.43%	2.84%	0.68%	0.81%	1.22%	0.97%	1.74%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	1	3	0	0	2	1	2	1	0	1	2	0	1	1	0	2	0	0	0	0	1	2	0	0									
		0.09%	0.00%	0.00%	0.11%	0.29%	0.00%	0.00%	0.18%	0.10%	0.20%	0.08%	0.00%	0.12%	0.24%	0.00%	0.14%	0.10%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.20%	0.27%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	994	69	71	66	51	46	38	55	46	41	50	47	37	50	48	25	48	24	20	11	26	17	18	14	24	15	37									
		4.48%	5.94%	6.81%	6.94%	4.94%	4.23%	4.40%	4.99%	4.53%	4.07%	4.19%	5.02%	4.39%	6.06%	5.92%	3.41%	4.71%	2.72%	2.77%	2.74%	3.71%	2.84%	3.07%	2.85%	3.26%	2.90%	4.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3630	165	166	130	144	178	127	193	180	177	229	164	158	117	140	136	171	152	129	67	126	96	95	88	82	82	138									
		16.37%	14.21%	15.92%	13.67%	13.94%	16.38%	14.70%	17.50%	17.73%	17.58%	19.21%	17.52%	18.74%	14.18%	17.26%	18.53%	16.78%	17.21%	17.89%	16.71%	18.00%	16.05%	16.21%	17.89%	11.14%	15.83%	15.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	175	12	10	10	5	3	5	11	4	10	11	11	5	3	8	7	10	6	7	2	5	2	3	6	3	4	12									
		0.79%	1.03%	0.96%	1.05%	0.48%	0.28%	0.58%	0.99%	0.39%	0.99%	0.92%	1.18%	0.59%	0.36%	0.99%	0.95%	0.98%	0.68%	0.97%	0.50%	0.71%	0.33%	0.51%	1.22%	0.41%	0.77%	1.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1853	94	88	93	90	94	61	107	79	101	119	103	76	70	89	82	72	71	73	15	34	33	24	19	32	35	99									
		8.35%	8.10%	8.44%	9.78%	8.71%	8.65%	7.06%	9.70%	7.78%	10.03%	9.98%	11.00%	9.02%	8.48%	10.97%	11.17%	7.07%	8.04%	10.12%	3.74%	4.86%	5.52%	4.10%	3.86%	4.35%	6.76%	10.76%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
