Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Зареченская городская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	240	7	2	11	8	1	12	12	1	11	5	2	6	18	0	5	10	2	0	7	2	2	7	4	3	40	62									
14	Число погашенных неиспользованных открепительных удостоверений	107	5	4	5	4	2	4	8	3	1	3	3	4	3	4	6	5	6	2	9	4	5	4	3	3	3	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	1	0	2	1	2	9	3	2	1	3	4	2	2	4	0	4	2	4	1	4	2	2	2	1	1	16									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	422	23	6	11	28	14	26	21	11	21	18	25	17	22	19	9	12	18	11	14	15	15	17	16	8	4	21									
		1.73%	2.29%	1.27%	1.51%	2.50%	1.22%	2.08%	1.88%	1.09%	1.95%	1.98%	2.20%	1.94%	1.94%	1.93%	1.05%	1.18%	1.99%	1.18%	1.40%	1.63%	1.77%	1.91%	1.83%	1.69%	0.81%	1.66%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	672	27	12	10	29	41	39	20	19	36	18	33	19	37	32	28	24	25	26	25	30	29	23	27	19	14	30									
		2.75%	2.68%	2.54%	1.38%	2.58%	3.59%	3.12%	1.79%	1.88%	3.35%	1.98%	2.90%	2.16%	3.27%	3.26%	3.26%	2.36%	2.76%	2.80%	2.51%	3.26%	3.42%	2.58%	3.10%	4.01%	2.83%	2.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	664	30	18	15	29	40	26	24	43	39	30	28	17	28	19	19	27	24	24	26	38	26	35	21	5	10	23									
		2.72%	2.98%	3.81%	2.06%	2.58%	3.50%	2.08%	2.15%	4.25%	3.62%	3.30%	2.46%	1.94%	2.47%	1.93%	2.21%	2.66%	2.65%	2.58%	2.61%	4.13%	3.06%	3.93%	2.41%	1.05%	2.02%	1.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9641	364	190	334	431	455	525	472	377	390	353	437	330	454	354	331	380	316	388	409	361	317	342	344	176	186	625									
		39.45%	36.18%	40.17%	45.94%	38.41%	39.81%	41.93%	42.29%	37.29%	36.25%	38.83%	38.47%	37.59%	40.07%	36.01%	38.53%	37.40%	34.88%	41.77%	40.98%	39.24%	37.34%	38.43%	39.45%	37.13%	37.58%	49.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	213	7	2	8	7	12	8	14	9	8	8	18	8	3	10	5	9	7	11	7	10	12	9	5	2	4	10									
		0.87%	0.70%	0.42%	1.10%	0.62%	1.05%	0.64%	1.25%	0.89%	0.74%	0.88%	1.58%	0.91%	0.26%	1.02%	0.58%	0.89%	0.77%	1.18%	0.70%	1.09%	1.41%	1.01%	0.57%	0.42%	0.81%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	34	3	0	0	2	1	3	0	3	2	3	1	1	2	0	1	0	0	0	2	2	1	2	0	0	3	2									
		0.14%	0.30%	0.00%	0.00%	0.18%	0.09%	0.24%	0.00%	0.30%	0.19%	0.33%	0.09%	0.11%	0.18%	0.00%	0.12%	0.00%	0.00%	0.00%	0.20%	0.22%	0.12%	0.22%	0.00%	0.00%	0.61%	0.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4279	156	80	143	195	200	209	189	184	170	167	175	142	197	198	177	166	176	157	177	155	139	140	130	109	95	253									
		17.51%	15.51%	16.91%	19.67%	17.38%	17.50%	16.69%	16.94%	18.20%	15.80%	18.37%	15.40%	16.17%	17.39%	20.14%	20.61%	16.34%	19.43%	16.90%	17.74%	16.85%	16.37%	15.73%	14.91%	22.99%	19.19%	19.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	254	12	3	15	22	11	14	10	16	6	9	8	8	11	12	6	12	8	9	7	10	6	12	11	1	7	8									
		1.04%	1.19%	0.63%	2.06%	1.96%	0.96%	1.12%	0.90%	1.58%	0.56%	0.99%	0.70%	0.91%	0.97%	1.22%	0.70%	1.18%	0.88%	0.97%	0.70%	1.09%	0.71%	1.35%	1.26%	0.21%	1.41%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	428	25	5	6	13	10	27	26	14	18	15	22	17	25	15	12	24	25	13	13	12	11	24	17	7	11	21									
		1.75%	2.49%	1.06%	0.83%	1.16%	0.87%	2.16%	2.33%	1.38%	1.67%	1.65%	1.94%	1.94%	2.21%	1.53%	1.40%	2.36%	2.76%	1.40%	1.30%	1.30%	1.30%	2.70%	1.95%	1.48%	2.22%	1.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	2	2	0	1	0	1	2	1	2	2	1	5	2	1	2	0	4	1	0	0	1	1	1	1	4	1									
		0.16%	0.20%	0.42%	0.00%	0.09%	0.00%	0.08%	0.18%	0.10%	0.19%	0.22%	0.09%	0.57%	0.18%	0.10%	0.23%	0.00%	0.44%	0.11%	0.00%	0.00%	0.12%	0.11%	0.11%	0.21%	0.81%	0.08%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	693	51	10	15	27	29	38	36	31	20	26	62	26	36	26	20	26	23	16	27	28	27	14	29	6	14	30									
		2.84%	5.07%	2.11%	2.06%	2.41%	2.54%	3.04%	3.23%	3.07%	1.86%	2.86%	5.46%	2.96%	3.18%	2.64%	2.33%	2.56%	2.54%	1.72%	2.71%	3.04%	3.18%	1.57%	3.33%	1.27%	2.83%	2.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4033	149	78	102	195	196	201	188	166	189	150	198	162	197	188	118	203	161	142	158	119	133	161	162	78	79	160									
		16.50%	14.81%	16.49%	14.03%	17.38%	17.15%	16.05%	16.85%	16.42%	17.57%	16.50%	17.43%	18.45%	17.39%	19.13%	13.74%	19.98%	17.77%	15.29%	15.83%	12.93%	15.67%	18.09%	18.58%	16.46%	15.96%	12.63%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	6	1	1	5	5	3	7	5	3	7	7	0	3	2	10	7	7	4	0	5	7	5	2	4	1	4									
		0.45%	0.60%	0.21%	0.14%	0.45%	0.44%	0.24%	0.63%	0.49%	0.28%	0.77%	0.62%	0.00%	0.26%	0.20%	1.16%	0.69%	0.77%	0.43%	0.00%	0.54%	0.82%	0.56%	0.23%	0.84%	0.20%	0.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2553	128	53	59	125	112	113	93	112	148	91	101	113	101	94	109	107	102	106	114	125	108	88	86	52	53	60									
		10.45%	12.72%	11.21%	8.12%	11.14%	9.80%	9.03%	8.33%	11.08%	13.75%	10.01%	8.89%	12.87%	8.91%	9.56%	12.69%	10.53%	11.26%	11.41%	11.42%	13.59%	12.72%	9.89%	9.86%	10.97%	10.71%	4.74%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
