Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Граховская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	62	21	2	1	0	0	0	4	4	0	9	1	2	3	1	0	4	1	1	0	6	0	1	1									
		1.26%	1.25%	1.57%	2.44%	0.00%	0.00%	0.00%	1.40%	2.11%	0.00%	3.15%	0.69%	2.13%	2.08%	1.47%	0.00%	1.61%	0.41%	1.19%	0.00%	2.59%	0.00%	0.81%	0.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3001	1001	76	19	40	144	60	194	92	45	151	93	66	82	44	55	112	159	53	47	171	131	85	81									
		60.98%	59.73%	59.84%	46.34%	55.56%	63.16%	58.82%	68.07%	48.42%	60.00%	52.80%	64.58%	70.21%	56.94%	64.71%	63.22%	45.16%	65.70%	63.10%	68.12%	73.71%	66.16%	69.11%	76.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	6	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0									
		0.12%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	1.45%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0									
		0.20%	0.30%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.00%	0.41%	1.19%	0.00%	0.43%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	587	231	19	5	11	30	13	21	35	15	20	20	11	30	10	7	33	24	5	6	12	13	13	3									
		11.93%	13.78%	14.96%	12.20%	15.28%	13.16%	12.75%	7.37%	18.42%	20.00%	6.99%	13.89%	11.70%	20.83%	14.71%	8.05%	13.31%	9.92%	5.95%	8.70%	5.17%	6.57%	10.57%	2.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	1									
		0.20%	0.00%	0.79%	0.00%	0.00%	0.44%	0.00%	0.35%	0.00%	1.33%	0.35%	0.69%	0.00%	0.00%	0.00%	0.00%	0.81%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	2	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0									
		0.24%	0.12%	0.00%	0.00%	1.39%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.00%	0.00%	0.00%	0.86%	1.01%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.06%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.53%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	20	7	1	0	0	1	0	2	1	1	1	2	0	0	1	0	2	0	0	0	1	0	0	0									
		0.41%	0.42%	0.79%	0.00%	0.00%	0.44%	0.00%	0.70%	0.53%	1.33%	0.35%	1.39%	0.00%	0.00%	1.47%	0.00%	0.81%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	692	217	24	9	12	16	18	33	26	8	59	17	6	19	9	15	65	38	13	7	23	32	17	9									
		14.06%	12.95%	18.90%	21.95%	16.67%	7.02%	17.65%	11.58%	13.68%	10.67%	20.63%	11.81%	6.38%	13.19%	13.24%	17.24%	26.21%	15.70%	15.48%	10.14%	9.91%	16.16%	13.82%	8.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	4	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.16%	0.24%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	191	92	0	1	4	13	2	10	13	0	18	4	4	7	1	1	6	3	0	1	4	3	0	4									
		3.88%	5.49%	0.00%	2.44%	5.56%	5.70%	1.96%	3.51%	6.84%	0.00%	6.29%	2.78%	4.26%	4.86%	1.47%	1.15%	2.42%	1.24%	0.00%	1.45%	1.72%	1.52%	0.00%	3.77%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
