Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Джидинская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	495	10	10	10	10	25	5	15	15	5	5	15	10	5	20	5	10	30	30	30	30	10	20	15	20	5	5	20	5	25	10	15	15	5	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	47	1	0	0	1	1	0	3	1	0	0	4	1	0	0	0	1	5	9	6	1	1	0	2	1	0	1	4	0	0	1	1	0	1	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	1	0	1	5	3	2	1	1	2	1	1	3	1	0	1	2	2	0	6	5	0	0	2	1	1	0	2	1	0	3	2	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	448	9	10	10	9	24	5	12	14	5	5	11	9	5	20	5	9	25	21	24	29	9	20	13	19	5	4	16	5	25	9	14	15	4	15	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	52	0	1	1	0	3	2	0	0	1	0	1	1	0	3	1	4	2	3	0	3	0	4	1	2	0	0	1	2	6	4	1	1	1	2	1									
		0.65%	0.00%	0.56%	0.50%	0.00%	0.93%	2.94%	0.00%	0.00%	1.33%	0.00%	0.43%	0.43%	0.00%	0.91%	1.54%	1.78%	0.38%	0.62%	0.00%	0.67%	0.00%	0.82%	0.36%	0.77%	0.00%	0.00%	0.32%	1.37%	1.84%	1.47%	0.62%	0.56%	0.82%	1.17%	0.51%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	227	10	3	15	6	14	3	9	0	5	0	6	6	2	9	0	1	17	11	7	7	6	12	14	13	1	2	9	2	13	7	3	5	2	5	2									
		2.84%	5.35%	1.69%	7.50%	6.45%	4.36%	4.41%	3.49%	0.00%	6.67%	0.00%	2.59%	2.58%	2.63%	2.72%	0.00%	0.44%	3.22%	2.28%	1.30%	1.55%	3.92%	2.47%	4.98%	4.98%	2.56%	2.04%	2.89%	1.37%	3.99%	2.56%	1.85%	2.78%	1.64%	2.92%	1.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	84	0	2	0	0	4	0	6	0	0	0	4	0	0	2	1	2	9	5	8	6	0	7	1	3	0	0	9	1	5	4	1	4	0	0	0									
		1.05%	0.00%	1.12%	0.00%	0.00%	1.25%	0.00%	2.33%	0.00%	0.00%	0.00%	1.72%	0.00%	0.00%	0.60%	1.54%	0.89%	1.70%	1.04%	1.48%	1.33%	0.00%	1.44%	0.36%	1.15%	0.00%	0.00%	2.89%	0.68%	1.53%	1.47%	0.62%	2.22%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4584	155	109	109	37	151	36	168	162	29	40	176	154	49	217	47	107	230	227	248	206	92	314	200	147	26	62	195	91	140	119	95	96	74	131	145									
		57.37%	82.89%	61.24%	54.50%	39.78%	47.04%	52.94%	65.12%	81.82%	38.67%	88.89%	75.86%	66.09%	64.47%	65.56%	72.31%	47.56%	43.56%	46.99%	46.01%	45.68%	60.13%	64.74%	71.17%	56.32%	66.67%	63.27%	62.70%	62.33%	42.94%	43.59%	58.64%	53.33%	60.66%	76.61%	73.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	0	1	0	0	0	0	1	0	0	0	0	0	0	4	1	2	2	0	4	0	0	3	0	0	0	0	2	1	1	1	0	1	2	0	1									
		0.34%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	1.54%	0.89%	0.38%	0.00%	0.74%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.64%	0.68%	0.31%	0.37%	0.00%	0.56%	1.64%	0.00%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3									
		0.18%	0.00%	0.56%	0.00%	0.00%	0.31%	0.00%	0.39%	0.00%	1.33%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.21%	0.00%	0.00%	0.00%	0.21%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	1.53%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	678	1	19	21	6	31	2	11	2	7	1	5	25	2	12	2	31	63	65	55	54	6	9	3	16	3	6	30	24	46	68	13	16	10	4	9									
		8.49%	0.53%	10.67%	10.50%	6.45%	9.66%	2.94%	4.26%	1.01%	9.33%	2.22%	2.16%	10.73%	2.63%	3.63%	3.08%	13.78%	11.93%	13.46%	10.20%	11.97%	3.92%	1.86%	1.07%	6.13%	7.69%	6.12%	9.65%	16.44%	14.11%	24.91%	8.02%	8.89%	8.20%	2.34%	4.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.50%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.95%	0.00%	0.00%	0.44%	0.19%	0.21%	0.19%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	234	2	2	1	1	5	1	3	14	2	0	10	2	3	22	5	3	18	8	14	13	8	27	13	7	0	6	9	1	8	4	11	1	2	2	6									
		2.93%	1.07%	1.12%	0.50%	1.08%	1.56%	1.47%	1.16%	7.07%	2.67%	0.00%	4.31%	0.86%	3.95%	6.65%	7.69%	1.33%	3.41%	1.66%	2.60%	2.88%	5.23%	5.57%	4.63%	2.68%	0.00%	6.12%	2.89%	0.68%	2.45%	1.47%	6.79%	0.56%	1.64%	1.17%	3.06%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0									
		0.18%	0.53%	0.00%	0.50%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.00%	0.19%	0.41%	0.00%	0.44%	0.00%	0.21%	0.00%	0.38%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.82%	0.58%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	3	0	1	3	0	0	0	0	2	1	1	2	0	0	0	0	0									
		0.24%	0.00%	1.12%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.30%	0.00%	0.00%	0.19%	0.00%	0.56%	0.00%	0.65%	0.62%	0.00%	0.00%	0.00%	0.00%	0.64%	0.68%	0.31%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1394	3	25	36	37	91	22	44	12	19	3	16	24	12	43	3	46	124	116	149	104	29	79	36	58	1	10	36	13	69	41	25	28	12	8	20									
		17.45%	1.60%	14.04%	18.00%	39.78%	28.35%	32.35%	17.05%	6.06%	25.33%	6.67%	6.90%	10.30%	15.79%	12.99%	4.62%	20.44%	23.48%	24.02%	27.64%	23.06%	18.95%	16.29%	12.81%	22.22%	2.56%	10.20%	11.58%	8.90%	21.17%	15.02%	15.43%	15.56%	9.84%	4.68%	10.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.38%	0.41%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	433	12	11	10	4	11	0	6	4	6	1	8	13	4	7	2	22	53	32	39	41	7	15	9	5	4	6	9	5	20	9	4	20	12	14	8									
		5.42%	6.42%	6.18%	5.00%	4.30%	3.43%	0.00%	2.33%	2.02%	8.00%	2.22%	3.45%	5.58%	5.26%	2.11%	3.08%	9.78%	10.04%	6.63%	7.24%	9.09%	4.58%	3.09%	3.20%	1.92%	10.26%	6.12%	2.89%	3.42%	6.13%	3.30%	2.47%	11.11%	9.84%	8.19%	4.08%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
