20	Зюганов Геннадий Андреевич	30330	213	250	314	300	388	348	262	290	222	325	330	435	347	352	369	332	188	423	288	426	394	388	321	380	390	448	415	281	353	311	277	397	365	407	396	380	30	392	378	414	248	271	400	391	310	308	284	317	448	388	462	437	329	358	274	329	380	391	383	322	440	363	326	378	314	245	298	265	402	288	335	70	86	56	394	365	400	309	403	386	434	244	394	404	354	150	406	298	303	253	387	31									
		26.66%	24.85%	29.41%	33.30%	28.04%	29.33%	28.04%	28.42%	29.44%	26.94%	31.89%	26.68%	31.21%	26.49%	29.88%	28.17%	30.38%	25.03%	32.74%	27.77%	25.69%	24.81%	26.09%	22.57%	24.23%	26.58%	28.32%	27.09%	28.41%	32.12%	24.60%	25.14%	30.68%	26.90%	30.10%	28.37%	29.69%	33.33%	22.91%	22.33%	23.05%	26.61%	27.35%	29.09%	25.08%	26.52%	25.93%	26.42%	29.30%	24.60%	26.15%	26.34%	26.06%	25.41%	25.09%	23.22%	23.62%	27.52%	27.46%	28.10%	24.66%	30.30%	24.56%	27.42%	30.51%	27.74%	24.28%	24.25%	24.93%	30.50%	25.62%	27.10%	20.90%	23.56%	7.72%	25.06%	26.18%	27.29%	25.00%	24.57%	26.99%	26.71%	19.43%	30.52%	28.25%	25.16%	25.51%	27.73%	26.94%	28.83%	28.65%	23.17%	28.70%									
21	Миронов Сергей Михайлович	5593	22	25	38	34	37	45	27	50	32	32	51	51	66	52	57	55	39	60	33	89	75	69	82	94	88	85	71	59	54	62	48	69	92	64	69	61	4	112	103	116	30	44	76	91	67	54	79	68	88	74	75	86	69	88	59	84	82	90	62	85	93	75	61	61	57	51	72	81	53	68	60	23	13	12	67	58	80	68	97	71	66	59	68	66	84	17	54	29	25	23	52	6									
		4.92%	2.57%	2.94%	4.03%	3.18%	2.80%	3.63%	2.93%	5.08%	3.88%	3.14%	4.12%	3.66%	5.04%	4.41%	4.35%	5.03%	5.19%	4.64%	3.18%	5.37%	4.72%	4.64%	5.77%	5.99%	5.99%	5.37%	4.63%	5.97%	4.91%	4.91%	4.36%	5.33%	6.78%	4.73%	4.94%	4.77%	4.44%	6.55%	6.08%	6.46%	3.22%	4.44%	5.53%	5.84%	5.73%	4.55%	7.35%	6.28%	4.83%	4.99%	4.28%	5.13%	5.33%	6.17%	5.00%	6.03%	5.94%	6.32%	4.55%	6.51%	6.40%	5.07%	5.13%	4.92%	5.04%	5.05%	5.86%	7.62%	4.02%	6.05%	4.85%	6.87%	3.56%	1.66%	4.26%	4.16%	5.46%	5.50%	5.91%	4.97%	4.06%	4.70%	5.27%	4.62%	5.97%	2.89%	3.69%	2.62%	2.38%	2.60%	3.11%	5.56%									
22	Прохоров Михаил Дмитриевич	12001	48	39	51	74	107	108	70	80	59	96	131	120	200	111	123	134	50	118	78	240	186	164	218	215	167	178	170	105	87	117	125	129	141	135	136	124	2	251	283	273	73	70	138	182	115	119	106	117	246	176	184	257	161	148	217	211	150	188	129	126	130	180	128	126	113	106	167	102	120	113	156	31	33	66	211	122	164	93	131	163	159	206	85	117	122	48	120	81	56	50	137	9									
		10.55%	5.60%	4.59%	5.41%	6.92%	8.09%	8.70%	7.59%	8.12%	7.16%	9.42%	10.59%	8.61%	15.27%	9.42%	9.39%	12.26%	6.66%	9.13%	7.52%	14.48%	11.71%	11.03%	15.33%	13.71%	11.38%	11.25%	11.10%	10.62%	7.92%	9.26%	11.34%	9.97%	10.39%	9.99%	9.74%	9.69%	2.22%	14.67%	16.72%	15.20%	7.83%	7.06%	10.04%	11.67%	9.84%	10.02%	9.86%	10.81%	13.51%	11.86%	10.49%	15.32%	12.43%	10.37%	18.39%	15.15%	10.86%	13.20%	9.46%	9.65%	8.95%	12.18%	10.77%	10.17%	9.98%	10.51%	13.59%	9.60%	9.10%	10.05%	12.62%	9.25%	9.04%	9.10%	13.42%	8.75%	11.19%	7.52%	7.99%	11.40%	9.78%	16.40%	6.58%	8.18%	8.67%	8.16%	8.20%	7.32%	5.33%	5.66%	8.20%	8.33%									
23	Путин Владимир Владимирович	55978	480	448	464	571	672	638	481	492	445	489	624	667	594	583	618	499	398	577	529	732	780	756	679	754	701	731	727	480	528	667	553	610	649	624	694	608	50	838	805	850	512	524	665	764	574	610	503	497	895	727	867	776	646	719	546	668	659	643	663	638	682	735	579	573	549	527	576	511	604	563	576	184	205	506	768	672	682	661	835	683	832	650	623	692	696	300	757	582	578	482	887	47									
		49.21%	56.01%	52.71%	49.20%	53.36%	50.79%	51.41%	52.17%	49.95%	54.00%	47.99%	50.44%	47.85%	45.34%	49.49%	47.18%	45.65%	52.99%	44.66%	51.01%	44.15%	49.12%	50.84%	47.75%	48.09%	47.78%	46.21%	47.45%	48.53%	48.04%	52.77%	50.18%	47.14%	47.83%	46.15%	49.71%	47.50%	55.56%	48.98%	47.55%	47.33%	54.94%	52.88%	48.36%	49.01%	49.10%	51.35%	46.79%	45.93%	49.15%	48.99%	49.43%	46.27%	49.88%	50.39%	46.27%	47.95%	47.72%	45.15%	48.64%	48.85%	46.97%	49.73%	48.70%	46.25%	48.50%	52.23%	46.87%	48.07%	45.83%	50.09%	46.60%	54.93%	56.16%	69.79%	48.85%	48.21%	46.52%	53.48%	50.91%	47.76%	51.20%	51.75%	48.26%	48.39%	49.47%	51.02%	51.71%	52.62%	54.99%	54.59%	53.11%	43.52%									
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
