7	Число избирательных бюллетеней в переносных ящиках для голосования	2672	35	29	19	30	24	16	37	14	27	6	34	104	38	67	39	42	27	28	35	12	13	21	32	16	19	17	28	21	31	27	31	26	26	50	35	13	31	32	39	49	23	22	40	40	58	54	28	20	10	31	21	18	55	26	28	23	17	8	38	17	34	27	35	30	22	38	42	30	29	16	29	19	33	46	50	29	52	82	50	12	21	56	44	49	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	92395	1282	1418	1620	1710	1463	1286	1469	938	1196	1213	879	1569	843	785	1209	1046	728	829	748	710	615	1139	1077	875	918	782	800	1231	961	984	912	796	1234	1411	1198	1179	1240	1219	1038	1126	1159	962	1284	940	1469	1118	1053	1218	1156	1363	1032	892	1168	931	1158	840	1302	554	1167	925	837	699	1046	1379	511	1375	1430	1111	1214	1102	1431	1040	1495	1201	1542	1501	775	876	606	510	444	1115	1397	1315	92	190	343	100	176	175									
9	Число недействительных избирательных бюллетеней	1652	20	27	24	15	50	26	29	21	27	34	17	43	10	13	21	24	5	14	23	12	11	28	17	20	14	19	14	26	25	12	12	14	25	22	14	22	24	17	17	22	17	12	26	10	31	34	14	21	8	32	20	17	20	15	14	15	13	8	13	18	12	12	19	26	8	27	26	13	25	19	33	22	34	19	21	33	12	13	8	10	7	14	22	10	1	7	6	2	1	2									
10	Число действительных избирательных бюллетеней	93415	1297	1420	1615	1725	1437	1276	1477	931	1196	1185	896	1630	871	839	1227	1064	750	843	760	710	617	1132	1092	871	923	780	814	1226	967	999	931	808	1235	1439	1219	1170	1247	1234	1060	1153	1165	972	1298	970	1496	1138	1067	1217	1158	1362	1033	893	1203	942	1172	848	1306	554	1192	924	859	714	1062	1383	525	1386	1446	1128	1218	1099	1427	1037	1494	1228	1571	1497	815	945	648	512	458	1157	1419	1354	91	183	337	98	175	173									
11	Число полученных открепительных  удостоверений	2790	30	50	40	55	30	40	30	30	40	40	30	40	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	45	30	30	30	30	30	30	30	30	30	30	30	40	30	30	40	30	40	30	30	40	30	40	30	30	60	30	30	30	30	30	40	30	30	30	30	40	30	40	30	30	30	40	30	40	30	30	30	50	30	30	30	30	30	30	30	30	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2187	30	42	39	45	30	34	23	16	34	31	24	36	17	26	33	27	21	30	22	30	15	30	25	19	16	14	19	40	28	25	23	15	29	21	28	26	27	24	22	29	16	18	32	27	36	28	28	30	30	32	22	25	45	24	27	21	22	22	32	28	25	23	26	36	11	38	23	27	27	34	26	30	26	24	20	44	13	19	13	4	12	22	24	30	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1859	27	32	23	26	28	29	14	12	31	26	32	55	20	15	25	28	26	15	22	11	28	29	18	26	11	13	29	17	26	32	32	11	20	10	12	44	9	22	14	25	11	10	21	22	25	13	15	13	14	17	8	15	19	12	10	8	14	28	23	8	20	3	9	59	34	11	34	18	15	27	25	11	20	9	11	21	5	36	9	19	13	27	17	15	6	15	34	25	9	71									
14	Число неиспользованных открепительных удостоверений	603	0	8	1	10	0	6	7	14	6	9	6	4	13	4	7	3	9	0	8	0	15	0	5	11	14	16	11	5	2	5	7	15	1	9	2	4	3	6	8	11	14	12	8	3	4	2	2	10	0	8	8	5	15	6	3	9	8	8	8	2	5	7	4	4	19	2	7	3	3	6	4	10	4	6	10	6	17	11	17	26	18	8	6	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	46	0	1	1	3	1	0	0	0	0	1	0	4	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	2	2	1	0	1	1	0	1	1	0	5	0	1	0	0	1	0	0	0	0	1	2	2	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																					
19	Жириновский Владимир Вольфович	3722	52	49	51	54	36	51	52	24	30	39	37	57	38	24	38	42	25	44	35	28	17	43	34	25	27	20	29	48	34	40	35	32	38	59	52	56	39	41	42	45	46	47	55	42	67	41	48	43	43	74	36	42	58	36	63	37	51	35	56	42	34	45	53	83	20	73	66	52	47	38	49	38	72	47	69	49	27	36	26	21	17	59	79	51	2	7	22	6	6	4									
		3.92%	3.95%	3.39%	3.11%	3.10%	2.42%	3.92%	3.45%	2.52%	2.45%	3.20%	4.05%	3.41%	4.31%	2.82%	3.04%	3.86%	3.31%	5.13%	4.47%	3.88%	2.71%	3.71%	3.07%	2.81%	2.88%	2.50%	3.50%	3.83%	3.43%	3.96%	3.71%	3.89%	3.02%	4.04%	4.22%	4.70%	3.07%	3.28%	3.90%	3.83%	3.89%	4.78%	4.15%	4.29%	4.39%	3.50%	4.44%	3.47%	3.69%	5.31%	3.42%	4.62%	4.74%	3.76%	5.31%	4.29%	3.87%	6.23%	4.65%	4.46%	3.90%	6.20%	4.90%	5.89%	3.75%	5.17%	4.48%	4.56%	3.78%	3.40%	3.36%	3.59%	4.71%	3.77%	4.33%	3.20%	3.26%	3.76%	3.96%	4.02%	3.66%	5.04%	5.48%	3.74%	2.17%	3.68%	6.41%	6.00%	3.41%	2.29%									
20	Зюганов Геннадий Андреевич	16353	222	264	317	260	268	214	273	145	227	204	159	270	184	162	218	236	108	136	129	106	114	182	186	137	179	124	152	202	176	174	169	142	208	255	203	201	239	230	183	218	208	171	230	180	274	237	173	233	205	235	185	155	195	180	195	135	259	89	255	138	122	112	173	283	66	244	260	198	186	200	213	177	238	224	288	257	157	183	121	73	93	192	232	220	12	23	37	14	32	15									
		17.20%	16.86%	18.24%	19.34%	14.94%	18.02%	16.44%	18.13%	15.23%	18.56%	16.74%	17.42%	16.14%	20.89%	19.01%	17.47%	21.69%	14.30%	15.87%	16.48%	14.68%	18.15%	15.69%	16.77%	15.38%	19.10%	15.52%	18.36%	16.13%	17.74%	17.21%	17.92%	17.27%	16.51%	17.45%	16.46%	16.86%	18.80%	18.39%	16.99%	18.55%	17.60%	17.38%	17.37%	18.37%	17.94%	20.22%	16.00%	18.82%	17.58%	16.86%	17.57%	17.03%	15.94%	18.81%	16.44%	15.64%	19.64%	15.84%	21.16%	14.65%	14.01%	15.43%	16.00%	20.09%	12.38%	17.27%	17.66%	17.35%	14.96%	17.89%	14.59%	16.71%	15.58%	17.96%	18.09%	16.80%	18.98%	19.10%	18.45%	13.98%	20.00%	16.40%	16.10%	16.13%	13.04%	12.11%	10.79%	14.00%	18.18%	8.57%									
21	Миронов Сергей Михайлович	4378	51	81	79	83	94	51	54	38	45	48	43	76	54	23	64	56	36	30	50	30	27	41	48	31	41	43	46	50	48	54	55	40	59	53	51	54	50	56	48	54	59	57	53	36	80	58	48	54	61	56	62	34	51	43	63	28	60	26	71	44	49	40	60	65	23	81	61	61	50	73	73	49	66	54	77	64	32	40	21	32	17	53	58	48	6	8	15	4	10	9									
		4.61%	3.87%	5.60%	4.82%	4.77%	6.32%	3.92%	3.59%	3.99%	3.68%	3.94%	4.71%	4.54%	6.13%	2.70%	5.13%	5.15%	4.77%	3.50%	6.39%	4.16%	4.30%	3.53%	4.33%	3.48%	4.38%	5.38%	5.56%	3.99%	4.84%	5.34%	5.83%	4.87%	4.68%	3.63%	4.14%	4.53%	3.93%	4.48%	4.46%	4.60%	4.99%	5.79%	4.00%	3.67%	5.24%	4.95%	4.44%	4.36%	5.23%	4.02%	5.89%	3.74%	4.17%	4.49%	5.31%	3.24%	4.55%	4.63%	5.89%	4.67%	5.63%	5.51%	5.55%	4.61%	4.32%	5.73%	4.14%	5.35%	4.02%	6.53%	5.00%	4.63%	4.32%	4.33%	4.84%	4.18%	3.87%	4.18%	3.20%	6.13%	3.66%	4.53%	4.02%	3.52%	6.52%	4.21%	4.37%	4.00%	5.68%	5.14%									
22	Прохоров Михаил Дмитриевич	15558	280	303	273	473	304	228	251	236	328	229	206	336	188	161	317	219	189	187	137	140	154	254	234	171	172	185	207	300	207	167	142	125	221	258	225	184	200	205	111	158	178	104	168	143	211	159	157	168	161	195	142	107	170	126	167	110	162	68	151	121	102	78	151	186	104	192	200	131	148	137	211	148	200	163	231	288	131	148	93	57	73	99	208	147	12	23	22	8	19	15									
		16.37%	21.26%	20.94%	16.66%	27.18%	20.44%	17.51%	16.67%	24.79%	26.82%	18.79%	22.56%	20.08%	21.34%	18.90%	25.40%	20.13%	25.03%	21.82%	17.50%	19.39%	24.52%	21.90%	21.10%	19.19%	18.36%	23.15%	25.00%	23.96%	20.87%	16.52%	15.06%	15.21%	17.54%	17.66%	18.25%	15.44%	15.74%	16.39%	10.31%	13.45%	15.06%	10.57%	12.69%	14.59%	13.82%	13.57%	14.52%	13.57%	13.81%	13.99%	13.49%	11.76%	13.90%	13.17%	14.08%	12.75%	12.28%	12.10%	12.53%	12.85%	11.71%	10.74%	13.97%	13.20%	19.51%	13.59%	13.59%	11.48%	11.91%	12.25%	14.45%	13.98%	13.09%	13.07%	14.51%	18.82%	15.84%	15.45%	14.18%	10.92%	15.70%	8.45%	14.43%	10.78%	13.04%	12.11%	6.41%	8.00%	10.80%	8.57%									
23	Путин Владимир Владимирович	53404	692	723	895	855	735	732	847	488	566	665	451	891	407	469	590	511	392	446	409	406	305	612	590	507	504	408	380	626	502	564	530	469	709	814	688	675	719	702	676	678	674	593	792	569	864	643	641	719	688	802	608	555	729	557	684	538	774	336	659	579	552	439	625	766	312	796	859	686	787	651	881	625	918	740	906	839	468	538	387	329	258	754	842	888	59	122	241	66	108	130									
		56.18%	52.54%	49.97%	54.61%	49.14%	49.43%	56.22%	56.24%	51.26%	46.28%	54.55%	49.40%	53.26%	46.20%	55.05%	47.28%	46.97%	51.92%	52.04%	52.23%	56.23%	48.57%	52.76%	53.20%	56.90%	53.79%	51.06%	45.89%	50.00%	50.60%	55.79%	56.20%	57.06%	56.27%	55.72%	55.80%	56.63%	56.57%	56.12%	62.77%	57.70%	57.02%	60.26%	59.82%	58.06%	56.58%	54.86%	59.30%	58.08%	59.01%	57.53%	57.74%	60.99%	59.61%	58.20%	57.67%	62.34%	58.68%	59.79%	54.69%	61.46%	63.38%	60.47%	57.82%	54.36%	58.54%	56.33%	58.36%	60.12%	63.31%	58.23%	60.34%	59.02%	60.08%	59.34%	56.91%	54.84%	56.59%	56.16%	58.99%	63.03%	55.48%	64.39%	58.43%	65.10%	64.13%	64.21%	70.26%	66.00%	61.36%	74.29%									
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
