Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Верхнемамонская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619									
		0.56%	1.23%	0.38%	2.07%	0.00%	0.96%	0.88%	0.18%	0.68%	0.00%	0.58%	0.46%	0.24%	0.00%	0.00%	0.20%	0.43%	0.87%	0.51%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	199	6	4	44	0	39	16	0	7	1	12	11	10	1	0	10	3	16	19	0									
		1.34%	1.23%	0.38%	5.07%	0.00%	2.19%	2.00%	0.00%	1.19%	1.23%	1.40%	1.69%	1.22%	0.18%	0.00%	0.68%	0.43%	3.48%	1.62%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	143	2	6	34	0	29	12	1	3	1	12	2	7	2	1	2	8	1	18	2									
		0.96%	0.41%	0.57%	3.92%	0.00%	1.63%	1.50%	0.18%	0.51%	1.23%	1.40%	0.31%	0.85%	0.35%	0.17%	0.14%	1.15%	0.22%	1.54%	0.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11526	349	865	469	761	1231	507	456	488	68	736	548	695	474	509	1172	560	336	945	357									
		77.71%	71.81%	81.99%	54.03%	83.99%	69.24%	63.45%	84.13%	82.85%	83.95%	85.68%	84.44%	84.45%	83.45%	84.13%	80.00%	80.58%	73.04%	80.70%	82.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	0	0	5	0	24	5	0	1	0	1	2	0	1	0	0	0	1	2	0									
		0.28%	0.00%	0.00%	0.58%	0.00%	1.35%	0.63%	0.00%	0.17%	0.00%	0.12%	0.31%	0.00%	0.18%	0.00%	0.00%	0.00%	0.22%	0.17%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	3	4	4	0	0	0	0	1	1	0	0	2	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.35%	0.44%	0.22%	0.00%	0.00%	0.00%	0.00%	0.12%	0.15%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	823	41	32	112	18	181	88	18	20	1	33	31	31	26	13	50	24	50	39	15									
		5.55%	8.44%	3.03%	12.90%	1.99%	10.18%	11.01%	3.32%	3.40%	1.23%	3.84%	4.78%	3.77%	4.58%	2.15%	3.41%	3.45%	10.87%	3.33%	3.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	2	1	10	0	0	0	0	0	2	0	0	0	0	0	1	2	0									
		0.12%	0.00%	0.00%	0.23%	0.11%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.17%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	0	0	3	0	11	4	1	2	0	0	0	0	0	0	2	0	0	3	1									
		0.18%	0.00%	0.00%	0.35%	0.00%	0.62%	0.50%	0.18%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.26%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.46%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	2	4	1	11	4	1	0	0	2	2	0	0	1	3	7	0	1	0									
		0.26%	0.00%	0.19%	0.46%	0.11%	0.62%	0.50%	0.18%	0.00%	0.00%	0.23%	0.31%	0.00%	0.00%	0.17%	0.20%	1.01%	0.00%	0.09%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1087	52	64	139	45	145	88	41	29	7	36	33	26	64	32	109	63	29	57	28									
		7.33%	10.70%	6.07%	16.01%	4.97%	8.16%	11.01%	7.56%	4.92%	8.64%	4.19%	5.08%	3.16%	11.27%	5.29%	7.44%	9.06%	6.30%	4.87%	6.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	146	12	3	1	32	11	9	2	4	3	3	2	2	0	8	7	13	6	27	1									
		0.98%	2.47%	0.28%	0.12%	3.53%	0.62%	1.13%	0.37%	0.68%	3.70%	0.35%	0.31%	0.24%	0.00%	1.32%	0.48%	1.87%	1.30%	2.31%	0.23%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	631	13	73	26	44	47	49	21	31	0	16	12	50	0	39	105	14	12	52	27									
		4.25%	2.67%	6.92%	2.99%	4.86%	2.64%	6.13%	3.87%	5.26%	0.00%	1.86%	1.85%	6.08%	0.00%	6.45%	7.17%	2.01%	2.61%	4.44%	6.22%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
