7	Число избирательных бюллетеней в переносных ящиках для голосования	2567	24	66	62	49	70	25	58	92	77	103	66	45	100	0	0	82	51	63	42	170	65	23	0	0	0	0	9	0	36	10	6	33	12	8	61	21	50	2	77	13	55	3	25	4	5	0	0	5	56	15	21	0	0	11	0	22	118	54	132	10	0	0	33	10	15	18	63	26	40	16	0	0	3	0	44	7	65	17	3	0					
8	Число бюллетеней в стационарных ящиках для голосования	24361	120	648	331	434	778	118	664	721	960	622	582	756	737	221	77	747	670	958	637	645	600	271	160	35	251	46	197	71	141	88	53	414	85	167	432	119	374	59	427	106	446	181	255	86	114	114	146	111	265	81	388	255	93	189	49	520	750	284	187	284	82	25	549	185	196	276	551	238	359	261	150	54	14	89	217	94	350	99	52	200					
9	Число недействительных избирательных бюллетеней	302	0	6	4	5	11	1	9	12	15	4	6	10	9	2	0	11	21	11	3	11	8	1	26	0	2	0	1	0	2	0	0	2	0	5	7	0	3	0	6	0	5	1	4	3	0	1	2	0	2	0	5	0	0	0	0	1	13	6	7	4	0	1	9	4	2	3	2	3	2	2	0	0	0	0	3	0	2	0	0	1					
10	Число действительных избирательных бюллетеней	26626	144	708	389	478	837	142	713	801	1022	721	642	791	828	219	77	818	700	1010	676	804	657	293	134	35	249	46	205	71	175	98	59	445	97	170	486	140	421	61	498	119	496	183	276	87	119	113	144	116	319	96	404	255	93	200	49	541	855	332	312	290	82	24	573	191	209	291	612	261	397	275	150	54	17	89	258	101	413	116	55	199					
11	Число полученных открепительных  удостоверений	656	0	16	10	10	20	0	15	15	20	13	15	10	17	0	0	15	15	45	10	36	15	7	2	2	11	0	20	0	30	5	2	24	7	5	10	2	5	0	15	1	10	1	1	1	1	1	1	1	9	5	5	2	2	2	0	5	40	14	5	20	0	0	10	2	3	5	10	1	15	2	10	1	1	0	15	5	5	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	588	0	14	8	7	20	0	15	15	19	13	15	10	17	0	0	15	15	45	10	36	10	4	0	1	8	0	16	0	30	5	2	21	4	5	10	2	5	0	10	1	10	1	1	1	1	0	1	0	9	4	5	0	1	0	0	3	40	13	2	20	0	0	8	2	3	4	9	0	13	2	7	1	0	0	14	5	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	537	1	6	4	3	10	1	12	16	21	27	11	22	9	22	58	21	11	13	23	22	12	4	1	1	2	1	1	1	4	1	3	4	2	3	4	1	2	1	4	2	4	1	2	2	0	0	0	2	3	1	1	1	1	3	2	3	5	4	2	2	0	0	1	1	3	1	4	2	7	2	1	1	1	5	1	1	1	1	1	97					
14	Число неиспользованных открепительных удостоверений	68	0	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	2	1	3	0	4	0	0	0	0	3	3	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	1	0	2	1	2	0	2	0	1	3	0	0	0	2	0	0	1	1	1	2	0	3	0	1	0	1	0	5	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	44	0	3	2	3	2	0	2	4	2	1	1	3	0	0	0	0	1	1	0	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																							
18	Богданов Андрей Владимирович	344	0	12	7	4	14	1	7	15	14	12	7	10	18	2	1	11	10	18	15	9	8	1	1	1	1	0	1	1	5	1	0	3	2	3	6	2	3	0	4	4	6	2	2	0	0	0	1	0	1	1	3	8	1	1	0	5	8	3	7	1	2	0	4	1	0	8	9	8	6	0	2	0	1	0	0	2	6	9	0	2					
		1.28%	0.00%	1.68%	1.78%	0.83%	1.65%	0.70%	0.97%	1.85%	1.35%	1.66%	1.08%	1.25%	2.15%	0.90%	1.30%	1.33%	1.39%	1.76%	2.21%	1.10%	1.20%	0.34%	0.63%	2.86%	0.40%	0.00%	0.49%	1.41%	2.82%	1.02%	0.00%	0.67%	2.06%	1.71%	1.22%	1.43%	0.71%	0.00%	0.79%	3.36%	1.20%	1.09%	0.71%	0.00%	0.00%	0.00%	0.68%	0.00%	0.31%	1.04%	0.73%	3.14%	1.08%	0.50%	0.00%	0.92%	0.92%	0.89%	2.19%	0.34%	2.44%	0.00%	0.69%	0.51%	0.00%	2.72%	1.47%	3.03%	1.50%	0.00%	1.33%	0.00%	5.88%	0.00%	0.00%	1.98%	1.45%	7.76%	0.00%	1.00%					
19	Жириновский Владимир Вольфович	3376	31	88	59	51	101	6	112	100	145	65	83	65	57	35	33	112	86	116	111	127	94	32	14	1	17	11	32	16	15	4	18	83	16	32	57	16	36	3	68	9	58	21	40	16	24	6	2	7	39	16	69	26	10	17	9	22	143	64	46	22	16	1	89	42	47	8	54	28	44	53	4	5	1	5	23	5	48	23	6	60					
		12.54%	21.53%	12.32%	15.01%	10.56%	11.91%	4.20%	15.51%	12.30%	13.98%	8.97%	12.81%	8.11%	6.81%	15.84%	42.86%	13.51%	11.93%	11.36%	16.35%	15.58%	14.14%	10.88%	8.75%	2.86%	6.77%	23.91%	15.53%	22.54%	8.47%	4.08%	30.51%	18.57%	16.49%	18.29%	11.56%	11.43%	8.49%	4.92%	13.49%	7.56%	11.58%	11.41%	14.29%	17.78%	20.17%	5.26%	1.37%	6.03%	12.15%	16.67%	16.87%	10.20%	10.75%	8.50%	18.37%	4.06%	16.47%	18.93%	14.42%	7.48%	19.51%	4.00%	15.29%	21.54%	22.27%	2.72%	8.79%	10.61%	11.03%	19.13%	2.67%	9.26%	5.88%	5.62%	8.81%	4.95%	11.57%	19.83%	10.91%	30.00%					
20	Зюганов Геннадий Андреевич	6584	33	177	111	154	220	6	200	196	254	227	164	265	232	53	7	196	178	269	153	176	192	39	12	12	7	3	40	7	32	8	12	100	25	29	140	49	97	21	78	15	146	34	51	7	15	66	68	52	128	22	63	50	15	29	18	214	158	48	30	86	11	12	173	54	47	95	201	42	87	54	20	3	6	29	78	30	84	25	18	26					
		24.45%	22.92%	24.79%	28.24%	31.88%	25.94%	4.20%	27.70%	24.11%	24.49%	31.31%	25.31%	33.08%	27.72%	23.98%	9.09%	23.64%	24.69%	26.35%	22.53%	21.60%	28.87%	13.27%	7.50%	34.29%	2.79%	6.52%	19.42%	9.86%	18.08%	8.16%	20.34%	22.37%	25.77%	16.57%	28.40%	35.00%	22.88%	34.43%	15.48%	12.61%	29.14%	18.48%	18.21%	7.78%	12.61%	57.89%	46.58%	44.83%	39.88%	22.92%	15.40%	19.61%	16.13%	14.50%	36.73%	39.48%	18.20%	14.20%	9.40%	29.25%	13.41%	48.00%	29.73%	27.69%	22.27%	32.31%	32.74%	15.91%	21.80%	19.49%	13.33%	5.56%	35.29%	32.58%	29.89%	29.70%	20.24%	21.55%	32.73%	13.00%					
21	Медведев Дмитрий Анатольевич	16322	80	431	212	269	502	129	394	490	609	417	388	451	521	129	36	499	426	607	397	492	363	221	107	21	224	32	132	47	123	85	29	259	54	106	283	73	285	37	348	91	286	126	183	64	80	41	73	57	151	57	269	171	67	153	22	300	546	217	229	181	53	11	307	94	115	180	348	183	260	168	124	46	9	55	157	64	275	59	31	111					
		60.61%	55.56%	60.36%	53.94%	55.69%	59.20%	90.21%	54.57%	60.27%	58.73%	57.52%	59.88%	56.30%	62.25%	58.37%	46.75%	60.19%	59.08%	59.45%	58.47%	60.37%	54.59%	75.17%	66.88%	60.00%	89.24%	69.57%	64.08%	66.20%	69.49%	86.73%	49.15%	57.94%	55.67%	60.57%	57.40%	52.14%	67.22%	60.66%	69.05%	76.47%	57.09%	68.48%	65.36%	71.11%	67.23%	35.96%	50.00%	49.14%	47.04%	59.38%	65.77%	67.06%	72.04%	76.50%	44.90%	55.35%	62.90%	64.20%	71.79%	61.56%	64.63%	44.00%	52.75%	48.21%	54.50%	61.22%	56.68%	69.32%	65.16%	60.65%	82.67%	85.19%	52.94%	61.80%	60.15%	63.37%	66.27%	50.86%	56.36%	55.50%					
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
																																																																																							
