Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Гафурийская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	71	3	1	1	18	0	4	10	0	0	0	0	7	2	0	0	0	0	2	0	0	0	1	0	0	2	4	1	0	0	0	0	0	1	3	2	1	0	1	0	1	0	1	0	0	0	4	1					
		0.31%	0.30%	0.11%	0.07%	1.78%	0.00%	1.01%	0.90%	0.00%	0.00%	0.00%	0.00%	0.97%	0.98%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.72%	1.05%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.57%	0.41%	0.20%	0.00%	0.54%	0.00%	0.29%	0.00%	0.22%	0.00%	0.00%	0.00%	0.69%	0.34%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18538	890	835	942	599	447	220	824	918	799	460	600	640	168	165	305	233	342	352	439	302	192	307	100	227	254	270	524	246	461	673	136	257	304	402	445	414	223	132	161	255	132	413	252	218	350	524	186					
		80.17%	89.54%	89.88%	67.92%	59.07%	74.01%	55.42%	74.30%	90.00%	86.94%	90.55%	91.05%	88.77%	81.95%	94.83%	89.18%	93.20%	65.02%	45.48%	83.30%	92.07%	73.85%	83.42%	89.29%	76.95%	91.70%	70.87%	91.45%	86.62%	80.88%	93.86%	82.42%	93.12%	63.87%	76.72%	92.13%	83.98%	88.14%	70.97%	90.45%	74.13%	77.19%	91.98%	91.97%	75.17%	76.09%	90.34%	62.84%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	0	1	0	2	0	2	3	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	1	1	0	0	0	0	2	0	0	1	0					
		0.10%	0.00%	0.11%	0.00%	0.20%	0.00%	0.50%	0.27%	0.20%	0.11%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.21%	0.00%	0.40%	0.54%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.17%	0.00%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
