Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
"Наименование Избирательной комиссии:    Казань, Московская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3493	100	80	90	70	60	70	60	80	80	70	60	60	70	80	60	70	60	50	60	100	80	102	60	60	60	100	70	80	100	120	80	90	80	110	61	60	80	100	60	60	50	70	60	70	90	90	20	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3236	96	77	82	67	59	65	45	46	80	70	54	50	70	64	59	70	51	41	60	100	79	100	60	58	60	99	70	80	100	96	74	90	80	110	57	38	71	81	59	53	47	60	59	70	86	83	10	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2647	34	30	58	37	43	42	34	64	38	37	25	18	51	20	78	31	39	44	31	37	122	126	37	47	14	25	33	36	71	18	22	28	22	75	43	106	26	69	45	38	35	30	75	94	43	60	11	16	65	135	155	116	18					
14	Число погашенных неиспользованных открепительных удостоверений	257	4	3	8	3	1	5	15	34	0	0	6	10	0	16	1	0	9	9	0	0	1	2	0	2	0	1	0	0	0	24	6	0	0	0	4	22	9	19	1	7	3	10	1	0	4	7	10	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	737	23	5	18	29	18	11	15	12	21	9	4	25	2	31	28	20	9	0	21	9	1	2	17	23	30	28	20	5	10	21	20	18	29	30	15	19	8	30	10	7	12	17	10	19	7	16	2	0	0	0	1	0	0					
		0.90%	0.95%	0.32%	0.95%	1.62%	1.19%	0.63%	0.97%	0.78%	1.35%	0.51%	0.26%	1.75%	0.10%	1.87%	1.34%	1.30%	0.76%	0.00%	1.36%	0.41%	0.05%	0.12%	1.24%	1.52%	1.77%	1.62%	0.98%	0.26%	0.55%	1.25%	1.28%	0.85%	1.41%	1.28%	1.15%	1.53%	0.49%	1.68%	0.69%	0.41%	0.93%	0.75%	0.44%	0.91%	0.35%	0.75%	0.60%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	820	28	7	20	33	26	26	12	40	21	12	1	33	9	17	26	30	20	0	19	4	1	3	15	36	28	20	38	4	13	20	35	33	23	30	13	11	5	34	3	11	7	13	5	15	9	10	1	0	0	0	0	0	0					
		1.00%	1.16%	0.45%	1.06%	1.84%	1.72%	1.49%	0.77%	2.60%	1.35%	0.68%	0.06%	2.31%	0.46%	1.02%	1.25%	1.95%	1.70%	0.00%	1.23%	0.18%	0.05%	0.17%	1.10%	2.37%	1.65%	1.15%	1.86%	0.21%	0.72%	1.19%	2.25%	1.56%	1.12%	1.28%	0.99%	0.88%	0.31%	1.90%	0.21%	0.65%	0.54%	0.57%	0.22%	0.72%	0.45%	0.47%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	159	1	5	6	3	6	4	3	2	4	3	2	4	3	0	8	4	3	0	1	3	6	4	6	6	2	2	5	2	2	1	6	4	3	1	0	4	3	7	3	5	2	3	2	2	7	5	0	0	0	0	1	0	0					
		0.19%	0.04%	0.32%	0.32%	0.17%	0.40%	0.23%	0.19%	0.13%	0.26%	0.17%	0.13%	0.28%	0.15%	0.00%	0.38%	0.26%	0.25%	0.00%	0.06%	0.14%	0.31%	0.23%	0.44%	0.40%	0.12%	0.12%	0.24%	0.10%	0.11%	0.06%	0.38%	0.19%	0.15%	0.04%	0.00%	0.32%	0.19%	0.39%	0.21%	0.29%	0.15%	0.13%	0.09%	0.10%	0.35%	0.23%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4963	89	128	149	102	176	101	105	72	161	48	5	155	116	103	120	169	128	151	83	25	24	127	45	166	135	69	45	135	42	129	195	67	56	206	148	115	157	113	40	76	107	138	116	108	90	75	25	2	0	13	12	1	0					
		6.07%	3.69%	8.14%	7.88%	5.69%	11.66%	5.79%	6.76%	4.69%	10.37%	2.74%	0.32%	10.85%	5.94%	6.20%	5.76%	10.98%	10.88%	10.68%	5.36%	1.15%	1.24%	7.33%	3.29%	10.95%	7.96%	3.98%	2.20%	7.04%	2.31%	7.66%	12.51%	3.16%	2.73%	8.81%	11.31%	9.24%	9.69%	6.32%	2.76%	4.46%	8.26%	6.08%	5.11%	5.16%	4.52%	3.51%	7.44%	2.50%	0.00%	6.44%	4.14%	0.79%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1087	25	7	10	15	22	9	31	26	24	13	14	38	24	28	24	21	17	0	22	44	25	12	32	39	31	25	28	8	21	30	31	15	19	36	39	20	15	63	20	17	11	14	34	19	30	28	6	0	0	4	1	0	0					
		1.33%	1.04%	0.45%	0.53%	0.84%	1.46%	0.52%	1.99%	1.69%	1.55%	0.74%	0.91%	2.66%	1.23%	1.69%	1.15%	1.36%	1.44%	0.00%	1.42%	2.02%	1.29%	0.69%	2.34%	2.57%	1.83%	1.44%	1.37%	0.42%	1.16%	1.78%	1.99%	0.71%	0.93%	1.54%	2.98%	1.61%	0.93%	3.53%	1.38%	0.99%	0.85%	0.62%	1.50%	0.91%	1.51%	1.31%	1.79%	0.00%	0.00%	1.98%	0.34%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	217	1	5	7	7	4	7	4	10	2	7	3	3	3	5	8	4	8	0	4	0	0	0	3	8	4	3	9	0	6	9	4	9	1	9	7	5	2	9	3	5	3	3	1	7	6	9	0	0	0	0	0	0	0					
		0.27%	0.04%	0.32%	0.37%	0.39%	0.27%	0.40%	0.26%	0.65%	0.13%	0.40%	0.19%	0.21%	0.15%	0.30%	0.38%	0.26%	0.68%	0.00%	0.26%	0.00%	0.00%	0.00%	0.22%	0.53%	0.24%	0.17%	0.44%	0.00%	0.33%	0.53%	0.26%	0.42%	0.05%	0.38%	0.54%	0.40%	0.12%	0.50%	0.21%	0.29%	0.23%	0.13%	0.04%	0.33%	0.30%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	5878	110	120	135	111	105	163	116	72	136	126	139	94	117	106	101	113	101	91	105	251	131	104	213	116	126	177	147	130	140	115	121	148	109	185	98	82	136	164	50	132	101	122	139	153	137	153	29	4	0	0	3	1	0					
		7.19%	4.56%	7.63%	7.14%	6.19%	6.96%	9.34%	7.47%	4.69%	8.76%	7.19%	9.01%	6.58%	5.99%	6.39%	4.84%	7.34%	8.58%	6.44%	6.78%	11.53%	6.75%	6.00%	15.56%	7.65%	7.42%	10.22%	7.19%	6.78%	7.71%	6.83%	7.76%	6.97%	5.31%	7.91%	7.49%	6.59%	8.40%	9.18%	3.45%	7.75%	7.79%	5.37%	6.12%	7.31%	6.87%	7.15%	8.63%	5.00%	0.00%	0.00%	1.03%	0.79%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4524	124	30	152	145	136	144	126	147	102	65	9	87	104	129	105	158	100	0	99	183	103	117	31	138	150	67	54	72	31	91	146	64	60	191	63	125	61	26	133	78	46	96	106	107	120	68	22	0	0	1	8	4	0					
		5.54%	5.14%	1.91%	8.03%	8.09%	9.01%	8.25%	8.11%	9.57%	6.57%	3.71%	0.58%	6.09%	5.33%	7.77%	5.04%	10.27%	8.50%	0.00%	6.40%	8.41%	5.31%	6.75%	2.26%	9.10%	8.84%	3.87%	2.64%	3.76%	1.71%	5.40%	9.36%	3.02%	2.92%	8.17%	4.82%	10.05%	3.77%	1.45%	9.17%	4.58%	3.55%	4.23%	4.67%	5.11%	6.02%	3.18%	6.55%	0.00%	0.00%	0.50%	2.76%	3.15%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	368	13	6	10	14	16	7	3	5	7	9	0	9	3	10	5	7	14	0	8	0	5	2	7	8	8	18	13	5	2	12	9	16	3	6	14	15	3	16	5	8	6	10	6	9	10	4	1	0	0	0	1	0	0					
		0.45%	0.54%	0.38%	0.53%	0.78%	1.06%	0.40%	0.19%	0.33%	0.45%	0.51%	0.00%	0.63%	0.15%	0.60%	0.24%	0.45%	1.19%	0.00%	0.52%	0.00%	0.26%	0.12%	0.51%	0.53%	0.47%	1.04%	0.64%	0.26%	0.11%	0.71%	0.58%	0.75%	0.15%	0.26%	1.07%	1.21%	0.19%	0.90%	0.34%	0.47%	0.46%	0.44%	0.26%	0.43%	0.50%	0.19%	0.30%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	60597	1930	1224	1333	1274	907	1209	1093	1083	977	1425	1365	915	1561	1165	1620	962	711	1163	1143	1562	1630	1342	955	921	1100	1262	1605	1540	1511	1183	919	1684	1703	1563	848	781	1189	1273	1138	1334	984	1797	1832	1624	1521	1720	238	73	137	172	257	121	18					
		74.15%	80.02%	77.81%	70.45%	71.05%	60.11%	69.28%	70.38%	70.51%	62.91%	81.34%	88.52%	64.03%	79.97%	70.18%	77.70%	62.51%	60.41%	82.25%	73.84%	71.78%	84.02%	77.44%	69.76%	60.75%	64.82%	72.86%	78.52%	80.33%	83.25%	70.25%	58.95%	79.36%	82.91%	66.85%	64.83%	62.78%	73.40%	71.24%	78.48%	78.33%	75.93%	79.16%	80.63%	77.59%	76.32%	80.41%	70.83%	91.25%	10.00%	85.15%	88.62%	95.28%	10.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1633	58	12	33	50	68	25	24	50	74	17	0	58	7	48	36	51	51	0	43	69	9	13	35	39	49	47	59	16	21	49	44	39	34	49	44	50	23	37	20	21	17	44	12	25	28	27	7	1	0	0	0	0	0					
		1.99%	2.40%	0.76%	1.74%	2.79%	4.51%	1.43%	1.55%	3.26%	4.76%	0.97%	0.00%	4.06%	0.36%	2.89%	1.73%	3.31%	4.33%	0.00%	2.78%	3.17%	0.46%	0.75%	2.56%	2.57%	2.89%	2.71%	2.89%	0.83%	1.16%	2.91%	2.82%	1.84%	1.66%	2.10%	3.36%	4.02%	1.42%	2.07%	1.38%	1.23%	1.31%	1.94%	0.53%	1.19%	1.40%	1.26%	2.08%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
