7	Число избирательных бюллетеней в переносных ящиках для голосования	4287	16	20	98	48	246	55	167	102	100	15	10	36	48	26	45	151	10	23	30	52	52	16	24	33	88	122	85	173	101	38	306	65	682	0	69	115	89	23	36	27	130	146	22	179	150	83	44	55	11	25					
8	Число бюллетеней в стационарных ящиках для голосования	69630	1466	790	2041	1241	1690	1586	1862	2048	644	1181	1241	1061	1399	1622	1930	1469	1544	1595	2132	2041	1571	1782	1578	1415	1519	1473	1703	909	1775	1588	1241	1365	862	594	1385	1230	604	1958	2044	2016	933	1102	699	575	351	846	1470	1719	809	1931					
9	Число недействительных избирательных бюллетеней	643	4	14	8	9	21	15	3	2	5	2	0	2	16	12	4	15	13	23	18	20	5	4	24	10	16	19	1	7	12	28	14	30	22	5	21	26	9	28	34	31	7	15	3	6	2	11	10	21	10	6					
10	Число действительных избирательных бюллетеней	73274	1478	796	2131	1280	1915	1626	2026	2148	739	1194	1251	1095	1431	1636	1971	1605	1541	1595	2144	2073	1618	1794	1578	1438	1591	1576	1787	1075	1864	1598	1533	1400	1522	589	1433	1319	684	1953	2046	2012	1056	1233	718	748	499	918	1504	1753	810	1950					
11	Число полученных открепительных  удостоверений	2815	57	28	75	40	75	60	75	75	20	40	45	35	50	60	75	50	55	60	80	70	60	55	60	50	60	60	65	40	70	100	60	50	50	30	50	50	30	120	80	80	40	50	30	30	20	40	60	55	35	110					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2098	57	15	41	20	51	37	41	30	6	32	24	32	36	41	29	47	52	28	46	56	56	52	59	45	57	57	63	18	34	66	60	23	18	28	44	28	28	120	56	71	40	27	23	21	10	24	60	53	30	106					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1066	19	21	19	31	32	8	20	13	13	9	15	3	14	18	8	10	15	13	9	23	35	33	28	17	35	26	42	20	26	31	27	52	84	9	9	23	17	16	11	25	25	13	22	23	12	20	13	9	23	27					
14	Число неиспользованных открепительных удостоверений	717	0	13	34	20	24	23	34	45	14	8	21	3	14	19	46	3	3	32	34	14	4	3	1	5	3	3	2	22	36	34	0	27	32	2	6	22	2	0	24	9	0	23	7	9	10	16	0	2	5	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	52	3	0	3	0	0	1	1	1	0	0	0	2	0	3	1	1	1	2	1	1	3	0	1	2	2	1	3	0	2	0	3	1	1	0	0	2	1	1	2	0	1	1	1	0	0	0	0	0	0	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	Богданов Андрей Владимирович	631	15	16	3	14	14	18	6	12	10	5	13	12	4	4	7	18	11	22	22	13	1	23	17	3	16	13	3	4	25	20	21	20	27	6	9	17	4	22	24	33	7	9	5	8	2	9	7	20	2	15					
		0.85%	1.01%	1.98%	0.14%	1.09%	0.72%	1.10%	0.30%	0.56%	1.34%	0.42%	1.04%	1.09%	0.28%	0.24%	0.35%	1.11%	0.71%	1.36%	1.02%	0.62%	0.06%	1.28%	1.06%	0.21%	0.99%	0.82%	0.17%	0.37%	1.33%	1.23%	1.36%	1.40%	1.75%	1.01%	0.62%	1.26%	0.58%	1.11%	1.15%	1.62%	0.66%	0.72%	0.69%	1.06%	0.40%	0.97%	0.46%	1.13%	0.24%	0.77%					
19	Жириновский Владимир Вольфович	5693	107	53	165	102	76	139	157	67	56	89	117	41	39	128	120	128	122	115	182	127	111	116	152	39	149	87	110	83	150	148	144	129	146	75	94	80	51	198	173	225	93	110	55	47	21	80	206	264	70	157					
		7.70%	7.22%	6.54%	7.71%	7.91%	3.93%	8.47%	7.74%	3.12%	7.53%	7.44%	9.35%	3.74%	2.70%	7.77%	6.08%	7.90%	7.85%	7.11%	8.42%	6.07%	6.84%	6.45%	9.49%	2.69%	9.27%	5.45%	6.15%	7.67%	7.99%	9.10%	9.31%	9.02%	9.46%	12.63%	6.46%	5.95%	7.36%	9.99%	8.32%	11.01%	8.75%	8.81%	7.63%	6.23%	4.19%	8.61%	13.61%	14.88%	8.54%	8.03%					
20	Зюганов Геннадий Андреевич	9954	208	56	353	176	207	271	327	228	101	107	175	117	290	276	253	250	209	255	390	349	283	241	147	145	188	197	333	110	374	217	207	168	142	50	261	218	102	225	260	217	199	173	79	103	32	117	153	124	123	168					
		13.47%	14.04%	6.91%	16.50%	13.65%	10.69%	16.51%	16.12%	10.60%	13.58%	8.95%	13.99%	10.67%	20.04%	16.75%	12.81%	15.43%	13.45%	15.76%	18.04%	16.67%	17.44%	13.40%	9.18%	10.01%	11.70%	12.35%	18.62%	10.17%	19.94%	13.35%	13.38%	11.75%	9.20%	8.42%	17.95%	16.21%	14.72%	11.36%	12.50%	10.62%	18.72%	13.86%	10.96%	13.66%	6.39%	12.59%	10.11%	6.99%	15.00%	8.59%					
21	Медведев Дмитрий Анатольевич	56996	1148	671	1610	988	1618	1198	1536	1841	572	993	946	925	1098	1228	1591	1209	1199	1203	1550	1584	1223	1414	1262	1251	1238	1279	1341	878	1315	1213	1161	1083	1207	458	1069	1004	527	1508	1589	1537	757	941	579	590	444	712	1138	1345	615	1610					
		77.11%	77.46%	82.84%	75.27%	76.65%	83.57%	73.00%	75.70%	85.63%	76.88%	83.03%	75.62%	84.32%	75.88%	74.51%	80.56%	74.63%	77.16%	74.35%	71.69%	75.68%	75.35%	78.64%	78.78%	86.40%	77.04%	80.19%	75.00%	81.15%	70.10%	74.60%	75.05%	75.73%	78.17%	77.10%	73.52%	74.65%	76.05%	76.12%	76.39%	75.23%	71.21%	75.40%	80.31%	78.25%	88.62%	76.64%	75.17%	75.82%	75.00%	82.31%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
