Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Баевская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593					
18	"1. ""ЕДИНЕНИЕ"""	65	5	5	8	5	0	2	1	5	11	3	0	8	8	2	2	0					
		0.94%	0.87%	0.46%	0.90%	1.43%	0.0%	0.85%	0.42%	0.91%	1.67%	1.76%	0.0%	3.2%	1.56%	0.32%	0.40%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	95	12	14	11	6	1	7	1	9	6	4	2	0	12	4	3	3					
		1.37%	2.10%	1.31%	1.23%	1.71%	1.51%	2.97%	0.42%	1.63%	0.91%	2.35%	2.32%	0.0%	2.34%	0.65%	0.61%	1.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	91	5	5	11	2	0	7	4	6	13	3	1	9	10	4	10	1					
		1.31%	0.87%	0.46%	1.23%	0.57%	0.0%	2.97%	1.71%	1.09%	1.98%	1.76%	1.16%	3.6%	1.95%	0.65%	2.03%	0.56%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	48	3	12	6	9	2	3	0	3	3	1	0	1	0	0	5	0					
		0.69%	0.52%	1.12%	0.67%	2.57%	3.03%	1.27%	0.0%	0.54%	0.45%	0.58%	0.0%	0.4%	0.0%	0.0%	1.01%	0.0%					
22	"5. ""За Русь Святую"""	24	1	8	4	1	0	0	0	2	0	0	0	3	2	0	3	0					
		0.34%	0.17%	0.74%	0.45%	0.28%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	1.2%	0.39%	0.0%	0.61%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	1	2	2	2	0	0	0	0	0	0	0	2	0	1	2	1					
		0.18%	0.17%	0.18%	0.22%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.0%	0.16%	0.40%	0.56%					
24	"7. ""Новый курс - Автомобильная Россия"""	16	2	3	1	1	0	0	1	1	2	0	0	0	1	3	1	0					
		0.23%	0.35%	0.28%	0.11%	0.28%	0.0%	0.0%	0.42%	0.18%	0.30%	0.0%	0.0%	0.0%	0.19%	0.49%	0.20%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	2	0	0	0	1	2	0	0	2	1	1	0	0					
		0.13%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.18%	0.30%	0.0%	0.0%	0.8%	0.19%	0.16%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	2	2	1	0	0	1	1	4	0	0	0	1	1	0	0	0					
		0.18%	0.35%	0.18%	0.11%	0.0%	0.0%	0.42%	0.42%	0.72%	0.0%	0.0%	0.0%	0.4%	0.19%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	2094	181	295	285	87	9	62	74	140	231	69	40	52	206	167	122	74					
		30.31%	31.69%	27.64%	32.09%	24.92%	13.63%	26.38%	31.75%	25.50%	35.26%	40.58%	46.51%	20.8%	40.23%	27.42%	24.84%	41.80%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.4%	0.0%	0.16%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	42	4	5	1	3	0	2	3	4	7	1	0	2	1	3	5	1					
		0.60%	0.70%	0.46%	0.11%	0.85%	0.0%	0.85%	1.28%	0.72%	1.06%	0.58%	0.0%	0.8%	0.19%	0.49%	1.01%	0.56%					
30	"13. ""Демократическая партия России"""	16	4	0	2	0	0	1	0	1	1	0	0	2	2	2	1	0					
		0.23%	0.70%	0.0%	0.22%	0.0%	0.0%	0.42%	0.0%	0.18%	0.15%	0.0%	0.0%	0.8%	0.39%	0.32%	0.20%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	2	0	1	0	0	0	0	1	1	1	0	1	0	3	1	0					
		0.15%	0.35%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.18%	0.15%	0.58%	0.0%	0.4%	0.0%	0.49%	0.20%	0.0%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	211	22	38	21	7	0	16	2	14	18	9	2	6	8	23	25	0					
		3.05%	3.85%	3.56%	2.36%	2.00%	0.0%	6.80%	0.85%	2.55%	2.74%	5.29%	2.32%	2.4%	1.56%	3.77%	5.09%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	1	0	0	0	1	0	1	5	1	0	0	1	1	0	0					
		0.15%	0.0%	0.09%	0.0%	0.0%	0.0%	0.42%	0.0%	0.18%	0.76%	0.58%	0.0%	0.0%	0.19%	0.16%	0.0%	0.0%					
35	"18. ""ЛДПР"""	891	52	106	85	56	6	33	25	95	75	27	14	39	80	106	62	30					
		12.89%	9.10%	9.93%	9.57%	16.04%	9.09%	14.04%	10.72%	17.30%	11.45%	15.88%	16.27%	15.6%	15.62%	17.40%	12.62%	16.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	93	5	16	15	9	1	11	4	7	0	0	1	4	7	5	6	2					
		1.34%	0.87%	1.49%	1.68%	2.57%	1.51%	4.68%	1.71%	1.27%	0.0%	0.0%	1.16%	1.6%	1.36%	0.82%	1.22%	1.12%					
37	"20. ""Политическая партия ""Единая Россия"""	1718	145	282	299	94	30	42	28	129	173	38	8	67	109	139	115	20					
		24.86%	25.39%	26.42%	33.67%	26.93%	45.45%	17.87%	12.01%	23.49%	26.41%	22.35%	9.30%	26.8%	21.28%	22.82%	23.42%	11.29%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	0	3	1	0	3	0	0	1	2	0	0	0	2	0	1	2					
		0.21%	0.0%	0.28%	0.11%	0.0%	4.54%	0.0%	0.0%	0.18%	0.30%	0.0%	0.0%	0.0%	0.39%	0.0%	0.20%	1.12%					
39	"22. ""Развитие предпринимательства"""	17	3	2	1	1	0	0	0	3	2	0	1	2	1	0	1	0					
		0.24%	0.52%	0.18%	0.11%	0.28%	0.0%	0.0%	0.0%	0.54%	0.30%	0.0%	1.16%	0.8%	0.19%	0.0%	0.20%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1200	110	236	102	48	13	33	81	106	88	12	12	37	51	121	112	38					
		17.37%	19.26%	22.11%	11.48%	13.75%	19.69%	14.04%	34.76%	19.30%	13.43%	7.05%	13.95%	14.8%	9.96%	19.86%	22.81%	21.46%					
																							
41	Против всех	147	7	27	22	13	1	12	8	10	7	0	2	2	6	19	7	4					
		2.12%	1.22%	2.53%	2.47%	3.72%	1.51%	5.10%	3.43%	1.82%	1.06%	0.0%	2.32%	0.8%	1.17%	3.11%	1.42%	2.25%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
