Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Новодвинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577					
23	6.Политическая партия «Партия социальной справедливости»	68	6	3	4	7	3	6	7	3	7	2	2	4	8	6					
		0.35%	0.41%	0.22%	0.29%	0.49%	0.22%	0.57%	0.53%	0.20%	0.52%	0.15%	0.14%	0.28%	0.53%	0.42%					
24	7.Политическая партия «Либерально-демократическая партия России»	2170	173	136	162	145	139	114	144	155	192	140	167	145	197	161					
		11.18%	11.85%	9.88%	11.67%	10.23%	10.33%	10.75%	10.86%	10.45%	14.13%	10.65%	11.34%	10.02%	12.98%	11.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2132	147	150	130	140	153	116	161	165	153	147	166	155	176	173					
		10.98%	10.07%	10.89%	9.37%	9.88%	11.37%	10.94%	12.14%	11.13%	11.26%	11.18%	11.27%	10.71%	11.59%	11.98%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	404	29	23	39	27	25	21	33	27	36	22	29	43	27	23					
		2.08%	1.99%	1.67%	2.81%	1.91%	1.86%	1.98%	2.49%	1.82%	2.65%	1.67%	1.97%	2.97%	1.78%	1.59%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10001	720	700	703	756	690	583	681	767	704	736	790	717	711	743					
		51.52%	49.32%	50.84%	50.65%	53.35%	51.26%	55.00%	51.36%	51.72%	51.80%	55.97%	53.63%	49.55%	46.84%	51.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	510	31	48	35	29	31	24	33	51	38	23	37	37	47	46					
		2.63%	2.12%	3.49%	2.52%	2.05%	2.30%	2.26%	2.49%	3.44%	2.80%	1.75%	2.51%	2.56%	3.10%	3.19%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
