Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Белогорская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97					
		1.74%	2.33%	2.27%	2.34%	2.69%	3.44%	4.13%	2.23%	0.97%	1.41%	2.00%	1.20%	1.32%	1.57%	1.80%	1.28%	1.13%	0.24%	1.26%	0.90%	2.45%	1.36%	1.81%	1.02%	0.00%	1.10%	0.70%	0.69%	0.19%					
23	6.Политическая партия «Партия социальной справедливости»	50	3	1	2	3	3	5	6	1	2	1	2	2	1	1	2	3	0	3	0	0	4	1	0	0	1	2	0	1					
		0.15%	0.17%	0.08%	0.15%	0.31%	0.22%	0.33%	0.34%	0.09%	0.17%	0.10%	0.12%	0.15%	0.08%	0.09%	0.13%	0.18%	0.00%	0.18%	0.00%	0.00%	0.19%	0.06%	0.00%	0.00%	0.16%	0.46%	0.00%	0.19%					
24	7.Политическая партия «Либерально-демократическая партия России»	3403	185	118	133	97	115	151	226	135	112	113	122	106	154	119	125	137	48	180	129	97	182	205	190	32	67	27	15	83					
		10.18%	10.79%	9.23%	10.04%	10.02%	8.59%	10.07%	12.91%	11.92%	9.32%	11.32%	7.32%	7.79%	12.13%	11.25%	8.42%	8.16%	11.32%	10.80%	12.86%	10.79%	8.52%	11.60%	11.38%	13.73%	10.53%	6.26%	5.15%	15.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1607	108	102	63	56	70	92	88	52	72	52	84	55	62	46	67	69	19	67	25	44	85	86	76	10	20	11	8	18					
		4.81%	6.30%	7.97%	4.75%	5.79%	5.23%	6.13%	5.03%	4.59%	5.99%	5.21%	5.04%	4.04%	4.88%	4.35%	4.51%	4.11%	4.48%	4.02%	2.49%	4.89%	3.98%	4.86%	4.55%	4.29%	3.14%	2.55%	2.75%	3.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	216	18	8	9	11	8	11	17	5	10	3	9	12	6	4	4	12	1	7	5	8	9	10	9	3	5	7	2	3					
		0.65%	1.05%	0.63%	0.68%	1.14%	0.60%	0.73%	0.97%	0.44%	0.83%	0.30%	0.54%	0.88%	0.47%	0.38%	0.27%	0.72%	0.24%	0.42%	0.50%	0.89%	0.42%	0.57%	0.54%	1.29%	0.79%	1.62%	0.69%	0.57%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22946	1027	749	871	560	781	857	1149	795	813	694	1223	993	880	728	1115	1277	312	1203	732	658	1610	1246	1171	171	454	252	235	390					
		68.68%	59.88%	58.56%	65.74%	57.85%	58.37%	57.13%	65.62%	70.17%	67.64%	69.54%	73.37%	73.01%	69.29%	68.81%	75.08%	76.10%	73.58%	72.17%	72.98%	73.19%	75.34%	70.48%	70.12%	73.39%	71.38%	58.47%	80.76%	74.14%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	261	19	8	8	12	19	26	11	5	15	3	16	9	11	7	7	9	2	12	3	5	23	16	8	1	3	2	0	1					
		0.78%	1.11%	0.63%	0.60%	1.24%	1.42%	1.73%	0.63%	0.44%	1.25%	0.30%	0.96%	0.66%	0.87%	0.66%	0.47%	0.54%	0.47%	0.72%	0.30%	0.56%	1.08%	0.90%	0.48%	0.43%	0.47%	0.46%	0.00%	0.19%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
