Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
"Наименование Избирательной комиссии:    Орск, Советская"																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7925	288	127	97	139	261	255	117	197	74	140	205	268	206	167	127	227	248	43	163	154	277	190	193	285	201	282	270	132	134	308	123	219	199	267	156	203	208	281	150	147	197									
		41.60%	68.41%	38.02%	35.93%	41.99%	49.34%	44.66%	45.00%	39.96%	35.07%	38.78%	31.88%	35.73%	33.01%	32.75%	25.92%	31.48%	35.73%	34.68%	50.46%	41.40%	44.61%	41.21%	39.39%	38.67%	42.32%	35.88%	36.59%	38.26%	45.89%	46.18%	36.83%	40.26%	79.60%	45.25%	42.86%	48.33%	40.47%	54.78%	71.43%	72.41%	42.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	119	1	0	1	5	5	1	2	5	0	3	5	5	3	4	2	2	8	0	2	1	0	4	4	6	2	11	8	4	1	3	0	1	2	4	5	1	5	0	1	1	1									
		0.62%	0.24%	0.00%	0.37%	1.51%	0.95%	0.18%	0.77%	1.01%	0.00%	0.83%	0.78%	0.67%	0.48%	0.78%	0.41%	0.28%	1.15%	0.00%	0.62%	0.27%	0.00%	0.87%	0.82%	0.81%	0.42%	1.40%	1.08%	1.16%	0.34%	0.45%	0.00%	0.18%	0.80%	0.68%	1.37%	0.24%	0.97%	0.00%	0.48%	0.49%	0.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	95	1	0	0	2	2	0	0	0	0	2	2	1	0	2	1	2	3	0	1	0	2	0	1	1	1	2	0	0	0	2	50	2	2	2	0	2	5	3	0	0	1									
		0.50%	0.24%	0.00%	0.00%	0.60%	0.38%	0.00%	0.00%	0.00%	0.00%	0.55%	0.31%	0.13%	0.00%	0.39%	0.20%	0.28%	0.43%	0.00%	0.31%	0.00%	0.32%	0.00%	0.20%	0.14%	0.21%	0.25%	0.00%	0.00%	0.00%	0.30%	14.97%	0.37%	0.80%	0.34%	0.00%	0.48%	0.97%	0.58%	0.00%	0.00%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3637	48	76	62	51	94	120	51	107	65	83	135	131	135	95	99	161	148	28	60	80	121	91	89	157	96	165	140	82	65	111	4	107	12	108	58	60	159	80	21	15	67									
		19.09%	11.40%	22.75%	22.96%	15.41%	17.77%	21.02%	19.62%	21.70%	30.81%	22.99%	20.99%	17.47%	21.63%	18.63%	20.20%	22.33%	21.33%	22.58%	18.58%	21.51%	19.48%	19.74%	18.16%	21.30%	20.21%	20.99%	18.97%	23.77%	22.26%	16.64%	1.20%	19.67%	4.80%	18.31%	15.93%	14.29%	30.93%	15.59%	10.00%	7.39%	14.44%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	176	4	4	1	1	1	5	2	2	4	3	10	4	8	10	13	6	5	1	4	0	7	1	8	9	6	13	4	2	3	1	7	4	1	1	5	7	6	1	1	0	1									
		0.92%	0.95%	1.20%	0.37%	0.30%	0.19%	0.88%	0.77%	0.41%	1.90%	0.83%	1.56%	0.53%	1.28%	1.96%	2.65%	0.83%	0.72%	0.81%	1.24%	0.00%	1.13%	0.22%	1.63%	1.22%	1.26%	1.65%	0.54%	0.58%	1.03%	0.15%	2.10%	0.74%	0.40%	0.17%	1.37%	1.67%	1.17%	0.19%	0.48%	0.00%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	194	3	5	2	2	9	5	2	3	0	2	11	5	7	3	6	6	17	0	6	3	8	1	8	11	2	11	8	6	3	8	0	4	1	4	3	4	2	2	0	1	10									
		1.02%	0.71%	1.50%	0.74%	0.60%	1.70%	0.88%	0.77%	0.61%	0.00%	0.55%	1.71%	0.67%	1.12%	0.59%	1.22%	0.83%	2.45%	0.00%	1.86%	0.81%	1.29%	0.22%	1.63%	1.49%	0.42%	1.40%	1.08%	1.74%	1.03%	1.20%	0.00%	0.74%	0.40%	0.68%	0.82%	0.95%	0.39%	0.39%	0.00%	0.49%	2.16%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	2	0	0	0	1	0	1	2	0	0	0	1	0	0	0	1	0	0	0	1	1	2	1	0	0	2	1	0	0	4	1	0	0	1	0	1	1	0	0	0									
		0.13%	0.00%	0.60%	0.00%	0.00%	0.00%	0.18%	0.00%	0.20%	0.95%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.16%	0.22%	0.41%	0.14%	0.00%	0.00%	0.27%	0.29%	0.00%	0.00%	1.20%	0.18%	0.00%	0.00%	0.27%	0.00%	0.19%	0.19%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	256	4	7	2	3	4	6	2	6	2	5	8	13	3	2	6	11	13	4	2	2	9	7	7	5	3	8	5	2	1	5	66	8	1	4	2	2	5	4	2	2	3									
		1.34%	0.95%	2.10%	0.74%	0.91%	0.76%	1.05%	0.77%	1.22%	0.95%	1.39%	1.24%	1.73%	0.48%	0.39%	1.22%	1.53%	1.87%	3.23%	0.62%	0.54%	1.45%	1.52%	1.43%	0.68%	0.63%	1.02%	0.68%	0.58%	0.34%	0.75%	19.76%	1.47%	0.40%	0.68%	0.55%	0.48%	0.97%	0.78%	0.95%	0.99%	0.65%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3213	54	61	60	67	70	87	46	90	31	70	115	158	140	88	106	143	120	25	38	76	96	97	96	134	91	141	136	59	48	108	4	93	10	113	59	60	21	70	18	24	90									
		16.87%	12.83%	18.26%	22.22%	20.24%	13.23%	15.24%	17.69%	18.26%	14.69%	19.39%	17.88%	21.07%	22.44%	17.25%	21.63%	19.83%	17.29%	20.16%	11.76%	20.43%	15.46%	21.04%	19.59%	18.18%	19.16%	17.94%	18.43%	17.10%	16.44%	16.19%	1.20%	17.10%	4.00%	19.15%	16.21%	14.29%	4.09%	13.65%	8.57%	11.82%	19.40%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	229	8	2	1	2	14	15	0	6	3	4	6	16	11	6	5	12	4	2	2	2	6	2	2	8	4	14	8	3	3	9	12	2	3	2	2	6	8	4	3	1	6									
		1.20%	1.90%	0.60%	0.37%	0.60%	2.65%	2.63%	0.00%	1.22%	1.42%	1.11%	0.93%	2.13%	1.76%	1.18%	1.02%	1.66%	0.58%	1.61%	0.62%	0.54%	0.97%	0.43%	0.41%	1.09%	0.84%	1.78%	1.08%	0.87%	1.03%	1.35%	3.59%	0.37%	1.20%	0.34%	0.55%	1.43%	1.56%	0.78%	1.43%	0.49%	1.29%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1175	3	25	14	20	22	21	12	24	17	17	64	59	59	63	63	62	44	7	20	12	32	28	27	38	19	62	75	24	13	41	0	26	2	31	17	22	35	15	0	7	33									
		6.17%	0.71%	7.49%	5.19%	6.04%	4.16%	3.68%	4.62%	4.87%	8.06%	4.71%	9.95%	7.87%	9.46%	12.35%	12.86%	8.60%	6.34%	5.65%	6.19%	3.23%	5.15%	6.07%	5.51%	5.16%	4.00%	7.89%	10.16%	6.96%	4.45%	6.15%	0.00%	4.78%	0.80%	5.25%	4.67%	5.24%	6.81%	2.92%	0.00%	3.45%	7.11%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
