Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Великолукская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	2	1	0	1	2	0	0	0	0	0	0	2	1	1	0									
		0.23%	0.32%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.30%	0.34%	0.00%	0.24%	0.00%	0.00%	0.00%	0.42%	0.60%	0.36%	0.00%	0.28%	1.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.25%	0.60%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	153	6	3	2	0	5	1	3	2	8	7	7	4	12	5	4	8	2	11	4	10	18	2	1	6	2	4	2	2	4	3	4	1									
		1.97%	1.89%	1.84%	0.96%	0.00%	1.85%	0.50%	1.35%	2.02%	3.13%	2.09%	2.36%	1.75%	2.84%	2.92%	1.86%	1.51%	0.85%	3.28%	1.43%	5.68%	5.01%	1.63%	1.05%	2.58%	0.68%	1.71%	1.36%	1.63%	0.99%	0.76%	2.38%	0.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1260	72	23	28	9	61	19	30	7	40	59	54	28	70	14	20	88	30	87	58	47	102	26	15	33	41	51	13	12	48	53	14	8									
		16.23%	22.71%	14.11%	13.46%	9.18%	22.59%	9.55%	13.51%	7.07%	15.63%	17.61%	18.18%	12.23%	16.59%	8.19%	9.30%	16.60%	12.71%	25.97%	20.79%	26.70%	28.41%	21.14%	15.79%	14.16%	13.90%	21.79%	8.84%	9.76%	11.94%	13.35%	8.33%	6.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	1	0	1	0	0	0	1	1	3	12	1	2	0	0	1	6	1	2	3	0	5	0	1	1	1	1	0	0	5	3	2	1									
		0.71%	0.32%	0.00%	0.48%	0.00%	0.00%	0.00%	0.45%	1.01%	1.17%	3.58%	0.34%	0.87%	0.00%	0.00%	0.47%	1.13%	0.42%	0.60%	1.08%	0.00%	1.39%	0.00%	1.05%	0.43%	0.34%	0.43%	0.00%	0.00%	1.24%	0.76%	1.19%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	487	17	12	8	5	11	8	11	11	28	20	18	12	32	6	24	28	13	26	9	11	29	13	2	16	24	15	14	7	21	15	12	9									
		6.27%	5.36%	7.36%	3.85%	5.10%	4.07%	4.02%	4.95%	11.11%	10.94%	5.97%	6.06%	5.24%	7.58%	3.51%	11.16%	5.28%	5.51%	7.76%	3.23%	6.25%	8.08%	10.57%	2.11%	6.87%	8.14%	6.41%	9.52%	5.69%	5.22%	3.78%	7.14%	6.82%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
