Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Долгопрудненская городская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №651									
		1.12%	2.19%	0.60%	0.85%	1.67%	1.53%	1.82%	0.58%	0.92%	0.00%	0.00%	1.89%	1.49%	1.19%	1.29%	1.08%	0.60%	0.99%	0.11%	1.12%	0.82%	0.76%	1.65%	0.40%	1.85%	2.30%	1.07%	0.98%	0.47%	0.24%	1.54%	0.48%	1.26%	0.82%	2.19%	1.61%	0.71%	1.39%	1.77%	1.18%	0.00%	0.32%	1.54%	1.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	52	0	0	0	4	0	3	0	1	0	1	1	2	1	0	1	1	2	0	0	2	0	1	1	8	3	0	0	4	2	4	1	1	0	0	1	0	3	0	0	1	1	1	1									
		0.20%	0.00%	0.00%	0.00%	0.95%	0.00%	0.46%	0.00%	0.31%	0.00%	1.01%	0.10%	0.30%	0.12%	0.00%	0.18%	0.15%	0.25%	0.00%	0.00%	0.23%	0.00%	0.15%	0.20%	0.67%	0.43%	0.00%	0.00%	0.47%	0.24%	0.62%	0.16%	0.31%	0.00%	0.00%	0.54%	0.00%	0.25%	0.00%	0.00%	0.37%	0.32%	0.14%	0.41%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2916	27	13	46	44	64	90	63	25	69	13	87	47	101	83	55	50	97	105	35	100	69	97	48	131	76	48	93	74	98	67	68	52	60	109	19	72	208	50	62	28	61	84	28									
		11.01%	19.71%	7.78%	9.73%	10.48%	10.88%	13.68%	12.28%	7.67%	8.71%	13.13%	9.12%	7.00%	12.02%	9.76%	9.91%	7.55%	11.95%	11.50%	9.80%	11.68%	10.49%	14.59%	9.60%	11.03%	10.94%	8.54%	11.38%	8.76%	11.79%	10.34%	10.91%	16.35%	6.15%	12.54%	10.22%	8.50%	17.05%	9.84%	18.24%	10.29%	19.74%	11.78%	11.48%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	382	1	14	7	5	13	18	12	7	6	2	1	5	21	7	9	6	9	8	10	8	14	10	7	27	18	4	11	7	9	11	7	3	13	14	8	4	8	4	6	1	0	17	10									
		1.44%	0.73%	8.38%	1.48%	1.19%	2.21%	2.74%	2.34%	2.15%	0.76%	2.02%	0.10%	0.75%	2.50%	0.82%	1.62%	0.91%	1.11%	0.88%	2.80%	0.93%	2.13%	1.50%	1.40%	2.27%	2.59%	0.71%	1.35%	0.83%	1.08%	1.70%	1.12%	0.94%	1.33%	1.61%	4.30%	0.47%	0.66%	0.79%	1.76%	0.37%	0.00%	2.38%	4.10%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	953	8	19	22	27	22	43	20	8	33	3	2	31	28	20	15	9	35	22	15	25	27	38	13	72	53	33	29	16	37	23	22	9	31	26	10	9	22	14	5	2	2	30	23									
		3.60%	5.84%	11.38%	4.65%	6.43%	3.74%	6.53%	3.90%	2.45%	4.17%	3.03%	0.21%	4.62%	3.33%	2.35%	2.70%	1.36%	4.31%	2.41%	4.20%	2.92%	4.10%	5.71%	2.60%	6.06%	7.63%	5.87%	3.55%	1.89%	4.45%	3.55%	3.53%	2.83%	3.18%	2.99%	5.38%	1.06%	1.80%	2.76%	1.47%	0.74%	0.65%	4.21%	9.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	0	0	0	2	0	2	1	0	1	0	1	1	0	2	0	0	1	3	0	3	1	2	0	3	3	0	1	0	2	4	0	1	0	4	0	0	2	0	0	0	0	1	1									
		0.16%	0.00%	0.00%	0.00%	0.48%	0.00%	0.30%	0.19%	0.00%	0.13%	0.00%	0.10%	0.15%	0.00%	0.24%	0.00%	0.00%	0.12%	0.33%	0.00%	0.35%	0.15%	0.30%	0.00%	0.25%	0.43%	0.00%	0.12%	0.00%	0.24%	0.62%	0.00%	0.31%	0.00%	0.46%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.14%	0.41%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1390	10	61	21	30	23	57	10	26	54	9	39	43	59	39	15	23	36	35	33	34	30	47	36	109	64	32	43	15	35	36	8	17	36	47	24	16	41	28	16	0	18	17	18									
		5.25%	7.30%	36.53%	4.44%	7.14%	3.91%	8.66%	1.95%	7.98%	6.82%	9.09%	4.09%	6.41%	7.02%	4.59%	2.70%	3.47%	4.43%	3.83%	9.24%	3.97%	4.56%	7.07%	7.20%	9.18%	9.21%	5.69%	5.26%	1.78%	4.21%	5.56%	1.28%	5.35%	3.69%	5.41%	12.90%	1.89%	3.36%	5.51%	4.71%	0.00%	5.83%	2.38%	7.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3050	17	26	64	79	103	96	67	54	82	20	99	69	119	68	63	57	104	145	23	107	88	81	70	167	68	71	92	53	65	55	77	40	73	96	21	49	174	56	41	20	43	67	21									
		11.52%	12.41%	15.57%	13.53%	18.81%	17.52%	14.59%	13.06%	16.56%	10.35%	20.20%	10.38%	10.28%	14.17%	8.00%	11.35%	8.61%	12.81%	15.88%	6.44%	12.50%	13.37%	12.18%	14.00%	14.06%	9.78%	12.63%	11.26%	6.27%	7.82%	8.49%	12.36%	12.58%	7.49%	11.05%	11.29%	5.79%	14.26%	11.02%	12.06%	7.35%	13.92%	9.40%	8.61%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	144	0	1	6	3	5	5	2	2	4	1	7	5	3	2	2	1	4	5	1	4	4	3	2	11	6	3	2	1	7	3	3	2	1	5	1	3	16	0	0	1	3	2	2									
		0.54%	0.00%	0.60%	1.27%	0.71%	0.85%	0.76%	0.39%	0.61%	0.51%	1.01%	0.73%	0.75%	0.36%	0.24%	0.36%	0.15%	0.49%	0.55%	0.28%	0.47%	0.61%	0.45%	0.40%	0.93%	0.86%	0.53%	0.24%	0.12%	0.84%	0.46%	0.48%	0.63%	0.10%	0.58%	0.54%	0.35%	1.31%	0.00%	0.00%	0.37%	0.97%	0.28%	0.82%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1429	2	5	15	21	24	35	43	7	53	8	63	43	54	55	41	18	53	57	24	61	33	59	40	48	38	23	48	16	43	47	61	28	30	48	10	33	48	20	14	5	13	30	12									
		5.40%	1.46%	2.99%	3.17%	5.00%	4.08%	5.32%	8.38%	2.15%	6.69%	8.08%	6.60%	6.41%	6.43%	6.47%	7.39%	2.72%	6.53%	6.24%	6.72%	7.13%	5.02%	8.87%	8.00%	4.04%	5.47%	4.09%	5.88%	1.89%	5.17%	7.25%	9.79%	8.81%	3.08%	5.52%	5.38%	3.90%	3.93%	3.94%	4.12%	1.84%	4.21%	4.21%	4.92%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
