Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Пеновская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
25	"8. ""Народно-республиканская партия России"""	10	1	1	1	0	0	0	1	2	0	1	1	0	2	0					
		0.22%	0.13%	0.12%	0.12%	0.0%	0.0%	0.0%	0.54%	0.62%	0.0%	0.44%	0.51%	0.0%	1.19%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	5	6	0	0	0	1	1	1	1	1	1	0	4	0					
		0.47%	0.66%	0.72%	0.0%	0.0%	0.0%	1.04%	0.54%	0.31%	0.98%	0.44%	0.51%	0.0%	2.38%	0.0%					
27	"10. ""Аграрная партия России"""	284	29	35	37	7	5	9	39	22	12	22	9	26	11	21					
		6.43%	3.86%	4.23%	4.60%	3.72%	4.71%	9.37%	21.19%	6.87%	11.76%	9.69%	4.66%	10.4%	6.54%	10.5%					
28	"11. ""Истинные патриоты России"""	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0					
		0.06%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	86	23	11	15	4	1	3	0	6	3	7	4	0	4	5					
		1.94%	3.06%	1.33%	1.86%	2.12%	0.94%	3.12%	0.0%	1.87%	2.94%	3.08%	2.07%	0.0%	2.38%	2.5%					
30	"13. ""Демократическая партия России"""	11	2	3	0	1	0	0	0	1	0	1	0	0	3	0					
		0.24%	0.26%	0.36%	0.0%	0.53%	0.0%	0.0%	0.0%	0.31%	0.0%	0.44%	0.0%	0.0%	1.78%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	6	5	3	0	0	0	2	1	0	1	0	1	0	1					
		0.45%	0.8%	0.60%	0.37%	0.0%	0.0%	0.0%	1.08%	0.31%	0.0%	0.44%	0.0%	0.4%	0.0%	0.5%					
32	"15. ""Партия СЛОН"""	7	3	1	1	0	0	2	0	0	0	0	0	0	0	0					
		0.15%	0.4%	0.12%	0.12%	0.0%	0.0%	2.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	356	80	52	72	9	6	4	9	31	3	19	17	21	11	22					
		8.06%	10.66%	6.28%	8.95%	4.78%	5.66%	4.16%	4.89%	9.68%	2.94%	8.37%	8.80%	8.4%	6.54%	11.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	1	1	0	2	0	1	2	0	1	4	1	2	0	2					
		0.38%	0.13%	0.12%	0.0%	1.06%	0.0%	1.04%	1.08%	0.0%	0.98%	1.76%	0.51%	0.8%	0.0%	1.0%					
35	"18. ""ЛДПР"""	515	64	88	105	18	11	12	16	31	19	37	38	36	25	15					
		11.66%	8.53%	10.64%	13.05%	9.57%	10.37%	12.5%	8.69%	9.68%	18.62%	16.29%	19.68%	14.4%	14.88%	7.5%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	113	20	25	16	7	4	4	1	8	5	5	3	5	4	6					
		2.55%	2.66%	3.02%	1.99%	3.72%	3.77%	4.16%	0.54%	2.5%	4.90%	2.20%	1.55%	2.0%	2.38%	3.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1574	275	329	335	77	20	36	61	98	31	63	69	75	41	64					
		35.65%	36.66%	39.78%	41.66%	40.95%	18.86%	37.5%	33.15%	30.62%	30.39%	27.75%	35.75%	30.0%	24.40%	32.0%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	1	1	3	1	1	0	1	2	0	1	2	0	1	0					
		0.31%	0.13%	0.12%	0.37%	0.53%	0.94%	0.0%	0.54%	0.62%	0.0%	0.44%	1.03%	0.0%	0.59%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	1	4	3	1	0	0	1	0	0	0	0	1	1	1					
		0.29%	0.13%	0.48%	0.37%	0.53%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.4%	0.59%	0.5%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	613	102	109	80	31	26	11	28	63	4	25	13	58	37	26					
		13.88%	13.6%	13.18%	9.95%	16.48%	24.52%	11.45%	15.21%	19.68%	3.92%	11.01%	6.73%	23.2%	22.02%	13.0%					
																					
41	Против всех	134	21	22	27	7	11	6	3	10	5	6	2	6	4	4					
		3.03%	2.8%	2.66%	3.35%	3.72%	10.37%	6.25%	1.63%	3.12%	4.90%	2.64%	1.03%	2.4%	2.38%	2.0%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
