Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Суражская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4985	340	105	215	156	393	192	228	369	393	227	118	50	74	71	105	59	87	78	124	110	40	126	31	69	24	60	31	129	52	96	257	90	77	89	143	41	92	44									
		59.29%	68.27%	37.91%	65.55%	52.35%	78.29%	55.65%	67.46%	69.36%	75.14%	72.76%	62.43%	64.94%	54.81%	47.97%	60.34%	67.05%	62.14%	45.88%	51.88%	53.14%	39.22%	49.41%	53.45%	42.07%	39.34%	49.18%	43.06%	51.60%	45.61%	43.24%	80.82%	67.16%	50.00%	46.11%	47.51%	44.57%	51.69%	44.90%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	40	0	3	0	3	0	1	1	3	0	1	1	0	2	2	1	1	1	2	1	1	0	0	1	2	1	0	1	2	1	3	0	0	0	1	0	1	2	1									
		0.48%	0.00%	1.08%	0.00%	1.01%	0.00%	0.29%	0.30%	0.56%	0.00%	0.32%	0.53%	0.00%	1.48%	1.35%	0.57%	1.14%	0.71%	1.18%	0.42%	0.48%	0.00%	0.00%	1.72%	1.22%	1.64%	0.00%	1.39%	0.80%	0.88%	1.35%	0.00%	0.00%	0.00%	0.52%	0.00%	1.09%	1.12%	1.02%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0									
		0.13%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.74%	0.00%	0.57%	1.14%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	1.12%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	745	8	44	23	41	8	25	39	5	6	3	33	7	17	24	16	9	15	22	26	25	11	31	4	6	21	19	8	20	14	27	8	13	25	29	61	19	22	11									
		8.86%	1.61%	15.88%	7.01%	13.76%	1.59%	7.25%	11.54%	0.94%	1.15%	0.96%	17.46%	9.09%	12.59%	16.22%	9.20%	10.23%	10.71%	12.94%	10.88%	12.08%	10.78%	12.16%	6.90%	3.66%	34.43%	15.57%	11.11%	8.00%	12.28%	12.16%	2.52%	9.70%	16.23%	15.03%	20.27%	20.65%	12.36%	11.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	2	2	0	0	0	0	1	1	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0									
		0.19%	0.40%	0.72%	0.00%	0.00%	0.00%	0.00%	0.30%	0.19%	0.76%	0.00%	0.00%	0.00%	0.74%	0.68%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.56%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	2	0	0	0	0	2	0	2	5	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	1	3	0	2	0									
		0.29%	0.40%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.38%	0.96%	0.32%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	1.64%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.65%	0.52%	0.99%	0.00%	1.12%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.19%	0.38%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.96%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	5	4	0	1	0	0	4	3	3	1	1	0	1	1	0	0	2	1	1	0	0	3	0	4	0	1	0	4	0	0	1	1	2	1	4	0	0	1									
		0.59%	1.00%	1.44%	0.00%	0.34%	0.00%	0.00%	1.18%	0.56%	0.57%	0.32%	0.53%	0.00%	0.74%	0.68%	0.00%	0.00%	1.43%	0.59%	0.42%	0.00%	0.00%	1.18%	0.00%	2.44%	0.00%	0.82%	0.00%	1.60%	0.00%	0.00%	0.31%	0.75%	1.30%	0.52%	1.33%	0.00%	0.00%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1400	84	64	75	56	50	61	37	101	38	49	18	12	24	35	30	7	16	28	42	32	29	50	18	50	8	25	13	44	22	52	32	22	23	39	51	13	33	17									
		16.65%	16.87%	23.10%	22.87%	18.79%	9.96%	17.68%	10.95%	18.98%	7.27%	15.71%	9.52%	15.58%	17.78%	23.65%	17.24%	7.95%	11.43%	16.47%	17.57%	15.46%	28.43%	19.61%	31.03%	30.49%	13.11%	20.49%	18.06%	17.60%	19.30%	23.42%	10.06%	16.42%	14.94%	20.21%	16.94%	14.13%	18.54%	17.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	3	3	0	1	5	0	1	2	0	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	1	1	0	1	2	0	0	0	1									
		0.34%	0.60%	1.08%	0.00%	0.34%	0.99%	0.00%	0.30%	0.38%	0.00%	0.32%	0.53%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.88%	0.45%	0.31%	0.00%	0.65%	1.04%	0.00%	0.00%	0.00%	1.02%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	242	8	15	3	10	45	11	9	4	14	1	3	3	3	1	5	7	3	5	6	3	3	15	1	6	0	1	1	2	2	17	4	3	4	2	5	5	2	10									
		2.88%	1.61%	5.42%	0.91%	3.36%	8.96%	3.19%	2.66%	0.75%	2.68%	0.32%	1.59%	3.90%	2.22%	0.68%	2.87%	7.95%	2.14%	2.94%	2.51%	1.45%	2.94%	5.88%	1.72%	3.66%	0.00%	0.82%	1.39%	0.80%	1.75%	7.66%	1.26%	2.24%	2.60%	1.04%	1.66%	5.43%	1.12%	10.20%									
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
