Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Надымская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1932	77	70	70	70	70	70	70	70	70	70	70	20	70	80	50	50	70	120	50	5	5	5	30	180	180	120	120	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1883	75	63	66	67	68	70	67	69	70	67	70	16	70	80	45	48	70	120	50	5	4	4	28	178	177	118	118	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	73	2	7	6	1	0	0	0	0	0	0	0	4	4	5	2	2	0	4	0	0	0	1	0	4	0	1	7	8	8	7									
14	Число погашенных неиспользованных открепительных удостоверений	49	2	7	4	3	2	0	3	1	0	3	0	4	0	0	5	2	0	0	0	0	1	1	2	2	3	2	2	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	568	20	29	30	24	29	25	45	32	21	24	20	1	29	29	2	3	1	4	37	0	0	3	34	37	43	18	28	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	246	18	18	17	7	10	23	8	8	5	3	15	8	9	6	1	8	5	0	3	0	0	0	6	29	18	9	11	0	1	0									
		0.66%	1.26%	1.28%	1.27%	0.52%	0.63%	1.49%	0.55%	0.57%	0.34%	0.20%	0.97%	0.83%	0.57%	0.35%	0.50%	0.96%	0.58%	0.00%	0.54%	0.00%	0.00%	0.00%	1.21%	1.91%	1.39%	1.16%	1.18%	0.00%	0.05%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	325	11	14	18	21	20	15	11	18	7	20	16	9	7	9	2	14	7	0	2	0	0	1	5	37	30	12	14	1	2	2									
		0.87%	0.77%	0.99%	1.34%	1.57%	1.27%	0.97%	0.76%	1.29%	0.47%	1.36%	1.03%	0.94%	0.45%	0.53%	1.01%	1.68%	0.81%	0.00%	0.36%	0.00%	0.00%	0.09%	1.01%	2.44%	2.32%	1.55%	1.50%	0.04%	0.09%	0.09%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	337	14	23	22	21	27	26	7	16	9	25	13	6	5	4	1	14	2	0	4	0	0	0	6	29	29	19	12	1	1	1									
		0.90%	0.98%	1.63%	1.64%	1.57%	1.71%	1.68%	0.48%	1.14%	0.61%	1.70%	0.84%	0.63%	0.32%	0.24%	0.50%	1.68%	0.23%	0.00%	0.73%	0.00%	0.00%	0.00%	1.21%	1.91%	2.24%	2.45%	1.28%	0.04%	0.05%	0.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25018	967	818	806	559	1058	1072	1037	792	990	857	1087	644	844	1173	128	595	641	949	498	215	460	1094	364	629	516	357	529	1775	1720	1844									
		67.06%	67.43%	58.10%	60.19%	41.75%	66.92%	69.30%	71.22%	56.61%	67.07%	58.34%	70.08%	67.15%	53.83%	68.96%	64.32%	71.60%	74.10%	89.44%	90.38%	91.10%	91.45%	96.05%	73.68%	41.46%	39.88%	46.12%	56.52%	78.26%	81.02%	80.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	147	1	17	8	7	13	12	2	7	4	12	12	4	6	5	0	2	3	0	1	0	0	0	2	9	7	6	4	1	1	1									
		0.39%	0.07%	1.21%	0.60%	0.52%	0.82%	0.78%	0.14%	0.50%	0.27%	0.82%	0.77%	0.42%	0.38%	0.29%	0.00%	0.24%	0.35%	0.00%	0.18%	0.00%	0.00%	0.00%	0.40%	0.59%	0.54%	0.78%	0.43%	0.04%	0.05%	0.04%									
24	"6. Политическая партия ""Гражданская Платформа"""	85	1	17	1	3	4	3	2	5	8	3	10	9	3	2	0	0	2	0	3	0	0	0	1	1	1	2	1	0	1	2									
		0.23%	0.07%	1.21%	0.07%	0.22%	0.25%	0.19%	0.14%	0.36%	0.54%	0.20%	0.64%	0.94%	0.19%	0.12%	0.00%	0.00%	0.23%	0.00%	0.54%	0.00%	0.00%	0.00%	0.20%	0.07%	0.08%	0.26%	0.11%	0.00%	0.05%	0.09%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5634	213	228	227	472	237	200	143	329	221	321	207	140	536	255	42	108	101	68	4	5	4	18	75	496	452	274	222	9	14	13									
		15.10%	14.85%	16.19%	16.95%	35.25%	14.99%	12.93%	9.82%	23.52%	14.97%	21.85%	13.35%	14.60%	34.18%	14.99%	21.11%	12.99%	11.68%	6.41%	0.73%	2.12%	0.80%	1.58%	15.18%	32.70%	34.93%	35.40%	23.72%	0.40%	0.66%	0.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	159	4	36	11	11	8	7	6	3	6	9	13	2	4	3	1	1	6	0	1	0	0	0	3	7	8	3	2	1	2	1									
		0.43%	0.28%	2.56%	0.82%	0.82%	0.51%	0.45%	0.41%	0.21%	0.41%	0.61%	0.84%	0.21%	0.26%	0.18%	0.50%	0.12%	0.69%	0.00%	0.18%	0.00%	0.00%	0.00%	0.61%	0.46%	0.62%	0.39%	0.21%	0.04%	0.09%	0.04%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	187	4	29	14	4	10	2	9	17	7	9	7	3	5	5	0	5	1	0	2	0	0	0	2	12	19	5	12	2	0	2									
		0.50%	0.28%	2.06%	1.05%	0.30%	0.63%	0.13%	0.62%	1.22%	0.47%	0.61%	0.45%	0.31%	0.32%	0.29%	0.00%	0.60%	0.12%	0.00%	0.36%	0.00%	0.00%	0.00%	0.40%	0.79%	1.47%	0.65%	1.28%	0.09%	0.00%	0.09%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	78	4	0	3	3	1	23	2	3	5	0	10	3	3	0	0	1	4	0	3	0	0	0	0	3	4	0	0	1	1	1									
		0.21%	0.28%	0.00%	0.22%	0.22%	0.06%	1.49%	0.14%	0.21%	0.34%	0.00%	0.64%	0.31%	0.19%	0.00%	0.00%	0.12%	0.46%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.20%	0.31%	0.00%	0.00%	0.04%	0.05%	0.04%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	222	6	14	13	11	15	15	11	11	11	15	14	4	6	8	1	3	9	0	1	0	0	0	1	14	19	9	5	2	1	3									
		0.60%	0.42%	0.99%	0.97%	0.82%	0.95%	0.97%	0.76%	0.79%	0.75%	1.02%	0.90%	0.42%	0.38%	0.47%	0.50%	0.36%	1.04%	0.00%	0.18%	0.00%	0.00%	0.00%	0.20%	0.92%	1.47%	1.16%	0.53%	0.09%	0.05%	0.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2075	87	106	84	113	107	93	92	81	89	92	56	40	50	102	11	44	38	26	5	1	2	12	13	120	106	43	59	149	121	133									
		5.56%	6.07%	7.53%	6.27%	8.44%	6.77%	6.01%	6.32%	5.79%	6.03%	6.26%	3.61%	4.17%	3.19%	5.99%	5.53%	5.29%	4.39%	2.45%	0.91%	0.42%	0.40%	1.05%	2.63%	7.91%	8.19%	5.56%	6.30%	6.57%	5.70%	5.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	131	9	8	6	6	6	4	2	8	7	4	21	2	3	3	1	2	2	0	2	0	0	0	2	7	12	4	5	2	2	1									
		0.35%	0.63%	0.57%	0.45%	0.45%	0.38%	0.26%	0.14%	0.57%	0.47%	0.27%	1.35%	0.21%	0.19%	0.18%	0.50%	0.24%	0.23%	0.00%	0.36%	0.00%	0.00%	0.00%	0.40%	0.46%	0.93%	0.52%	0.53%	0.09%	0.09%	0.04%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2069	70	51	82	56	49	35	86	60	88	73	65	37	38	101	10	29	37	16	12	11	26	14	11	53	38	26	28	324	256	287									
		5.55%	4.88%	3.62%	6.12%	4.18%	3.10%	2.26%	5.91%	4.29%	5.96%	4.97%	4.19%	3.86%	2.42%	5.94%	5.03%	3.49%	4.28%	1.51%	2.18%	4.66%	5.17%	1.23%	2.23%	3.49%	2.94%	3.36%	2.99%	14.29%	12.06%	12.53%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
