Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Ленская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №807									
		46.03%	44.40%	43.30%	42.86%	46.41%	44.53%	44.07%	39.62%	45.80%	44.53%	43.19%	43.55%	43.09%	39.10%	43.38%	47.47%	40.07%	59.60%	58.01%	51.70%	40.83%	39.82%	47.54%	62.43%	45.56%	72.55%	66.44%	50.78%	59.09%	42.66%	33.10%	49.30%	66.67%	56.64%	45.61%	67.11%	43.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	95	2	8	0	3	7	3	1	3	4	7	2	5	9	5	7	1	3	1	1	1	3	3	2	0	0	1	3	0	0	0	0	1	0	1	0	8									
		0.83%	0.40%	1.23%	0.00%	0.83%	1.32%	0.59%	0.32%	0.72%	0.77%	1.18%	0.70%	1.03%	1.69%	1.23%	2.22%	0.35%	0.99%	0.43%	0.68%	0.83%	0.69%	0.64%	0.58%	0.00%	0.00%	0.68%	0.78%	0.00%	0.00%	0.00%	0.00%	1.33%	0.00%	1.75%	0.00%	0.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	35	3	1	0	1	1	4	1	2	6	1	0	2	0	0	1	2	0	0	0	0	1	1	1	0	0	0	3	0	0	2	0	0	0	0	0	2									
		0.31%	0.60%	0.15%	0.00%	0.28%	0.19%	0.79%	0.32%	0.48%	1.15%	0.17%	0.00%	0.41%	0.00%	0.00%	0.32%	0.71%	0.00%	0.00%	0.00%	0.00%	0.23%	0.21%	0.29%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2586	125	168	45	94	98	123	79	80	112	140	85	127	158	128	68	88	62	47	23	33	117	105	11	21	9	9	106	11	3	5	17	7	5	6	13	258									
		22.54%	25.00%	25.89%	27.95%	25.97%	18.49%	24.31%	25.24%	19.18%	21.50%	23.53%	29.62%	26.19%	29.70%	31.37%	21.52%	31.21%	20.53%	20.35%	15.65%	27.50%	26.77%	22.48%	3.18%	23.33%	17.65%	6.16%	27.46%	16.67%	2.10%	3.52%	23.94%	9.33%	3.50%	10.53%	17.11%	23.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	2	0	0	1	0	2	2	2	4	3	0	4	1	0	1	0	1	2	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	7									
		0.33%	0.40%	0.00%	0.00%	0.28%	0.00%	0.40%	0.64%	0.48%	0.77%	0.50%	0.00%	0.82%	0.19%	0.00%	0.32%	0.00%	0.33%	0.87%	0.00%	0.00%	0.00%	0.00%	0.29%	1.11%	0.00%	0.00%	0.26%	1.52%	0.00%	0.70%	0.00%	0.00%	0.70%	0.00%	0.00%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	5	6	1	2	6	3	2	5	7	7	2	1	2	7	1	2	3	2	1	1	7	3	1	0	0	0	6	1	0	0	0	0	0	0	0	6									
		0.78%	1.00%	0.92%	0.62%	0.55%	1.13%	0.59%	0.64%	1.20%	1.34%	1.18%	0.70%	0.21%	0.38%	1.72%	0.32%	0.71%	0.99%	0.87%	0.68%	0.83%	1.60%	0.64%	0.29%	0.00%	0.00%	0.00%	1.55%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1									
		0.12%	0.40%	0.15%	0.62%	0.00%	0.00%	0.00%	0.00%	0.24%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.68%	0.00%	0.23%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	75	4	1	0	3	4	5	2	3	5	5	1	4	2	2	6	5	2	1	0	0	2	1	4	0	0	0	1	2	1	0	0	0	0	0	0	9									
		0.65%	0.80%	0.15%	0.00%	0.83%	0.75%	0.99%	0.64%	0.72%	0.96%	0.84%	0.35%	0.82%	0.38%	0.49%	1.90%	1.77%	0.66%	0.43%	0.00%	0.00%	0.46%	0.21%	1.16%	0.00%	0.00%	0.00%	0.26%	3.03%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1452	66	83	20	42	84	72	45	61	65	74	32	64	64	38	44	25	19	20	19	15	67	60	55	8	1	12	22	4	35	46	5	2	19	6	4	154									
		12.66%	13.20%	12.79%	12.42%	11.60%	15.85%	14.23%	14.38%	14.63%	12.48%	12.44%	11.15%	13.20%	12.03%	9.31%	13.92%	8.87%	6.29%	8.66%	12.93%	12.50%	15.33%	12.85%	15.90%	8.89%	1.96%	8.22%	5.70%	6.06%	24.48%	32.39%	7.04%	2.67%	13.29%	10.53%	5.26%	13.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	2	2	1	1	1	1	0	0	2	2	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0	1	0	0	0	8									
		0.27%	0.40%	0.31%	0.62%	0.28%	0.19%	0.20%	0.00%	0.00%	0.38%	0.34%	0.35%	0.21%	0.19%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.26%	3.03%	0.70%	0.00%	0.00%	1.33%	0.00%	0.00%	0.00%	0.72%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	714	28	46	10	18	41	23	17	27	31	39	15	22	34	21	16	20	5	5	7	9	22	21	30	10	0	15	17	3	31	25	5	7	23	1	6	64									
		6.22%	5.60%	7.09%	6.21%	4.97%	7.74%	4.55%	5.43%	6.47%	5.95%	6.55%	5.23%	4.54%	6.39%	5.15%	5.06%	7.09%	1.66%	2.16%	4.76%	7.50%	5.03%	4.50%	8.67%	11.11%	0.00%	10.27%	4.40%	4.55%	21.68%	17.61%	7.04%	9.33%	16.08%	1.75%	7.89%	5.76%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
