Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Шенталинская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427									
		0.51%	0.98%	0.00%	0.47%	0.57%	0.00%	0.13%	0.61%	0.80%	0.00%	0.58%	0.44%	0.00%	0.00%	0.28%	0.00%	0.00%	0.40%	0.68%	0.00%	3.57%	0.98%	0.00%	0.63%	0.40%	0.88%	0.38%	0.97%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	232	4	8	4	1	0	4	12	8	18	2	9	7	6	2	0	3	8	5	5	20	13	2	14	16	13	26	22									
		2.17%	1.96%	2.73%	1.87%	0.57%	0.00%	0.51%	3.68%	2.13%	2.40%	1.16%	1.99%	2.60%	4.14%	0.56%	0.00%	1.70%	3.23%	3.42%	1.76%	11.90%	2.54%	1.46%	1.77%	2.16%	1.64%	3.28%	2.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	92	1	0	0	4	0	3	3	5	9	3	5	1	2	3	0	0	1	0	0	4	0	2	5	12	11	6	12									
		0.86%	0.49%	0.00%	0.00%	2.30%	0.00%	0.38%	0.92%	1.33%	1.20%	1.73%	1.11%	0.37%	1.38%	0.83%	0.00%	0.00%	0.40%	0.00%	0.00%	2.38%	0.00%	1.46%	0.63%	1.62%	1.39%	0.76%	1.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8063	154	211	169	131	134	734	207	293	566	129	344	204	107	335	268	155	204	115	260	114	394	108	532	489	546	558	602									
		75.56%	75.49%	72.01%	78.97%	75.29%	92.41%	93.62%	63.50%	78.13%	75.47%	74.57%	76.27%	75.84%	73.79%	93.06%	92.10%	88.07%	82.26%	78.77%	91.55%	67.86%	77.10%	78.83%	67.09%	65.90%	68.85%	70.37%	65.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	0	0	0	0	1	0	0	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2	10	6	1	5									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.80%	0.00%	1.16%	0.22%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	1.35%	0.76%	0.13%	0.54%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	3	1	0	0	0	3	0	1	5	0	5	2	0	0	0	1	1	1	0	0	0	0	5	1	4	6	3									
		0.39%	1.47%	0.34%	0.00%	0.00%	0.00%	0.38%	0.00%	0.27%	0.67%	0.00%	1.11%	0.74%	0.00%	0.00%	0.00%	0.57%	0.40%	0.68%	0.00%	0.00%	0.00%	0.00%	0.63%	0.13%	0.50%	0.76%	0.32%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	863	16	26	19	9	1	6	55	18	45	15	30	13	11	8	8	5	14	10	8	14	36	11	101	103	79	74	128									
		8.09%	7.84%	8.87%	8.88%	5.17%	0.69%	0.77%	16.87%	4.80%	6.00%	8.67%	6.65%	4.83%	7.59%	2.22%	2.75%	2.84%	5.65%	6.85%	2.82%	8.33%	7.05%	8.03%	12.74%	13.88%	9.96%	9.33%	13.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	5	3	4									
		0.18%	0.49%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.38%	0.00%	0.63%	0.38%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	1	0	0	1	0	0	1	0	2	1	2	1	1	0	0	0	0	0	0	0	1	0	5	3	12	5	5									
		0.38%	0.49%	0.00%	0.00%	0.57%	0.00%	0.00%	0.31%	0.00%	0.27%	0.58%	0.44%	0.37%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.63%	0.40%	1.51%	0.63%	0.54%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.13%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.13%	0.13%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	0	0	1	2	0	0	1	2	2	1	5	2	0	0	0	0	0	1	0	0	0	0	5	5	5	4	9									
		0.42%	0.00%	0.00%	0.47%	1.15%	0.00%	0.00%	0.31%	0.53%	0.27%	0.58%	1.11%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.63%	0.67%	0.63%	0.50%	0.97%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	910	20	38	15	11	2	25	26	21	81	17	36	31	10	9	13	7	14	11	11	8	49	13	84	78	85	91	104									
		8.53%	9.80%	12.97%	7.01%	6.32%	1.38%	3.19%	7.98%	5.60%	10.80%	9.83%	7.98%	11.52%	6.90%	2.50%	4.47%	3.98%	5.65%	7.53%	3.87%	4.76%	9.59%	9.49%	10.59%	10.51%	10.72%	11.48%	11.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	0	0	0	0	0	2	1	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	3	4	1	2	0									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.31%	0.00%	0.13%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.68%	0.00%	0.00%	0.00%	0.00%	0.38%	0.54%	0.13%	0.25%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	111	1	1	1	1	0	5	3	1	9	2	5	3	0	0	2	2	3	1	0	1	4	0	20	14	13	13	6									
		1.04%	0.49%	0.34%	0.47%	0.57%	0.00%	0.64%	0.92%	0.27%	1.20%	1.16%	1.11%	1.12%	0.00%	0.00%	0.69%	1.14%	1.21%	0.68%	0.00%	0.60%	0.78%	0.00%	2.52%	1.89%	1.64%	1.64%	0.65%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
