Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Николаевская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №806	УИК №809	УИК №810	УИК №811	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	391	10	5	10	10	5	10	15	18	5	10	15	0	7	10	10	7	5	10	19	10	10	5	10	5	0	5	10	5	5	10	25	10	10	5	3	10	25	10	7	20	10	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	202	3	3	5	3	4	3	10	14	1	5	8	0	7	6	4	4	5	10	16	5	8	0	3	4	0	0	10	0	3	10	25	0	0	3	0	2	11	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	124	0	4	1	3	1	3	3	2	3	4	2	39	3	2	1	0	3	5	7	0	1	1	1	5	3	0	3	0	1	2	2	0	1	1	0	2	10	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	189	7	2	5	7	1	7	5	4	4	5	7	0	0	4	6	3	0	0	3	5	2	5	7	1	0	5	0	5	2	0	0	10	10	2	3	8	14	8	7	18	7	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2440	36	76	102	58	59	65	112	120	54	55	162	12	66	104	81	47	36	57	114	98	84	29	47	24	21	12	26	14	19	74	48	54	35	30	2	64	122	43	28	84	48	2	1	1	2	1	2	3	3	0	2	1					
		16.27%	13.58%	20.82%	20.61%	16.11%	19.60%	16.67%	18.30%	18.29%	20.38%	14.25%	21.98%	8.33%	16.84%	18.84%	17.42%	15.26%	17.14%	18.27%	15.83%	21.21%	18.79%	13.88%	15.99%	12.12%	9.13%	9.30%	19.40%	8.43%	11.73%	14.54%	14.33%	15.56%	15.49%	12.35%	7.69%	18.55%	12.08%	13.15%	12.50%	14.89%	15.95%	11.11%	7.14%	5.88%	12.50%	6.67%	13.33%	21.43%	15.00%	0.00%	13.33%	5.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2489	38	58	79	63	34	74	91	84	34	79	99	14	51	89	76	47	52	43	132	68	83	37	59	37	44	16	20	27	17	75	70	40	36	38	8	58	231	39	23	108	63	5	6	5	0	5	7	7	6	6	3	5					
		16.60%	14.34%	15.89%	15.96%	17.50%	11.30%	18.97%	14.87%	12.80%	12.83%	20.47%	13.43%	9.72%	13.01%	16.12%	16.34%	15.26%	24.76%	13.78%	18.33%	14.72%	18.57%	17.70%	20.07%	18.69%	19.13%	12.40%	14.93%	16.27%	10.49%	14.73%	20.90%	11.53%	15.93%	15.64%	30.77%	16.81%	22.87%	11.93%	10.27%	19.15%	20.93%	27.78%	42.86%	29.41%	0.00%	33.33%	46.67%	50.00%	30.00%	54.55%	20.00%	29.41%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	165	6	5	7	6	4	5	10	10	1	4	7	0	2	3	2	2	3	2	3	5	8	4	0	2	0	0	0	1	0	10	3	3	4	4	0	5	13	3	0	5	7	0	1	1	0	1	0	0	0	0	3	0					
		1.10%	2.26%	1.37%	1.41%	1.67%	1.33%	1.28%	1.63%	1.52%	0.38%	1.04%	0.95%	0.00%	0.51%	0.54%	0.43%	0.65%	1.43%	0.64%	0.42%	1.08%	1.79%	1.91%	0.00%	1.01%	0.00%	0.00%	0.00%	0.60%	0.00%	1.96%	0.90%	0.86%	1.77%	1.65%	0.00%	1.45%	1.29%	0.92%	0.00%	0.89%	2.33%	0.00%	7.14%	5.88%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%	20.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2382	57	77	81	42	41	65	128	125	49	57	137	2	65	108	96	54	25	59	112	80	90	28	50	30	27	11	22	22	17	90	34	58	37	42	2	43	118	34	21	65	50	1	3	6	7	2	2	1	3	2	1	3					
		15.89%	21.51%	21.10%	16.36%	11.67%	13.62%	16.67%	20.92%	19.05%	18.49%	14.77%	18.59%	1.39%	16.58%	19.57%	20.65%	17.53%	11.90%	18.91%	15.56%	17.32%	20.13%	13.40%	17.01%	15.15%	11.74%	8.53%	16.42%	13.25%	10.49%	17.68%	10.15%	16.71%	16.37%	17.28%	7.69%	12.46%	11.68%	10.40%	9.38%	11.52%	16.61%	5.56%	21.43%	35.29%	43.75%	13.33%	13.33%	7.14%	15.00%	18.18%	6.67%	17.65%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	314	6	13	8	6	6	9	16	16	4	4	26	2	6	24	13	0	5	11	15	14	12	8	8	6	4	1	1	3	3	8	4	3	2	3	0	5	14	3	4	7	5	1	0	1	0	0	1	2	0	0	1	0					
		2.09%	2.26%	3.56%	1.62%	1.67%	1.99%	2.31%	2.61%	2.44%	1.51%	1.04%	3.53%	1.39%	1.53%	4.35%	2.80%	0.00%	2.38%	3.53%	2.08%	3.03%	2.68%	3.83%	2.72%	3.03%	1.74%	0.78%	0.75%	1.81%	1.85%	1.57%	1.19%	0.86%	0.88%	1.23%	0.00%	1.45%	1.39%	0.92%	1.79%	1.24%	1.66%	5.56%	0.00%	5.88%	0.00%	0.00%	6.67%	14.29%	0.00%	0.00%	6.67%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6882	120	133	205	177	154	161	236	283	118	185	295	112	196	215	193	150	89	136	333	189	159	96	123	90	124	89	62	95	100	247	168	181	109	123	14	162	487	197	145	278	104	9	3	3	7	4	3	0	6	3	3	8					
		45.90%	45.28%	36.44%	41.41%	49.17%	51.16%	41.28%	38.56%	43.14%	44.53%	47.93%	40.03%	77.78%	50.00%	38.95%	41.51%	48.70%	42.38%	43.59%	46.25%	40.91%	35.57%	45.93%	41.84%	45.45%	53.91%	68.99%	46.27%	57.23%	61.73%	48.53%	50.15%	52.16%	48.23%	50.62%	53.85%	46.96%	48.22%	60.24%	64.73%	49.29%	34.55%	50.00%	21.43%	17.65%	43.75%	26.67%	20.00%	0.00%	30.00%	27.27%	20.00%	47.06%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	69	1	2	2	4	2	3	9	3	0	1	0	1	3	2	0	3	0	0	2	1	3	1	4	1	3	0	0	0	1	1	0	3	0	0	0	4	2	0	2	2	0	0	0	0	0	1	0	0	2	0	0	0					
		0.46%	0.38%	0.55%	0.40%	1.11%	0.66%	0.77%	1.47%	0.46%	0.00%	0.26%	0.00%	0.69%	0.77%	0.36%	0.00%	0.97%	0.00%	0.00%	0.28%	0.22%	0.67%	0.48%	1.36%	0.51%	1.30%	0.00%	0.00%	0.00%	0.62%	0.20%	0.00%	0.86%	0.00%	0.00%	0.00%	1.16%	0.20%	0.00%	0.89%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
