Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Кош-Агачская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	282	13	13	11	9	8	14	20	16	11	31	17	43	7	16	14	8	31									
		3.33%	5.80%	3.83%	5.34%	3.24%	2.96%	2.65%	2.18%	1.71%	2.66%	2.63%	2.97%	10.80%	1.43%	3.06%	2.90%	4.94%	5.77%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	261	7	5	1	7	10	30	35	29	17	36	22	12	20	15	4	1	10									
		3.09%	3.13%	1.47%	0.49%	2.52%	3.70%	5.68%	3.81%	3.09%	4.12%	3.06%	3.84%	3.02%	4.10%	2.87%	0.83%	0.62%	1.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	2	12	5	2	2	3	12	8	4	11	4	0	2	7	18	0	4									
		1.14%	0.89%	3.54%	2.43%	0.72%	0.74%	0.57%	1.31%	0.85%	0.97%	0.93%	0.70%	0.00%	0.41%	1.34%	3.73%	0.00%	0.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5040	106	205	130	183	171	320	499	491	221	638	325	265	266	364	327	120	409									
		59.60%	47.32%	60.47%	63.11%	65.83%	63.33%	60.61%	54.36%	52.35%	53.51%	54.16%	56.72%	66.58%	54.51%	69.60%	67.70%	74.07%	76.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	2	3	0	1	0	3	3	3	1	0	2	0	1	0	0	0	1									
		0.24%	0.89%	0.88%	0.00%	0.36%	0.00%	0.57%	0.33%	0.32%	0.24%	0.00%	0.35%	0.00%	0.20%	0.00%	0.00%	0.00%	0.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	2	0	1	0	1	0	1	2	0	1	0	1	1	1	0									
		0.13%	0.00%	0.00%	0.97%	0.00%	0.37%	0.00%	0.11%	0.00%	0.24%	0.17%	0.00%	0.25%	0.00%	0.19%	0.21%	0.62%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	317	22	19	9	6	8	13	43	47	12	57	22	7	13	10	10	9	10									
		3.75%	9.82%	5.60%	4.37%	2.16%	2.96%	2.46%	4.68%	5.01%	2.91%	4.84%	3.84%	1.76%	2.66%	1.91%	2.07%	5.56%	1.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	109	12	21	11	16	5	6	6	4	3	9	4	3	1	0	7	0	1									
		1.29%	5.36%	6.19%	5.34%	5.76%	1.85%	1.14%	0.65%	0.43%	0.73%	0.76%	0.70%	0.75%	0.20%	0.00%	1.45%	0.00%	0.19%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	1	0	0	1	2	0	3	4	0	3	3	0	0	5	1	0	1									
		0.28%	0.45%	0.00%	0.00%	0.36%	0.74%	0.00%	0.33%	0.43%	0.00%	0.25%	0.52%	0.00%	0.00%	0.96%	0.21%	0.00%	0.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	2	2	0	0	2	1	0	0	0	1	0	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.22%	0.00%	0.00%	0.17%	0.17%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	3	3	1	1	1	0	7	10	3	4	2	1	0	5	1	0	2									
		0.52%	1.34%	0.88%	0.49%	0.36%	0.37%	0.00%	0.76%	1.07%	0.73%	0.34%	0.35%	0.25%	0.00%	0.96%	0.21%	0.00%	0.37%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1454	45	40	19	46	32	69	179	185	87	243	114	56	151	75	53	17	43									
		17.19%	20.09%	11.80%	9.22%	16.55%	11.85%	13.07%	19.50%	19.72%	21.07%	20.63%	19.90%	14.07%	30.94%	14.34%	10.97%	10.49%	8.01%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	143	1	1	2	0	14	52	14	16	8	18	3	1	1	2	9	1	0									
		1.69%	0.45%	0.29%	0.97%	0.00%	5.19%	9.85%	1.53%	1.71%	1.94%	1.53%	0.52%	0.25%	0.20%	0.38%	1.86%	0.62%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	505	6	10	10	2	6	10	81	107	36	107	46	9	14	16	24	4	17									
		5.97%	2.68%	2.95%	4.85%	0.72%	2.22%	1.89%	8.82%	11.41%	8.72%	9.08%	8.03%	2.26%	2.87%	3.06%	4.97%	2.47%	3.17%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
