7	Число избирательных бюллетеней в переносных ящиках для голосования	4555	16	14	37	58	43	27	21	23	34	50	47	62	51	34	114	14	29	3	32	57	85	92	83	14	23	23	43	51	27	49	43	40	183	28	37	8	75	8	26	14	35	29	36	26	50	63	62	28	56	44	54	40	40	74	55	33	28	33	21	34	40	14	4	65	23	50	32	16	62	33	22	51	26	32	61	27	65	40	38	126	44	32	58	39	45	26	26	31	33	48	40	25	18	29	50	18	11	2	195	22	73	31	31	11	19	22	7	183									
8	Число бюллетеней в стационарных ящиках для голосования	121386	1092	386	792	1008	973	1180	973	1007	1325	1470	941	646	1460	1259	1331	1600	1198	228	718	1189	1525	1361	1491	490	1555	1551	1578	1376	1312	1412	1394	1280	228	872	682	151	78	402	1308	1336	1463	1498	1073	1129	1492	1720	1505	1585	1564	991	1531	1403	1438	831	1292	994	871	1193	1602	740	1169	1220	770	1256	1016	1231	1500	883	1397	995	1526	1263	1403	1285	1430	1708	1322	1582	1412	1151	1555	1197	1012	1485	1415	1459	1484	1323	1310	1494	1579	1416	1569	1481	718	201	685	109	325	210	980	773	1322	246	279	1433	734	0									
9	Число недействительных избирательных бюллетеней	1975	21	3	25	11	10	16	17	16	14	24	12	10	29	19	16	33	16	1	11	21	23	20	23	14	25	19	31	29	27	29	23	16	4	5	10	2	2	11	35	33	30	30	19	23	32	25	29	20	25	15	27	25	26	22	24	10	10	13	22	8	11	29	13	23	27	24	24	13	24	15	28	27	21	17	30	27	21	27	21	16	20	14	22	13	24	22	20	32	20	20	12	19	25	22	6	2	12	0	2	5	15	12	24	5	7	13	6	2									
10	Число действительных избирательных бюллетеней	123966	1087	397	804	1055	1006	1191	977	1014	1345	1496	976	698	1482	1274	1429	1581	1211	230	739	1225	1587	1433	1551	490	1553	1555	1590	1398	1312	1432	1414	1304	407	895	709	157	151	399	1299	1317	1468	1497	1090	1132	1510	1758	1538	1593	1595	1020	1558	1418	1452	883	1323	1017	889	1213	1601	766	1198	1205	761	1298	1012	1257	1508	886	1435	1013	1520	1287	1408	1300	1461	1708	1366	1595	1429	1261	1579	1215	1048	1511	1436	1463	1490	1322	1323	1522	1607	1422	1562	1488	762	217	684	111	518	227	1038	792	1329	252	291	1442	735	181									
11	Число полученных открепительных  удостоверений	3281	30	12	25	20	25	38	16	30	25	45	20	10	50	25	25	40	25	20	20	20	30	25	28	20	32	30	45	30	37	30	35	35	3	15	20	3	0	30	35	32	50	49	23	20	45	45	36	53	50	20	35	40	45	20	38	32	22	37	27	28	41	52	20	50	35	32	41	27	37	30	45	34	45	32	32	42	38	45	50	29	60	30	15	35	38	40	37	24	40	41	45	60	37	45	20	5	10	4	10	9	15	20	31	6	0	51	45	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3080	30	10	16	20	24	38	14	28	25	39	16	9	50	25	25	34	25	6	13	20	28	17	27	11	32	30	42	30	37	26	35	27	1	12	10	2	0	25	35	31	50	47	23	20	44	45	36	53	50	19	35	39	45	20	38	31	21	37	27	27	41	49	20	47	33	31	40	27	37	28	45	30	42	30	32	42	33	44	47	29	55	27	7	35	38	40	37	21	40	41	45	60	37	43	20	3	5	2	10	9	12	18	31	5	0	51	29	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2262	8	12	9	16	16	8	19	14	13	45	11	8	3	14	28	14	19	7	9	15	17	19	12	4	11	14	18	11	56	8	15	16	27	14	4	8	22	36	27	6	13	15	15	12	25	20	7	27	14	13	26	16	28	16	14	12	12	14	19	10	20	196	13	29	23	27	14	27	18	12	54	52	240	11	3	43	12	19	20	14	20	11	12	27	8	15	22	15	31	17	32	13	20	16	9	8	6	7	11	3	18	15	22	8	56	13	13	6									
14	Число неиспользованных открепительных удостоверений	201	0	2	9	0	1	0	2	2	0	6	4	1	0	0	0	6	0	14	7	0	2	8	1	9	0	0	3	0	0	4	0	8	2	3	10	1	0	5	0	1	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	3	0	3	2	1	1	0	0	2	0	4	3	2	0	0	5	1	3	0	5	3	8	0	0	0	0	3	0	0	0	0	0	2	0	2	5	2	0	0	3	2	0	1	0	0	16	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	109	0	0	0	3	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	2	0	0	0	0	1	3	1	1	0	1	2	0	0	1	0	0	0	0	0	2	1	2	0	1	2	1	2	1	2	1	2	2	1	1	4	0	0	1	3	1	3	1	0	1	2	1	1	2	3	5	4	2	4	1	0	0	1	1	1	1	2	0	0	0	1	2	1	1	0	2	4	3	0	0	0	0	0	0	0	1	0	2	1	0	0	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																							
19	Жириновский Владимир Вольфович	13392	160	47	103	152	120	135	127	126	176	166	88	80	222	121	149	222	142	29	72	138	184	127	190	54	180	170	165	147	139	161	156	163	20	123	79	25	15	59	119	144	161	151	116	113	138	149	167	155	147	90	121	126	91	87	126	68	88	125	168	70	136	111	79	115	118	107	152	87	139	107	147	122	138	128	149	159	137	157	138	144	157	121	119	176	146	195	179	153	142	164	180	167	186	168	86	37	93	10	67	40	117	112	142	26	77	186	110	14									
		10.63%	14.44%	11.75%	12.42%	14.26%	11.81%	11.18%	12.78%	12.23%	12.95%	10.92%	8.91%	11.30%	14.69%	9.36%	10.31%	13.75%	11.57%	12.55%	9.60%	11.08%	11.43%	8.74%	12.07%	10.71%	11.41%	10.80%	10.18%	10.30%	10.38%	11.02%	10.86%	12.35%	4.87%	13.67%	10.99%	15.72%	9.80%	14.39%	8.92%	10.67%	10.75%	9.89%	10.46%	9.78%	8.95%	8.36%	10.66%	9.61%	9.07%	8.70%	7.63%	8.73%	6.16%	9.61%	9.35%	6.62%	9.79%	10.20%	10.35%	9.04%	11.25%	8.99%	10.21%	8.71%	11.36%	8.35%	9.92%	9.68%	9.53%	10.41%	9.50%	9.28%	9.66%	9.72%	9.99%	9.16%	9.88%	9.68%	9.52%	11.28%	9.82%	9.85%	11.12%	11.55%	10.00%	13.13%	11.85%	11.30%	10.57%	10.64%	11.12%	11.59%	11.72%	11.13%	11.20%	16.89%	13.36%	9.01%	12.88%	17.24%	11.11%	13.93%	10.50%	10.12%	25.84%	12.78%	14.84%	7.65%									
20	Зюганов Геннадий Андреевич	25340	214	87	143	211	216	220	194	235	225	303	246	115	195	267	318	287	282	44	161	285	350	330	340	68	308	330	316	321	309	287	300	259	33	216	135	9	24	36	273	264	292	330	214	289	295	400	369	337	345	216	363	313	353	184	326	241	179	246	344	171	229	210	113	327	211	257	296	180	297	226	341	254	234	283	358	345	258	298	294	288	370	259	213	312	310	236	255	239	243	311	336	282	271	318	129	36	165	17	69	26	207	123	209	69	12	290	129	42									
		20.12%	19.31%	21.75%	17.25%	19.79%	21.26%	18.23%	19.52%	22.82%	16.56%	19.93%	24.90%	16.24%	12.91%	20.65%	22.01%	17.78%	22.98%	19.05%	21.47%	22.87%	21.74%	22.71%	21.60%	13.49%	19.52%	20.97%	19.49%	22.49%	23.08%	19.64%	20.88%	19.62%	8.03%	24.00%	18.78%	5.66%	15.69%	8.78%	20.46%	19.56%	19.49%	21.61%	19.30%	25.02%	19.13%	22.43%	23.55%	20.89%	21.30%	20.87%	22.90%	21.69%	23.88%	20.33%	24.20%	23.47%	19.91%	20.07%	21.20%	22.09%	18.94%	17.02%	14.60%	24.75%	20.31%	20.06%	19.32%	20.02%	20.36%	21.98%	22.03%	19.33%	16.38%	21.49%	24.01%	19.88%	18.60%	18.37%	20.28%	22.55%	23.14%	21.07%	19.91%	20.47%	21.23%	15.89%	16.89%	17.65%	18.09%	20.17%	20.75%	19.57%	17.08%	21.06%	16.80%	16.44%	23.71%	15.32%	13.27%	11.21%	19.66%	15.30%	15.45%	26.85%	4.03%	19.93%	17.41%	22.95%									
21	Миронов Сергей Михайлович	6292	53	16	44	52	55	63	52	47	55	70	50	41	41	53	73	78	64	12	32	74	86	69	75	11	96	98	94	72	71	74	77	80	8	45	44	7	5	11	70	56	88	79	45	56	102	103	94	92	70	51	78	82	75	44	75	58	41	55	87	44	81	65	31	78	40	59	59	45	50	36	81	70	71	58	75	106	72	80	82	64	84	64	54	63	66	83	66	65	79	83	85	69	81	89	25	8	27	10	22	4	46	32	63	8	8	85	23	4									
		4.99%	4.78%	4.00%	5.31%	4.88%	5.41%	5.22%	5.23%	4.56%	4.05%	4.61%	5.06%	5.79%	2.71%	4.10%	5.05%	4.83%	5.22%	5.19%	4.27%	5.94%	5.34%	4.75%	4.76%	2.18%	6.08%	6.23%	5.80%	5.05%	5.30%	5.07%	5.36%	6.06%	1.95%	5.00%	6.12%	4.40%	3.27%	2.68%	5.25%	4.15%	5.87%	5.17%	4.06%	4.85%	6.61%	5.78%	5.99%	5.70%	4.32%	4.93%	4.92%	5.68%	5.07%	4.86%	5.57%	5.65%	4.56%	4.49%	5.36%	5.68%	6.70%	5.27%	4.01%	5.90%	3.85%	4.61%	3.85%	5.01%	3.43%	3.50%	5.23%	5.33%	4.97%	4.40%	5.03%	6.11%	5.19%	4.93%	5.66%	5.01%	5.25%	5.21%	5.05%	4.13%	4.52%	5.59%	4.37%	4.80%	5.88%	5.38%	5.25%	4.79%	5.10%	5.89%	3.26%	3.65%	3.88%	9.01%	4.23%	1.72%	4.37%	3.98%	4.66%	3.11%	2.68%	5.84%	3.10%	2.19%									
22	Прохоров Михаил Дмитриевич	9892	93	25	74	76	95	128	74	76	115	116	63	42	112	97	83	131	100	9	62	89	111	84	104	23	175	149	154	119	89	115	113	117	4	34	45	12	2	24	118	118	136	125	103	86	135	173	109	132	126	88	147	109	118	59	105	86	89	115	129	61	123	112	75	112	67	133	157	91	103	89	171	132	140	108	132	133	112	132	100	62	106	95	61	94	84	103	113	87	101	125	111	140	147	111	43	19	40	5	45	19	53	41	90	15	11	93	53	2									
		7.85%	8.39%	6.25%	8.93%	7.13%	9.35%	10.60%	7.44%	7.38%	8.46%	7.63%	6.38%	5.93%	7.41%	7.50%	5.74%	8.12%	8.15%	3.90%	8.27%	7.14%	6.89%	5.78%	6.61%	4.56%	11.09%	9.47%	9.50%	8.34%	6.65%	7.87%	7.86%	8.86%	0.97%	3.78%	6.26%	7.55%	1.31%	5.85%	8.85%	8.74%	9.08%	8.19%	9.29%	7.45%	8.75%	9.70%	6.96%	8.18%	7.78%	8.50%	9.27%	7.55%	7.98%	6.52%	7.80%	8.37%	9.90%	9.38%	7.95%	7.88%	10.17%	9.08%	9.69%	8.48%	6.45%	10.38%	10.25%	10.12%	7.06%	8.66%	11.05%	10.05%	9.80%	8.20%	8.85%	7.67%	8.07%	8.14%	6.90%	4.86%	6.63%	7.73%	5.70%	6.17%	5.75%	6.94%	7.48%	6.43%	7.52%	8.11%	6.86%	9.72%	9.26%	7.35%	5.60%	8.68%	5.75%	4.50%	8.65%	8.19%	5.03%	5.10%	6.65%	5.84%	3.69%	6.39%	7.15%	1.09%									
23	Путин Владимир Владимирович	69050	567	222	440	564	520	645	530	530	774	841	529	420	912	736	806	863	623	136	412	639	856	823	842	334	794	808	861	739	704	795	768	685	342	477	406	104	105	269	719	735	791	812	612	588	840	933	799	877	907	575	849	788	815	509	691	564	492	672	873	420	629	707	463	666	576	701	844	483	846	555	780	709	825	723	747	965	787	928	815	703	862	676	601	866	830	846	877	778	758	839	895	764	877	802	479	117	359	69	315	138	615	484	825	134	183	788	420	119									
		54.83%	51.17%	55.50%	53.08%	52.91%	51.18%	53.44%	53.32%	51.46%	56.95%	55.33%	53.54%	59.32%	60.36%	56.92%	55.78%	53.47%	50.77%	58.87%	54.93%	51.28%	53.17%	56.64%	53.49%	66.27%	50.32%	51.33%	53.12%	51.79%	52.58%	54.41%	53.44%	51.89%	83.21%	53.00%	56.47%	65.41%	68.63%	65.61%	53.90%	54.44%	52.80%	53.18%	55.18%	50.91%	54.47%	52.33%	50.99%	54.37%	55.99%	55.56%	53.56%	54.61%	55.14%	56.24%	51.30%	54.92%	54.73%	54.81%	53.79%	54.26%	52.03%	57.29%	59.82%	50.42%	55.44%	54.72%	55.09%	53.73%	57.98%	53.99%	50.39%	53.96%	57.73%	54.90%	50.10%	55.62%	56.74%	57.21%	56.21%	55.05%	53.91%	55.00%	56.17%	56.82%	56.85%	56.97%	58.08%	57.46%	56.44%	54.41%	55.28%	53.02%	55.26%	53.11%	62.37%	53.42%	51.58%	62.16%	60.58%	59.48%	58.40%	60.20%	60.98%	52.14%	61.41%	54.16%	56.68%	65.03%									
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
																																																																																																																							
