7	Число избирательных бюллетеней в переносных ящиках для голосования	3403	14	8	10	26	30	28	23	22	27	31	37	18	40	121	10	25	11	36	47	74	47	70	30	22	28	44	39	14	35	27	26	58	22	44	99	12	17	37	24	23	12	28	32	34	47	22	33	49	47	57	27	21	29	27	21	15	24	27	27	14	12	27	15	29	29	24	50	18	11	39	25	32	61	32	48	25	42	73	41	30	21	24	48	14	20	24	31	29	25	24	33	22	35	8	14	197	17	38	20	33	7	0	13	9	85									
8	Число бюллетеней в стационарных ящиках для голосования	122137	1069	451	1063	1093	996	1239	1095	1619	1641	1737	696	1655	1328	1428	1688	1163	424	738	1268	1581	1353	1968	508	1650	1689	1605	1611	1271	1514	1468	1226	342	949	714	93	289	1236	1222	1479	1523	994	1130	1400	1762	1482	1526	1541	852	1370	1352	1391	869	1229	1066	739	1104	1605	814	1168	876	804	1186	1185	1109	1458	857	1389	942	1569	1066	1219	1273	1343	1596	1524	1504	1427	1108	1478	1154	988	1496	1387	1502	1527	1326	1286	1526	1574	1515	1465	1449	683	332	716	354	259	1041	740	1260	228	225	1425	690	0									
9	Число недействительных избирательных бюллетеней	2656	21	10	13	25	14	22	25	25	33	33	9	32	30	29	36	32	9	16	30	34	25	30	12	37	40	24	44	28	33	42	28	27	13	15	2	10	12	23	23	35	23	30	23	52	40	34	42	28	30	19	25	22	19	27	11	19	34	15	17	15	14	18	34	32	43	20	35	19	29	30	24	26	33	38	38	36	24	30	50	26	14	33	40	26	33	23	19	31	33	29	21	32	23	12	21	14	2	36	12	33	1	13	31	18	1									
10	Число действительных избирательных бюллетеней	122884	1062	449	1060	1094	1012	1245	1093	1616	1635	1735	724	1641	1338	1520	1662	1156	426	758	1285	1621	1375	2008	526	1635	1677	1625	1606	1257	1516	1453	1224	373	958	743	190	291	1241	1236	1480	1511	983	1128	1409	1744	1489	1514	1532	873	1387	1390	1393	868	1239	1066	749	1100	1595	826	1178	875	802	1195	1166	1106	1444	861	1404	941	1551	1075	1220	1279	1371	1590	1534	1493	1445	1151	1469	1158	995	1487	1395	1490	1514	1327	1298	1524	1566	1510	1477	1439	695	328	709	537	274	1043	748	1260	234	212	1407	681	84									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																				
13	Бабурин Сергей Николаевич	984	7	1	13	8	4	7	10	13	11	8	2	13	8	15	11	12	5	8	8	7	10	10	4	10	10	16	20	11	14	13	13	6	7	5	2	2	16	6	11	8	7	15	18	21	8	8	8	5	13	17	12	3	13	5	6	7	17	6	10	6	8	17	6	13	8	6	12	10	15	11	6	9	14	15	12	9	10	11	7	14	9	11	11	12	17	5	14	17	14	5	13	15	8	6	3	5	0	6	6	8	2	0	8	5	1									
		0.78%	0.65%	0.22%	1.21%	0.71%	0.39%	0.55%	0.89%	0.79%	0.66%	0.45%	0.27%	0.78%	0.58%	0.97%	0.65%	1.01%	1.15%	1.03%	0.61%	0.42%	0.71%	0.49%	0.74%	0.60%	0.58%	0.97%	1.21%	0.86%	0.90%	0.87%	1.04%	1.50%	0.72%	0.66%	1.04%	0.66%	1.28%	0.48%	0.73%	0.52%	0.70%	1.30%	1.26%	1.17%	0.52%	0.52%	0.51%	0.55%	0.92%	1.21%	0.85%	0.34%	1.03%	0.46%	0.79%	0.63%	1.04%	0.71%	0.84%	0.67%	0.98%	1.40%	0.50%	1.14%	0.54%	0.68%	0.83%	1.04%	0.95%	0.99%	0.48%	0.69%	0.99%	0.92%	0.76%	0.59%	0.68%	0.93%	0.46%	1.18%	0.89%	0.72%	0.77%	0.79%	1.10%	0.37%	1.06%	1.09%	0.88%	0.32%	0.87%	1.02%	1.11%	1.76%	0.41%	0.91%	0.00%	0.56%	0.79%	0.62%	0.85%	0.00%	0.56%	0.72%	1.18%									
14	Грудинин Павел Николаевич	23864	209	84	194	230	220	233	210	335	354	356	128	264	254	298	359	252	59	129	265	343	272	387	119	325	338	319	339	246	296	279	260	25	188	152	38	34	229	249	266	331	196	202	273	352	282	327	270	191	264	240	255	161	230	201	105	204	324	133	246	175	150	226	240	216	255	160	291	170	342	229	241	259	248	290	297	284	265	205	277	193	202	268	225	278	296	267	271	269	308	334	284	245	138	60	193	112	48	216	134	265	44	8	305	143	14									
		19.01%	19.30%	18.30%	18.08%	20.55%	21.44%	18.39%	18.78%	20.41%	21.22%	20.14%	17.46%	15.78%	18.57%	19.24%	21.14%	21.21%	13.56%	16.67%	20.15%	20.73%	19.43%	18.99%	22.12%	19.44%	19.69%	19.35%	20.55%	19.14%	19.11%	18.66%	20.77%	6.25%	19.36%	20.05%	19.79%	11.30%	18.28%	19.78%	17.70%	21.41%	19.48%	17.44%	19.06%	19.60%	18.44%	21.12%	17.15%	21.20%	18.63%	17.03%	17.98%	18.09%	18.28%	18.39%	13.82%	18.23%	19.89%	15.81%	20.59%	19.66%	18.38%	18.63%	20.00%	18.98%	17.15%	18.16%	20.22%	17.71%	21.65%	20.72%	19.37%	19.85%	17.66%	17.81%	18.89%	18.57%	18.04%	17.36%	18.24%	16.30%	20.02%	17.63%	15.68%	18.34%	19.13%	19.78%	20.58%	17.30%	19.26%	21.70%	18.96%	16.66%	19.22%	17.65%	26.44%	20.33%	17.39%	20.02%	17.63%	20.49%	18.72%	3.56%	21.21%	20.46%	16.47%									
15	Жириновский Владимир Вольфович	11693	112	60	105	149	105	114	115	169	176	178	65	167	138	133	170	88	54	81	120	146	149	225	60	138	136	153	140	103	130	164	126	60	125	96	23	36	117	105	139	125	81	117	130	120	131	132	127	58	89	101	101	69	105	95	71	81	154	56	99	54	57	101	126	94	121	72	150	85	115	89	117	96	108	122	149	129	134	112	139	129	101	151	153	176	178	148	122	116	149	155	135	158	76	31	71	56	34	123	95	126	26	56	153	78	15									
		9.31%	10.34%	13.07%	9.79%	13.32%	10.23%	8.99%	10.29%	10.30%	10.55%	10.07%	8.87%	9.98%	10.09%	8.59%	10.01%	7.41%	12.41%	10.47%	9.13%	8.82%	10.64%	11.04%	11.15%	8.25%	7.92%	9.28%	8.48%	8.02%	8.39%	10.97%	10.06%	15.00%	12.87%	12.66%	11.98%	11.96%	9.34%	8.34%	9.25%	8.09%	8.05%	10.10%	9.08%	6.68%	8.57%	8.53%	8.07%	6.44%	6.28%	7.17%	7.12%	7.75%	8.35%	8.69%	9.34%	7.24%	9.45%	6.66%	8.28%	6.07%	6.99%	8.33%	10.50%	8.26%	8.14%	8.17%	10.42%	8.85%	7.28%	8.05%	9.41%	7.36%	7.69%	7.49%	9.48%	8.44%	9.12%	9.48%	9.15%	10.90%	10.01%	9.93%	10.66%	11.61%	11.51%	10.96%	9.26%	7.46%	9.32%	10.07%	9.01%	10.74%	10.58%	9.12%	9.73%	10.16%	12.32%	11.40%	12.50%	9.74%	11.06%	24.89%	10.64%	11.16%	17.65%									
16	Путин Владимир Владимирович	81650	695	292	705	674	635	842	717	1049	1041	1120	503	1106	899	1025	1057	756	290	506	847	1050	887	1316	334	1096	1143	1067	1052	842	1017	922	780	271	604	467	123	208	833	834	1013	996	669	744	934	1174	1016	992	1069	587	942	952	970	591	827	724	530	765	1028	596	761	590	551	806	759	735	1000	585	902	634	1007	700	806	860	950	1097	1008	1008	985	782	996	771	651	1009	959	991	982	872	842	1079	1042	970	997	952	453	219	426	345	183	670	501	817	152	134	905	432	50									
		65.04%	64.17%	63.62%	65.70%	60.23%	61.89%	66.46%	64.13%	63.92%	62.41%	63.35%	68.62%	66.11%	65.72%	66.17%	62.25%	63.64%	66.67%	65.37%	64.41%	63.44%	63.36%	64.57%	62.08%	65.55%	66.57%	64.71%	63.76%	65.53%	65.66%	61.67%	62.30%	67.75%	62.20%	61.61%	64.06%	69.10%	66.48%	66.24%	67.40%	64.42%	66.50%	64.25%	65.22%	65.37%	66.45%	64.08%	67.92%	65.15%	66.48%	67.57%	68.41%	66.40%	65.74%	66.24%	69.74%	68.36%	63.11%	70.87%	63.68%	66.29%	67.52%	66.45%	63.25%	64.59%	67.25%	66.40%	62.68%	66.04%	63.73%	63.35%	64.79%	65.90%	67.66%	67.38%	64.12%	65.93%	67.05%	66.22%	65.57%	65.12%	64.52%	66.38%	66.83%	65.37%	63.48%	64.59%	63.93%	69.39%	65.17%	63.03%	66.56%	64.72%	63.09%	64.41%	58.36%	62.61%	66.30%	62.09%	65.92%	63.19%	64.68%	59.56%	62.93%	61.80%	58.82%									
17	Собчак Ксения Анатольевна	1854	15	5	20	12	25	20	17	21	18	27	10	40	10	23	33	10	7	16	26	25	17	30	5	29	27	25	24	20	26	30	19	4	12	9	4	8	15	12	18	27	17	16	22	34	24	25	23	14	34	29	18	18	25	15	11	17	22	7	25	27	11	19	14	15	27	14	23	13	21	19	21	25	21	24	30	25	21	14	21	15	13	17	15	12	17	20	14	15	15	20	13	15	8	6	6	9	3	12	6	18	3	11	20	6	3									
		1.48%	1.39%	1.09%	1.86%	1.07%	2.44%	1.58%	1.52%	1.28%	1.08%	1.53%	1.36%	2.39%	0.73%	1.48%	1.94%	0.84%	1.61%	2.07%	1.98%	1.51%	1.21%	1.47%	0.93%	1.73%	1.57%	1.52%	1.45%	1.56%	1.68%	2.01%	1.52%	1.00%	1.24%	1.19%	2.08%	2.66%	1.20%	0.95%	1.20%	1.75%	1.69%	1.38%	1.54%	1.89%	1.57%	1.61%	1.46%	1.55%	2.40%	2.06%	1.27%	2.02%	1.99%	1.37%	1.45%	1.52%	1.35%	0.83%	2.09%	3.03%	1.35%	1.57%	1.17%	1.32%	1.82%	1.59%	1.60%	1.35%	1.33%	1.72%	1.69%	1.92%	1.50%	1.47%	1.91%	1.64%	1.43%	1.19%	1.38%	1.27%	1.29%	1.12%	1.05%	0.79%	1.10%	1.48%	1.06%	0.96%	0.94%	1.30%	0.87%	1.02%	1.11%	1.76%	0.82%	1.63%	1.09%	1.11%	0.79%	1.39%	1.28%	4.89%	1.39%	0.86%	3.53%									
18	Сурайкин Максим Александрович	946	9	1	8	7	7	7	5	6	10	18	5	15	10	9	15	16	4	6	6	14	15	11	1	9	8	10	12	16	13	20	11	0	8	6	0	2	11	10	12	5	4	13	8	14	9	13	11	7	14	14	8	7	14	9	8	3	13	9	15	7	11	7	7	12	5	4	8	8	15	9	9	7	8	14	16	9	12	8	12	14	7	14	13	6	9	7	12	13	21	14	15	11	4	3	3	5	4	5	2	6	6	0	6	6	1									
		0.75%	0.83%	0.22%	0.75%	0.63%	0.68%	0.55%	0.45%	0.37%	0.60%	1.02%	0.68%	0.90%	0.73%	0.58%	0.88%	1.35%	0.92%	0.78%	0.46%	0.85%	1.07%	0.54%	0.19%	0.54%	0.47%	0.61%	0.73%	1.25%	0.84%	1.34%	0.88%	0.00%	0.82%	0.79%	0.00%	0.66%	0.88%	0.79%	0.80%	0.32%	0.40%	1.12%	0.56%	0.78%	0.59%	0.84%	0.70%	0.78%	0.99%	0.99%	0.56%	0.79%	1.11%	0.82%	1.05%	0.27%	0.80%	1.07%	1.26%	0.79%	1.35%	0.58%	0.58%	1.05%	0.34%	0.45%	0.56%	0.83%	0.95%	0.81%	0.72%	0.54%	0.57%	0.86%	1.02%	0.59%	0.82%	0.68%	0.79%	1.18%	0.69%	0.92%	0.91%	0.40%	0.58%	0.52%	0.91%	0.84%	1.31%	0.91%	1.00%	0.75%	0.56%	0.88%	0.41%	0.91%	1.45%	0.46%	0.26%	0.46%	2.55%	0.00%	0.42%	0.86%	1.18%									
19	Титов Борис Юрьевич	912	11	5	10	7	9	9	10	9	10	17	4	20	10	7	9	9	5	7	8	15	12	14	1	14	11	13	9	5	9	14	8	4	10	5	0	1	12	12	10	13	7	9	11	11	14	6	9	4	19	16	9	9	10	8	7	12	20	8	10	5	7	8	7	4	15	9	5	9	21	10	12	6	12	13	10	13	11	5	6	7	5	6	10	10	10	3	13	7	12	5	4	20	3	3	5	1	0	4	3	10	1	1	7	7	0									
		0.73%	1.02%	1.09%	0.93%	0.63%	0.88%	0.71%	0.89%	0.55%	0.60%	0.96%	0.55%	1.20%	0.73%	0.45%	0.53%	0.76%	1.15%	0.90%	0.61%	0.91%	0.86%	0.69%	0.19%	0.84%	0.64%	0.79%	0.55%	0.39%	0.58%	0.94%	0.64%	1.00%	1.03%	0.66%	0.00%	0.33%	0.96%	0.95%	0.67%	0.84%	0.70%	0.78%	0.77%	0.61%	0.92%	0.39%	0.57%	0.44%	1.34%	1.14%	0.63%	1.01%	0.79%	0.73%	0.92%	1.07%	1.23%	0.95%	0.84%	0.56%	0.86%	0.66%	0.58%	0.35%	1.01%	1.02%	0.35%	0.94%	1.33%	0.90%	0.96%	0.46%	0.85%	0.80%	0.64%	0.85%	0.75%	0.42%	0.39%	0.59%	0.50%	0.39%	0.70%	0.66%	0.65%	0.22%	0.99%	0.45%	0.75%	0.32%	0.27%	1.36%	0.42%	0.88%	0.68%	0.18%	0.00%	0.37%	0.39%	0.77%	0.43%	0.44%	0.49%	1.00%	0.00%									
20	Явлинский Григорий Алексеевич	981	4	1	5	7	7	13	9	14	15	11	7	16	9	10	8	13	2	5	5	21	13	15	2	14	4	22	10	14	11	11	7	3	4	3	0	0	8	8	11	6	2	12	13	18	5	11	15	7	12	21	20	10	15	9	11	11	17	11	12	11	7	11	7	17	13	11	13	12	15	8	8	17	10	15	12	16	7	14	11	15	7	11	9	5	5	5	10	8	5	7	16	23	5	0	2	4	2	7	1	10	0	2	3	4	0									
		0.78%	0.37%	0.22%	0.47%	0.63%	0.68%	1.03%	0.81%	0.85%	0.90%	0.62%	0.95%	0.96%	0.66%	0.65%	0.47%	1.09%	0.46%	0.65%	0.38%	1.27%	0.93%	0.74%	0.37%	0.84%	0.23%	1.33%	0.61%	1.09%	0.71%	0.74%	0.56%	0.75%	0.41%	0.40%	0.00%	0.00%	0.64%	0.64%	0.73%	0.39%	0.20%	1.04%	0.91%	1.00%	0.33%	0.71%	0.95%	0.78%	0.85%	1.49%	1.41%	1.12%	1.19%	0.82%	1.45%	0.98%	1.04%	1.31%	1.00%	1.24%	0.86%	0.91%	0.58%	1.49%	0.87%	1.25%	0.90%	1.25%	0.95%	0.72%	0.64%	1.30%	0.71%	0.92%	0.76%	1.05%	0.48%	1.19%	0.72%	1.27%	0.69%	0.72%	0.63%	0.33%	0.32%	0.37%	0.76%	0.51%	0.31%	0.45%	1.07%	1.56%	0.70%	0.00%	0.27%	0.73%	0.72%	0.65%	0.13%	0.77%	0.00%	0.89%	0.21%	0.57%	0.00%									
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
																																																																																																																				
