Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Новомалыклинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	255	14	7	6	2	0	8	25	21	5	15	2	6	21	13	22	12	9	13	25	15	12	2									
		3.08%	5.62%	1.83%	1.90%	0.99%	0.00%	2.04%	2.99%	2.55%	3.65%	3.60%	0.88%	2.55%	3.39%	3.35%	5.07%	2.12%	2.95%	6.19%	5.48%	4.66%	2.59%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	99	1	5	0	1	1	5	9	12	1	5	1	2	11	11	7	5	0	1	7	4	9	1									
		1.20%	0.40%	1.31%	0.00%	0.50%	0.78%	1.27%	1.08%	1.46%	0.73%	1.20%	0.44%	0.85%	1.78%	2.84%	1.61%	0.88%	0.00%	0.48%	1.54%	1.24%	1.94%	0.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5031	176	227	259	126	110	283	396	417	68	243	184	140	293	211	287	408	208	147	289	165	280	114									
		60.86%	70.68%	59.42%	82.22%	62.38%	85.27%	72.01%	47.43%	50.73%	49.64%	58.27%	80.70%	59.57%	47.33%	54.38%	66.13%	72.08%	68.20%	70.00%	63.38%	51.24%	60.34%	72.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	25	2	0	0	4	2	0	2	6	0	1	0	0	0	1	1	2	0	1	0	2	1	0									
		0.30%	0.80%	0.00%	0.00%	1.98%	1.55%	0.00%	0.24%	0.73%	0.00%	0.24%	0.00%	0.00%	0.00%	0.26%	0.23%	0.35%	0.00%	0.48%	0.00%	0.62%	0.22%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	0	1	0	4	0	0	2	2	1	1	1	0	1	2	2	3	3	2	1	0	1	1									
		0.34%	0.00%	0.26%	0.00%	1.98%	0.00%	0.00%	0.24%	0.24%	0.73%	0.24%	0.44%	0.00%	0.16%	0.52%	0.46%	0.53%	0.98%	0.95%	0.22%	0.00%	0.22%	0.63%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1160	21	65	17	45	6	46	175	162	39	76	3	34	110	77	28	19	40	6	50	48	75	18									
		14.03%	8.43%	17.02%	5.40%	22.28%	4.65%	11.70%	20.96%	19.71%	28.47%	18.23%	1.32%	14.47%	17.77%	19.85%	6.45%	3.36%	13.11%	2.86%	10.96%	14.91%	16.16%	11.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	65	1	0	0	0	0	0	2	5	0	2	1	0	10	1	3	0	0	0	0	2	36	2									
		0.79%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.61%	0.00%	0.48%	0.44%	0.00%	1.62%	0.26%	0.69%	0.00%	0.00%	0.00%	0.00%	0.62%	7.76%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	50	6	0	0	0	0	0	6	10	1	1	1	4	4	5	2	1	0	2	1	4	2	0									
		0.60%	2.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	1.22%	0.73%	0.24%	0.44%	1.70%	0.65%	1.29%	0.46%	0.18%	0.00%	0.95%	0.22%	1.24%	0.43%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	1	0	0	0	0	1	0	0	1	0	0	0	1	4	2	1	0	0	1	0	0									
		0.16%	0.40%	0.26%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.26%	0.92%	0.35%	0.33%	0.00%	0.00%	0.31%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	0	2	0	0	0	3	4	16	0	3	2	4	7	2	1	6	1	0	7	0	1	1									
		0.73%	0.00%	0.52%	0.00%	0.00%	0.00%	0.76%	0.48%	1.95%	0.00%	0.72%	0.88%	1.70%	1.13%	0.52%	0.23%	1.06%	0.33%	0.00%	1.54%	0.00%	0.22%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1110	23	55	32	17	6	29	156	122	16	53	18	35	126	44	59	97	27	29	63	64	33	6									
		13.43%	9.24%	14.40%	10.16%	8.42%	4.65%	7.38%	18.68%	14.84%	11.68%	12.71%	7.89%	14.89%	20.36%	11.34%	13.59%	17.14%	8.85%	13.81%	13.82%	19.88%	7.11%	3.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	0	2	0	0	0	2	5	5	0	1	1	1	2	3	2	1	0	1	0	0	1	0									
		0.33%	0.00%	0.52%	0.00%	0.00%	0.00%	0.51%	0.60%	0.61%	0.00%	0.24%	0.44%	0.43%	0.32%	0.77%	0.46%	0.18%	0.00%	0.48%	0.00%	0.00%	0.22%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	143	2	10	0	1	4	8	12	18	1	5	4	0	16	9	10	4	4	7	8	7	9	4									
		1.73%	0.80%	2.62%	0.00%	0.50%	3.10%	2.04%	1.44%	2.19%	0.73%	1.20%	1.75%	0.00%	2.58%	2.32%	2.30%	0.71%	1.31%	3.33%	1.75%	2.17%	1.94%	2.53%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
