Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Можайская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436					
11	Число полученных открепительных  удостоверений	1950	40	40	40	20	40	40	40	40	40	40	55	40	40	40	40	40	40	40	20	20	20	20	40	40	40	20	40	40	40	20	40	40	40	20	20	40	20	40	40	40	20	40	20	40	40	40	40	20	40	20	20	20	40	40	40	55					
12	Число выданных открепительных удостоверений	702	6	10	0	3	21	9	8	4	10	12	12	13	7	23	11	31	38	8	1	20	2	10	23	28	23	11	4	6	22	0	9	9	12	1	0	9	4	11	18	12	1	20	0	34	10	4	18	3	40	14	17	5	13	12	11	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	497	9	13	8	6	9	10	36	3	15	7	5	6	7	10	12	14	8	8	4	1	8	15	6	8	50	2	2	4	2	8	10	9	7	15	6	11	3	3	5	12	15	11	3	20	8	5	5	7	9	12	6	4	5	6	1	3					
14	Число неиспользованных открепительных удостоверений	1248	34	30	40	17	19	31	32	36	30	28	43	27	33	17	29	9	2	32	19	0	18	10	17	12	17	9	36	34	18	20	31	31	28	19	20	31	16	29	22	28	19	20	20	6	30	36	22	17	0	6	3	15	27	28	29	16					
15	"Число открепительных удостоверений, выданных в ТИК"	41	1	3	0	0	0	1	2	0	1	0	0	0	2	2	1	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	2	3	0	0	0	2	0	0	1	0	0	2	0	1	0	2	2	0	0	0	1	0	3	2	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	. Глазьев Сергей Юрьевич	1390	33	28	4	27	41	36	51	28	34	55	70	49	41	56	58	30	49	33	4	26	5	11	6	15	42	15	12	10	13	2	59	20	29	8	3	28	13	17	31	30	4	32	8	33	2	15	28	1	12	6	2	9	29	26	17	44					
		4.04%	4.34%	2.92%	1.56%	5.41%	3.89%	4.88%	5.04%	4.44%	4.35%	5.78%	5.36%	6.22%	4.65%	4.35%	7.26%	3.93%	6.36%	5.30%	2.14%	5.23%	1.85%	3.25%	1.26%	2.81%	4.98%	3.46%	2.00%	1.68%	2.49%	1.82%	4.47%	2.66%	4.57%	3.65%	1.86%	3.87%	5.39%	3.36%	3.98%	4.71%	2.07%	6.32%	6.06%	3.68%	1.00%	2.04%	5.32%	0.88%	2.36%	5.04%	2.13%	3.72%	3.22%	3.04%	2.20%	3.21%					
19	. Малышкин Олег Александрович	692	18	39	0	4	29	10	17	21	17	15	27	19	17	20	7	17	11	9	5	4	7	14	11	15	16	8	3	11	5	1	31	27	15	8	5	11	7	6	21	14	3	8	6	17	4	12	9	3	9	2	11	5	9	19	11	22					
		2.01%	2.37%	4.06%	0.00%	0.80%	2.75%	1.36%	1.68%	3.33%	2.18%	1.58%	2.07%	2.41%	1.93%	1.56%	0.88%	2.23%	1.43%	1.44%	2.67%	0.80%	2.58%	4.14%	2.30%	2.81%	1.90%	1.85%	0.50%	1.85%	0.96%	0.91%	2.35%	3.59%	2.37%	3.65%	3.11%	1.52%	2.90%	1.19%	2.70%	2.20%	1.55%	1.58%	4.55%	1.90%	1.99%	1.63%	1.71%	2.65%	1.77%	1.68%	11.70%	2.07%	1.00%	2.22%	1.43%	1.60%					
20	. Миронов Сергей Михайлович	189	6	5	2	0	9	1	9	2	1	7	6	5	1	11	4	3	7	1	2	2	2	1	2	5	7	3	6	5	1	1	3	3	2	0	1	0	1	9	3	6	1	2	1	3	0	6	3	0	1	3	0	0	3	7	3	11					
		0.55%	0.79%	0.52%	0.78%	0.00%	0.85%	0.14%	0.89%	0.32%	0.13%	0.74%	0.46%	0.63%	0.11%	0.86%	0.50%	0.39%	0.91%	0.16%	1.07%	0.40%	0.74%	0.30%	0.42%	0.94%	0.83%	0.69%	1.00%	0.84%	0.19%	0.91%	0.23%	0.40%	0.32%	0.00%	0.62%	0.00%	0.41%	1.78%	0.39%	0.94%	0.52%	0.40%	0.76%	0.33%	0.00%	0.82%	0.57%	0.00%	0.20%	2.52%	0.00%	0.00%	0.33%	0.82%	0.39%	0.80%					
21	. Путин Владимир Владимирович	24925	533	674	172	350	737	488	710	462	553	635	901	505	645	927	589	532	544	458	140	382	214	216	374	358	628	342	509	387	408	82	975	509	474	153	135	551	172	381	558	446	138	373	98	613	156	617	385	90	410	73	74	181	672	482	616	1138					
		72.45%	70.04%	70.21%	67.19%	70.14%	69.92%	66.12%	70.23%	73.33%	70.81%	66.70%	68.99%	64.09%	73.21%	72.08%	73.72%	69.72%	70.65%	73.52%	74.87%	76.86%	78.97%	63.91%	78.24%	67.04%	74.41%	78.98%	84.83%	65.15%	78.01%	74.55%	73.86%	67.60%	74.76%	69.86%	83.85%	76.10%	71.37%	75.30%	71.63%	70.02%	71.50%	73.72%	74.24%	68.42%	77.61%	83.95%	73.19%	79.65%	80.71%	61.34%	78.72%	74.79%	74.50%	56.37%	79.90%	83.01%					
22	. Хакамада Ирина Муцуовна	876	23	29	4	8	31	31	35	27	24	38	42	39	48	42	27	28	15	11	2	12	11	5	5	13	17	1	3	12	10	0	22	33	18	13	4	6	1	5	12	10	2	13	3	30	0	6	9	1	3	3	1	7	25	13	11	32					
		2.55%	3.02%	3.02%	1.56%	1.60%	2.94%	4.20%	3.46%	4.29%	3.07%	3.99%	3.22%	4.95%	5.45%	3.27%	3.38%	3.67%	1.95%	1.77%	1.07%	2.41%	4.06%	1.48%	1.05%	2.43%	2.01%	0.23%	0.50%	2.02%	1.91%	0.00%	1.67%	4.38%	2.84%	5.94%	2.48%	0.83%	0.41%	0.99%	1.54%	1.57%	1.04%	2.57%	2.27%	3.35%	0.00%	0.82%	1.71%	0.88%	0.59%	2.52%	1.06%	2.89%	2.77%	1.52%	1.43%	2.33%					
23	. Харитонов Николай Михайлович	4613	117	83	46	94	155	119	149	61	99	151	183	124	83	169	79	120	108	84	27	51	26	81	61	98	98	53	55	151	63	20	168	80	74	24	13	100	45	72	110	92	36	52	16	167	36	65	63	16	58	27	6	32	140	165	69	79					
		13.41%	15.37%	8.65%	17.97%	18.84%	14.71%	16.12%	14.74%	9.68%	12.68%	15.86%	14.01%	15.74%	9.42%	13.14%	9.89%	15.73%	14.03%	13.48%	14.44%	10.26%	9.59%	23.96%	12.76%	18.35%	11.61%	12.24%	9.17%	25.42%	12.05%	18.18%	12.73%	10.62%	11.67%	10.96%	8.07%	13.81%	18.67%	14.23%	14.12%	14.44%	18.65%	10.28%	12.12%	18.64%	17.91%	8.84%	11.98%	14.16%	11.42%	22.69%	6.38%	13.22%	15.52%	19.30%	8.95%	5.76%					
																																																															
24	Против всех	1379	27	89	27	11	39	42	35	27	44	45	66	44	42	46	32	29	30	22	1	20	4	10	16	24	31	10	4	15	19	4	54	60	20	5	0	16	0	13	38	35	6	19	0	23	0	11	24	1	7	3	0	4	19	87	34	45					
		4.01%	3.55%	9.27%	10.55%	2.20%	3.70%	5.69%	3.46%	4.29%	5.63%	4.73%	5.05%	5.58%	4.77%	3.58%	4.01%	3.80%	3.90%	3.53%	0.53%	4.02%	1.48%	2.96%	3.35%	4.49%	3.67%	2.31%	0.67%	2.53%	3.63%	3.64%	4.09%	7.97%	3.15%	2.28%	0.00%	2.21%	0.00%	2.57%	4.88%	5.49%	3.11%	3.75%	0.00%	2.57%	0.00%	1.50%	4.56%	0.88%	1.38%	2.52%	0.00%	1.65%	2.11%	10.18%	4.41%	3.28%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
