Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																														
Дата голосования: 02.12.2007																																																														
																																																														
Наименование Избирательной комиссии:    район Люблино																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №3217	УИК №3218	УИК №3219	УИК №3220					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2950	70	50	50	70	50	50	50	50	50	50	50	50	50	50	60	50	50	55	80	50	80	50	70	70	80	70	80	50	50	50	50	95	50	50	50	70	50	50	50	50	60	60	50	50	50	70	50	50	50	80	80	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2163	53	44	42	43	34	40	42	28	35	39	19	39	37	45	52	38	50	40	58	38	55	42	55	49	53	44	50	23	27	44	49	89	41	41	34	53	39	32	38	33	48	46	22	34	34	56	50	46	3	54	63	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1623	26	35	3	20	17	13	11	26	20	29	13	7	17	15	18	16	13	16	3	28	17	7	24	22	22	0	53	6	66	3	18	21	14	22	7	23	57	21	15	14	15	19	92	168	119	109	44	49	23	17	12	65	65	31	17					
14	Число погашенных неиспользованных открепительных удостоверений	787	17	6	8	27	16	10	8	22	15	11	31	11	13	5	8	12	0	15	22	12	25	8	15	21	27	26	30	27	23	6	1	6	9	9	16	17	11	18	12	17	12	14	28	16	16	14	0	4	47	26	17	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	144	1	5	0	2	3	4	5	2	1	3	1	2	1	1	1	6	3	4	3	6	4	6	6	12	0	5	1	0	0	4	5	4	4	1	4	3	0	2	1	1	1	4	2	4	1	3	1	8	0	0	3	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
18	1.Политическая партия «Аграрная партия России»	1556	31	33	27	22	33	24	36	24	16	28	30	20	29	36	41	36	45	32	71	60	43	15	18	29	42	33	19	6	31	41	39	30	43	40	28	37	35	23	57	2	31	20	12	19	24	18	29	19	7	27	37	4	19	2	3					
		2.38%	2.13%	3.53%	2.29%	2.27%	3.62%	2.62%	3.32%	3.82%	2.36%	2.68%	3.09%	2.06%	2.56%	2.67%	2.81%	3.01%	2.99%	1.99%	4.02%	3.21%	2.58%	0.97%	1.35%	2.42%	2.70%	2.09%	1.33%	0.92%	3.04%	4.06%	3.01%	1.70%	3.36%	2.13%	2.31%	2.31%	2.76%	2.15%	3.82%	0.23%	2.08%	1.60%	1.38%	2.38%	2.71%	1.83%	2.22%	1.46%	0.39%	2.16%	2.96%	1.18%	2.99%	0.38%	0.78%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1203	42	27	21	20	20	13	21	3	11	13	17	22	26	24	29	14	25	18	30	26	27	27	29	14	30	39	53	0	22	22	31	36	18	23	21	41	24	16	38	17	34	27	31	20	10	13	15	17	6	26	27	3	11	3	10					
		1.84%	2.89%	2.89%	1.78%	2.06%	2.20%	1.42%	1.94%	0.48%	1.62%	1.24%	1.75%	2.27%	2.29%	1.78%	1.99%	1.17%	1.66%	1.12%	1.70%	1.39%	1.62%	1.74%	2.17%	1.17%	1.93%	2.47%	3.70%	0.00%	2.15%	2.18%	2.40%	2.04%	1.41%	1.22%	1.73%	2.55%	1.89%	1.50%	2.54%	1.97%	2.28%	2.16%	3.57%	2.50%	1.13%	1.32%	1.15%	1.30%	0.34%	2.08%	2.16%	0.88%	1.73%	0.56%	2.60%					
20	3.Политическая партия «Демократическая партия России»	132	2	0	2	0	1	1	2	2	2	2	0	0	2	1	2	1	1	4	2	1	0	3	1	1	1	8	6	2	1	3	4	2	0	3	3	2	2	1	32	1	2	2	1	1	2	1	0	4	1	5	1	0	1	2	5					
		0.20%	0.14%	0.00%	0.17%	0.00%	0.11%	0.11%	0.18%	0.32%	0.29%	0.19%	0.00%	0.00%	0.18%	0.07%	0.14%	0.08%	0.07%	0.25%	0.11%	0.05%	0.00%	0.19%	0.07%	0.08%	0.06%	0.51%	0.42%	0.31%	0.10%	0.30%	0.31%	0.11%	0.00%	0.16%	0.25%	0.12%	0.16%	0.09%	2.14%	0.12%	0.13%	0.16%	0.12%	0.13%	0.23%	0.10%	0.00%	0.31%	0.06%	0.40%	0.08%	0.00%	0.16%	0.38%	1.30%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6934	180	150	98	108	129	166	129	94	70	94	127	87	153	170	177	71	193	170	202	168	145	264	108	140	148	136	147	74	105	97	165	144	172	165	93	184	169	105	127	98	123	129	77	74	78	70	92	89	126	202	190	30	64	50	18					
		10.60%	12.37%	16.06%	8.31%	11.12%	14.16%	18.10%	11.89%	14.94%	10.31%	8.99%	13.08%	8.98%	13.50%	12.62%	12.12%	5.93%	12.83%	10.62%	11.45%	8.98%	8.69%	17.05%	8.09%	11.69%	9.50%	8.60%	10.27%	11.30%	10.28%	9.61%	12.75%	8.14%	13.44%	8.79%	7.66%	11.46%	13.33%	9.81%	8.50%	11.34%	8.26%	10.33%	8.86%	9.25%	8.81%	7.13%	7.04%	6.82%	7.04%	16.17%	15.21%	8.82%	10.08%	9.42%	4.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	944	46	22	22	7	24	12	22	8	7	8	14	7	7	15	26	11	39	14	24	21	12	12	22	15	17	28	43	12	18	13	18	16	17	15	24	17	26	7	41	0	43	25	19	16	15	11	15	15	8	15	17	0	7	2	7					
		1.44%	3.16%	2.36%	1.86%	0.72%	2.63%	1.31%	2.03%	1.27%	1.03%	0.77%	1.44%	0.72%	0.62%	1.11%	1.78%	0.92%	2.59%	0.87%	1.36%	1.12%	0.72%	0.78%	1.65%	1.25%	1.09%	1.77%	3.00%	1.83%	1.76%	1.29%	1.39%	0.90%	1.33%	0.80%	1.98%	1.06%	2.05%	0.65%	2.74%	0.00%	2.89%	2.00%	2.19%	2.00%	1.69%	1.12%	1.15%	1.15%	0.45%	1.20%	1.36%	0.00%	1.10%	0.38%	1.82%					
23	6.Политическая партия «Партия социальной справедливости»	370	5	6	3	3	11	4	8	3	1	5	3	3	4	3	4	1	3	4	3	13	9	96	5	7	4	4	7	2	8	3	6	6	4	4	3	3	5	4	39	4	12	1	2	1	5	2	0	4	5	2	13	2	4	3	1					
		0.57%	0.34%	0.64%	0.25%	0.31%	1.21%	0.44%	0.74%	0.48%	0.15%	0.48%	0.31%	0.31%	0.35%	0.22%	0.27%	0.08%	0.20%	0.25%	0.17%	0.70%	0.54%	6.20%	0.37%	0.58%	0.26%	0.25%	0.49%	0.31%	0.78%	0.30%	0.46%	0.34%	0.31%	0.21%	0.25%	0.19%	0.39%	0.37%	2.61%	0.46%	0.81%	0.08%	0.23%	0.13%	0.56%	0.20%	0.00%	0.31%	0.28%	0.16%	1.04%	0.59%	0.63%	0.56%	0.26%					
24	7.Политическая партия «Либерально-демократическая партия России»	4786	122	67	73	72	69	76	86	56	53	66	78	65	79	86	81	72	72	91	115	124	118	6	102	94	100	144	142	12	77	113	108	149	80	102	85	112	98	80	30	32	98	99	96	71	67	106	98	108	193	104	98	16	69	42	134					
		7.32%	8.38%	7.17%	6.19%	7.42%	7.57%	8.29%	7.93%	8.90%	7.81%	6.32%	8.03%	6.71%	6.97%	6.38%	5.55%	6.02%	4.79%	5.68%	6.52%	6.63%	7.07%	0.39%	7.64%	7.85%	6.42%	9.10%	9.92%	1.83%	7.54%	11.20%	8.35%	8.43%	6.25%	5.43%	7.00%	6.98%	7.73%	7.48%	2.01%	3.70%	6.58%	7.93%	11.05%	8.88%	7.57%	10.79%	7.50%	8.28%	10.79%	8.33%	7.85%	4.71%	10.87%	7.91%	34.90%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3935	116	78	100	69	70	76	99	55	46	76	70	63	85	105	104	81	40	104	110	132	31	3	93	67	108	87	110	12	91	62	76	85	89	88	55	126	112	63	47	3	82	77	64	60	51	55	77	79	44	86	90	9	31	31	12					
		6.01%	7.97%	8.35%	8.47%	7.11%	7.68%	8.29%	9.12%	8.74%	6.77%	7.27%	7.21%	6.50%	7.50%	7.80%	7.12%	6.77%	2.66%	6.50%	6.24%	7.06%	1.86%	0.19%	6.97%	5.59%	6.93%	5.50%	7.68%	1.83%	8.91%	6.14%	5.87%	4.81%	6.95%	4.69%	4.53%	7.85%	8.83%	5.89%	3.15%	0.35%	5.50%	6.16%	7.36%	7.50%	5.76%	5.60%	5.90%	6.05%	2.46%	6.89%	7.21%	2.65%	4.88%	5.84%	3.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	815	24	11	17	8	10	10	10	9	8	9	11	9	19	27	7	16	24	15	21	33	20	22	7	17	24	7	22	2	7	8	24	13	22	18	8	18	21	10	61	10	28	16	12	8	14	7	11	6	17	13	24	2	9	5	4					
		1.25%	1.65%	1.18%	1.44%	0.82%	1.10%	1.09%	0.92%	1.43%	1.18%	0.86%	1.13%	0.93%	1.68%	2.00%	0.48%	1.34%	1.60%	0.94%	1.19%	1.76%	1.20%	1.42%	0.52%	1.42%	1.54%	0.44%	1.54%	0.31%	0.69%	0.79%	1.85%	0.74%	1.72%	0.96%	0.66%	1.12%	1.66%	0.93%	4.08%	1.16%	1.88%	1.28%	1.38%	1.00%	1.58%	0.71%	0.84%	0.46%	0.95%	1.04%	1.92%	0.59%	1.42%	0.94%	1.04%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	41812	761	499	742	618	487	484	600	337	430	695	584	645	701	807	908	839	987	1102	1111	1202	1187	1070	899	768	1017	1029	767	516	621	587	744	1238	783	1363	854	966	708	729	983	678	949	770	507	493	588	656	927	927	1334	717	690	261	393	382	172					
		63.91%	52.30%	53.43%	62.88%	63.65%	53.46%	52.78%	55.30%	53.58%	63.33%	66.51%	60.14%	66.56%	61.87%	59.91%	62.19%	70.09%	65.63%	68.83%	62.98%	64.28%	71.16%	69.12%	67.34%	64.11%	65.28%	65.04%	53.56%	78.78%	60.82%	58.18%	57.50%	70.02%	61.17%	72.58%	70.35%	60.19%	55.84%	68.13%	65.80%	78.47%	63.69%	61.65%	58.34%	61.63%	66.44%	66.80%	70.98%	71.03%	74.57%	57.41%	55.24%	76.76%	61.89%	71.94%	44.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1995	110	28	51	37	48	31	50	27	23	28	27	36	20	51	59	33	48	29	50	47	42	10	37	27	45	49	65	11	27	52	62	40	24	46	35	78	52	20	11	2	67	68	35	25	21	32	29	21	21	27	38	7	19	7	10					
		3.05%	7.56%	2.99%	4.32%	3.81%	5.27%	3.38%	4.61%	4.29%	3.39%	2.68%	2.78%	3.72%	1.77%	3.79%	4.04%	2.76%	3.19%	1.81%	2.83%	2.51%	2.52%	0.65%	2.77%	2.25%	2.89%	3.10%	4.54%	1.68%	2.64%	5.15%	4.79%	2.26%	1.88%	2.45%	2.88%	4.86%	4.10%	1.87%	0.74%	0.23%	4.50%	5.44%	4.03%	3.13%	2.37%	3.26%	2.22%	1.61%	1.17%	2.16%	3.04%	2.06%	2.99%	1.32%	2.60%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
