Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																														
Дата голосования: 04.12.2011																																																														
																																																														
Наименование Избирательной комиссии:    район Люблино																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
		Сумма	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №3310	УИК №3311	УИК №3312	УИК №3313					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2450	60	30	20	49	40	40	40	20	30	30	20	50	40	60	65	30	40	60	50	30	60	40	65	65	60	70	45	35	25	45	30	50	40	40	40	80	40	60	40	40	61	70	50	40	40	40	60	60	55	130	70	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	985	27	0	7	30	6	13	13	14	23	11	0	14	10	4	32	19	0	8	9	28	29	24	26	13	11	32	38	17	5	16	15	24	45	11	12	20	20	30	6	14	21	20	9	19	19	14	17	27	18	38	19	33	53	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	3	0	1	0	1	1	1	2	0	2	0	0	1	1	1	1	1	3	3	0	2	0	1	1	1	0	0	0	0	0	2	0	0	1	2	2	1	2	1	1	3	2	0	1	1	0	1	3	3	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7042	124	20	107	151	50	158	187	93	76	129	61	129	158	130	226	125	145	196	218	139	150	166	154	138	162	181	149	75	72	162	141	146	122	160	119	165	80	110	85	120	104	186	201	123	84	63	141	130	158	210	204	29	55	71	4					
		10.72%	7.43%	1.57%	16.93%	18.97%	5.29%	17.63%	18.76%	14.20%	11.08%	16.67%	7.55%	17.27%	10.54%	8.67%	15.08%	12.43%	10.98%	16.65%	12.17%	8.81%	11.36%	10.61%	8.29%	8.27%	8.62%	13.18%	17.01%	9.18%	9.40%	13.80%	14.55%	11.51%	8.47%	9.85%	10.81%	10.74%	6.54%	9.10%	7.91%	11.86%	6.28%	14.08%	15.75%	9.46%	7.71%	6.01%	10.10%	8.16%	9.37%	10.89%	11.15%	9.15%	13.51%	14.20%	1.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7422	142	30	92	108	96	139	149	113	72	101	84	121	171	170	161	129	74	162	214	170	177	144	216	182	208	154	132	87	37	71	100	124	116	180	144	190	242	127	115	144	195	172	189	124	111	93	145	185	210	202	236	21	76	60	15					
		11.29%	8.51%	2.35%	14.56%	13.57%	10.15%	15.51%	14.94%	17.25%	10.50%	13.05%	10.40%	16.20%	11.41%	11.33%	10.74%	12.82%	5.61%	13.76%	11.95%	10.78%	13.40%	9.20%	11.63%	10.91%	11.07%	11.22%	15.07%	10.65%	4.83%	6.05%	10.32%	9.78%	8.06%	11.08%	13.08%	12.37%	19.77%	10.50%	10.70%	14.23%	11.78%	13.02%	14.81%	9.54%	10.19%	8.87%	10.39%	11.61%	12.46%	10.47%	12.90%	6.62%	18.67%	12.00%	4.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1189	30	2	9	15	12	14	23	10	12	12	17	15	14	53	17	19	158	25	20	38	17	17	12	12	28	18	16	11	5	19	12	18	6	15	11	35	17	2	9	14	23	28	26	17	10	39	64	70	24	35	31	2	4	6	1					
		1.81%	1.80%	0.16%	1.42%	1.88%	1.27%	1.56%	2.31%	1.53%	1.75%	1.55%	2.10%	2.01%	0.93%	3.53%	1.13%	1.89%	11.97%	2.12%	1.12%	2.41%	1.29%	1.09%	0.65%	0.72%	1.49%	1.31%	1.83%	1.35%	0.65%	1.62%	1.24%	1.42%	0.42%	0.92%	0.99%	2.28%	1.39%	0.17%	0.84%	1.38%	1.39%	2.12%	2.04%	1.31%	0.92%	3.72%	4.58%	4.39%	1.42%	1.81%	1.69%	0.63%	0.98%	1.20%	0.28%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11423	190	212	179	174	184	208	250	142	120	138	103	166	425	190	313	199	185	296	293	254	240	313	227	268	273	224	216	98	45	205	207	198	219	195	170	200	238	205	154	140	282	275	358	187	204	211	163	230	212	407	403	40	63	118	14					
		17.38%	11.39%	16.60%	28.32%	21.86%	19.45%	23.21%	25.08%	21.68%	17.49%	17.83%	12.75%	22.22%	28.35%	12.67%	20.88%	19.78%	14.02%	25.15%	16.36%	16.11%	18.17%	20.00%	12.22%	16.07%	14.53%	16.31%	24.66%	11.99%	5.87%	17.46%	21.36%	15.62%	15.21%	12.00%	15.44%	13.02%	19.44%	16.96%	14.33%	13.83%	17.04%	20.82%	28.06%	14.38%	18.73%	20.11%	11.68%	14.44%	12.57%	21.10%	22.02%	12.62%	15.48%	23.60%	3.89%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3443	91	1	70	76	78	77	109	47	45	56	54	72	70	81	63	69	17	108	44	62	66	90	88	81	129	76	136	19	8	14	98	113	58	20	52	62	9	5	45	36	97	136	135	9	57	52	122	18	66	123	91	9	17	16	0					
		5.24%	5.46%	0.08%	11.08%	9.55%	8.25%	8.59%	10.93%	7.18%	6.56%	7.24%	6.68%	9.64%	4.67%	5.40%	4.20%	6.86%	1.29%	9.18%	2.46%	3.93%	4.99%	5.75%	4.74%	4.86%	6.87%	5.54%	15.53%	2.33%	1.04%	1.19%	10.11%	8.91%	4.03%	1.23%	4.72%	4.04%	0.74%	0.41%	4.19%	3.56%	5.86%	10.30%	10.58%	0.69%	5.23%	4.96%	8.74%	1.13%	3.91%	6.38%	4.97%	2.84%	4.18%	3.20%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	33596	1051	1006	161	255	508	276	255	231	344	280	472	227	651	820	668	440	717	353	947	836	656	797	1057	955	1030	694	208	509	594	678	386	630	914	1024	586	850	613	689	650	530	911	489	352	818	601	552	708	930	1009	897	843	214	181	217	326					
		51.12%	63.01%	78.78%	25.47%	32.04%	53.70%	30.80%	25.58%	35.27%	50.15%	36.18%	58.42%	30.39%	43.43%	54.67%	44.56%	43.74%	54.32%	29.99%	52.88%	53.01%	49.66%	50.93%	56.89%	57.25%	54.82%	50.55%	23.74%	62.30%	77.55%	57.75%	39.83%	49.68%	63.47%	63.02%	53.22%	55.34%	50.08%	56.99%	60.47%	52.37%	55.05%	37.02%	27.59%	62.92%	55.19%	52.62%	50.72%	58.38%	59.85%	46.50%	46.07%	67.51%	44.47%	43.40%	90.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	659	12	1	3	4	0	5	14	8	2	17	15	5	10	56	14	7	6	16	42	49	6	10	11	6	14	16	7	7	5	8	4	7	5	9	7	34	7	7	5	12	16	13	15	12	9	20	28	30	7	18	10	1	4	3	0					
		1.00%	0.72%	0.08%	0.47%	0.50%	0.00%	0.56%	1.40%	1.22%	0.29%	2.20%	1.86%	0.67%	0.67%	3.73%	0.93%	0.70%	0.45%	1.36%	2.35%	3.11%	0.45%	0.64%	0.59%	0.36%	0.75%	1.17%	0.80%	0.86%	0.65%	0.68%	0.41%	0.55%	0.35%	0.55%	0.64%	2.21%	0.57%	0.58%	0.47%	1.19%	0.97%	0.98%	1.18%	0.92%	0.83%	1.91%	2.01%	1.88%	0.42%	0.93%	0.55%	0.32%	0.98%	0.60%	0.00%					
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
																																																														
