Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    район Проспект Вернадского																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №3762									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	364	11	21	12	18	17	13	23	27	14	13	17	30	32	25	21	9	19	32	9	1									
		2.82%	1.99%	3.03%	2.47%	2.48%	4.02%	2.08%	3.63%	3.87%	1.70%	2.17%	2.29%	3.10%	4.85%	4.33%	3.58%	1.89%	2.58%	4.03%	0.98%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	545	13	14	13	61	26	18	27	32	30	24	11	55	42	30	23	15	27	70	13	1									
		4.23%	2.36%	2.02%	2.67%	8.40%	6.15%	2.88%	4.26%	4.58%	3.65%	4.01%	1.48%	5.69%	6.36%	5.20%	3.92%	3.14%	3.66%	8.81%	1.42%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	0	0	2	2	2	0	1	0	1	1	6	0	6	1	0	1	4	1	1									
		0.23%	0.18%	0.00%	0.00%	0.28%	0.47%	0.32%	0.00%	0.14%	0.00%	0.17%	0.13%	0.62%	0.00%	1.04%	0.17%	0.00%	0.14%	0.50%	0.11%	0.56%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1563	15	14	72	12	68	68	98	103	46	19	82	172	110	74	66	76	107	151	209	1									
		12.12%	2.72%	2.02%	14.81%	1.65%	16.08%	10.88%	15.46%	14.76%	5.59%	3.18%	11.05%	17.79%	16.67%	12.82%	11.24%	15.93%	14.52%	18.99%	22.84%	0.56%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1671	105	32	76	92	52	113	91	90	107	68	84	146	88	93	76	62	118	158	16	4									
		12.96%	19.02%	4.62%	15.64%	12.67%	12.29%	18.08%	14.35%	12.89%	13.00%	11.37%	11.32%	15.10%	13.33%	16.12%	12.95%	12.99%	16.01%	19.87%	1.75%	2.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	4	4	4	5	0	2	0	1	4	2	1	5	2	4	6	7	2	3	4	2									
		0.48%	0.72%	0.58%	0.82%	0.69%	0.00%	0.32%	0.00%	0.14%	0.49%	0.33%	0.13%	0.52%	0.30%	0.69%	1.02%	1.47%	0.27%	0.38%	0.44%	1.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	552	17	14	27	33	24	25	28	34	50	35	14	64	36	30	30	22	37	28	2	2									
		4.28%	3.08%	2.02%	5.56%	4.55%	5.67%	4.00%	4.42%	4.87%	6.08%	5.85%	1.89%	6.62%	5.45%	5.20%	5.11%	4.61%	5.02%	3.52%	0.22%	1.13%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
