Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																								
Дата голосования: 07.12.2003 0:00:00																																																																								
																																																																								
Наименование Избирательной комиссии:    Новосибирская																																																																								
																																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																								
																																																																								
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
		0.22%	0.12%	0.18%	0.16%	0.20%	0.13%	0.08%	0.17%	0.15%	0.39%	0.32%	0.07%	0.09%	0.0%	0.77%	1.07%	0.0%	0.0%	0.43%	0.0%	0.28%	0.31%	0.0%	0.10%	0.0%	0.43%	0.22%	0.0%	0.24%	0.23%	0.0%	0.16%	0.22%	0.39%	0.62%	0.0%	1.10%	0.0%	0.05%	0.70%	0.48%	0.0%	0.16%	0.22%	0.42%	0.33%	0.63%	0.0%	0.0%	0.0%	1.11%	0.0%	0.24%	0.34%	1.03%	0.0%	0.60%	0.39%	0.21%	0.0%	0.0%	0.08%	0.0%	0.21%	0.59%	0.68%					
24	"7. ""Новый курс - Автомобильная Россия"""	284	10	10	14	15	6	11	7	13	4	5	11	7	0	3	3	0	1	1	0	6	5	2	6	0	5	0	0	6	7	6	2	6	2	1	2	0	0	10	0	6	2	14	9	4	1	4	5	0	4	5	9	2	0	2	0	0	2	2	0	1	2	1	1	19	2					
		0.61%	0.63%	0.62%	0.76%	0.77%	0.40%	0.97%	0.60%	0.97%	0.52%	0.82%	0.79%	0.63%	0.0%	0.46%	0.53%	0.0%	0.12%	0.43%	0.0%	0.57%	0.51%	1.04%	0.62%	0.0%	1.07%	0.0%	0.0%	0.48%	0.54%	0.44%	0.33%	0.68%	0.39%	0.62%	0.82%	0.0%	0.0%	0.59%	0.0%	0.72%	0.53%	1.16%	1.00%	0.56%	0.33%	1.26%	0.60%	0.0%	0.42%	1.85%	0.71%	0.24%	0.0%	1.03%	0.0%	0.0%	0.13%	0.42%	0.0%	0.74%	0.17%	0.44%	0.21%	1.89%	1.37%					
25	"8. ""Народно-республиканская партия России"""	67	0	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	2	2	1	2	5	2	2	1	2	1	2	2	4	1	1	0	0	2	0	0	1	1	1	0	2	3	1	1	3	0	0	1	1	2	2	0	0	1	4	1	0	0	3	1	0	0	0					
		0.14%	0.0%	0.0%	0.0%	0.05%	0.06%	0.0%	0.08%	0.07%	0.13%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.70%	0.19%	0.10%	1.04%	0.52%	1.19%	0.43%	0.22%	2.02%	0.08%	0.15%	0.14%	0.67%	0.11%	0.19%	0.0%	0.0%	1.10%	0.0%	0.0%	0.23%	0.12%	0.26%	0.0%	0.22%	0.42%	0.33%	0.31%	0.36%	0.0%	0.0%	0.37%	0.07%	0.24%	0.69%	0.0%	0.0%	0.60%	0.26%	0.21%	0.0%	0.0%	0.26%	0.44%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	198	4	10	16	13	5	15	7	7	3	5	7	4	0	3	1	0	2	0	0	4	6	1	3	0	1	2	2	5	10	1	4	7	0	1	0	2	1	1	0	2	0	10	1	2	0	0	5	0	5	0	1	2	0	0	1	0	0	3	0	1	2	2	1	7	0					
		0.42%	0.25%	0.62%	0.87%	0.67%	0.33%	1.32%	0.60%	0.52%	0.39%	0.82%	0.50%	0.36%	0.0%	0.46%	0.17%	0.0%	0.24%	0.0%	0.0%	0.38%	0.62%	0.52%	0.31%	0.0%	0.21%	0.44%	2.02%	0.40%	0.78%	0.07%	0.67%	0.79%	0.0%	0.62%	0.0%	1.10%	1.92%	0.05%	0.0%	0.24%	0.0%	0.82%	0.11%	0.28%	0.0%	0.0%	0.60%	0.0%	0.53%	0.0%	0.07%	0.24%	0.0%	0.0%	0.65%	0.0%	0.0%	0.64%	0.0%	0.74%	0.17%	0.89%	0.21%	0.69%	0.0%					
27	"10. ""Аграрная партия России"""	1993	37	34	46	35	36	26	20	21	26	17	43	27	2	35	37	0	68	16	7	50	46	12	247	3	13	20	1	40	37	61	16	30	22	7	12	4	2	36	14	28	19	19	50	24	8	16	19	2	33	5	24	30	11	5	2	2	342	18	3	11	41	11	32	21	11					
		4.29%	2.33%	2.11%	2.50%	1.80%	2.42%	2.30%	1.74%	1.57%	3.38%	2.80%	3.12%	2.44%	0.92%	5.40%	6.64%	0.0%	8.32%	6.98%	5.98%	4.79%	4.77%	6.25%	25.72%	1.79%	2.80%	4.41%	1.01%	3.23%	2.90%	4.55%	2.71%	3.41%	4.39%	4.37%	4.97%	2.20%	3.84%	2.13%	3.27%	3.37%	5.12%	1.57%	5.56%	3.38%	2.64%	5.07%	2.30%	0.98%	3.52%	1.85%	1.91%	3.67%	3.80%	2.57%	1.30%	1.21%	22.76%	3.84%	3.61%	8.14%	3.58%	4.93%	6.94%	2.09%	7.58%					
28	"11. ""Истинные патриоты России"""	37	0	0	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	2	1	4	0	0	0	1	0	2	0	1	0	0	0	3	0	2	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	2	0	0	3	0					
		0.07%	0.0%	0.0%	0.05%	0.0%	0.06%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	0.0%	0.09%	0.20%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.16%	0.07%	0.29%	0.0%	0.0%	0.0%	0.62%	0.0%	1.10%	0.0%	0.05%	0.0%	0.0%	0.0%	0.24%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.07%	0.12%	0.0%	0.0%	0.0%	0.0%	0.06%	0.21%	0.0%	0.0%	0.17%	0.0%	0.0%	0.29%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	436	6	18	10	8	4	8	6	9	2	7	13	3	3	8	8	0	2	5	0	18	15	1	5	0	7	3	2	17	14	11	10	2	9	2	3	2	0	10	2	10	11	4	5	7	1	3	8	0	4	3	27	5	48	3	4	3	8	2	1	0	6	1	7	11	1					
		0.93%	0.37%	1.12%	0.54%	0.41%	0.26%	0.70%	0.52%	0.67%	0.26%	1.15%	0.94%	0.27%	1.38%	1.23%	1.43%	0.0%	0.24%	2.18%	0.0%	1.72%	1.55%	0.52%	0.52%	0.0%	1.51%	0.66%	2.02%	1.37%	1.09%	0.82%	1.69%	0.22%	1.79%	1.25%	1.24%	1.10%	0.0%	0.59%	0.46%	1.20%	2.96%	0.33%	0.55%	0.98%	0.33%	0.95%	0.96%	0.0%	0.42%	1.11%	2.14%	0.61%	16.60%	1.54%	2.61%	1.82%	0.53%	0.42%	1.20%	0.0%	0.52%	0.44%	1.51%	1.09%	0.68%					
30	"13. ""Демократическая партия России"""	120	1	13	3	5	3	1	1	1	2	0	3	1	0	1	5	0	2	1	0	5	0	1	2	0	2	3	0	2	1	2	6	1	1	0	2	3	0	4	0	6	0	1	2	1	0	0	3	2	4	2	4	1	0	0	0	0	1	4	2	0	2	2	1	3	1					
		0.25%	0.06%	0.81%	0.16%	0.25%	0.20%	0.08%	0.08%	0.07%	0.26%	0.0%	0.21%	0.09%	0.0%	0.15%	0.89%	0.0%	0.24%	0.43%	0.0%	0.47%	0.0%	0.52%	0.20%	0.0%	0.43%	0.66%	0.0%	0.16%	0.07%	0.14%	1.01%	0.11%	0.19%	0.0%	0.82%	1.65%	0.0%	0.23%	0.0%	0.72%	0.0%	0.08%	0.22%	0.14%	0.0%	0.0%	0.36%	0.98%	0.42%	0.74%	0.31%	0.12%	0.0%	0.0%	0.0%	0.0%	0.06%	0.85%	2.40%	0.0%	0.17%	0.89%	0.21%	0.29%	0.68%					
31	"14. ""Великая Россия - Евразийский Союз"""	100	5	0	3	4	2	1	0	3	1	2	4	2	1	2	0	0	3	0	1	0	0	0	4	0	2	0	1	0	0	1	2	2	1	1	0	0	0	4	1	2	1	1	3	1	0	2	3	0	0	3	5	3	0	0	1	0	5	2	0	2	5	0	0	8	0					
		0.21%	0.31%	0.0%	0.16%	0.20%	0.13%	0.08%	0.0%	0.22%	0.13%	0.32%	0.29%	0.18%	0.46%	0.30%	0.0%	0.0%	0.36%	0.0%	0.85%	0.0%	0.0%	0.0%	0.41%	0.0%	0.43%	0.0%	1.01%	0.0%	0.0%	0.07%	0.33%	0.22%	0.19%	0.62%	0.0%	0.0%	0.0%	0.23%	0.23%	0.24%	0.26%	0.08%	0.33%	0.14%	0.0%	0.63%	0.36%	0.0%	0.0%	1.11%	0.39%	0.36%	0.0%	0.0%	0.65%	0.0%	0.33%	0.42%	0.0%	1.48%	0.43%	0.0%	0.0%	0.79%	0.0%					
32	"15. ""Партия СЛОН"""	97	4	4	6	2	3	2	3	5	2	4	3	0	0	0	0	0	1	3	0	2	1	2	0	0	1	1	2	2	4	2	2	3	1	0	0	0	1	2	0	1	1	2	2	1	1	0	5	0	1	0	3	0	0	1	0	0	2	1	0	1	0	1	0	6	0					
		0.20%	0.25%	0.24%	0.32%	0.10%	0.20%	0.17%	0.26%	0.37%	0.26%	0.65%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	1.31%	0.0%	0.19%	0.10%	1.04%	0.0%	0.0%	0.21%	0.22%	2.02%	0.16%	0.31%	0.14%	0.33%	0.34%	0.19%	0.0%	0.0%	0.0%	1.92%	0.11%	0.0%	0.12%	0.26%	0.16%	0.22%	0.14%	0.33%	0.0%	0.60%	0.0%	0.10%	0.0%	0.23%	0.0%	0.0%	0.51%	0.0%	0.0%	0.13%	0.21%	0.0%	0.74%	0.0%	0.44%	0.0%	0.59%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3767	245	220	246	234	179	135	189	169	59	31	99	72	14	32	29	3	49	14	5	82	74	9	45	9	36	29	2	98	96	78	32	66	30	11	5	7	2	153	21	64	21	67	54	57	28	18	35	9	69	12	101	61	10	12	20	3	61	34	5	6	61	2	15	27	6					
		8.11%	15.43%	13.71%	13.37%	12.07%	12.05%	11.94%	16.46%	12.69%	7.69%	5.10%	7.18%	6.51%	6.45%	4.93%	5.20%	2.60%	5.99%	6.11%	4.27%	7.86%	7.67%	4.68%	4.68%	5.38%	7.77%	6.40%	2.02%	7.93%	7.52%	5.82%	5.42%	7.51%	5.98%	6.87%	2.07%	3.86%	3.84%	9.09%	4.90%	7.71%	5.66%	5.55%	6.01%	8.05%	9.27%	5.71%	4.24%	4.41%	7.36%	4.46%	8.04%	7.47%	3.46%	6.18%	13.07%	1.82%	4.06%	7.26%	6.02%	4.44%	5.32%	0.89%	3.25%	2.68%	4.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	142	2	2	3	1	1	0	0	2	0	0	1	4	0	20	0	0	1	4	0	0	5	1	5	1	1	0	0	2	4	8	7	4	5	1	1	1	0	4	1	1	3	1	3	3	0	3	7	1	3	2	3	5	1	0	0	0	4	3	0	0	3	0	0	3	1					
		0.30%	0.12%	0.12%	0.16%	0.05%	0.06%	0.0%	0.0%	0.15%	0.0%	0.0%	0.07%	0.36%	0.0%	3.08%	0.0%	0.0%	0.12%	1.74%	0.0%	0.0%	0.51%	0.52%	0.52%	0.59%	0.21%	0.0%	0.0%	0.16%	0.31%	0.59%	1.18%	0.45%	0.99%	0.62%	0.41%	0.55%	0.0%	0.23%	0.23%	0.12%	0.80%	0.08%	0.33%	0.42%	0.0%	0.95%	0.84%	0.49%	0.32%	0.74%	0.23%	0.61%	0.34%	0.0%	0.0%	0.0%	0.26%	0.64%	0.0%	0.0%	0.26%	0.0%	0.0%	0.29%	0.68%					
35	"18. ""ЛДПР"""	5804	134	104	138	127	70	113	62	97	70	68	162	163	28	83	51	28	143	31	18	160	163	25	78	23	60	66	8	179	254	210	80	113	76	53	49	34	5	241	57	79	52	266	82	101	42	44	170	23	150	33	173	81	41	39	18	15	189	54	5	29	148	28	84	200	34					
		12.50%	8.44%	6.48%	7.50%	6.55%	4.71%	10.0%	5.40%	7.28%	9.12%	11.20%	11.75%	14.75%	12.90%	12.80%	9.15%	24.34%	17.50%	13.53%	15.38%	15.35%	16.90%	13.02%	8.12%	13.77%	12.95%	14.56%	8.08%	14.49%	19.92%	15.67%	13.55%	12.87%	15.16%	33.12%	20.33%	18.78%	9.61%	14.31%	13.31%	9.51%	14.01%	22.05%	9.13%	14.26%	13.90%	13.96%	20.60%	11.27%	16.00%	12.26%	13.77%	9.92%	14.18%	20.10%	11.76%	9.14%	12.58%	11.53%	6.02%	21.48%	12.92%	12.55%	18.22%	19.92%	23.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	926	25	37	26	30	28	24	36	45	22	13	33	36	7	15	9	3	15	3	1	26	11	3	11	6	9	8	1	16	18	18	16	15	13	4	8	3	1	43	16	14	10	17	6	10	7	8	18	3	14	0	21	12	11	5	3	3	34	9	1	4	33	6	1	22	0					
		1.99%	1.57%	2.30%	1.41%	1.54%	1.88%	2.12%	3.13%	3.38%	2.86%	2.14%	2.39%	3.25%	3.22%	2.31%	1.61%	2.60%	1.83%	1.31%	0.85%	2.49%	1.14%	1.56%	1.14%	3.59%	1.94%	1.76%	1.01%	1.29%	1.41%	1.34%	2.71%	1.70%	2.59%	2.5%	3.31%	1.65%	1.92%	2.55%	3.73%	1.68%	2.69%	1.40%	0.66%	1.41%	2.31%	2.53%	2.18%	1.47%	1.49%	0.0%	1.67%	1.47%	3.80%	2.57%	1.96%	1.82%	2.26%	1.92%	1.20%	2.96%	2.88%	2.69%	0.21%	2.19%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	13413	374	439	497	539	331	333	279	332	178	170	419	311	126	215	180	37	176	48	12	265	240	57	259	56	113	118	20	396	387	439	171	306	135	21	69	37	15	539	150	266	96	410	230	200	66	73	268	106	292	71	371	300	70	58	50	38	400	172	19	30	386	86	127	388	51					
		28.89%	23.56%	27.36%	27.02%	27.81%	22.28%	29.46%	24.30%	24.94%	23.20%	28.00%	30.40%	28.14%	58.06%	33.17%	32.31%	32.17%	21.54%	20.96%	10.25%	25.43%	24.89%	29.68%	26.97%	33.53%	24.40%	26.04%	20.20%	32.06%	30.35%	32.76%	28.98%	34.85%	26.94%	13.12%	28.63%	20.44%	28.84%	32.02%	35.04%	32.04%	25.87%	33.99%	25.61%	28.24%	21.85%	23.17%	32.48%	51.96%	31.16%	26.39%	29.53%	36.76%	24.22%	29.89%	32.67%	23.17%	26.63%	36.75%	22.89%	22.22%	33.71%	38.56%	27.54%	38.64%	35.17%					
38	"21. ""Российская Конституционно-демократическая партия"""	72	2	4	0	1	3	3	0	3	0	2	5	1	0	0	0	0	3	0	0	0	1	0	2	1	1	0	1	0	3	0	1	0	1	0	0	3	0	3	0	1	1	0	1	2	0	1	2	3	1	0	1	6	0	3	0	0	0	0	1	0	1	0	0	4	0					
