Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Кошкинская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368					
		0.31%	0.23%	0.49%	0.20%	0.39%	1.16%	0.14%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.57%	0.32%	0.0%	0.0%	0.66%	0.0%	0.50%	0.55%	0.0%	0.53%	0.0%	0.71%	0.0%	0.76%	0.0%	1.07%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.52%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	0	2	4	4	2	0	1	1	0	0	2	4	0	1	0	0	0	3	0	1	1	0	0	0	3	0	0	1	0	0	0	1	0	1	0	0					
		0.24%	0.0%	0.19%	0.40%	0.52%	0.29%	0.0%	0.44%	0.16%	0.0%	0.0%	0.78%	1.71%	0.0%	0.32%	0.0%	0.0%	0.0%	1.50%	0.0%	0.55%	0.30%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.58%	0.0%	0.42%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	1	1	3	1	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.11%	0.09%	0.30%	0.13%	0.14%	0.28%	0.88%	0.16%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1206	40	30	44	50	27	185	67	63	17	54	46	8	26	24	26	2	11	13	11	9	32	26	74	34	12	9	5	14	18	54	48	30	8	31	29	29					
		9.32%	4.79%	2.98%	4.47%	6.56%	3.94%	26.35%	29.77%	10.19%	6.8%	19.35%	18.11%	3.43%	7.51%	7.84%	8.38%	1.52%	3.66%	6.53%	5.55%	5.0%	9.84%	6.98%	15.48%	12.14%	2.65%	6.92%	5.0%	5.01%	9.83%	16.82%	15.28%	17.44%	5.79%	13.13%	15.18%	17.79%					
28	"11. ""Истинные патриоты России"""	25	0	0	0	15	0	0	0	0	0	1	0	2	0	3	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.19%	0.0%	0.0%	0.0%	1.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.85%	0.0%	0.98%	0.0%	0.76%	0.0%	0.50%	0.0%	0.0%	0.0%	0.26%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	203	16	10	11	31	24	10	2	14	6	0	2	2	1	4	6	4	2	1	0	1	4	7	5	0	2	1	0	3	22	5	2	1	0	1	1	2					
		1.56%	1.91%	0.99%	1.11%	4.06%	3.50%	1.42%	0.88%	2.26%	2.4%	0.0%	0.78%	0.85%	0.28%	1.30%	1.93%	3.05%	0.66%	0.50%	0.0%	0.55%	1.23%	1.88%	1.04%	0.0%	0.44%	0.76%	0.0%	1.07%	12.02%	1.55%	0.63%	0.58%	0.0%	0.42%	0.52%	1.22%					
30	"13. ""Демократическая партия России"""	27	0	4	3	0	0	1	0	3	2	2	0	0	0	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0					
		0.20%	0.0%	0.39%	0.30%	0.0%	0.0%	0.14%	0.0%	0.48%	0.8%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	1.0%	0.0%	1.01%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	2.17%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	2	3	0	0	3	0	1	1	1	1	0	3	0	1	1	0	1	0	1	0	1	2	0	0	2	1	0	0	0	2	0	1	0	1	3	0					
		0.24%	0.23%	0.29%	0.0%	0.0%	0.43%	0.0%	0.44%	0.16%	0.4%	0.35%	0.0%	1.28%	0.0%	0.32%	0.32%	0.0%	0.33%	0.0%	0.50%	0.0%	0.30%	0.53%	0.0%	0.0%	0.44%	0.76%	0.0%	0.0%	0.0%	0.62%	0.0%	0.58%	0.0%	0.42%	1.57%	0.0%					
32	"15. ""Партия СЛОН"""	22	2	1	0	0	1	1	0	3	0	1	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	2	1	1	0	1	0	1					
		0.17%	0.23%	0.09%	0.0%	0.0%	0.14%	0.14%	0.0%	0.48%	0.0%	0.35%	0.0%	0.0%	0.28%	0.32%	0.0%	0.0%	0.0%	0.50%	0.50%	0.55%	0.0%	0.0%	0.20%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.62%	0.31%	0.58%	0.0%	0.42%	0.0%	0.61%					
33	"16. ""Родина"" (народно-патриотический союз)"""	378	38	35	41	0	24	20	3	31	7	9	1	2	5	4	12	14	2	6	4	9	18	14	13	10	4	1	0	4	6	5	11	1	1	10	6	7					
		2.92%	4.55%	3.47%	4.17%	0.0%	3.50%	2.84%	1.33%	5.01%	2.8%	3.22%	0.39%	0.85%	1.44%	1.30%	3.87%	10.68%	0.66%	3.01%	2.02%	5.0%	5.53%	3.76%	2.71%	3.57%	0.88%	0.76%	0.0%	1.43%	3.27%	1.55%	3.50%	0.58%	0.72%	4.23%	3.14%	4.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	37	2	2	4	1	0	1	1	2	1	2	0	0	1	1	1	0	3	0	0	2	1	4	1	0	0	2	0	1	0	0	0	0	0	2	1	1					
		0.28%	0.23%	0.19%	0.40%	0.13%	0.0%	0.14%	0.44%	0.32%	0.4%	0.71%	0.0%	0.0%	0.28%	0.32%	0.32%	0.0%	1.0%	0.0%	0.0%	1.11%	0.30%	1.07%	0.20%	0.0%	0.0%	1.53%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.52%	0.61%					
35	"18. ""ЛДПР"""	1766	123	170	178	158	110	59	40	64	36	42	55	31	88	44	93	17	19	21	9	25	33	42	44	17	43	11	8	20	8	30	34	9	35	10	23	17					
		13.65%	14.73%	16.89%	18.10%	20.73%	16.05%	8.40%	17.77%	10.35%	14.4%	15.05%	21.65%	13.30%	25.43%	14.37%	30.0%	12.97%	6.33%	10.55%	4.54%	13.88%	10.15%	11.29%	9.20%	6.07%	9.51%	8.46%	8.0%	7.16%	4.37%	9.34%	10.82%	5.23%	25.36%	4.23%	12.04%	10.42%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	197	16	27	19	12	10	7	2	10	12	9	3	1	3	3	1	0	2	3	2	0	3	4	2	4	1	4	1	4	0	8	8	1	3	6	3	3					
		1.52%	1.91%	2.68%	1.93%	1.57%	1.45%	0.99%	0.88%	1.61%	4.8%	3.22%	1.18%	0.42%	0.86%	0.98%	0.32%	0.0%	0.66%	1.50%	1.01%	0.0%	0.92%	1.07%	0.41%	1.42%	0.22%	3.07%	1.0%	1.43%	0.0%	2.49%	2.54%	0.58%	2.17%	2.54%	1.57%	1.84%					
37	"20. ""Политическая партия ""Единая Россия"""	4583	268	330	272	222	140	162	45	236	83	93	59	121	141	172	113	43	167	79	111	78	53	130	259	116	263	58	76	109	83	101	94	46	23	88	89	60					
		35.42%	32.09%	32.80%	27.67%	29.13%	20.43%	23.07%	20.0%	38.18%	33.2%	33.33%	23.22%	51.93%	40.75%	56.20%	36.45%	32.82%	55.66%	39.69%	56.06%	43.33%	16.30%	34.94%	54.18%	41.42%	58.18%	44.61%	76.0%	39.06%	45.35%	31.46%	29.93%	26.74%	16.66%	37.28%	46.59%	36.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	41	4	3	4	0	1	2	0	3	1	0	0	0	0	1	1	0	3	0	2	2	0	0	0	0	1	2	0	2	3	0	0	2	0	2	0	2					
		0.31%	0.47%	0.29%	0.40%	0.0%	0.14%	0.28%	0.0%	0.48%	0.4%	0.0%	0.0%	0.0%	0.0%	0.32%	0.32%	0.0%	1.0%	0.0%	1.01%	1.11%	0.0%	0.0%	0.0%	0.0%	0.22%	1.53%	0.0%	0.71%	1.63%	0.0%	0.0%	1.16%	0.0%	0.84%	0.0%	1.22%					
39	"22. ""Развитие предпринимательства"""	61	6	22	1	3	3	4	0	1	0	1	0	1	1	0	0	0	1	1	1	1	0	5	3	2	0	0	0	0	0	1	0	2	0	1	0	0					
		0.47%	0.71%	2.18%	0.10%	0.39%	0.43%	0.56%	0.0%	0.16%	0.0%	0.35%	0.0%	0.42%	0.28%	0.0%	0.0%	0.0%	0.33%	0.50%	0.50%	0.55%	0.0%	1.34%	0.62%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	1.16%	0.0%	0.42%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2760	198	253	291	195	260	166	36	116	34	38	63	38	32	16	28	27	41	40	40	40	145	97	37	59	43	29	10	72	15	39	61	58	41	62	14	26					
		21.33%	23.71%	25.14%	29.60%	25.59%	37.95%	23.64%	16.0%	18.77%	13.6%	13.62%	24.80%	16.30%	9.24%	5.22%	9.03%	20.61%	13.66%	20.10%	20.20%	22.22%	44.61%	26.07%	7.74%	21.07%	9.51%	22.30%	10.0%	25.80%	8.19%	12.14%	19.42%	33.72%	29.71%	26.27%	7.32%	15.95%					
																																											
41	Против всех	364	30	35	31	22	23	23	9	24	10	3	9	6	9	9	3	5	7	5	1	4	7	7	5	0	8	0	0	6	11	9	24	7	2	4	4	2					
		2.81%	3.59%	3.47%	3.15%	2.88%	3.35%	3.27%	4.0%	3.88%	4.0%	1.07%	3.54%	2.57%	2.60%	2.94%	0.96%	3.81%	2.33%	2.51%	0.50%	2.22%	2.15%	1.88%	1.04%	0.0%	1.76%	0.0%	0.0%	2.15%	6.01%	2.80%	7.64%	4.06%	1.44%	1.69%	2.09%	1.22%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
