Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Чебаркульская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515					
		0.30%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	2.20%	0.50%	0.39%	0.00%	2.21%	0.00%	0.00%	0.00%	0.00%	2.13%	0.00%	0.86%	0.00%	0.24%	0.58%	0.00%	0.00%	0.67%	0.83%	0.00%	0.00%	0.66%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.71%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	5	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	1	0	0					
		0.15%	0.14%	0.34%	0.00%	0.00%	0.09%	0.27%	0.00%	0.00%	0.08%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.24%	0.00%	1.18%	0.22%	0.31%	0.00%	0.00%	0.00%	0.16%	0.00%	0.37%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1246	61	26	7	11	98	23	11	27	97	9	16	32	23	20	12	7	24	8	12	54	15	9	40	158	25	7	3	92	9	47	21	35	9	21	9	43	20	16	5	37	37	10					
		8.61%	8.53%	8.78%	3.89%	3.86%	8.56%	6.18%	12.09%	6.78%	7.57%	5.73%	11.76%	21.48%	12.11%	12.12%	7.84%	4.96%	6.03%	6.90%	9.30%	13.17%	8.77%	10.59%	8.95%	9.65%	10.42%	2.83%	3.06%	7.55%	7.89%	17.47%	10.77%	11.33%	6.29%	13.29%	6.38%	5.07%	11.98%	12.40%	2.25%	9.02%	16.23%	10.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	819	33	16	7	9	50	13	5	15	76	8	9	10	6	12	2	7	21	16	3	13	10	5	23	111	3	7	2	158	5	10	8	17	15	4	3	47	11	5	11	17	12	4					
		5.66%	4.62%	5.41%	3.89%	3.16%	4.37%	3.49%	5.49%	3.77%	5.93%	5.10%	6.62%	6.71%	3.16%	7.27%	1.31%	4.96%	5.28%	13.79%	2.33%	3.17%	5.85%	5.88%	5.15%	6.78%	1.25%	2.83%	2.04%	12.96%	4.39%	3.72%	4.10%	5.50%	10.49%	2.53%	2.13%	5.54%	6.59%	3.88%	4.95%	4.15%	5.26%	4.40%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	75	6	1	1	2	7	0	1	1	5	1	0	1	0	0	0	0	3	2	3	2	2	0	2	3	1	1	0	5	0	3	3	4	2	1	1	6	1	2	0	1	1	0					
		0.52%	0.84%	0.34%	0.56%	0.70%	0.61%	0.00%	1.10%	0.25%	0.39%	0.64%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.75%	1.72%	2.33%	0.49%	1.17%	0.00%	0.45%	0.18%	0.42%	0.40%	0.00%	0.41%	0.00%	1.12%	1.54%	1.29%	1.40%	0.63%	0.71%	0.71%	0.60%	1.55%	0.00%	0.24%	0.44%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10186	546	232	146	236	808	283	64	318	859	125	87	74	120	106	113	110	304	75	101	252	121	63	329	1012	189	193	83	746	94	176	148	227	99	115	120	626	100	85	161	314	154	72					
		70.36%	76.36%	78.38%	81.11%	82.81%	70.57%	76.08%	70.33%	79.90%	67.00%	79.62%	63.97%	49.66%	63.16%	64.24%	73.86%	78.01%	76.38%	64.66%	78.29%	61.46%	70.76%	74.12%	73.60%	61.82%	78.75%	78.14%	84.69%	61.20%	82.46%	65.43%	75.90%	73.46%	69.23%	72.78%	85.11%	73.82%	59.88%	65.89%	72.52%	76.59%	67.54%	79.12%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	96	3	0	4	5	6	1	0	3	8	0	0	1	1	0	1	1	4	2	0	6	5	0	4	17	0	1	0	7	0	2	2	2	0	1	0	6	0	0	1	0	2	0					
		0.66%	0.42%	0.00%	2.22%	1.75%	0.52%	0.27%	0.00%	0.75%	0.62%	0.00%	0.00%	0.67%	0.53%	0.00%	0.65%	0.71%	1.01%	1.72%	0.00%	1.46%	2.92%	0.00%	0.89%	1.04%	0.00%	0.40%	0.00%	0.57%	0.00%	0.74%	1.03%	0.65%	0.00%	0.63%	0.00%	0.71%	0.00%	0.00%	0.45%	0.00%	0.88%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
