Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    г. Тула, Советская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068					
		11.11%	10.03%	7.14%	11.55%	9.73%	9.27%	9.73%	11.14%	12.37%	13.19%	10.28%	9.79%	10.11%	9.97%	15.75%	11.84%	12.66%	10.02%	10.39%	9.29%	10.85%	9.87%	10.13%	11.66%	11.00%	10.61%	11.04%	12.00%	10.49%	11.80%	10.34%	12.49%	13.92%	10.76%	11.54%	12.16%	8.66%	12.39%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	494	3	1	25	8	15	13	11	18	18	12	2	6	5	13	17	8	20	19	25	18	11	25	16	15	18	18	13	18	9	17	20	13	4	14	7	6	13					
		1.36%	0.48%	0.55%	2.20%	0.87%	1.39%	1.29%	1.30%	1.70%	1.41%	2.09%	0.85%	0.69%	0.82%	1.10%	1.47%	0.87%	1.67%	1.24%	2.02%	1.59%	1.01%	2.01%	1.62%	1.50%	1.63%	1.76%	1.18%	1.61%	0.93%	1.52%	2.06%	1.44%	0.38%	1.39%	0.86%	0.61%	1.26%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19280	364	109	608	502	615	508	439	563	648	308	149	488	331	536	552	536	660	857	592	618	566	710	523	489	557	522	571	600	554	623	460	473	527	504	422	609	587					
		53.12%	57.96%	59.89%	53.62%	54.86%	56.99%	50.45%	52.01%	53.16%	50.86%	53.66%	63.40%	56.09%	54.08%	45.16%	47.71%	58.52%	55.09%	55.98%	47.82%	54.50%	51.74%	57.07%	53.04%	48.90%	50.50%	50.98%	51.91%	53.81%	57.35%	55.53%	47.47%	52.27%	49.76%	50.15%	51.84%	62.08%	56.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1654	21	7	49	43	42	66	33	41	60	25	4	44	31	84	65	41	55	70	73	48	55	58	30	63	51	48	47	52	28	51	51	40	49	34	34	26	35					
		4.56%	3.34%	3.85%	4.32%	4.70%	3.89%	6.55%	3.91%	3.87%	4.71%	4.36%	1.70%	5.06%	5.07%	7.08%	5.62%	4.48%	4.59%	4.57%	5.90%	4.23%	5.03%	4.66%	3.04%	6.30%	4.62%	4.69%	4.27%	4.66%	2.90%	4.55%	5.26%	4.42%	4.63%	3.38%	4.18%	2.65%	3.39%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
