Выборы Президента Российской Федерации																																																																					
																																																																					
"Наименование Избирательной комиссии:    Челябинск, Советская"																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092					
11	Число полученных открепительных  удостоверений	2074	28	29	18	18	15	21	27	24	45	36	149	30	45	34	33	27	41	42	37	25	36	32	36	25	33	64	42	42	22	27	30	23	31	12	19	11	17	7	31	20	34	48	36	46	18	42	41	36	45	29	32	39	15	49	8	48	38	45	42	39	46	14					
12	Число выданных открепительных удостоверений	1050	20	18	10	7	13	20	20	13	39	18	141	20	20	12	28	17	29	18	19	14	21	17	18	15	23	55	30	19	7	14	8	6	14	7	6	4	3	2	14	10	21	30	15	9	6	19	12	13	10	5	15	37	1	11	1	6	13	8	9	10	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1103	18	20	42	12	32	20	13	28	30	35	26	39	21	18	38	26	26	29	16	37	15	24	10	20	6	53	21	32	9	20	23	6	19	10	14	17	6	14	11	12	11	17	18	15	7	11	23	14	18	11	7	11	5	8	8	3	4	6	7	3	20	8					
14	Число неиспользованных открепительных удостоверений	1024	8	11	8	11	2	1	7	11	6	18	8	10	25	22	5	10	12	24	18	11	15	15	18	10	10	9	12	23	15	13	22	17	17	5	13	7	14	5	17	10	13	18	21	37	12	23	29	23	35	24	17	2	14	38	7	42	25	37	33	29	36	14					
15	"Число открепительных удостоверений, выданных в ТИК"	45	0	0	1	2	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	2	1	0	0	1	2	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	2	0	1	0	0	2	1	0	0	0	5	0	3	0	2	0	0	0	1	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	. Глазьев Сергей Юрьевич	2716	55	64	40	40	29	52	43	75	78	45	62	27	64	66	46	39	72	52	79	39	74	79	72	38	53	52	69	65	33	35	41	33	34	15	36	15	18	2	24	18	28	61	54	49	22	48	44	28	52	34	36	37	17	45	5	36	36	49	63	40	48	11					
		4.22%	5.06%	6.24%	5.93%	6.07%	5.11%	7.16%	4.50%	8.76%	4.83%	4.28%	2.97%	2.70%	4.03%	5.08%	4.10%	4.40%	4.96%	4.03%	6.02%	4.59%	6.14%	6.66%	5.75%	5.25%	4.80%	3.66%	4.68%	4.42%	4.57%	3.81%	4.27%	4.57%	3.96%	3.72%	6.37%	3.97%	3.57%	1.16%	2.85%	3.38%	2.93%	3.74%	4.75%	3.73%	3.50%	3.64%	3.47%	2.46%	3.81%	3.70%	3.82%	3.03%	4.13%	2.73%	1.82%	2.24%	3.05%	3.41%	4.29%	3.39%	3.31%	2.68%					
19	. Малышкин Олег Александрович	1313	17	12	11	5	4	15	11	18	32	12	24	12	32	20	26	14	34	30	17	14	18	23	17	5	21	22	27	35	11	16	16	6	16	5	19	6	14	9	20	14	15	48	40	26	21	24	27	30	33	24	18	30	16	49	15	45	42	30	34	27	26	13					
		2.04%	1.56%	1.17%	1.63%	0.76%	0.70%	2.07%	1.15%	2.10%	1.98%	1.14%	1.15%	1.20%	2.02%	1.54%	2.32%	1.58%	2.34%	2.33%	1.30%	1.65%	1.49%	1.94%	1.36%	0.69%	1.90%	1.55%	1.83%	2.38%	1.52%	1.74%	1.67%	0.83%	1.86%	1.24%	3.36%	1.59%	2.78%	5.23%	2.37%	2.63%	1.57%	2.94%	3.52%	1.98%	3.34%	1.82%	2.13%	2.64%	2.42%	2.61%	1.91%	2.45%	3.88%	2.97%	5.47%	2.80%	3.56%	2.09%	2.32%	2.29%	1.79%	3.17%					
20	. Миронов Сергей Михайлович	525	6	9	9	5	2	6	15	8	13	7	12	4	18	14	12	8	11	17	3	6	8	11	12	8	12	9	22	22	7	4	12	11	10	3	5	1	1	0	5	4	12	13	11	12	5	7	10	4	9	8	5	9	2	11	1	9	6	12	6	6	12	3					
		0.81%	0.55%	0.88%	1.33%	0.76%	0.35%	0.83%	1.57%	0.93%	0.81%	0.67%	0.57%	0.40%	1.13%	1.08%	1.07%	0.90%	0.76%	1.32%	0.23%	0.71%	0.66%	0.93%	0.96%	1.10%	1.09%	0.63%	1.49%	1.50%	0.97%	0.44%	1.25%	1.52%	1.17%	0.74%	0.88%	0.26%	0.20%	0.00%	0.59%	0.75%	1.25%	0.80%	0.97%	0.91%	0.80%	0.53%	0.79%	0.35%	0.66%	0.87%	0.53%	0.74%	0.49%	0.67%	0.36%	0.56%	0.51%	0.84%	0.41%	0.51%	0.83%	0.73%					
21	. Путин Владимир Владимирович	43646	698	666	411	403	377	416	625	551	1068	713	1655	640	1050	852	749	642	975	862	853	589	798	762	806	441	709	1007	950	931	473	620	659	478	587	280	386	245	336	128	576	372	708	1108	769	870	454	901	878	728	931	630	664	900	282	1088	210	1149	792	1030	990	845	1076	304					
		67.74%	64.15%	64.98%	60.89%	61.15%	66.37%	57.30%	65.45%	64.37%	66.17%	67.84%	79.15%	64.00%	66.16%	65.64%	66.76%	72.38%	67.20%	66.82%	65.02%	69.29%	66.22%	64.25%	64.33%	60.91%	64.22%	70.92%	64.45%	63.29%	65.51%	67.46%	68.65%	66.20%	68.41%	69.48%	68.32%	64.81%	66.67%	74.42%	68.33%	69.92%	73.98%	67.98%	67.63%	66.31%	72.29%	68.36%	69.19%	64.08%	68.16%	68.48%	70.41%	73.65%	68.45%	65.94%	76.64%	71.50%	67.06%	71.73%	67.48%	71.55%	74.10%	74.15%					
22	. Хакамада Ирина Муцуовна	4189	129	102	95	90	70	81	101	58	136	93	92	110	139	95	68	57	104	51	109	50	109	89	101	66	81	81	118	85	60	60	65	39	52	26	22	35	23	3	42	20	29	100	76	76	23	63	59	56	69	61	55	48	15	60	9	59	60	70	72	55	59	8					
		6.50%	11.86%	9.95%	14.07%	13.66%	12.32%	11.16%	10.58%	6.78%	8.43%	8.85%	4.40%	11.00%	8.76%	7.32%	6.06%	6.43%	7.17%	3.95%	8.31%	5.88%	9.05%	7.50%	8.06%	9.12%	7.34%	5.70%	8.01%	5.78%	8.31%	6.53%	6.77%	5.40%	6.06%	6.45%	3.89%	9.26%	4.56%	1.74%	4.98%	3.76%	3.03%	6.13%	6.68%	5.79%	3.66%	4.78%	4.65%	4.93%	5.05%	6.63%	5.83%	3.93%	3.64%	3.64%	3.28%	3.67%	5.08%	4.87%	4.91%	4.66%	4.06%	1.95%					
23	. Харитонов Николай Михайлович	8318	101	111	62	65	48	106	107	94	180	109	154	144	189	178	165	86	179	207	180	101	122	153	187	131	171	143	212	232	94	127	119	105	98	56	76	50	91	23	142	68	110	215	136	209	68	191	180	222	185	112	112	129	54	260	22	217	189	189	205	135	161	51					
		12.91%	9.28%	10.83%	9.19%	9.86%	8.45%	14.60%	11.20%	10.98%	11.15%	10.37%	7.36%	14.40%	11.91%	13.71%	14.71%	9.70%	12.34%	16.05%	13.72%	11.88%	10.12%	12.90%	14.92%	18.09%	15.49%	10.07%	14.38%	15.77%	13.02%	13.82%	12.40%	14.54%	11.42%	13.90%	13.45%	13.23%	18.06%	13.37%	16.84%	12.78%	11.49%	13.19%	11.96%	15.93%	10.83%	14.49%	14.18%	19.54%	13.54%	12.17%	11.88%	10.56%	13.11%	15.76%	8.03%	13.50%	16.00%	13.16%	13.97%	11.43%	11.09%	12.44%					
																																																																					
24	Против всех	3240	78	60	44	50	35	47	48	51	93	64	81	58	80	62	48	29	62	65	66	45	68	56	52	31	46	97	72	94	38	55	42	43	54	16	17	22	19	5	26	22	43	69	47	62	28	77	60	60	76	44	47	66	18	137	11	65	43	42	82	47	55	20					
		5.03%	7.17%	5.85%	6.52%	7.59%	6.16%	6.47%	5.03%	5.96%	5.76%	6.09%	3.87%	5.80%	5.04%	4.78%	4.28%	3.27%	4.27%	5.04%	5.03%	5.29%	5.64%	4.72%	4.15%	4.28%	4.17%	6.83%	4.88%	6.39%	5.26%	5.98%	4.38%	5.96%	6.29%	3.97%	3.01%	5.82%	3.77%	2.91%	3.08%	4.14%	4.49%	4.23%	4.13%	4.73%	4.46%	5.84%	4.73%	5.28%	5.56%	4.78%	4.98%	5.40%	4.37%	8.30%	4.01%	4.04%	3.64%	2.92%	5.59%	3.98%	3.79%	4.88%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
