17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																				
18	Богданов Андрей Владимирович	1486	56	34	23	11	20	16	29	24	40	46	18	28	44	25	21	24	32	29	24	22	27	24	45	15	18	45	32	32	43	28	37	17	11	7	10	9	3	13	13	9	38	29	41	13	27	27	32	20	21	10	20	5	24	3	27	21	31	28	22	35	8					
		2.20%	4.87%	3.41%	5.39%	2.52%	3.87%	2.39%	3.01%	2.30%	2.81%	2.77%	2.16%	2.47%	2.86%	2.01%	1.76%	2.57%	2.14%	1.49%	1.86%	2.57%	2.24%	2.04%	3.58%	2.23%	1.69%	3.57%	1.81%	2.07%	2.54%	1.86%	3.44%	2.19%	2.17%	1.37%	2.38%	1.45%	1.52%	1.67%	1.94%	0.90%	2.32%	2.45%	2.75%	1.73%	1.54%	2.21%	2.43%	1.34%	1.71%	1.19%	1.58%	1.16%	1.22%	0.81%	1.74%	1.56%	2.21%	1.91%	1.83%	2.14%	1.83%					
19	Жириновский Владимир Вольфович	7545	104	94	37	40	43	80	90	92	143	187	114	118	160	123	122	111	161	196	129	62	102	125	106	56	109	145	165	184	172	193	114	97	75	77	55	56	22	95	85	93	169	136	183	97	178	151	171	168	154	104	195	64	292	49	209	166	143	182	144	202	56					
		11.19%	9.05%	9.42%	8.67%	9.17%	8.32%	11.96%	9.33%	8.82%	10.05%	11.28%	13.70%	10.42%	10.42%	9.89%	10.23%	11.88%	10.77%	10.07%	9.98%	7.24%	8.46%	10.65%	8.43%	8.33%	10.22%	11.52%	9.32%	11.90%	10.15%	12.80%	10.60%	12.47%	14.76%	15.04%	13.06%	9.02%	11.11%	12.20%	12.71%	9.31%	10.34%	11.49%	12.29%	12.88%	10.15%	12.37%	13.00%	11.30%	12.54%	12.41%	15.37%	14.88%	14.87%	13.24%	13.46%	12.34%	10.20%	12.41%	11.96%	12.34%	12.79%					
20	Зюганов Геннадий Андреевич	16120	241	201	84	129	110	157	225	275	349	304	206	303	355	336	291	209	391	489	362	214	327	314	371	202	292	247	469	396	422	345	269	155	97	104	92	159	51	190	143	156	397	289	367	162	416	253	354	328	264	191	274	107	439	66	384	368	324	420	281	318	86					
		23.90%	20.97%	20.14%	19.67%	29.59%	21.28%	23.47%	23.32%	26.37%	24.53%	18.34%	24.76%	26.77%	23.11%	27.01%	24.39%	22.38%	26.15%	25.13%	27.99%	25.00%	27.14%	26.75%	29.49%	30.06%	27.37%	19.62%	26.50%	25.61%	24.91%	22.88%	25.02%	19.92%	19.09%	20.31%	21.85%	25.60%	25.76%	24.39%	21.38%	15.62%	24.28%	24.41%	24.65%	21.51%	23.73%	20.72%	26.92%	22.06%	21.50%	22.79%	21.59%	24.88%	22.35%	17.84%	24.73%	27.36%	23.11%	28.63%	23.34%	19.43%	19.63%					
21	Медведев Дмитрий Анатольевич	41228	719	639	272	241	334	402	590	627	866	1084	477	666	958	737	738	580	887	1205	764	549	725	688	722	381	630	807	1086	907	1018	916	631	496	318	311	261	389	118	470	422	736	1011	721	873	471	1113	768	747	948	768	515	761	251	1183	249	918	764	893	820	736	1065	286					
		61.13%	62.58%	64.03%	63.70%	55.28%	64.60%	60.09%	61.14%	60.12%	60.86%	65.38%	57.33%	58.83%	62.37%	59.24%	61.86%	62.10%	59.33%	61.92%	59.09%	64.14%	60.17%	58.60%	57.39%	56.70%	59.04%	64.10%	61.36%	58.67%	60.09%	60.74%	58.70%	63.75%	62.60%	60.74%	61.99%	62.64%	59.60%	60.33%	63.08%	73.67%	61.83%	60.90%	58.63%	62.55%	63.49%	62.90%	56.81%	63.75%	62.54%	61.46%	59.97%	58.37%	60.23%	67.30%	59.11%	56.80%	63.69%	55.90%	61.13%	65.06%	65.30%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
