Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Зверевская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	0	1	2	2	0	1	1	1	1	1	0	1					
		0.10%	0.0%	0.11%	0.23%	0.36%	0.0%	0.09%	0.10%	0.12%	0.06%	0.15%	0.0%	0.14%					
35	"18. ""ЛДПР"""	1697	56	168	129	119	162	153	163	125	177	102	176	167					
		16.31%	14.28%	19.15%	15.24%	21.83%	13.33%	15.19%	16.38%	15.37%	11.86%	16.24%	19.73%	23.85%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	154	19	13	20	2	2	27	9	4	20	9	17	12					
		1.48%	4.84%	1.48%	2.36%	0.36%	0.16%	2.68%	0.90%	0.49%	1.34%	1.43%	1.90%	1.71%					
37	"20. ""Политическая партия ""Единая Россия"""	4276	155	269	242	194	754	370	303	361	881	202	257	288					
		41.10%	39.54%	30.67%	28.60%	35.59%	62.05%	36.74%	30.45%	44.40%	59.04%	32.16%	28.81%	41.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	27	2	1	2	1	0	1	0	0	16	2	1	1					
		0.25%	0.51%	0.11%	0.23%	0.18%	0.0%	0.09%	0.0%	0.0%	1.07%	0.31%	0.11%	0.14%					
39	"22. ""Развитие предпринимательства"""	23	1	0	5	2	0	3	2	4	2	1	1	2					
		0.22%	0.25%	0.0%	0.59%	0.36%	0.0%	0.29%	0.20%	0.49%	0.13%	0.15%	0.11%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1393	47	153	223	73	123	131	138	97	145	93	105	65					
		13.39%	11.98%	17.44%	26.35%	13.39%	10.12%	13.00%	13.86%	11.93%	9.71%	14.80%	11.77%	9.28%					
																			
41	Против всех	462	23	45	38	32	44	37	52	51	1	30	66	43					
		4.44%	5.86%	5.13%	4.49%	5.87%	3.62%	3.67%	5.22%	6.27%	0.06%	4.77%	7.39%	6.14%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
