Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Пустошкинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	10	10	2	0	2	6	1	3	4	0	4	2	4	1	9	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	109	12	24	9	0	4	8	0	7	4	5	10	3	5	4	6	3	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	4	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	14	8	1	1	0	3	2	4	0	0	3	0	0	0	0	0	1									
		1.07%	1.77%	0.99%	0.52%	1.14%	0.00%	1.40%	1.23%	2.35%	0.00%	0.00%	2.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	134	34	35	10	0	1	9	11	5	2	1	4	4	1	8	1	2	6									
		3.87%	4.29%	4.36%	5.18%	0.00%	1.05%	4.19%	6.79%	2.94%	2.99%	1.25%	2.80%	5.13%	0.93%	6.11%	0.69%	2.86%	4.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	70	23	13	5	3	2	4	1	2	0	3	3	1	5	1	2	0	2									
		2.02%	2.90%	1.62%	2.59%	3.41%	2.11%	1.86%	0.62%	1.18%	0.00%	3.75%	2.10%	1.28%	4.67%	0.76%	1.39%	0.00%	1.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1498	297	344	98	45	45	86	76	61	32	42	66	36	48	63	64	35	60									
		43.27%	37.50%	42.89%	50.78%	51.14%	47.37%	40.00%	46.91%	35.88%	47.76%	52.50%	46.15%	46.15%	44.86%	48.09%	44.44%	50.00%	48.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	3	9	0	0	0	1	0	1	1	0	0	0	0	2	1	0	0									
		0.52%	0.38%	1.12%	0.00%	0.00%	0.00%	0.47%	0.00%	0.59%	1.49%	0.00%	0.00%	0.00%	0.00%	1.53%	0.69%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0									
		0.20%	0.00%	0.12%	0.52%	0.00%	0.00%	0.47%	0.00%	0.59%	0.00%	0.00%	0.70%	1.28%	0.93%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	472	108	97	21	15	16	38	28	26	13	8	24	4	17	11	22	7	17									
		13.63%	13.64%	12.09%	10.88%	17.05%	16.84%	17.67%	17.28%	15.29%	19.40%	10.00%	16.78%	5.13%	15.89%	8.40%	15.28%	10.00%	13.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	9	5	0	1	0	3	0	0	0	1	0	0	0	0	0	0	1									
		0.58%	1.14%	0.62%	0.00%	1.14%	0.00%	1.40%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	37	8	10	3	1	0	1	0	5	0	4	0	1	0	0	2	2	0									
		1.07%	1.01%	1.25%	1.55%	1.14%	0.00%	0.47%	0.00%	2.94%	0.00%	5.00%	0.00%	1.28%	0.00%	0.00%	1.39%	2.86%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1									
		0.09%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	166	55	27	8	2	4	10	5	16	1	3	5	7	2	3	4	4	10									
		4.79%	6.94%	3.37%	4.15%	2.27%	4.21%	4.65%	3.09%	9.41%	1.49%	3.75%	3.50%	8.97%	1.87%	2.29%	2.78%	5.71%	8.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	671	185	190	25	11	15	42	20	24	7	11	28	18	19	23	22	12	19									
		19.38%	23.36%	23.69%	12.95%	12.50%	15.79%	19.53%	12.35%	14.12%	10.45%	13.75%	19.58%	23.08%	17.76%	17.56%	15.28%	17.14%	15.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	5	2	1	0	0	1	0	2	0	0	0	3	0	0	2	0	1									
		0.49%	0.63%	0.25%	0.52%	0.00%	0.00%	0.47%	0.00%	1.18%	0.00%	0.00%	0.00%	3.85%	0.00%	0.00%	1.39%	0.00%	0.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	249	38	47	17	8	6	14	17	14	8	7	8	1	13	17	21	8	5									
		7.19%	4.80%	5.86%	8.81%	9.09%	6.32%	6.51%	10.49%	8.24%	11.94%	8.75%	5.59%	1.28%	12.15%	12.98%	14.58%	11.43%	4.00%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
