Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Кяхтинская ТИК																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415					
24	7.Политическая партия «Либерально-демократическая партия России»	1231	14	12	16	12	2	4	35	0	2	21	15	11	14	2	1	36	13	9	3	3	4	32	3	20	3	8	1	2	6	5	17	8	0	16	4	2	33	57	69	64	52	33	39	48	35	32	28	153	170	51	11					
		6.57%	3.29%	6.56%	11.94%	9.84%	2.33%	2.00%	4.51%	0.00%	3.28%	5.69%	12.71%	9.73%	6.60%	2.27%	1.43%	13.38%	6.70%	2.37%	1.63%	2.97%	2.30%	12.75%	3.09%	4.28%	5.08%	7.55%	1.25%	2.22%	2.58%	5.43%	5.01%	1.74%	0.00%	8.00%	3.77%	1.30%	4.17%	5.29%	8.53%	8.21%	6.04%	5.55%	5.61%	6.19%	5.61%	5.23%	4.67%	12.11%	10.17%	14.41%	8.46%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	855	19	17	12	6	5	25	73	4	5	13	2	0	2	9	7	9	10	14	7	6	13	7	2	13	0	1	0	1	14	3	20	17	0	1	9	5	33	67	37	31	59	32	45	41	27	22	27	32	41	4	6					
		4.57%	4.46%	9.29%	8.96%	4.92%	5.81%	12.50%	9.41%	5.63%	8.20%	3.52%	1.69%	0.00%	0.94%	10.23%	10.00%	3.35%	5.15%	3.68%	3.80%	5.94%	7.47%	2.79%	2.06%	2.78%	0.00%	0.94%	0.00%	1.11%	6.01%	3.26%	5.90%	3.69%	0.00%	0.50%	8.49%	3.25%	4.17%	6.22%	4.57%	3.97%	6.85%	5.38%	6.47%	5.29%	4.33%	3.59%	4.51%	2.53%	2.45%	1.13%	4.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	85	4	0	5	1	0	1	3	0	1	2	0	0	0	1	1	2	2	0	1	4	0	0	0	2	0	0	0	0	5	0	1	4	0	4	0	2	4	9	3	3	3	1	2	0	1	1	0	3	5	4	0					
		0.45%	0.94%	0.00%	3.73%	0.82%	0.00%	0.50%	0.39%	0.00%	1.64%	0.54%	0.00%	0.00%	0.00%	1.14%	1.43%	0.74%	1.03%	0.00%	0.54%	3.96%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	2.15%	0.00%	0.29%	0.87%	0.00%	2.00%	0.00%	1.30%	0.51%	0.84%	0.37%	0.38%	0.35%	0.17%	0.29%	0.00%	0.16%	0.16%	0.00%	0.24%	0.30%	1.13%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14029	302	134	76	72	57	107	562	56	47	284	77	81	167	52	56	163	123	297	131	62	123	179	69	342	37	80	64	80	187	62	264	370	21	136	81	118	598	797	628	608	616	458	525	571	490	459	454	992	1342	282	90					
		74.92%	70.89%	73.22%	56.72%	59.02%	66.28%	53.50%	72.42%	78.87%	77.05%	76.96%	65.25%	71.68%	78.77%	59.09%	80.00%	60.59%	63.40%	78.16%	71.20%	61.39%	70.69%	71.31%	71.13%	73.23%	62.71%	75.47%	80.00%	88.89%	80.26%	67.39%	77.88%	80.26%	87.50%	68.00%	76.42%	76.62%	75.60%	74.00%	77.63%	77.95%	71.54%	76.97%	75.54%	73.68%	78.53%	75.00%	75.79%	78.54%	80.31%	79.66%	69.23%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	42	2	1	1	1	0	2	1	0	0	1	0	0	0	1	1	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	3	2	0	1	3	2	1	0	1	1	0	6	3	0	1					
		0.22%	0.47%	0.55%	0.75%	0.82%	0.00%	1.00%	0.13%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	1.14%	1.43%	0.00%	1.03%	0.00%	0.00%	0.99%	0.00%	0.40%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.43%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.38%	0.19%	0.00%	0.13%	0.35%	0.34%	0.14%	0.00%	0.16%	0.16%	0.00%	0.48%	0.18%	0.00%	0.77%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
