Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Агрызская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
		0.50%	0.64%	0.73%	1.28%	0.74%	0.74%	1.17%	0.65%	0.67%	0.68%	1.34%	1.08%	1.07%	1.04%	0.25%	0.0%	0.0%	0.0%	0.61%	0.39%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.0%	0.78%	0.34%	0.0%	0.0%	0.0%	0.49%	0.0%	0.38%	0.0%	0.0%	0.75%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	254	14	16	21	23	14	19	21	6	21	15	11	7	9	2	1	2	0	4	6	2	0	1	1	1	0	1	1	0	0	1	3	4	5	0	0	0	2	0	2	13	0	2	3	0	0	0	0	0					
		1.25%	1.81%	2.34%	2.99%	3.41%	2.08%	2.79%	3.43%	1.01%	3.60%	2.88%	1.99%	1.07%	1.34%	0.5%	0.77%	1.49%	0.0%	0.61%	1.18%	0.44%	0.0%	0.55%	0.57%	0.25%	0.0%	0.38%	0.17%	0.0%	0.0%	0.78%	1.04%	1.29%	2.18%	0.0%	0.0%	0.0%	0.76%	0.0%	0.65%	1.23%	0.0%	0.50%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	180	9	11	14	8	6	11	6	9	7	6	14	9	11	4	0	0	0	1	2	0	0	4	2	2	2	3	5	1	0	1	1	0	0	4	1	3	0	0	3	14	0	0	1	1	0	1	1	2					
		0.88%	1.16%	1.61%	1.99%	1.18%	0.89%	1.61%	0.98%	1.51%	1.20%	1.15%	2.53%	1.38%	1.64%	1.0%	0.0%	0.0%	0.0%	0.15%	0.39%	0.0%	0.0%	2.22%	1.15%	0.51%	0.37%	1.16%	0.88%	0.74%	0.0%	0.78%	0.34%	0.0%	0.0%	2.32%	0.49%	0.72%	0.0%	0.0%	0.97%	1.32%	0.0%	0.0%	0.14%	0.21%	0.0%	0.40%	0.62%	0.44%					
22	"5. ""За Русь Святую"""	45	3	2	3	3	3	2	0	5	5	1	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0					
		0.22%	0.38%	0.29%	0.42%	0.44%	0.44%	0.29%	0.0%	0.84%	0.85%	0.19%	0.36%	0.61%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.77%	0.0%	0.74%	0.0%	0.0%	0.34%	0.0%	0.43%	0.58%	0.0%	0.0%	0.0%	0.0%	0.32%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	2	1	2	3	2	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0					
		0.11%	0.25%	0.14%	0.28%	0.44%	0.29%	0.0%	0.16%	0.16%	0.17%	0.0%	0.18%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	70	6	8	7	3	3	4	4	2	1	1	1	7	4	0	0	0	0	3	1	0	0	0	1	0	0	0	2	0	0	1	0	1	0	2	0	0	1	0	0	4	0	2	1	0	0	0	0	0					
		0.34%	0.77%	1.17%	0.99%	0.44%	0.44%	0.58%	0.65%	0.33%	0.17%	0.19%	0.18%	1.07%	0.59%	0.0%	0.0%	0.0%	0.0%	0.45%	0.19%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.78%	0.0%	0.32%	0.0%	1.16%	0.0%	0.0%	0.38%	0.0%	0.0%	0.37%	0.0%	0.50%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	49	0	0	1	1	1	1	2	0	1	0	0	2	2	4	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	7	6	2	0	2	2	0	1	1	2	1	0	4	0	0	0	0	1					
		0.24%	0.0%	0.0%	0.14%	0.14%	0.14%	0.14%	0.32%	0.0%	0.17%	0.0%	0.0%	0.30%	0.29%	1.0%	0.77%	0.0%	0.0%	0.15%	0.19%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	2.43%	1.93%	0.87%	0.0%	0.99%	0.48%	0.0%	0.71%	0.32%	0.18%	0.39%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.22%					
26	"9. ""Российская экологическая партия ""Зеленые"""	35	3	2	2	0	3	2	1	2	1	1	0	4	6	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0					
		0.17%	0.38%	0.29%	0.28%	0.0%	0.44%	0.29%	0.16%	0.33%	0.17%	0.19%	0.0%	0.61%	0.89%	0.0%	0.77%	0.0%	0.0%	0.0%	0.39%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	321	10	5	11	5	8	0	8	10	3	14	7	13	16	4	2	0	1	6	12	7	3	3	10	3	4	5	1	1	0	0	3	6	10	3	2	1	8	7	18	42	7	20	17	0	0	3	1	1					
		1.58%	1.29%	0.73%	1.56%	0.74%	1.19%	0.0%	1.30%	1.68%	0.51%	2.69%	1.26%	1.99%	2.38%	1.0%	1.55%	0.0%	0.42%	0.91%	2.37%	1.54%	1.57%	1.66%	5.78%	0.77%	0.75%	1.94%	0.17%	0.74%	0.0%	0.0%	1.04%	1.93%	4.36%	1.74%	0.99%	0.24%	3.04%	5.03%	5.86%	3.97%	2.74%	5.07%	2.42%	0.0%	0.0%	1.22%	0.62%	0.22%					
28	"11. ""Истинные патриоты России"""	71	5	0	2	4	2	4	2	6	2	2	4	10	1	0	0	0	0	2	3	1	0	0	1	1	0	0	6	0	0	1	2	0	0	5	0	1	0	0	0	2	0	0	2	0	0	0	0	0					
		0.35%	0.64%	0.0%	0.28%	0.59%	0.29%	0.58%	0.32%	1.01%	0.34%	0.38%	0.72%	1.53%	0.14%	0.0%	0.0%	0.0%	0.0%	0.30%	0.59%	0.22%	0.0%	0.0%	0.57%	0.25%	0.0%	0.0%	1.06%	0.0%	0.0%	0.78%	0.69%	0.0%	0.0%	2.90%	0.0%	0.24%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	71	2	3	6	1	3	1	1	2	10	1	1	4	4	0	0	0	0	2	2	3	0	0	1	1	0	0	0	0	0	2	1	0	2	0	5	0	0	1	0	8	0	1	3	0	0	0	0	0					
		0.35%	0.25%	0.43%	0.85%	0.14%	0.44%	0.14%	0.16%	0.33%	1.71%	0.19%	0.18%	0.61%	0.59%	0.0%	0.0%	0.0%	0.0%	0.30%	0.39%	0.66%	0.0%	0.0%	0.57%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	1.57%	0.34%	0.0%	0.87%	0.0%	2.47%	0.0%	0.0%	0.71%	0.0%	0.75%	0.0%	0.25%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	33	1	1	2	2	0	0	4	4	1	1	0	2	2	0	0	2	0	0	1	0	0	0	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0					
		0.16%	0.12%	0.14%	0.28%	0.29%	0.0%	0.0%	0.65%	0.67%	0.17%	0.19%	0.0%	0.30%	0.29%	0.0%	0.0%	1.49%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.35%	0.74%	0.0%	0.78%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.32%	0.09%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	4	1	0	2	1	1	4	2	1	2	2	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	1	0	0	0	0	0					
		0.16%	0.51%	0.14%	0.0%	0.29%	0.14%	0.14%	0.65%	0.33%	0.17%	0.38%	0.36%	0.30%	0.44%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.32%	0.37%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	21	2	2	2	2	1	0	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.10%	0.25%	0.29%	0.28%	0.29%	0.14%	0.0%	0.16%	0.50%	0.17%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.34%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	372	22	37	34	25	31	18	17	12	14	8	9	28	13	0	1	0	2	7	8	3	0	3	0	3	0	4	6	1	0	1	2	1	0	1	1	1	5	2	4	34	0	4	7	0	0	2	1	0					
		1.83%	2.84%	5.42%	4.84%	3.70%	4.61%	2.64%	2.77%	2.02%	2.40%	1.53%	1.63%	4.29%	1.94%	0.0%	0.77%	0.0%	0.84%	1.07%	1.58%	0.66%	0.0%	1.66%	0.0%	0.77%	0.0%	1.55%	1.06%	0.74%	0.0%	0.78%	0.69%	0.32%	0.0%	0.58%	0.49%	0.24%	1.90%	1.43%	1.30%	3.21%	0.0%	1.01%	0.99%	0.0%	0.0%	0.81%	0.62%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	75	2	0	7	2	2	4	1	3	2	1	2	1	2	0	1	1	2	1	2	2	0	1	3	2	0	0	1	0	0	4	3	0	0	3	0	2	2	1	1	9	0	2	2	0	0	0	0	1					
		0.37%	0.25%	0.0%	0.99%	0.29%	0.29%	0.58%	0.16%	0.50%	0.34%	0.19%	0.36%	0.15%	0.29%	0.0%	0.77%	0.74%	0.84%	0.15%	0.39%	0.44%	0.0%	0.55%	1.73%	0.51%	0.0%	0.0%	0.17%	0.0%	0.0%	3.14%	1.04%	0.0%	0.0%	1.74%	0.0%	0.48%	0.76%	0.71%	0.32%	0.85%	0.0%	0.50%	0.28%	0.0%	0.0%	0.0%	0.0%	0.22%					
35	"18. ""ЛДПР"""	1065	75	57	62	83	55	49	49	55	74	57	42	32	59	8	6	5	2	12	10	14	0	2	8	2	12	8	10	3	0	3	12	10	6	2	4	1	15	20	12	79	5	29	8	1	0	2	3	2					
		5.25%	9.70%	8.35%	8.83%	12.31%	8.18%	7.19%	8.00%	9.27%	12.71%	10.96%	7.60%	4.90%	8.80%	2.0%	4.65%	3.73%	0.84%	1.83%	1.98%	3.08%	0.0%	1.11%	4.62%	0.51%	2.25%	3.11%	1.76%	2.22%	0.0%	2.36%	4.16%	3.22%	2.62%	1.16%	1.98%	0.24%	5.70%	14.38%	3.90%	7.48%	1.96%	7.36%	1.14%	0.21%	0.0%	0.81%	1.87%	0.44%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1099	70	41	63	54	48	81	76	44	29	32	33	43	53	8	11	2	6	44	66	10	3	29	13	29	11	1	23	4	0	4	19	37	7	5	4	6	3	3	6	43	1	2	27	0	0	0	0	5					
		5.42%	9.05%	6.01%	8.97%	8.01%	7.14%	11.89%	12.41%	7.41%	4.98%	6.15%	5.97%	6.59%	7.91%	2.0%	8.52%	1.49%	2.54%	6.73%	13.06%	2.20%	1.57%	16.11%	7.51%	7.49%	2.07%	0.38%	4.06%	2.96%	0.0%	3.14%	6.59%	11.93%	3.05%	2.90%	1.98%	1.44%	1.14%	2.15%	1.95%	4.07%	0.39%	0.50%	3.85%	0.0%	0.0%	0.0%	0.0%	1.11%					
37	"20. ""Политическая партия ""Единая Россия"""	13234	395	343	307	307	321	353	303	289	326	279	338	319	347	305	83	99	213	472	295	372	157	115	105	314	444	209	401	111	361	75	202	216	190	106	146	348	203	83	240	644	222	279	518	456	255	219	142	407					
		65.35%	51.09%	50.29%	43.73%	45.54%	47.76%	51.83%	49.50%	48.73%	56.01%	53.65%	61.23%	48.92%	51.79%	76.25%	64.34%	73.88%	90.25%	72.28%	58.41%	81.93%	82.19%	63.88%	60.69%	81.13%	83.61%	81.32%	70.84%	82.22%	72.92%	59.05%	70.13%	69.67%	82.96%	61.62%	72.27%	83.65%	77.18%	59.71%	78.17%	60.98%	87.05%	70.81%	73.89%	96.81%	92.39%	89.75%	88.75%	90.64%					
38	"21. ""Российская Конституционно-демократическая партия"""	83	4	5	3	3	1	0	2	1	3	0	2	8	0	0	1	1	1	1	3	1	0	1	2	3	0	1	4	0	0	0	2	1	0	0	0	5	2	1	2	13	0	2	3	0	0	0	0	1					
		0.40%	0.51%	0.73%	0.42%	0.44%	0.14%	0.0%	0.32%	0.16%	0.51%	0.0%	0.36%	1.22%	0.0%	0.0%	0.77%	0.74%	0.42%	0.15%	0.59%	0.22%	0.0%	0.55%	1.15%	0.77%	0.0%	0.38%	0.70%	0.0%	0.0%	0.0%	0.69%	0.32%	0.0%	0.0%	0.0%	1.20%	0.76%	0.71%	0.65%	1.23%	0.0%	0.50%	0.42%	0.0%	0.0%	0.0%	0.0%	0.22%					
39	"22. ""Развитие предпринимательства"""	50	3	6	3	3	1	0	4	2	1	3	0	2	6	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	1	3	1	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	1					
		0.24%	0.38%	0.87%	0.42%	0.44%	0.14%	0.0%	0.65%	0.33%	0.17%	0.57%	0.0%	0.30%	0.89%	0.0%	0.0%	0.0%	0.0%	0.15%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.17%	0.0%	0.0%	0.78%	1.04%	0.32%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.28%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1511	88	89	90	69	105	77	53	64	32	47	41	76	58	12	13	12	6	37	64	15	11	6	10	12	7	2	53	8	39	9	9	7	5	19	17	15	12	11	9	78	13	25	49	7	12	8	6	4					
		7.46%	11.38%	13.04%	12.82%	10.23%	15.62%	11.30%	8.66%	10.79%	5.49%	9.03%	7.42%	11.65%	8.65%	3.0%	10.07%	8.95%	2.54%	5.66%	12.67%	3.30%	5.75%	3.33%	5.78%	3.10%	1.31%	0.77%	9.36%	5.92%	7.87%	7.08%	3.12%	2.25%	2.18%	11.04%	8.41%	3.60%	4.56%	7.91%	2.93%	7.38%	5.09%	6.34%	6.99%	1.48%	4.34%	3.27%	3.75%	0.89%					
																																																							
41	Против всех	594	30	26	29	34	33	24	20	33	21	22	16	37	36	6	3	2	2	14	8	3	2	5	2	5	4	2	28	1	24	5	3	4	0	13	6	6	2	1	1	36	1	3	24	1	0	6	0	10					
		2.93%	3.88%	3.81%	4.13%	5.04%	4.91%	3.52%	3.26%	5.56%	3.60%	4.23%	2.89%	5.67%	5.37%	1.5%	2.32%	1.49%	0.84%	2.14%	1.58%	0.66%	1.04%	2.77%	1.15%	1.29%	0.75%	0.77%	4.94%	0.74%	4.84%	3.93%	1.04%	1.29%	0.0%	7.55%	2.97%	1.44%	0.76%	0.71%	0.32%	3.40%	0.39%	0.76%	3.42%	0.21%	0.0%	2.45%	0.0%	2.22%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
