Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Ишимская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408					
		1.21%	1.38%	0.00%	2.16%	1.73%	0.78%	0.71%	0.56%	0.33%	0.67%	0.60%	0.00%	0.59%	1.96%	1.14%	1.11%	1.36%	0.35%	0.47%	0.76%	0.69%	0.47%	0.00%	1.13%	0.69%	0.86%	1.65%	1.29%	1.16%	1.64%	0.86%	1.01%	0.00%	1.09%	0.00%	3.62%	8.41%	2.77%	0.00%	3.33%	4.61%	0.55%	3.41%	0.82%	1.41%	0.30%	0.00%	1.24%	0.77%	0.00%	0.65%	0.64%	0.63%	0.00%	4.64%	2.08%	1.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.09%	0.00%	0.15%	0.00%	0.16%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	448	13	7	10	3	4	6	3	1	3	1	1	7	6	1	4	7	8	4	3	6	3	2	24	2	6	10	1	8	3	67	5	5	7	7	27	17	18	2	6	4	2	5	12	10	1	12	24	11	2	2	1	0	3	18	13	10					
		1.86%	2.24%	3.80%	3.09%	1.30%	1.03%	0.85%	0.56%	0.33%	1.01%	0.60%	0.60%	2.06%	1.96%	1.14%	1.48%	2.38%	0.70%	0.63%	0.46%	4.14%	0.47%	1.00%	2.72%	1.38%	1.03%	1.38%	0.65%	1.86%	2.46%	7.17%	0.63%	2.44%	1.28%	1.64%	5.76%	7.94%	2.62%	1.83%	1.43%	1.84%	1.09%	1.71%	0.82%	0.70%	0.30%	4.49%	4.26%	1.41%	1.67%	1.31%	0.64%	0.00%	2.08%	9.28%	2.46%	3.47%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	120	5	0	0	0	1	0	1	0	2	0	1	0	0	1	1	2	1	2	2	0	1	2	6	0	4	0	1	3	0	7	6	1	4	0	2	12	11	1	3	0	2	0	5	2	4	1	7	4	0	0	2	4	0	3	1	2					
		0.50%	0.86%	0.00%	0.00%	0.00%	0.26%	0.00%	0.19%	0.00%	0.67%	0.00%	0.60%	0.00%	0.00%	1.14%	0.37%	0.68%	0.09%	0.31%	0.31%	0.00%	0.16%	1.00%	0.68%	0.00%	0.68%	0.00%	0.65%	0.70%	0.00%	0.75%	0.75%	0.49%	0.73%	0.00%	0.43%	5.61%	1.60%	0.92%	0.71%	0.00%	1.09%	0.00%	0.34%	0.14%	1.21%	0.37%	1.24%	0.51%	0.00%	0.00%	1.27%	0.84%	0.00%	1.55%	0.19%	0.69%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	25	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	2	0	2	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	2	0	2	1	0					
		0.10%	0.17%	0.00%	0.00%	0.00%	0.26%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.15%	0.00%	0.16%	0.00%	0.11%	0.00%	0.17%	0.00%	0.65%	0.46%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.71%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.03%	0.19%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	22911	552	177	307	224	376	681	522	305	290	166	163	328	292	85	263	280	1125	629	632	138	621	192	839	141	566	697	150	391	114	841	773	199	531	420	419	151	632	106	352	194	174	274	1427	1385	321	254	520	756	117	149	152	465	140	148	496	269					
		95.33%	95.01%	96.20%	94.75%	96.97%	97.16%	96.73%	96.85%	99.35%	97.32%	98.81%	98.19%	96.76%	95.42%	96.59%	97.05%	95.24%	97.91%	98.28%	96.49%	95.17%	97.95%	96.00%	95.02%	97.24%	96.92%	95.87%	96.77%	90.72%	93.44%	89.95%	97.23%	97.07%	96.90%	98.36%	89.34%	70.56%	91.99%	97.25%	83.61%	89.40%	95.08%	93.52%	98.01%	97.60%	97.27%	95.13%	92.20%	96.92%	97.50%	97.39%	96.82%	98.10%	97.22%	76.29%	93.94%	93.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	1	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.16%	0.15%	0.00%	0.16%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.87%	0.15%	0.00%	0.24%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.35%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
