Выборы Президента Российской Федерации																																																																										
																																																																										
"Наименование Избирательной комиссии:    Уфа, Орджоникидзевская"																																																																										
																																																																										
Итоги голосования 																																																																										
																																																																										
		Сумма	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336					
11	Число полученных открепительных  удостоверений	5180	85	85	85	85	85	0	85	85	85	85	85	0	85	85	85	85	85	85	85	85	85	85	85	85	85	130	130	85	85	85	85	25	85	0	0	10	40	40	85	85	85	85	0	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	130	85	85	85					
12	Число выданных открепительных удостоверений	2801	37	37	57	30	38	0	43	52	48	46	46	0	60	44	33	51	32	45	54	55	40	53	45	50	65	118	53	63	52	55	51	15	64	0	0	5	20	19	41	48	45	32	0	36	44	44	45	39	32	42	61	43	32	45	34	44	42	33	39	46	35	52	43	109	41	41	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	3033	32	16	34	0	13	193	13	12	20	17	32	225	21	9	10	8	24	18	21	17	23	23	14	33	30	19	54	13	10	20	14	7	14	143	350	9	9	36	22	15	26	22	182	16	49	58	60	17	93	48	85	13	35	11	48	25	35	11	20	16	25	15	12	446	26	18	28					
14	Число неиспользованных открепительных удостоверений	2379	48	48	28	55	47	0	42	33	37	39	39	0	25	41	52	34	53	40	31	30	45	32	40	35	20	12	77	22	33	30	34	10	21	0	0	5	20	21	44	37	40	53	0	49	41	41	40	46	53	43	24	42	53	40	51	41	43	52	46	39	50	33	42	21	44	44	48					
15	"Число открепительных удостоверений, выданных в ТИК"	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																										
18	. Глазьев Сергей Юрьевич	2913	62	73	96	10	49	1	67	49	49	9	72	5	61	67	54	32	52	74	78	64	73	94	41	77	81	71	74	56	10	39	46	13	82	0	1	3	6	10	44	61	46	9	3	33	51	30	38	37	6	17	40	49	67	13	36	51	54	36	28	52	32	60	35	25	65	48	46					
		2.55%	3.43%	3.81%	4.97%	0.50%	3.03%	0.20%	3.10%	2.47%	2.36%	0.48%	3.60%	1.44%	2.72%	3.57%	2.99%	1.66%	3.74%	3.66%	3.72%	4.78%	3.58%	3.70%	2.56%	3.10%	3.96%	2.84%	3.65%	3.52%	0.59%	1.78%	2.83%	3.12%	4.03%	0.00%	0.29%	0.47%	0.74%	0.66%	2.59%	3.18%	2.49%	0.62%	0.60%	1.86%	3.07%	1.66%	2.37%	1.91%	0.31%	1.28%	2.19%	2.86%	2.90%	0.81%	1.89%	4.36%	2.57%	2.13%	1.68%	2.60%	1.69%	2.66%	2.19%	1.21%	3.10%	2.45%	2.65%					
19	. Малышкин Олег Александрович	1038	17	20	22	1	17	0	36	21	11	16	17	4	11	19	16	14	17	16	22	29	24	20	10	19	19	28	21	6	7	11	12	4	12	0	0	7	0	11	21	13	19	39	0	23	16	22	12	6	0	7	28	16	33	20	10	13	26	11	21	15	21	16	14	21	21	21	16					
		0.91%	0.94%	1.04%	1.14%	0.05%	1.05%	0.00%	1.67%	1.06%	0.53%	0.86%	0.85%	1.15%	0.49%	1.01%	0.89%	0.73%	1.22%	0.79%	1.05%	2.16%	1.18%	0.79%	0.63%	0.76%	0.93%	1.12%	1.04%	0.38%	0.41%	0.50%	0.74%	0.96%	0.59%	0.00%	0.00%	1.09%	0.00%	0.73%	1.23%	0.68%	1.03%	2.70%	0.00%	1.30%	0.96%	1.22%	0.75%	0.31%	0.00%	0.53%	1.54%	0.93%	1.43%	1.25%	0.53%	1.11%	1.24%	0.65%	1.26%	0.75%	1.11%	0.71%	0.88%	1.02%	1.00%	1.07%	0.92%					
20	. Миронов Сергей Михайлович	772	24	15	13	3	9	0	13	5	14	10	16	1	7	12	13	9	7	10	18	12	6	14	12	12	16	10	10	10	12	12	8	1	9	0	0	1	3	9	15	11	12	89	0	9	10	13	19	6	12	9	27	8	26	14	11	5	13	9	20	13	11	8	7	6	10	8	15					
		0.68%	1.33%	0.78%	0.67%	0.15%	0.56%	0.00%	0.60%	0.25%	0.68%	0.54%	0.80%	0.29%	0.31%	0.64%	0.72%	0.47%	0.50%	0.49%	0.86%	0.90%	0.29%	0.55%	0.75%	0.48%	0.78%	0.40%	0.49%	0.63%	0.71%	0.55%	0.49%	0.24%	0.44%	0.00%	0.00%	0.16%	0.37%	0.60%	0.88%	0.57%	0.65%	6.16%	0.00%	0.51%	0.60%	0.72%	1.18%	0.31%	0.63%	0.68%	1.48%	0.47%	1.13%	0.88%	0.58%	0.43%	0.62%	0.53%	1.20%	0.65%	0.58%	0.36%	0.44%	0.29%	0.48%	0.41%	0.87%					
21	. Путин Владимир Владимирович	96496	1525	1355	1457	1910	1325	485	1752	1710	1912	1723	1610	294	1913	1513	1432	1626	1115	1568	1707	973	1768	2251	1296	2140	1529	2108	1568	1281	1425	1861	1362	346	1731	161	294	601	779	1408	1355	1677	1630	1225	487	1504	1387	1599	1373	1710	1802	1201	1564	1390	1886	1359	1659	946	1790	1475	1457	1710	1637	1911	1415	1755	1762	1584	1432					
		84.56%	84.44%	70.76%	75.41%	96.37%	81.89%	99.18%	81.19%	86.15%	92.28%	92.53%	80.42%	84.73%	85.21%	80.52%	79.25%	84.51%	80.16%	77.59%	81.52%	72.61%	86.75%	88.52%	81.05%	86.15%	74.77%	84.46%	77.43%	80.41%	84.02%	84.98%	83.92%	82.97%	84.98%	99.38%	84.00%	93.61%	96.05%	93.49%	79.66%	87.43%	88.25%	84.83%	98.19%	84.92%	83.40%	88.69%	85.60%	88.05%	94.49%	90.71%	85.79%	81.14%	81.68%	85.10%	87.32%	80.79%	85.04%	87.17%	87.30%	85.50%	86.20%	84.86%	88.60%	85.15%	84.15%	80.86%	82.58%					
22	. Хакамада Ирина Муцуовна	3135	52	98	66	11	41	0	57	13	33	38	58	9	71	80	62	23	49	85	64	71	58	62	58	78	65	91	111	55	67	65	58	17	76	0	1	10	4	11	81	71	75	12	1	52	60	41	50	58	0	30	40	41	65	45	20	36	44	34	25	40	36	60	28	25	56	92	49					
		2.75%	2.88%	5.12%	3.42%	0.55%	2.53%	0.00%	2.64%	0.65%	1.59%	2.04%	2.90%	2.59%	3.16%	4.26%	3.43%	1.20%	3.52%	4.21%	3.06%	5.30%	2.85%	2.44%	3.63%	3.14%	3.18%	3.65%	5.48%	3.45%	3.95%	2.97%	3.57%	4.08%	3.73%	0.00%	0.29%	1.56%	0.49%	0.73%	4.76%	3.70%	4.06%	0.83%	0.20%	2.94%	3.61%	2.27%	3.12%	2.99%	0.00%	2.27%	2.19%	2.39%	2.82%	2.82%	1.05%	3.07%	2.09%	2.01%	1.50%	2.00%	1.90%	2.66%	1.75%	1.21%	2.67%	4.70%	2.83%					
23	. Харитонов Николай Михайлович	7014	85	206	223	40	143	2	175	168	17	39	212	19	142	135	188	180	136	215	150	136	67	35	145	105	182	107	182	137	145	161	94	31	72	0	1	8	19	29	93	42	34	23	5	96	109	58	70	93	28	51	45	174	183	116	136	97	150	110	54	141	124	152	73	211	144	140	131					
		6.15%	4.71%	10.76%	11.54%	2.02%	8.84%	0.41%	8.11%	8.46%	0.82%	2.09%	10.59%	5.48%	6.33%	7.18%	10.40%	9.36%	9.78%	10.64%	7.16%	10.15%	3.29%	1.38%	9.07%	4.23%	8.90%	4.29%	8.99%	8.60%	8.55%	7.35%	5.79%	7.43%	3.53%	0.00%	0.29%	1.25%	2.34%	1.93%	5.47%	2.19%	1.84%	1.59%	1.01%	5.42%	6.55%	3.22%	4.36%	4.79%	1.47%	3.85%	2.47%	10.16%	7.93%	7.26%	7.16%	8.28%	7.13%	6.50%	3.24%	7.05%	6.53%	6.75%	4.57%	10.24%	6.88%	7.15%	7.55%					
																																																																										
24	Против всех	1863	29	34	45	4	31	1	53	12	33	27	14	11	36	49	34	31	9	46	46	45	27	51	26	36	41	75	56	37	23	32	32	5	45	1	0	10	0	10	28	36	23	34	0	25	27	33	24	28	57	8	41	22	34	22	18	12	23	12	39	23	26	31	16	15	25	49	35					
		1.63%	1.61%	1.78%	2.33%	0.20%	1.92%	0.20%	2.46%	0.60%	1.59%	1.45%	0.70%	3.17%	1.60%	2.61%	1.88%	1.61%	0.65%	2.28%	2.20%	3.36%	1.32%	2.01%	1.63%	1.45%	2.00%	3.00%	2.77%	2.32%	1.36%	1.46%	1.97%	1.20%	2.21%	0.62%	0.00%	1.56%	0.00%	0.66%	1.65%	1.88%	1.25%	2.35%	0.00%	1.41%	1.62%	1.83%	1.50%	1.44%	2.99%	0.60%	2.25%	1.28%	1.47%	1.38%	0.95%	1.02%	1.09%	0.71%	2.34%	1.15%	1.37%	1.38%	1.00%	0.73%	1.19%	2.50%	2.02%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
