Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Светлинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1850					
		8.20%	7.53%	9.27%	9.52%	6.56%	10.10%	9.04%	6.62%	4.44%	6.07%	8.08%	8.62%	7.40%	11.01%	2.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	539	143	86	92	2	18	25	26	15	27	28	23	28	26	0					
		7.31%	10.16%	9.16%	6.85%	1.64%	6.27%	6.46%	4.78%	6.05%	8.63%	6.11%	5.36%	6.28%	7.95%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	6	6	10	0	1	1	1	3	3	1	2	4	5	0					
		0.58%	0.43%	0.64%	0.74%	0.00%	0.35%	0.26%	0.18%	1.21%	0.96%	0.22%	0.47%	0.90%	1.53%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4991	923	601	895	89	190	251	419	197	187	292	288	333	227	99					
		67.65%	65.55%	64.00%	66.59%	72.95%	66.20%	64.86%	77.02%	79.44%	59.74%	63.76%	67.13%	74.66%	69.42%	78.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	24	5	5	5	1	0	2	0	0	2	2	1	1	0	0					
		0.33%	0.36%	0.53%	0.37%	0.82%	0.00%	0.52%	0.00%	0.00%	0.64%	0.44%	0.23%	0.22%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
