Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Cacовская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	70	2	1	2	0	0	0	0	4	0	5	0	8	3	1	1	0	0	4	4	1	0	1	3	4	3	2	9	1	1	0	0	2	3	2	0	3									
		1.17%	0.82%	0.86%	0.68%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	2.99%	0.00%	2.54%	2.03%	0.85%	0.56%	0.00%	0.00%	3.36%	1.71%	0.68%	0.00%	1.49%	4.41%	1.32%	1.30%	1.06%	2.72%	0.49%	0.70%	0.00%	0.00%	1.47%	1.04%	0.77%	0.00%	1.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	292	8	8	11	3	5	1	1	9	6	4	19	17	4	0	14	2	7	4	8	12	0	3	5	17	19	14	19	13	8	2	7	9	13	11	2	7									
		4.88%	3.28%	6.90%	3.75%	4.23%	2.17%	1.47%	1.89%	3.53%	5.17%	2.40%	10.73%	5.40%	2.70%	0.00%	7.91%	3.08%	6.19%	3.36%	3.42%	8.11%	0.00%	4.48%	7.35%	5.63%	8.23%	7.41%	5.74%	6.31%	5.63%	4.00%	10.77%	6.62%	4.51%	4.23%	5.26%	3.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	129	6	0	19	1	2	2	0	5	0	1	5	3	1	5	3	0	5	4	5	2	0	1	0	6	4	4	8	5	5	0	2	2	12	7	1	3									
		2.15%	2.46%	0.00%	6.48%	1.41%	0.87%	2.94%	0.00%	1.96%	0.00%	0.60%	2.82%	0.95%	0.68%	4.27%	1.69%	0.00%	4.42%	3.36%	2.14%	1.35%	0.00%	1.49%	0.00%	1.99%	1.73%	2.12%	2.42%	2.43%	3.52%	0.00%	3.08%	1.47%	4.17%	2.69%	2.63%	1.49%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3160	163	88	124	37	177	39	38	108	55	96	73	146	66	62	92	30	59	71	116	86	132	46	36	147	101	80	201	124	63	33	37	47	131	118	19	119									
		52.78%	66.80%	75.86%	42.32%	52.11%	76.96%	57.35%	71.70%	42.35%	47.41%	57.49%	41.24%	46.35%	44.59%	52.99%	51.98%	46.15%	52.21%	59.66%	49.57%	58.11%	70.59%	68.66%	52.94%	48.68%	43.72%	42.33%	60.73%	60.19%	44.37%	66.00%	56.92%	34.56%	45.49%	45.38%	50.00%	59.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	2	0	0	0	0	0	0	2	1	1	3	3	0	0	1	0	1	1	1	2	0	0	1	1	0	1	2	0	1	0	0	0	3	1	0	1									
		0.48%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.86%	0.60%	1.69%	0.95%	0.00%	0.00%	0.56%	0.00%	0.88%	0.84%	0.43%	1.35%	0.00%	0.00%	1.47%	0.33%	0.00%	0.53%	0.60%	0.00%	0.70%	0.00%	0.00%	0.00%	1.04%	0.38%	0.00%	0.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1									
		0.20%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.60%	0.56%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	1.04%	0.00%	0.00%	0.50%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	874	22	4	43	8	22	11	3	52	29	27	27	50	38	17	36	9	12	12	30	25	26	10	9	51	43	37	45	26	18	3	9	18	40	36	6	20									
		14.60%	9.02%	3.45%	14.68%	11.27%	9.57%	16.18%	5.66%	20.39%	25.00%	16.17%	15.25%	15.87%	25.68%	14.53%	20.34%	13.85%	10.62%	10.08%	12.82%	16.89%	13.90%	14.93%	13.24%	16.89%	18.61%	19.58%	13.60%	12.62%	12.68%	6.00%	13.85%	13.24%	13.89%	13.85%	15.79%	9.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	2	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	1									
		0.25%	0.00%	1.72%	1.02%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	3.08%	0.00%	0.35%	0.77%	0.00%	0.50%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	0	0	2	1	0	0	0	1	0	2	0	5	0	0	0	0	1	0	1	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	2	0									
		0.35%	0.00%	0.00%	0.68%	1.41%	0.00%	0.00%	0.00%	0.39%	0.00%	1.20%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	5.26%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.26%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	35	1	0	1	0	0	0	0	4	0	2	4	4	0	0	1	2	4	0	1	1	0	0	0	2	0	0	2	1	1	0	0	0	2	2	0	0									
		0.58%	0.41%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	1.20%	2.26%	1.27%	0.00%	0.00%	0.56%	3.08%	3.54%	0.00%	0.43%	0.68%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.60%	0.49%	0.70%	0.00%	0.00%	0.00%	0.69%	0.77%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1053	33	11	70	15	21	12	9	50	18	13	33	55	28	29	19	22	19	16	56	13	24	6	10	58	54	38	32	31	37	10	8	48	46	67	6	36									
		17.59%	13.52%	9.48%	23.89%	21.13%	9.13%	17.65%	16.98%	19.61%	15.52%	7.78%	18.64%	17.46%	18.92%	24.79%	10.73%	33.85%	16.81%	13.45%	23.93%	8.78%	12.83%	8.96%	14.71%	19.21%	23.38%	20.11%	9.67%	15.05%	26.06%	20.00%	12.31%	35.29%	15.97%	25.77%	15.79%	17.91%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.86%	0.00%	0.00%	0.63%	0.68%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.74%	0.35%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	176	6	2	13	6	2	1	0	14	4	7	4	10	3	1	2	0	4	2	6	5	0	0	1	7	5	10	8	2	1	1	0	2	28	12	0	7									
		2.94%	2.46%	1.72%	4.44%	8.45%	0.87%	1.47%	0.00%	5.49%	3.45%	4.19%	2.26%	3.17%	2.03%	0.85%	1.13%	0.00%	3.54%	1.68%	2.56%	3.38%	0.00%	0.00%	1.47%	2.32%	2.16%	5.29%	2.42%	0.97%	0.70%	2.00%	0.00%	1.47%	9.72%	4.62%	0.00%	3.48%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
