Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Новоорская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	174	20	14	21	5	5	5	15	15	15	8	2	2	5	7	2	4	4	3	2	10	8	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	127	20	12	21	5	4	5	2	10	7	6	2	0	5	7	1	2	4	3	1	3	7	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	106	3	8	1	1	4	4	2	4	7	3	3	9	6	3	6	5	7	6	6	6	5	7									
14	Число погашенных неиспользованных открепительных удостоверений	47	0	2	0	0	1	0	13	5	8	2	0	2	0	0	1	2	0	0	1	7	1	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	6	3	5	0	0	0	0	0	0	0	0	0	2	0	0	2	1	3	1	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	90	6	10	10	5	2	1	8	8	18	2	0	1	1	1	0	4	3	2	2	1	4	1									
		1.10%	0.75%	1.36%	1.36%	3.13%	1.10%	0.35%	1.12%	1.07%	1.79%	0.70%	0.00%	0.98%	0.29%	0.53%	0.00%	1.32%	1.24%	2.74%	1.56%	0.20%	1.02%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	284	31	31	27	7	5	6	16	22	28	16	0	3	10	7	3	8	15	2	5	21	18	3									
		3.48%	3.86%	4.21%	3.66%	4.38%	2.75%	2.08%	2.24%	2.94%	2.78%	5.57%	0.00%	2.94%	2.93%	3.68%	3.57%	2.65%	6.22%	2.74%	3.91%	4.18%	4.60%	3.26%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	171	20	21	20	5	4	4	15	22	19	7	0	0	0	1	1	6	7	1	1	11	6	0									
		2.09%	2.49%	2.85%	2.71%	3.13%	2.20%	1.38%	2.10%	2.94%	1.89%	2.44%	0.00%	0.00%	0.00%	0.53%	1.19%	1.99%	2.90%	1.37%	0.78%	2.19%	1.53%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3062	341	286	333	57	82	114	161	200	258	113	30	41	156	108	51	152	139	36	64	168	133	39									
		37.48%	42.41%	38.81%	45.12%	35.63%	45.05%	39.45%	22.58%	26.70%	25.65%	39.37%	51.72%	40.20%	45.75%	56.84%	60.71%	50.33%	57.68%	49.32%	50.00%	33.47%	34.02%	42.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	1	3	2	1	1	1	1	3	6	1	0	0	5	3	0	3	0	0	1	2	1	3									
		0.47%	0.12%	0.41%	0.27%	0.63%	0.55%	0.35%	0.14%	0.40%	0.60%	0.35%	0.00%	0.00%	1.47%	1.58%	0.00%	0.99%	0.00%	0.00%	0.78%	0.40%	0.26%	3.26%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0									
		0.06%	0.12%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2022	150	162	130	40	35	86	302	267	330	53	14	25	82	30	7	44	22	11	20	80	110	22									
		24.75%	18.66%	21.98%	17.62%	25.00%	19.23%	29.76%	42.36%	35.65%	32.80%	18.47%	24.14%	24.51%	24.05%	15.79%	8.33%	14.57%	9.13%	15.07%	15.63%	15.94%	28.13%	23.91%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	8	4	2	0	0	0	5	3	4	1	0	0	0	0	1	0	1	1	0	1	1	0									
		0.39%	0.99%	0.54%	0.27%	0.00%	0.00%	0.00%	0.70%	0.40%	0.40%	0.35%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.41%	1.37%	0.00%	0.20%	0.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	105	21	15	14	0	1	2	10	8	17	3	1	1	1	0	0	2	2	0	0	3	4	0									
		1.29%	2.61%	2.04%	1.90%	0.00%	0.55%	0.69%	1.40%	1.07%	1.69%	1.05%	1.72%	0.98%	0.29%	0.00%	0.00%	0.66%	0.83%	0.00%	0.00%	0.60%	1.02%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	2	1	0									
		0.12%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.14%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	1.37%	0.00%	0.40%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	9	9	10	0	6	0	4	8	17	1	0	1	0	0	2	0	1	0	1	3	4	2									
		0.95%	1.12%	1.22%	1.36%	0.00%	3.30%	0.00%	0.56%	1.07%	1.69%	0.35%	0.00%	0.98%	0.00%	0.00%	2.38%	0.00%	0.41%	0.00%	0.78%	0.60%	1.02%	2.17%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1649	155	149	131	27	34	45	135	168	234	60	6	20	61	24	12	57	32	11	19	174	83	12									
		20.19%	19.28%	20.22%	17.75%	16.88%	18.68%	15.57%	18.93%	22.43%	23.26%	20.91%	10.34%	19.61%	17.89%	12.63%	14.29%	18.87%	13.28%	15.07%	14.84%	34.66%	21.23%	13.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	10	4	9	1	0	1	6	3	7	1	0	5	1	1	0	2	3	0	0	6	4	1									
		0.80%	1.24%	0.54%	1.22%	0.63%	0.00%	0.35%	0.84%	0.40%	0.70%	0.35%	0.00%	4.90%	0.29%	0.53%	0.00%	0.66%	1.24%	0.00%	0.00%	1.20%	1.02%	1.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	310	31	24	30	8	9	16	31	13	40	11	2	0	13	10	5	13	8	5	7	20	7	7									
		3.79%	3.86%	3.26%	4.07%	5.00%	4.95%	5.54%	4.35%	1.74%	3.98%	3.83%	3.45%	0.00%	3.81%	5.26%	5.95%	4.30%	3.32%	6.85%	5.47%	3.98%	1.79%	7.61%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
