Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Губахинская городская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	133	8	6	4	7	8	7	6	14	15	8	0	5	10	10	2	1	9	0	5	0	0	3	2	3									
		1.20%	1.84%	0.84%	1.10%	1.43%	1.26%	1.11%	0.84%	1.27%	2.55%	0.88%	0.00%	0.84%	1.26%	1.11%	1.41%	0.38%	1.21%	0.00%	2.87%	0.00%	0.00%	7.69%	0.58%	3.03%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	364	12	25	14	15	18	18	28	34	16	28	11	15	24	25	5	14	31	5	5	4	1	2	10	4									
		3.30%	2.76%	3.49%	3.84%	3.07%	2.83%	2.86%	3.93%	3.08%	2.72%	3.09%	6.71%	2.52%	3.02%	2.78%	3.52%	5.38%	4.18%	5.88%	2.87%	4.21%	3.23%	5.13%	2.92%	4.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	315	22	15	13	12	22	18	24	32	22	38	6	22	16	13	2	7	12	2	2	1	0	0	14	0									
		2.85%	5.06%	2.09%	3.56%	2.45%	3.46%	2.86%	3.37%	2.90%	3.74%	4.19%	3.66%	3.70%	2.01%	1.45%	1.41%	2.69%	1.62%	2.35%	1.15%	1.05%	0.00%	0.00%	4.09%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4710	184	291	158	190	255	304	291	449	241	382	88	272	304	385	68	115	349	30	67	48	13	22	147	57									
		42.66%	42.30%	40.64%	43.29%	38.85%	40.09%	48.25%	40.87%	40.67%	40.92%	42.16%	53.66%	45.71%	38.24%	42.87%	47.89%	44.23%	47.10%	35.29%	38.51%	50.53%	41.94%	56.41%	42.98%	57.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	47	0	3	2	2	3	0	4	12	4	2	0	2	1	4	2	0	2	0	0	0	1	1	1	1									
		0.43%	0.00%	0.42%	0.55%	0.41%	0.47%	0.00%	0.56%	1.09%	0.68%	0.22%	0.00%	0.34%	0.13%	0.45%	1.41%	0.00%	0.27%	0.00%	0.00%	0.00%	3.23%	2.56%	0.29%	1.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	1	3	0	2	3	0	4	2	1	2	0	0	2	2	0	0	3	0	1	0	0	0	0	0									
		0.24%	0.23%	0.42%	0.00%	0.41%	0.47%	0.00%	0.56%	0.18%	0.17%	0.22%	0.00%	0.00%	0.25%	0.22%	0.00%	0.00%	0.40%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2486	90	162	100	121	130	123	177	245	123	171	39	110	204	221	36	61	159	24	37	17	9	6	99	22									
		22.51%	20.69%	22.63%	27.40%	24.74%	20.44%	19.52%	24.86%	22.19%	20.88%	18.87%	23.78%	18.49%	25.66%	24.61%	25.35%	23.46%	21.46%	28.24%	21.26%	17.89%	29.03%	15.38%	28.95%	22.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	4	1	1	2	2	6	1	3	5	10	1	3	2	2	0	1	2	0	0	0	0	0	1	0									
		0.43%	0.92%	0.14%	0.27%	0.41%	0.31%	0.95%	0.14%	0.27%	0.85%	1.10%	0.61%	0.50%	0.25%	0.22%	0.00%	0.38%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	101	5	8	3	2	11	10	6	6	8	3	4	9	6	7	1	2	4	2	0	0	1	0	3	0									
		0.91%	1.15%	1.12%	0.82%	0.41%	1.73%	1.59%	0.84%	0.54%	1.36%	0.33%	2.44%	1.51%	0.75%	0.78%	0.70%	0.77%	0.54%	2.35%	0.00%	0.00%	3.23%	0.00%	0.88%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	1	0	1	1	2	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.14%	0.00%	0.20%	0.16%	0.32%	0.28%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	137	4	9	3	13	11	9	10	22	9	14	0	12	8	4	1	2	3	0	1	0	0	0	2	0									
		1.24%	0.92%	1.26%	0.82%	2.66%	1.73%	1.43%	1.40%	1.99%	1.53%	1.55%	0.00%	2.02%	1.01%	0.45%	0.70%	0.77%	0.40%	0.00%	0.57%	0.00%	0.00%	0.00%	0.58%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1230	56	89	36	48	81	61	75	128	58	125	0	70	107	103	9	32	72	16	22	12	4	1	21	4									
		11.14%	12.87%	12.43%	9.86%	9.82%	12.74%	9.68%	10.53%	11.59%	9.85%	13.80%	0.00%	11.76%	13.46%	11.47%	6.34%	12.31%	9.72%	18.82%	12.64%	12.63%	12.90%	2.56%	6.14%	4.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	1	6	1	2	4	3	0	4	3	1	0	3	3	6	1	0	2	0	2	0	0	0	1	1									
		0.40%	0.23%	0.84%	0.27%	0.41%	0.63%	0.48%	0.00%	0.36%	0.51%	0.11%	0.00%	0.50%	0.38%	0.67%	0.70%	0.00%	0.27%	0.00%	1.15%	0.00%	0.00%	0.00%	0.29%	1.01%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	922	31	64	19	38	58	39	56	108	62	97	11	52	71	77	11	12	58	1	11	11	2	2	28	3									
		8.35%	7.13%	8.94%	5.21%	7.77%	9.12%	6.19%	7.87%	9.78%	10.53%	10.71%	6.71%	8.74%	8.93%	8.57%	7.75%	4.62%	7.83%	1.18%	6.32%	11.58%	6.45%	5.13%	8.19%	3.03%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
