Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Воткинская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326					
		16.47%	10.17%	7.37%	13.79%	7.91%	9.42%	23.51%	26.70%	20.05%	16.14%	15.04%	13.24%	16.44%	16.67%	20.74%	17.12%	9.60%	16.04%	11.79%	14.29%	14.56%	7.69%	14.06%	10.93%	21.76%	15.71%	14.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	142	4	4	4	1	8	18	24	4	12	6	1	8	0	9	2	5	7	1	2	4	4	6	2	0	4	2					
		1.28%	0.95%	1.13%	0.88%	0.47%	2.43%	2.39%	2.81%	0.91%	4.72%	1.50%	0.49%	1.57%	0.00%	0.85%	0.90%	1.33%	0.88%	0.47%	0.44%	0.64%	3.85%	0.88%	1.09%	0.00%	1.90%	0.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5621	214	249	282	136	190	280	322	198	104	193	107	297	130	443	72	180	438	124	242	363	55	392	121	252	113	124					
		50.51%	50.59%	70.54%	61.71%	63.26%	57.75%	37.18%	37.70%	45.10%	40.94%	48.37%	52.45%	58.12%	55.56%	41.95%	32.43%	48.00%	54.89%	58.49%	53.19%	58.08%	52.88%	57.39%	66.12%	49.41%	53.81%	45.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	37	0	3	1	0	0	2	2	0	1	2	0	4	0	7	1	1	0	1	0	3	1	2	2	2	1	1					
		0.33%	0.00%	0.85%	0.22%	0.00%	0.00%	0.27%	0.23%	0.00%	0.39%	0.50%	0.00%	0.78%	0.00%	0.66%	0.45%	0.27%	0.00%	0.47%	0.00%	0.48%	0.96%	0.29%	1.09%	0.39%	0.48%	0.37%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
