Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
"Наименование Избирательной комиссии:    г. Ростов-на-Дону, Ленинская "																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665					
18	"1. ""ЕДИНЕНИЕ"""	255	10	12	12	7	12	9	11	12	5	6	0	16	8	19	3	12	5	8	11	11	12	11	9	15	17	2					
		0.90%	1.05%	1.13%	1.30%	0.77%	1.21%	0.92%	0.84%	1.16%	0.51%	0.60%	0.0%	1.27%	0.59%	1.44%	0.28%	0.81%	0.41%	0.58%	0.83%	0.97%	1.09%	1.15%	0.76%	1.35%	1.41%	1.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1830	98	100	78	76	63	98	88	60	53	86	79	87	87	106	63	87	63	50	74	69	34	58	62	50	59	2					
		6.46%	10.37%	9.43%	8.45%	8.40%	6.37%	10.12%	6.72%	5.82%	5.48%	8.71%	7.12%	6.92%	6.42%	8.07%	5.97%	5.93%	5.24%	3.68%	5.61%	6.10%	3.11%	6.09%	5.24%	4.53%	4.92%	1.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1454	41	53	41	46	37	41	50	46	45	35	46	57	61	81	43	73	81	99	81	64	94	62	43	52	79	3					
		5.13%	4.33%	5.0%	4.44%	5.08%	3.74%	4.23%	3.82%	4.46%	4.65%	3.54%	4.15%	4.53%	4.50%	6.16%	4.07%	4.97%	6.73%	7.29%	6.14%	5.66%	8.60%	6.51%	3.63%	4.71%	6.58%	2.17%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2629	122	134	99	108	79	119	112	94	103	98	130	112	128	125	102	106	93	200	76	72	83	62	92	82	97	1					
		9.28%	12.91%	12.64%	10.73%	11.94%	7.98%	12.29%	8.56%	9.12%	10.65%	9.92%	11.73%	8.91%	9.45%	9.52%	9.66%	7.22%	7.73%	14.73%	5.76%	6.37%	7.60%	6.51%	7.77%	7.43%	8.09%	0.72%					
22	"5. ""За Русь Святую"""	156	3	8	6	10	1	4	1	10	4	8	13	12	9	4	7	3	7	6	3	5	7	5	8	5	6	1					
		0.55%	0.31%	0.75%	0.65%	1.10%	0.10%	0.41%	0.07%	0.97%	0.41%	0.81%	1.17%	0.95%	0.66%	0.30%	0.66%	0.20%	0.58%	0.44%	0.22%	0.44%	0.64%	0.52%	0.67%	0.45%	0.50%	0.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	56	0	2	0	1	3	7	3	8	1	1	1	1	3	1	1	1	4	0	1	0	6	7	0	1	3	0					
		0.19%	0.0%	0.18%	0.0%	0.11%	0.30%	0.72%	0.22%	0.77%	0.10%	0.10%	0.09%	0.07%	0.22%	0.07%	0.09%	0.06%	0.33%	0.0%	0.07%	0.0%	0.54%	0.73%	0.0%	0.09%	0.25%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	250	7	16	6	10	6	4	9	13	6	8	6	8	10	13	7	14	6	15	16	11	5	9	13	17	15	0					
		0.88%	0.74%	1.50%	0.65%	1.10%	0.60%	0.41%	0.68%	1.26%	0.62%	0.81%	0.54%	0.63%	0.73%	0.99%	0.66%	0.95%	0.49%	1.10%	1.21%	0.97%	0.45%	0.94%	1.09%	1.54%	1.25%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	1	0	0	0	8	0	2	2	0	0	0	2	1	2	0	4	0	0	1	1	3	2	0	1	2	0					
		0.11%	0.10%	0.0%	0.0%	0.0%	0.80%	0.0%	0.15%	0.19%	0.0%	0.0%	0.0%	0.15%	0.07%	0.15%	0.0%	0.27%	0.0%	0.0%	0.07%	0.08%	0.27%	0.21%	0.0%	0.09%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	169	5	8	5	5	8	7	11	4	5	7	4	9	12	11	3	7	3	2	9	12	3	7	5	4	13	0					
		0.59%	0.52%	0.75%	0.54%	0.55%	0.80%	0.72%	0.84%	0.38%	0.51%	0.70%	0.36%	0.71%	0.88%	0.83%	0.28%	0.47%	0.24%	0.14%	0.68%	1.06%	0.27%	0.73%	0.42%	0.36%	1.08%	0.0%					
27	"10. ""Аграрная партия России"""	348	4	15	11	15	5	28	12	11	14	7	16	16	14	13	9	22	8	10	19	23	12	15	10	24	15	0					
		1.22%	0.42%	1.41%	1.19%	1.65%	0.50%	2.89%	0.91%	1.06%	1.44%	0.70%	1.44%	1.27%	1.03%	0.99%	0.85%	1.49%	0.66%	0.73%	1.44%	2.03%	1.09%	1.57%	0.84%	2.17%	1.25%	0.0%					
28	"11. ""Истинные патриоты России"""	37	2	0	1	1	1	1	0	0	1	0	1	1	0	1	2	2	3	9	2	1	1	5	1	0	1	0					
		0.13%	0.21%	0.0%	0.10%	0.11%	0.10%	0.10%	0.0%	0.0%	0.10%	0.0%	0.09%	0.07%	0.0%	0.07%	0.18%	0.13%	0.24%	0.66%	0.15%	0.08%	0.09%	0.52%	0.08%	0.0%	0.08%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	298	1	14	12	15	8	4	11	12	12	8	11	5	14	15	5	12	14	18	22	15	10	17	13	19	11	0					
		1.05%	0.10%	1.32%	1.30%	1.65%	0.80%	0.41%	0.84%	1.16%	1.24%	0.81%	0.99%	0.39%	1.03%	1.14%	0.47%	0.81%	1.16%	1.32%	1.66%	1.32%	0.91%	1.78%	1.09%	1.72%	0.91%	0.0%					
30	"13. ""Демократическая партия России"""	45	0	0	0	1	2	5	3	3	1	1	0	2	0	0	2	1	3	1	6	1	4	3	4	1	1	0					
		0.15%	0.0%	0.0%	0.0%	0.11%	0.20%	0.51%	0.22%	0.29%	0.10%	0.10%	0.0%	0.15%	0.0%	0.0%	0.18%	0.06%	0.24%	0.07%	0.45%	0.08%	0.36%	0.31%	0.33%	0.09%	0.08%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	53	1	0	1	5	2	3	2	2	0	2	0	1	5	2	1	0	3	6	5	4	1	3	1	1	2	0					
		0.18%	0.10%	0.0%	0.10%	0.55%	0.20%	0.30%	0.15%	0.19%	0.0%	0.20%	0.0%	0.07%	0.36%	0.15%	0.09%	0.0%	0.24%	0.44%	0.37%	0.35%	0.09%	0.31%	0.08%	0.09%	0.16%	0.0%					
32	"15. ""Партия СЛОН"""	44	1	5	6	2	0	0	3	1	1	4	3	0	1	3	0	2	3	2	0	3	4	0	0	0	0	0					
		0.15%	0.10%	0.47%	0.65%	0.22%	0.0%	0.0%	0.22%	0.09%	0.10%	0.40%	0.27%	0.0%	0.07%	0.22%	0.0%	0.13%	0.24%	0.14%	0.0%	0.26%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3057	109	138	77	74	90	152	103	109	106	114	118	136	134	173	106	137	126	150	133	107	104	105	142	128	174	12					
		10.79%	11.53%	13.01%	8.35%	8.18%	9.10%	15.70%	7.87%	10.58%	10.96%	11.55%	10.64%	10.82%	9.89%	13.17%	10.04%	9.33%	10.48%	11.05%	10.08%	9.46%	9.52%	11.04%	12.00%	11.60%	14.51%	8.69%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	1	2	2	1	1	3	3	2	0	2	5	0	0	1	0	4	2	0	2	2	3	4	7	6	1	0					
		0.19%	0.10%	0.18%	0.21%	0.11%	0.10%	0.30%	0.22%	0.19%	0.0%	0.20%	0.45%	0.0%	0.0%	0.07%	0.0%	0.27%	0.16%	0.0%	0.15%	0.17%	0.27%	0.42%	0.59%	0.54%	0.08%	0.0%					
35	"18. ""ЛДПР"""	2040	53	56	69	74	77	50	88	82	66	37	61	116	86	88	52	125	76	101	101	84	96	87	83	116	96	20					
		7.20%	5.60%	5.28%	7.48%	8.18%	7.78%	5.16%	6.72%	7.96%	6.82%	3.74%	5.50%	9.23%	6.35%	6.70%	4.92%	8.52%	6.32%	7.44%	7.65%	7.43%	8.79%	9.14%	7.01%	10.51%	8.00%	14.49%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	430	10	17	11	12	20	11	16	17	11	16	14	17	13	28	11	25	13	30	27	16	20	18	19	14	20	4					
		1.51%	1.05%	1.60%	1.19%	1.32%	2.02%	1.13%	1.22%	1.65%	1.13%	1.62%	1.26%	1.35%	0.96%	2.13%	1.04%	1.70%	1.08%	2.21%	2.04%	1.41%	1.83%	1.89%	1.60%	1.26%	1.66%	2.89%					
37	"20. ""Политическая партия ""Единая Россия"""	10126	324	302	331	284	418	230	595	344	355	425	452	466	547	390	456	576	487	405	525	391	414	266	414	353	309	67					
		35.77%	34.28%	28.49%	35.90%	31.41%	42.26%	23.76%	45.48%	33.39%	36.71%	43.05%	40.79%	37.10%	40.39%	29.70%	43.22%	39.26%	40.51%	29.84%	39.80%	34.60%	37.91%	27.97%	34.99%	32.00%	25.77%	48.55%					
38	"21. ""Российская Конституционно-демократическая партия"""	44	0	4	1	0	0	2	3	2	1	1	2	2	0	2	2	5	2	2	3	1	0	4	1	2	2	0					
		0.15%	0.0%	0.37%	0.10%	0.0%	0.0%	0.20%	0.22%	0.19%	0.10%	0.10%	0.18%	0.15%	0.0%	0.15%	0.18%	0.34%	0.16%	0.14%	0.22%	0.08%	0.0%	0.42%	0.08%	0.18%	0.16%	0.0%					
39	"22. ""Развитие предпринимательства"""	107	1	2	1	6	5	1	5	4	3	1	3	3	15	6	1	3	1	30	4	3	2	3	1	3	0	0					
		0.37%	0.10%	0.18%	0.10%	0.66%	0.50%	0.10%	0.38%	0.38%	0.31%	0.10%	0.27%	0.23%	1.10%	0.45%	0.09%	0.20%	0.08%	2.21%	0.30%	0.26%	0.18%	0.31%	0.08%	0.27%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3105	102	105	99	85	100	130	135	115	98	77	99	109	118	156	120	151	121	149	114	154	107	154	173	124	199	11					
		10.96%	10.79%	9.90%	10.73%	9.40%	10.11%	13.42%	10.32%	11.16%	10.13%	7.80%	8.93%	8.67%	8.71%	11.88%	11.37%	10.29%	10.06%	10.98%	8.64%	13.62%	9.79%	16.19%	14.62%	11.24%	16.59%	7.97%					
																																	
41	Против всех	1470	44	66	49	55	33	49	35	60	69	37	44	70	73	65	55	87	64	54	81	63	52	42	64	69	75	15					
		5.19%	4.65%	6.22%	5.31%	6.08%	3.33%	5.06%	2.67%	5.82%	7.13%	3.74%	3.97%	5.57%	5.39%	4.95%	5.21%	5.93%	5.32%	3.97%	6.14%	5.57%	4.76%	4.41%	5.40%	6.25%	6.25%	10.86%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
